,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
South 24 Parganas,19,343,0,0,0,0,0,0,4,2,32,425,1087,1340,1214,953,667,630,551,378,312,186,173,113,116,48,51,56,57,32,19,14,24,13,7,13,10,10,14,2,1,7,14,6,4,0,5,6,1,4,4,0,8,0,6,2,2,1,1,4,0,5,1,1,5,0,6,1,0,0,9,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0
Pratapgarh,9,173,0,0,0,0,0,0,0,0,8,201,634,912,794,534,263,162,48,21,17,7,9,10,6,11,4,7,13,3,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaintia Hills,17,299,0,0,0,0,0,0,0,0,22,1268,4917,3471,1889,1044,497,275,164,92,58,26,39,47,21,11,19,10,8,2,2,0,3,3,2,4,0,2,0,3,1,0,3,3,1,0,0,2,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,167,943,1438,1205,810,641,434,328,256,219,194,137,118,80,80,63,50,43,42,29,38,26,28,31,20,21,18,20,12,10,13,6,8,12,6,11,12,11,6,12,10,6,12,5,6,3,6,8,2,1,5,8,7,3,4,5,6,1,2,4,2,2,3,3,4,2,2,4,3,0,2,2,3,5,2,0,3,3,1,6,3,1,3,0,1,1,3,2,3,2
Hisar,6,80,0,0,0,0,0,0,0,0,0,15,1185,5390,5273,2473,1209,795,491,355,276,194,220,144,104,94,77,70,71,60,37,37,50,48,32,22,28,21,39,26,21,22,7,14,12,9,9,5,14,8,9,16,5,14,6,10,12,1,9,2,3,11,2,6,11,2,7,7,4,4,9,3,1,3,13,1,1,8,3,3,0,4,6,2,1,1,3,0,3,3,2,8,1,0,5,3,0,2,0,4,0,0,0
Mandi,2,27,0,0,0,0,0,0,0,0,0,139,5149,8817,2678,698,335,215,134,112,81,56,41,20,17,17,8,9,11,6,9,7,6,4,3,4,8,1,6,3,0,2,1,0,2,2,1,3,1,1,0,1,5,0,2,1,0,0,1,1,0,0,0,0,0,2,1,3,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,1,3,79,102,112,86,67,49,36,63,48,43,23,41,25,41,26,37,27,35,33,26,28,22,20,15,17,21,13,7,15,14,8,10,15,7,17,10,12,8,7,6,17,15,6,12,13,3,4,2,10,7,6,11,5,12,7,7,8,4,5,4,7,7,4,3,15,7,3,4,2,2,7,0,1,11,1,13,5,6,3,0,8,1,2,0,2,2,6,3
Hoshangabad,23,449,0,0,0,0,0,0,0,0,6,98,1604,6523,10043,5822,1730,374,176,88,77,46,31,33,15,14,12,11,20,18,4,1,10,10,10,0,2,7,12,3,2,0,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,2,977,3623,4374,2845,1509,744,411,264,162,121,91,86,71,33,55,30,46,29,24,22,29,22,12,17,8,16,9,14,16,11,8,9,10,4,7,8,7,7,3,5,4,6,5,5,2,4,2,5,3,3,4,4,4,6,2,1,2,2,1,0,3,2,0,1,1,4,0,2,3,3,1,1,0,0,1,1,3,2,1,2,0,0,1,1,1,0,1,1,1,0,0
Jodhpur,8,113,0,0,0,0,0,0,0,0,8,3747,37233,33601,12012,4616,2322,1390,845,663,499,450,280,272,210,165,151,125,85,114,127,72,54,66,86,56,56,44,35,50,35,20,30,33,27,20,38,27,33,23,23,19,31,18,28,22,23,9,7,6,20,17,18,17,6,11,9,12,3,17,7,4,18,7,16,10,5,7,8,10,9,11,8,5,7,6,9,4,11,12,7,13,3,15,12,3,4,6,7,8,12,8,6
Anuppur,23,461,0,0,0,0,0,0,0,4,35,294,1914,4576,3990,2076,1112,598,408,259,189,127,133,77,46,39,35,34,25,34,22,22,16,24,19,10,14,14,10,13,10,9,13,5,9,7,4,1,3,8,2,4,3,1,7,2,3,4,5,1,0,4,3,3,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,7,3,0,0,0,2,0,4,4,5,9,6,6,9,13,2,7,5,10,4,4,9,7,18,1,6,3,4,3,4,4,1,0,0,2,2,0,0,2,0,3,0,0,6,6,2,0,1,2,1,0,2,5,4,3,0,2,0,2,6,7,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,2,5,0
Thiruvarur,33,619,0,0,0,0,0,0,0,1,2,19,50,184,525,390,287,206,113,104,44,25,27,20,15,9,14,3,6,6,7,6,0,8,0,0,12,0,0,0,0,2,2,0,0,2,4,0,4,0,0,0,0,2,0,0,1,2,0,0,0,0,2,3,0,4,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttara Kannada,29,563,0,0,0,0,0,0,0,0,2,138,1874,5131,5509,4350,2553,578,198,103,87,49,33,26,20,22,10,7,24,15,5,6,3,7,14,13,3,3,6,3,4,1,0,4,3,3,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bandipore,1,9,0,0,0,0,0,0,0,1,69,1965,5996,1844,388,215,131,118,75,69,47,43,30,24,12,22,9,9,7,5,5,5,4,4,3,5,3,2,2,4,5,2,4,4,5,0,2,3,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Sabar Kantha,24,472,0,0,0,0,0,14,7,24,51,427,2340,3192,2128,743,206,169,88,82,45,35,21,16,6,25,4,17,18,10,10,5,8,6,8,5,11,0,0,2,2,4,2,6,4,6,0,0,0,3,0,0,2,4,4,0,0,0,0,0,0,0,4,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,13,551,1361,1370,1003,717,465,323,243,207,155,113,115,110,76,73,70,68,42,52,56,33,39,41,33,27,24,13,28,17,18,27,15,7,11,9,6,5,2,3,12,3,3,8,7,10,3,1,10,6,8,4,6,2,0,3,2,8,2,5,7,4,4,4,3,3,2,1,1,1,1,1,2,1,5,6,2,1,2,5,4,0,1,0,1,0,4,0,0,1,1
Mandla,23,454,0,0,0,0,0,7,10,72,231,1252,7201,13634,6945,2002,627,219,51,28,31,14,10,1,4,4,1,12,2,1,3,1,1,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faizabad,9,177,0,0,0,0,0,0,0,7,23,105,269,266,354,252,209,158,88,37,29,6,18,1,2,5,5,2,3,0,3,0,3,4,4,2,3,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champhai,15,284,0,0,0,0,0,0,3,30,294,1796,4824,2576,1200,266,66,8,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,13,47,121,709,1731,1452,773,333,136,69,49,23,22,12,12,15,8,15,7,6,6,1,0,4,2,3,0,2,0,0,4,4,1,0,0,3,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,32,331,641,1092,1106,1048,615,385,239,155,80,59,50,23,23,17,8,13,6,9,16,5,9,11,10,11,12,7,6,2,5,3,3,6,3,5,4,3,7,1,8,2,2,4,3,4,0,4,3,1,0,0,0,0,2,0,0,0,0,6,3,0,0,0,1,1,1,0,0,2,0,0,2,1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,12,13,14,11,13,17,32,28,20,16,16,29,29,37,22,19,14,20,20,12,18,12,8,8,3,17,13,26,14,25,13,15,14,14,15,14,16,19,14,20,28,9,8,21,17,10,11,13,7,8,9,9,9,14,13,9,7,4,5,5,9,11,15,5,10,2,11,6,6,4,9,4,2,6,7,3,8,5,6,2
Ganjam,21,388,0,0,0,0,0,0,0,0,70,4547,15725,6687,2606,1261,701,379,232,182,155,109,125,82,67,45,53,44,37,30,28,16,32,11,5,20,15,6,10,5,9,4,7,15,10,8,4,1,4,9,4,5,2,3,2,9,1,2,3,0,0,2,0,0,1,2,3,2,8,9,4,8,1,2,0,2,0,4,0,0,1,4,1,4,0,0,1,0,0,0,1,4,0,6,0,0,0,0,1,0,2,0,1
Jhansi,9,166,0,0,0,0,0,2,8,32,125,335,1210,3039,3994,2721,1035,403,194,153,102,88,69,53,61,40,41,18,17,37,24,21,8,17,27,12,15,19,12,14,6,19,9,2,6,13,9,9,11,11,5,0,7,3,3,8,9,6,4,3,10,4,7,5,0,1,6,0,10,0,6,2,2,1,3,0,5,6,3,3,0,5,4,6,2,0,4,0,0,0,1,8,2,2,0,4,2,2,3,0,1,2,4
Mathura,9,145,0,0,0,0,0,0,0,0,1,1,51,1362,3827,2541,1299,912,703,469,374,281,230,178,157,154,108,82,87,72,54,70,44,47,43,27,40,23,19,32,21,26,23,15,14,9,22,20,26,11,8,11,9,14,11,12,11,9,8,6,4,11,2,4,12,4,8,9,8,4,5,6,7,6,3,5,3,6,6,6,3,8,1,4,17,3,2,1,2,2,2,2,3,1,2,2,2,3,2,3,8,4,1
Bankura,19,339,0,0,0,0,0,0,0,0,3,73,777,3024,4627,3540,2235,1417,874,540,381,241,195,123,117,99,85,82,81,86,44,37,52,42,26,17,19,24,33,10,14,23,9,20,13,12,7,9,4,4,10,6,13,5,9,1,4,13,4,4,2,5,10,10,1,1,4,4,1,0,0,4,2,8,5,0,5,1,4,2,4,0,0,1,0,3,0,0,2,2,0,0,0,0,0,1,0,0,0,1,3,0,3
