,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,0,50,228,408,347,358,364,355,284,252,246,211,197,185,174,138,123,110,106,95,89,100,74,84,56,78,73,49,37,40,46,34,40,37,24,32,33,35,30,29,26,21,22,20,17,17,18,17,13,18,19,10,17,15,13,12,14,14,13,14,11,15,9,20,8,2,8,7,7,5,7,9,8,9,9,7,7,2,4,6,4,7,5,6,3,5,2,11,8,3
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,0,239,336,371,391,424,335,327,294,237,227,167,149,129,132,98,98,83,74,81,75,71,46,56,48,47,45,47,35,47,44,42,32,24,36,31,18,24,24,22,19,17,23,14,20,10,23,17,17,20,20,24,16,10,12,12,9,16,19,11,13,12,12,10,7,10,16,9,10,7,8,7,6,8,6,9,6,9,10,6,8,6,7,6,5,8,12,4,7,4,6,2
Mirzapur,9,199,0,0,0,0,0,0,0,0,0,677,5735,3148,2326,1623,1216,910,774,609,452,347,334,258,227,165,162,137,103,85,69,50,37,34,32,25,29,20,19,18,18,14,14,12,17,5,10,16,11,8,5,9,7,9,9,14,4,6,3,3,8,1,4,5,4,8,7,6,4,1,2,1,1,1,4,2,4,1,1,1,1,2,2,4,4,2,0,1,2,1,1,0,2,1,3,2,0,1,1,2,0,1,2
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,0,385,1307,1425,1406,1548,1585,1388,1283,1021,792,595,461,351,283,216,139,93,60,64,63,44,30,37,39,21,31,21,27,25,20,20,13,9,11,10,9,10,7,12,9,5,10,10,4,8,7,7,2,2,3,7,3,5,3,7,3,4,2,2,8,1,2,1,1,0,5,1,1,1,1,3,2,0,3,0,0,2,2,1,0,1,0,1,1,0,3,1,1,0,2,0
Bikaner,8,101,0,0,0,0,0,0,0,0,1,173,47541,46509,14991,8322,4951,3054,2065,1489,1114,836,701,590,480,352,306,274,247,207,199,164,146,144,127,131,121,83,85,90,92,94,87,75,63,58,55,49,53,56,38,38,43,43,36,32,22,28,20,25,20,21,23,23,18,19,23,12,21,18,18,17,23,18,17,18,16,13,9,10,19,14,6,9,15,13,16,9,9,13,10,12,10,8,13,7,11,7,7,11,7,10,4
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,6,3,6,2,2,3,3,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,7,16,11,8,7,6,6,10,1,1,4,2,2,1,0,5,4,2,3,2,1,3,3,4,2,3,6,2,0,1,5,1,2,1,4,1,2,3,2,1,2,2,3,4,2,2,5,0,3,4,3,6,3,0,5,1,2,4,2,4,3,3,4,2,3,3,5,1,2,1,3,3
Tiruvannamalai,33,606,0,0,0,0,0,0,0,0,56,1916,3276,3643,3762,3207,2551,1915,1292,900,621,485,324,267,186,156,115,95,65,54,45,49,38,35,34,34,23,21,13,14,19,20,16,10,10,8,4,11,7,2,11,8,2,7,10,5,8,3,6,0,9,5,4,5,9,3,6,5,0,3,4,2,2,1,0,2,2,1,1,1,2,3,1,0,0,1,1,2,3,1,0,2,2,1,0,0,1,2,3,1,1,1,1
Udupi,29,569,0,0,0,0,0,0,0,0,693,6892,3637,1559,811,497,343,262,201,125,122,95,67,47,57,36,33,32,33,28,29,12,12,20,16,8,16,10,12,18,9,21,9,7,10,7,4,9,9,10,4,5,5,7,4,3,0,7,5,4,3,3,2,3,1,7,1,3,3,5,1,3,3,4,0,4,1,1,4,2,1,1,2,3,3,1,5,1,1,3,2,2,1,3,0,1,2,1,2,0,1,0,0
Bellary,29,565,0,0,0,0,0,0,0,0,9,4838,9846,5644,3143,1887,1276,1023,782,633,513,452,359,336,285,274,231,213,186,161,155,126,145,117,103,103,97,75,84,70,77,73,53,41,57,55,37,51,60,45,44,43,31,35,28,36,44,22,15,30,39,25,13,21,22,28,19,14,24,17,16,13,22,18,14,14,13,12,9,17,13,9,18,8,14,8,8,9,8,15,7,6,15,12,9,7,10,6,3,5,4,10,5
Agra,9,146,0,0,0,0,0,0,0,0,0,0,323,1331,1097,1151,1169,1059,857,812,737,653,568,558,523,451,429,407,363,317,303,261,221,230,203,197,183,172,154,135,122,98,120,104,89,94,63,84,76,72,66,61,62,58,57,59,61,39,41,36,46,36,38,31,37,23,33,21,20,23,33,21,17,21,20,19,13,18,16,15,21,14,14,15,11,20,8,11,14,14,12,10,10,10,11,10,7,7,8,12,10,8,5
Jamui,10,238,0,0,0,0,0,0,0,0,0,328,7718,2692,1023,524,349,239,123,78,66,49,40,28,34,18,12,11,10,3,9,9,7,4,8,5,6,3,4,4,5,2,2,3,2,1,2,6,0,2,3,1,0,2,1,0,1,0,1,3,0,0,0,1,0,0,0,4,1,2,1,0,2,1,2,0,1,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,2,1,1,0,0,1,1,0,1
Harda,23,448,0,0,0,0,0,0,0,0,2,2572,2361,1999,1827,1479,1238,805,512,308,234,151,125,103,82,65,51,47,41,39,31,25,19,14,28,14,15,18,10,5,9,19,6,10,7,3,9,2,5,4,4,3,5,2,3,1,4,4,4,3,0,1,4,3,5,1,2,0,1,1,2,2,1,1,3,0,2,0,1,2,2,0,1,1,0,3,1,0,1,1,2,1,0,1,0,2,0,0,0,2,0,0,1
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,27,419,990,993,713,630,472,398,347,335,260,241,187,169,168,140,113,113,122,94,102,98,99,84,69,65,67,55,52,64,60,69,37,62,43,45,48,42,64,45,45,41,33,38,45,40,28,26,32,32,32,30,24,24,28,24,19,28,26,21,24,17,28,15,12,22,18,17,17,17,17,19,11,13,12,14,16,12,12,8,7,13,18,8,3,10,11,11,9,12
Gondiya,27,507,0,0,0,0,0,0,0,0,32,7887,6337,3358,1960,1124,675,430,331,257,171,132,106,86,77,57,38,43,37,26,21,30,11,23,16,11,11,15,11,12,10,5,5,1,4,6,2,11,8,6,7,7,7,5,4,3,5,7,2,4,6,3,1,2,2,2,4,6,5,2,1,4,2,2,2,1,2,1,0,1,1,1,2,1,0,1,0,3,1,4,2,1,2,0,1,0,2,1,0,1,1,1,1
Hailakandi,18,318,0,0,0,0,0,0,0,0,1,1392,2113,575,464,392,250,206,103,69,56,44,41,20,24,22,17,9,12,11,2,5,5,1,3,2,3,0,4,1,2,1,2,1,1,4,1,1,2,0,1,2,0,1,0,2,2,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churachandpur,14,274,0,0,0,0,2,2,2,15,204,11906,6996,358,156,102,71,37,37,34,30,24,16,13,10,14,15,13,10,7,4,6,6,1,3,7,3,4,4,6,4,2,4,7,3,3,0,4,0,2,0,4,3,4,0,2,3,1,0,2,2,1,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,23,1218,1974,1448,1198,848,634,468,424,303,250,182,172,175,153,129,99,82,76,84,69,66,57,48,57,34,36,35,27,39,32,29,34,34,27,26,22,23,15,24,25,15,19,17,9,19,20,12,10,13,15,11,11,10,13,15,12,10,12,12,15,11,5,9,6,9,5,4,9,5,5,8,5,10,7,3,4,9,8,8,5,7,11,4,4,3,7,8,6,8,7,9
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,2,376,524,367,256,253,232,193,137,150,133,101,79,57,87,60,50,47,32,38,24,38,21,35,16,24,23,20,24,14,16,15,14,7,9,17,13,8,16,7,6,8,8,6,6,10,12,6,6,10,4,3,5,2,1,6,5,1,6,5,2,1,3,5,2,5,4,3,2,5,4,2,4,7,3,3,2,2,1,4,3,2,3,5,4,1,2,4,3,0,0
Sonbhadra,9,200,0,0,0,0,0,0,0,0,0,3234,15147,4097,1838,1113,837,582,442,346,246,186,143,128,101,79,68,50,37,29,33,31,37,24,34,28,18,25,18,15,13,14,15,14,17,11,12,9,16,7,13,19,10,12,8,2,6,12,9,5,9,15,9,12,7,5,7,8,9,7,11,5,5,18,2,7,3,9,6,10,11,2,7,4,12,8,9,5,2,4,4,9,3,2,5,4,8,5,1,5,5,1,8
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,11,2334,5804,4803,3471,2384,1603,1195,920,741,595,479,386,345,293,228,184,173,135,136,106,81,75,59,70,56,51,52,44,29,29,23,23,27,30,27,20,25,14,23,14,19,15,10,13,8,8,8,3,7,4,7,14,11,12,6,5,5,5,7,4,9,3,2,5,3,8,3,2,5,3,9,1,6,3,5,4,1,4,3,3,5,2,1,3,1,2,1,3,5,6,3
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,9,232,606,965,1106,879,666,467,367,332,275,218,199,176,153,142,122,123,99,100,94,78,83,67,82,78,56,51,43,46,44,49,38,38,35,40,30,30,29,22,23,22,26,16,24,15,22,9,10,20,6,9,11,15,11,12,9,8,12,7,12,5,7,5,7,6,5,4,2,2,4,9,3,2,1,3,3,4,5,2,11,2,3,3,5,3,2,3,3,2
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,30,2642,4296,3307,2142,1459,1152,953,739,639,575,488,356,370,295,290,229,200,201,165,148,141,125,118,114,89,83,57,68,66,81,49,40,53,49,42,30,26,27,32,30,26,23,22,13,28,17,17,16,16,18,10,8,14,10,7,12,9,7,8,5,5,6,6,9,6,5,3,7,5,5,3,3,4,3,2,2,4,8,4,4,0,4,3,5,4,0,1,1,6,1,5
Shimla,2,33,0,0,0,0,0,0,0,0,0,0,2540,14018,4095,1253,584,355,207,147,114,85,63,61,52,48,35,27,20,28,22,15,17,20,13,14,8,12,12,9,7,11,10,11,9,5,5,7,4,3,2,2,5,4,6,5,8,5,3,5,4,2,2,1,4,0,3,2,1,5,2,3,2,1,1,3,1,0,4,2,2,2,3,1,2,3,0,3,2,1,0,0,1,0,1,0,1,1,0,1,0,1,0
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,0,2454,3306,1326,1122,1076,1103,1049,980,897,907,856,767,702,698,575,481,474,415,373,336,273,251,229,201,194,181,166,123,115,140,81,87,79,69,72,57,36,43,45,43,34,40,38,32,28,28,32,28,24,26,30,17,25,20,22,17,9,18,21,12,12,13,14,12,20,16,10,8,7,19,11,12,9,8,11,11,13,10,11,13,14,8,7,13,6,11,11,6,10,6,9,13
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,7,409,1294,1694,1940,1907,1687,1491,1205,1068,790,634,510,382,269,197,170,128,106,72,82,50,51,31,33,30,18,24,14,14,15,12,14,12,11,5,8,7,2,8,6,4,4,6,4,3,2,5,1,3,4,2,3,0,5,4,0,1,1,1,1,2,2,0,2,0,0,0,2,3,3,3,2,2,1,1,2,2,1,3,0,1,2,1,1,0,2,2,0,0,3
Jaintia Hills,17,299,0,0,0,0,0,0,0,0,0,1903,9451,2232,808,493,320,249,204,141,105,92,93,78,47,51,52,37,33,37,26,24,32,21,22,11,16,21,18,13,10,7,4,8,10,9,11,6,7,7,9,6,6,4,3,5,7,4,1,6,0,3,3,7,2,6,0,6,3,2,4,2,5,0,3,2,1,1,3,1,0,1,0,1,0,0,0,2,2,2,1,0,1,3,1,1,0,0,1,0,0,3,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,12,569,1289,1169,875,632,453,336,337,254,207,182,169,138,104,77,74,60,49,42,31,31,28,26,23,30,27,22,24,24,16,21,17,15,11,11,8,16,11,7,7,8,11,7,7,9,4,6,6,3,7,7,0,5,8,3,7,5,4,10,7,3,4,3,0,3,4,6,6,3,3,2,2,4,4,4,5,2,2,3,2,6,3,3,1,5,1,5,4,1
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,11,652,3292,3376,2279,1529,1137,810,652,512,406,387,284,224,227,193,174,169,152,160,124,122,105,85,88,91,79,73,80,60,55,49,59,39,45,41,50,33,47,40,36,41,33,27,32,31,30,27,32,30,26,23,23,22,24,19,20,20,17,23,15,8,16,12,13,18,19,16,11,23,11,13,13,14,12,7,11,10,9,13,9,11,11,4,10,5,9,9,11,16,6
Mandi,2,27,0,0,0,0,0,0,0,0,0,0,878,8613,4275,1817,890,527,355,240,150,133,97,71,71,58,52,45,22,33,31,24,14,17,15,13,10,8,9,8,7,6,4,8,4,12,5,4,5,4,1,4,1,6,0,5,4,3,3,2,3,0,0,1,4,2,1,4,4,0,0,2,0,1,2,1,5,0,1,0,2,1,1,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,59,70,83,116,106,100,124,100,81,86,67,75,76,59,74,84,68,47,60,40,56,49,49,44,36,34,39,32,27,32,25,25,31,24,25,25,24,20,12,16,30,27,30,17,23,25,20,18,23,23,13,11,13,16,16,16,15,20,16,14,11,13,4,10,10,9,10,7,18,12,12,8,10,11,13,7,14,6,8,14,8,2,7,10,6,8
Hoshangabad,23,449,0,0,0,0,0,0,0,0,13,6725,5410,3552,2913,2226,1795,1457,1106,807,553,418,320,235,195,146,124,124,105,96,69,57,49,56,41,34,39,25,28,31,21,21,19,15,15,15,19,15,7,11,8,7,10,6,4,5,4,5,7,4,4,9,8,1,7,6,3,4,7,2,2,3,3,6,3,2,4,3,5,1,4,0,5,1,0,4,5,6,5,4,1,0,3,4,1,2,3,4,1,1,2,1,1
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,19,1587,2775,2668,2099,1502,1043,770,570,457,359,262,242,187,112,127,91,74,56,57,35,44,33,46,24,32,24,12,13,22,21,12,13,13,17,14,12,8,9,10,8,8,9,8,8,5,8,10,7,14,12,9,2,10,9,7,5,10,3,6,6,6,4,7,4,5,4,6,4,4,6,3,3,3,1,1,1,3,6,5,1,3,2,6,2,3,5,0,3,1,1
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,196,20335,27117,16292,10065,6744,4484,3083,2232,1680,1244,1070,817,697,565,463,407,321,325,251,220,218,172,161,157,128,125,107,95,106,99,83,77,68,63,71,70,60,56,48,48,42,42,40,37,39,34,33,38,34,27,48,41,23,20,27,27,28,28,29,22,24,21,24,18,22,29,21,19,12,16,13,14,12,12,11,20,11,11,12,13,8,12,13,11,4,9,5,7,8,11,8
Anuppur,23,461,0,0,0,0,0,0,0,0,0,3978,4907,2024,1197,897,557,459,348,228,200,179,110,129,101,88,70,81,51,35,50,42,35,34,20,35,21,25,19,23,32,14,16,15,18,17,10,14,9,9,14,15,7,8,10,8,10,7,5,9,10,11,8,5,2,4,2,5,9,7,8,5,3,6,5,2,5,1,7,7,5,4,3,4,4,1,4,5,4,6,2,1,5,6,3,2,4,4,2,4,3,2,1
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,3,6,4,1,4,4,1,1,0,1,3,0,1,2,1,1,4,8,4,8,10,3,7,3,11,7,7,10,10,13,9,6,4,5,5,4,4,2,6,3,1,2,4,1,5,1,1,2,3,3,4,2,2,3,0,2,4,7,4,1,2,1,1,2,1,2,1,2,2,2,3,0,1,4,2,1,1,2,1,0
Thiruvarur,33,619,0,0,0,0,0,0,0,2,63,459,639,1645,1605,1241,956,687,488,329,209,161,125,85,78,58,57,49,29,30,16,20,12,13,10,14,13,12,16,7,4,7,5,9,10,4,6,7,5,3,3,4,4,7,1,5,0,4,4,2,1,3,1,3,0,3,2,3,2,2,0,4,0,0,5,2,1,2,2,2,1,1,0,0,0,1,1,1,0,0,3,0,0,1,5,0,2,0,1,2,0,0,0
Uttara Kannada,29,563,0,0,0,0,0,0,0,0,3182,28391,5497,1847,955,573,360,244,161,136,118,83,63,53,46,31,35,31,30,19,27,17,23,16,15,20,12,15,18,12,11,10,8,11,10,6,7,3,9,7,7,6,8,11,4,1,6,8,6,6,10,7,7,7,6,2,4,5,2,2,5,1,4,4,4,3,3,4,1,4,2,3,4,3,5,3,2,3,2,3,3,7,2,3,1,1,3,3,1,1,2,2,4
Bandipore,1,9,0,0,0,0,0,0,0,0,0,0,61,2650,5998,1962,155,76,46,45,30,21,16,6,10,11,4,6,5,3,3,3,7,2,6,0,1,3,2,1,1,2,2,1,0,0,0,0,1,1,1,1,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,433,6187,8403,5511,3350,2233,1489,1034,734,580,407,339,256,196,153,142,106,100,99,62,60,52,44,45,43,32,26,36,23,20,17,15,18,20,12,7,14,14,10,10,8,6,7,10,10,9,9,7,4,10,6,2,5,7,4,3,3,4,8,4,3,2,5,3,5,0,3,4,2,1,4,2,1,4,6,2,1,2,1,1,2,0,3,1,0,2,0,3,2,5,2,3
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,33,724,1100,1010,735,545,373,268,222,185,161,153,104,103,92,103,66,58,76,63,65,45,45,44,38,37,32,33,38,39,30,34,31,30,30,29,26,30,20,20,25,22,15,33,20,19,27,11,22,15,15,16,18,17,18,12,11,8,18,7,14,8,8,13,15,11,11,5,12,6,8,11,9,9,9,12,7,2,10,9,3,4,10,9,5,6,6,8,8,5
Mandla,23,454,0,0,0,0,0,0,0,0,20,13093,12084,3585,1604,826,472,294,180,136,96,67,63,36,29,29,22,20,20,15,11,15,8,16,4,3,6,5,3,2,6,4,6,3,6,8,2,4,1,1,5,5,2,1,0,1,1,4,0,2,1,1,0,1,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,1,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,166,830,1493,1858,1914,1485,1133,701,484,368,277,193,149,145,109,90,63,59,56,43,39,43,28,24,31,23,23,14,15,22,10,15,19,5,14,7,7,7,7,10,6,4,7,8,13,4,5,4,6,6,4,2,5,1,5,1,3,6,5,4,4,2,5,2,1,4,4,2,2,3,2,2,2,1,4,1,3,1,4,3,3,2,2,0,0,0,0,2,2,3,0
Champhai,15,284,0,0,0,0,0,0,0,0,351,12273,1543,188,101,57,26,24,25,8,14,9,8,6,3,3,2,1,3,4,5,1,3,3,3,1,0,1,1,0,0,2,0,3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,3,2620,6381,3448,1863,1172,846,648,486,397,318,310,216,165,155,131,109,88,69,74,73,53,51,51,47,32,42,31,30,31,27,25,19,30,15,12,14,17,12,15,17,6,11,2,8,7,10,6,4,6,8,9,4,5,5,6,4,3,2,7,2,4,1,5,6,4,4,4,4,2,1,4,3,3,2,3,4,0,1,0,2,1,0,0,3,1,2,1,2,0,1,1
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,5,420,1443,1788,1893,1924,1755,1539,1291,964,736,598,480,409,275,238,169,157,112,97,85,68,52,73,36,42,41,36,21,26,21,15,26,22,21,13,14,16,16,13,18,9,11,7,7,10,7,10,5,6,6,2,5,12,11,8,3,7,7,8,6,4,4,4,3,1,4,2,4,3,5,7,4,5,3,8,4,2,1,4,2,3,3,2,2,2,2,4,0,1,6,2
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,7,4,6,11,23,15,15,12,21,25,21,22,21,11,22,8,18,16,20,10,11,11,15,8,13,14,10,10,8,12,12,8,14,9,8,16,11,11,12,12,10,7,7,13,5,7,5,6,6,9,6,5,4,12,2,4,5,7,3,11,9,4,7,5,8,8,6,9,5,7,2,4,7,4,2,9,7,7,5,4
Ganjam,21,388,0,0,0,0,0,0,0,0,60,9729,10706,5405,2928,1831,1203,827,663,435,369,276,213,167,149,136,77,75,74,66,58,51,51,40,39,35,32,26,15,17,19,14,18,12,17,13,12,15,10,10,17,8,10,2,9,10,6,4,5,5,8,9,7,5,4,5,6,3,2,3,4,3,3,2,3,5,1,4,3,5,3,3,1,1,3,4,1,2,1,2,0,1,0,3,2,1,1,1,0,2,2,1,2
Jhansi,9,166,0,0,0,0,0,0,0,0,0,174,7109,5133,2321,1449,1013,716,591,481,401,320,262,218,169,159,126,85,79,116,78,80,68,46,51,41,47,44,45,38,27,35,35,15,25,30,24,24,23,29,12,12,20,9,13,16,15,11,12,12,14,15,13,6,9,9,20,12,7,5,3,11,8,11,6,3,9,9,7,7,7,9,7,8,6,6,5,5,8,5,3,6,5,4,9,2,5,10,1,4,0,3,5
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,139,1155,1716,1383,1134,984,758,752,643,564,475,455,387,345,297,287,223,215,196,193,155,151,133,132,111,115,92,96,77,87,72,69,59,50,42,37,43,40,35,29,28,33,36,24,35,27,24,24,15,17,25,19,15,18,26,17,10,7,13,21,9,12,8,13,19,11,15,11,10,7,6,12,10,8,5,9,10,9,9,7,8,8,7,14,5,6,7,5,5,5
