,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Bankura,19,339,0,0,0,0,0,0,0,0,0,0,259,4153,6018,4725,3452,2447,1793,1347,1018,808,638,509,362,302,249,234,171,161,134,136,134,117,87,81,70,64,56,43,51,39,40,40,37,22,26,19,26,18,26,16,23,22,10,11,5,11,11,14,8,11,7,4,11,6,6,6,9,4,9,8,6,10,3,2,9,3,3,2,4,6,5,6,3,4,2,4,3,6,2,7,1,1,2,2,3,2,3,3,0,4,2
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,160,760,807,661,515,400,315,252,172,159,134,88,83,62,39,35,36,32,28,27,22,21,29,10,8,19,15,12,12,15,19,8,7,12,5,9,10,12,8,5,8,10,2,8,4,6,7,6,10,3,2,5,3,3,4,1,3,2,3,7,5,2,1,3,5,6,3,3,2,4,5,4,5,4,5,4,1,3,1,4,1,2,2,1,2,2,1,1,2
Dhaulpur,8,106,0,0,0,0,0,0,0,0,0,0,2175,3205,1522,1207,933,753,623,456,436,317,290,239,181,150,133,104,98,76,59,54,54,50,40,25,29,27,17,16,21,17,10,12,11,7,8,12,7,4,5,7,3,6,5,6,2,8,5,4,4,2,5,3,4,1,3,1,1,3,2,2,2,1,2,1,1,2,1,1,4,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,0,1
Bageshwar,5,63,0,0,0,0,0,0,0,6,17,167,4092,3835,1029,473,224,165,98,74,64,47,23,28,9,14,11,8,6,5,5,7,4,2,0,2,5,3,2,2,2,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,0,0,0,0,0,0,0,0,45,8477,17636,11409,6232,3367,2017,1253,895,665,475,362,348,251,189,179,149,146,129,89,80,78,70,67,66,60,55,43,56,28,37,29,28,40,29,32,28,24,15,15,23,27,20,16,9,19,15,14,15,16,18,15,13,6,9,11,9,12,8,11,7,8,6,10,8,8,2,2,9,5,8,5,7,2,8,7,8,7,9,5,7,6,5,7,5,5,5,6,1,8,3,6
Mau,9,192,0,0,0,0,0,0,0,0,0,0,6,73,200,394,571,596,612,550,576,535,459,367,342,291,251,187,173,142,132,107,92,69,71,50,53,43,32,42,34,40,22,27,23,16,16,9,6,12,16,7,14,9,7,11,10,8,9,7,6,4,6,5,7,1,4,0,4,4,4,6,4,9,3,4,3,5,6,2,1,4,4,3,2,1,5,3,2,1,1,7,4,1,2,0,1,1,0,2,2,2,3
Vadodara,24,486,0,0,0,0,0,0,0,0,0,0,789,4258,6478,4494,2998,2114,1543,1261,1023,773,648,530,473,417,323,302,297,254,201,183,151,133,125,118,102,85,84,80,61,73,57,49,65,53,44,51,40,40,30,33,30,30,34,30,16,31,22,25,23,24,25,22,10,21,24,12,22,18,21,23,16,15,18,21,15,12,19,10,9,10,7,19,6,10,14,11,12,9,9,12,15,8,10,9,12,12,7,9,6,8,14
Kolhapur,27,530,0,0,0,0,0,0,0,0,0,132,10636,6989,4274,2683,1712,1119,772,549,423,325,286,228,168,117,136,114,93,82,71,64,60,48,35,39,44,34,41,30,37,27,28,22,26,28,23,11,24,12,18,15,8,10,14,11,9,13,8,16,11,9,17,8,3,10,7,10,11,13,7,8,6,4,5,4,7,6,8,10,4,5,5,5,2,3,5,3,10,6,6,4,5,5,4,1,4,9,5,2,2,4,5
Araria,10,209,0,0,0,0,0,0,0,0,0,3,3233,4215,1713,943,573,392,290,230,169,131,92,76,43,66,51,43,29,23,22,20,20,9,11,10,11,5,7,4,9,7,6,2,2,6,3,7,1,3,3,4,3,2,3,5,3,1,1,2,0,3,2,1,1,3,1,1,1,3,1,1,0,3,3,0,3,3,1,1,3,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,1,0,2,0
Phek,13,266,0,0,0,0,0,0,0,0,0,2168,5582,598,217,150,95,64,50,50,27,20,18,11,9,5,12,7,8,4,2,3,2,3,1,0,1,0,4,3,0,1,4,3,1,1,0,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,0,0,0,0,0,0,0,0,8,3157,7718,3807,2170,1224,797,518,329,241,162,118,93,67,55,37,34,25,17,25,15,15,15,11,11,11,11,7,6,7,5,5,8,4,0,6,4,3,2,6,3,2,4,2,2,3,4,0,4,2,3,4,3,0,0,0,1,3,3,0,1,1,1,3,1,1,0,1,0,1,0,2,0,0,1,1,3,2,2,2,2,4,0,2,1,0,0,1,0,1,1,0
Perambalur,33,615,0,0,0,0,0,0,0,0,0,0,52,920,1486,1382,993,624,436,303,206,159,123,79,58,42,38,16,28,23,21,18,5,18,13,10,10,9,5,6,9,2,2,4,9,2,3,8,2,3,3,4,3,0,1,1,2,4,0,1,0,0,0,2,4,2,2,4,2,0,0,1,2,1,0,2,2,1,2,0,1,0,0,0,1,0,1,1,0,1,0,0,2,0,1,1,1,1,1,0,0,0,0
Mandsaur,23,433,0,0,0,0,0,0,0,0,0,6,1724,6077,4761,3200,2124,1362,1050,806,598,456,389,308,235,200,147,148,117,128,99,81,83,64,55,54,39,46,36,37,22,27,24,19,16,22,17,12,17,21,12,15,7,14,7,12,7,5,9,9,8,3,6,11,5,3,1,3,2,4,4,5,1,2,2,0,1,2,2,1,0,1,2,2,1,1,0,2,3,4,2,1,1,1,2,2,0,0,2,0,0,2,3
Gwalior,23,421,0,0,0,0,0,0,0,0,0,18,4071,6005,3436,2085,1366,995,740,572,467,373,306,239,219,163,166,138,116,116,82,76,79,70,56,43,40,47,47,28,32,19,26,28,23,21,13,19,17,17,24,23,20,15,12,13,14,19,14,9,12,12,16,12,15,7,7,9,6,5,6,5,5,4,9,8,9,15,11,4,3,9,4,6,4,11,5,5,5,7,3,5,8,5,4,6,7,5,4,2,5,6,2
Guntur,28,548,0,0,0,0,0,0,0,0,0,6,2767,9023,10565,6456,3934,2699,1950,1459,1130,926,737,623,531,453,412,351,282,318,225,212,208,160,135,141,123,121,117,94,90,73,88,88,79,81,48,60,60,35,54,42,41,42,35,29,34,24,39,16,18,15,22,10,18,18,19,16,17,16,16,10,16,14,13,15,6,8,10,10,5,8,9,5,6,9,11,7,10,6,10,5,7,4,4,3,4,4,7,2,6,7,2
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,0,953,3841,2149,1111,701,471,438,319,257,210,176,179,121,113,82,72,65,45,36,21,31,28,18,18,17,25,11,25,20,7,9,14,10,6,16,8,10,13,8,11,7,9,10,3,4,4,5,4,2,4,6,2,6,3,1,3,1,2,2,2,1,2,0,4,0,3,0,0,1,2,0,2,2,1,2,2,2,0,5,1,3,1,0,1,0,0,1,1,0,1,0
Darjiling,19,327,0,0,0,0,0,0,0,0,0,138,2969,3223,2102,1520,925,647,386,334,212,197,148,103,112,92,88,96,71,66,55,54,53,39,38,29,33,34,32,23,29,21,19,21,18,15,9,16,7,21,12,10,11,10,13,9,5,13,18,9,4,7,8,10,12,14,7,4,5,4,4,5,4,3,4,7,5,3,3,3,3,2,1,3,6,5,2,4,0,3,0,1,5,0,2,1,1,3,3,1,5,2,0
Chittoor,28,554,0,0,0,0,0,0,0,0,0,25,4599,16865,11386,7371,5199,3621,2598,1882,1496,1125,822,687,609,477,396,337,318,224,210,149,159,150,134,111,123,99,83,86,69,58,75,58,56,45,55,39,33,40,34,25,34,23,33,26,25,22,21,14,17,18,18,15,13,14,14,11,12,14,11,10,18,7,12,11,7,13,7,9,8,8,13,7,15,9,5,2,10,5,1,9,6,7,10,7,8,2,8,7,5,3,6
Guna,23,458,0,0,0,0,0,0,0,0,0,5,3614,8948,5296,3140,1896,1333,899,611,393,264,209,152,108,89,71,69,53,37,43,30,25,18,17,29,13,20,14,11,14,12,18,10,2,12,9,6,9,7,11,5,3,8,0,7,6,7,6,7,4,2,3,2,1,5,4,5,2,6,7,4,5,2,2,5,3,1,4,5,2,0,3,3,0,0,3,5,0,6,5,3,1,2,6,3,3,3,1,2,4,2,2
Banka,10,225,0,0,0,0,0,0,0,0,0,107,5407,3655,1832,930,523,338,222,148,114,92,57,46,46,30,24,20,23,13,12,4,5,5,4,3,8,3,2,1,2,2,1,1,0,0,3,2,1,2,1,1,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1
Chamoli,5,57,0,0,0,0,0,0,5,24,42,409,10973,18544,2247,954,691,515,353,270,182,152,106,92,64,46,48,33,21,26,21,19,13,20,20,10,15,8,6,7,1,6,5,1,5,3,0,3,4,3,2,4,2,0,2,4,2,4,1,0,1,2,1,4,3,4,2,3,2,0,0,1,0,2,0,1,1,0,1,1,0,2,3,1,0,1,0,1,0,1,2,0,0,0,0,0,2,2,0,1,0,2,3
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,8,709,3090,3421,2117,1400,942,812,665,534,427,389,315,297,255,211,241,182,184,143,123,130,121,100,93,65,74,74,59,53,53,65,42,41,38,38,42,36,30,31,28,15,23,24,27,23,19,24,23,23,21,23,13,16,23,16,11,16,11,16,6,15,9,8,12,11,7,11,4,12,10,10,8,4,11,9,4,7,9,10,3,9,11,7,7,5,7,8,5,4,7
Sagar,23,427,0,0,0,0,0,0,0,0,0,47,8266,11666,6150,4265,3110,2330,1707,1256,987,803,627,490,396,299,256,195,177,159,121,109,88,94,90,69,77,51,40,52,41,39,31,23,34,26,26,30,14,25,34,15,14,16,18,16,21,16,12,22,7,15,20,11,15,13,19,12,3,4,4,8,11,7,11,7,11,4,11,6,6,4,4,7,9,8,5,6,2,8,6,7,3,7,6,2,3,4,5,5,3,1,3
Azamgarh,9,191,0,0,0,0,0,0,0,0,0,0,124,2317,3736,3487,2555,1894,1303,891,587,417,315,239,184,154,126,82,80,49,46,53,40,34,26,23,22,10,19,10,13,13,13,12,10,5,7,2,9,4,6,2,4,3,7,4,4,5,4,3,7,0,4,0,5,4,2,3,0,5,1,4,2,4,3,1,2,1,1,2,0,3,1,0,1,1,0,3,0,1,0,1,0,1,3,2,0,3,1,1,1,1,0
Kurnool,28,552,0,0,0,0,0,0,0,0,0,88,9579,27469,15113,6056,3406,2262,1607,1284,989,840,671,540,480,398,373,319,249,211,202,195,143,156,114,113,97,101,80,70,70,77,71,50,49,41,38,31,28,37,31,25,24,25,27,19,15,23,13,14,21,11,11,19,16,12,8,11,12,7,5,9,7,9,8,7,9,12,10,6,7,7,3,10,12,5,5,5,7,8,6,1,5,4,6,4,4,5,6,2,2,2,6
The Nilgiris,33,611,0,0,0,0,0,0,0,0,0,36,2505,2873,1447,1010,622,424,282,193,156,141,93,72,69,57,55,47,37,29,29,19,23,17,14,18,11,17,14,10,8,9,6,5,4,5,3,6,5,2,1,3,2,5,5,0,4,1,0,4,3,0,2,0,1,3,1,1,1,1,0,1,0,2,0,1,0,1,0,0,1,1,1,2,2,0,1,1,1,0,0,0,0,0,1,1,2,1,0,0,1,1,3
Coimbatore,33,632,0,0,0,0,0,0,0,0,0,2,667,2472,2044,1866,1761,1565,1348,1052,787,575,453,385,296,270,222,173,160,154,127,145,135,110,103,75,87,84,59,72,73,59,54,59,58,49,58,50,49,38,48,51,38,23,27,23,36,28,35,30,32,35,24,20,19,22,15,22,18,26,13,23,17,15,20,17,16,13,13,7,15,19,13,10,11,8,11,7,7,7,4,12,12,7,5,7,5,11,4,6,11,8,4
Nalanda,10,229,0,0,0,0,0,0,0,0,0,1,291,1650,1759,1318,982,666,578,443,379,302,233,199,176,150,132,108,85,79,52,65,45,44,32,43,37,28,26,21,17,23,18,16,21,20,14,13,11,11,7,8,6,12,12,14,5,9,6,5,9,6,5,2,6,5,0,3,5,4,2,5,3,5,2,1,1,3,6,1,2,2,0,3,4,3,5,0,0,4,5,0,1,3,6,2,1,0,2,2,2,5,0
Godda,20,351,0,0,0,0,0,0,0,0,0,26,2459,2425,1370,981,670,468,345,260,153,143,100,67,58,36,35,27,23,12,22,14,7,6,10,4,6,7,6,8,5,6,7,3,3,2,3,4,4,5,2,6,3,4,3,1,2,8,3,0,3,2,4,3,5,1,5,0,2,4,1,2,2,4,1,1,0,3,1,0,1,0,0,1,4,1,3,0,1,2,0,0,1,3,4,1,0,0,1,0,0,2,0
Chikmagalur,29,570,0,0,0,0,0,0,0,0,0,15,6524,10905,6360,2482,1136,609,344,244,179,124,101,63,74,47,59,41,29,33,33,24,17,19,14,17,11,9,16,6,9,21,7,8,6,11,9,6,6,7,11,9,8,4,5,5,1,3,0,5,2,0,3,1,5,5,2,4,3,3,6,3,2,2,1,2,0,3,3,1,0,1,3,4,2,1,2,4,1,5,0,2,0,1,1,2,1,1,0,2,1,1,1
Kanpur Nagar,9,164,0,0,0,0,0,0,0,0,0,0,95,1759,2232,1715,1225,889,646,479,346,270,236,216,184,124,132,104,93,77,75,80,74,59,66,53,50,48,47,28,36,24,25,21,26,24,17,26,21,16,15,10,11,16,15,12,11,10,12,9,11,11,15,10,14,5,14,6,5,10,8,5,6,8,7,5,11,7,7,13,8,3,3,6,3,2,5,8,2,4,8,7,1,5,3,2,5,3,6,5,5,4,3
Farrukhabad,9,159,0,0,0,0,0,0,0,0,0,0,904,3168,1789,1084,732,496,352,250,191,129,91,75,59,39,44,36,29,27,15,18,8,15,9,9,12,7,10,12,10,3,5,4,2,4,3,2,4,3,4,11,2,6,1,4,2,3,7,2,1,2,1,3,1,3,2,3,4,3,1,1,0,4,1,5,5,3,1,2,2,2,6,1,3,4,2,1,3,1,1,2,0,3,1,0,3,4,1,0,0,2,1
South Goa,30,586,0,0,0,0,0,0,0,0,0,2,2140,1855,770,475,322,217,155,160,122,128,110,123,91,81,74,61,60,59,64,69,52,54,35,40,28,42,34,40,38,27,26,24,24,24,24,18,9,19,11,7,11,11,10,9,15,7,13,7,10,17,6,7,13,9,3,5,5,8,2,8,1,3,2,4,3,3,5,5,2,4,4,2,4,4,4,0,5,2,3,3,4,1,1,5,1,0,2,1,1,6,3
Varanasi,9,197,0,0,0,0,0,0,0,0,0,0,0,17,227,347,519,559,574,546,481,453,395,328,218,180,166,146,105,91,89,54,42,46,44,35,37,29,33,21,26,29,18,19,23,13,17,12,10,17,18,14,15,9,8,12,4,14,9,10,15,13,14,6,10,3,12,8,8,2,7,2,2,5,8,6,10,2,10,4,7,5,5,6,6,6,4,7,6,4,3,7,7,3,9,4,9,3,3,4,3,5,6
Kolar,29,581,0,0,0,0,0,0,0,0,0,0,567,3297,3854,2627,1655,1061,670,498,353,295,225,145,127,94,91,55,50,46,61,43,32,27,19,25,24,20,23,12,18,7,6,9,6,10,7,4,6,10,8,4,10,4,11,6,4,9,7,2,8,7,3,8,5,6,5,2,6,3,4,3,4,1,7,4,4,2,2,4,7,3,3,2,4,0,3,3,4,2,3,1,3,3,5,0,2,3,0,2,4,1,1
Uttar Dinajpur,19,330,0,0,0,0,0,0,0,0,0,0,36,768,1794,2273,2046,1651,1168,939,704,500,396,318,227,197,136,132,103,100,83,61,62,45,48,34,56,44,29,34,22,21,18,22,20,13,14,12,12,14,15,15,13,10,3,6,9,8,6,6,11,2,5,4,5,4,5,6,4,4,1,3,2,4,3,3,6,4,2,3,2,5,2,2,2,1,3,0,1,2,5,0,4,1,2,1,0,1,1,2,0,2,1
Mon,13,261,0,0,0,0,0,0,0,0,0,1280,5018,1114,311,151,89,68,41,27,21,16,18,12,12,7,4,4,3,4,7,5,2,0,4,5,1,1,4,3,2,0,0,1,2,0,1,1,0,1,0,1,0,1,1,0,1,0,2,0,0,0,2,1,0,0,0,0,1,1,0,0,3,1,1,2,0,1,1,0,1,0,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0
Madurai,33,623,0,0,0,0,0,0,0,0,0,0,189,2083,2444,2298,1842,1382,1026,688,480,384,275,233,165,129,139,90,88,63,54,52,42,48,36,47,37,32,28,25,19,29,23,19,15,18,15,12,19,23,8,17,15,11,9,8,7,8,10,8,7,9,7,5,6,9,7,5,12,11,5,4,6,1,4,2,6,9,7,2,6,6,9,4,4,1,3,5,3,3,5,5,4,3,2,4,6,1,3,2,1,1,2
Mahamaya Nagar,9,144,0,0,0,0,0,0,0,0,0,0,0,82,420,581,585,539,519,406,398,380,319,313,281,269,228,206,182,176,159,143,138,105,117,111,98,83,66,76,62,60,52,54,40,40,39,30,29,36,35,29,17,23,25,17,21,17,21,18,20,14,18,5,9,14,10,8,8,6,6,9,5,8,6,8,9,6,6,5,8,2,5,3,3,6,6,2,2,2,2,7,2,5,3,2,2,1,1,5,2,1,4
Sirohi,8,117,0,0,0,0,0,0,0,0,0,1,3245,10311,3695,1660,927,551,394,319,213,175,135,120,74,77,65,57,56,42,39,24,40,29,26,22,22,13,19,14,17,18,10,14,12,13,13,16,9,4,6,10,10,7,7,8,7,10,11,6,5,8,6,4,4,8,10,7,7,5,7,5,4,3,4,1,2,1,2,2,2,3,6,1,0,4,4,0,4,1,4,0,2,4,2,1,2,2,6,5,1,0,3
Auraiya,9,162,0,0,0,0,0,0,0,0,0,0,8,669,1094,1002,847,798,656,582,467,389,305,284,211,195,154,131,110,96,83,58,63,52,54,32,40,25,45,26,27,27,17,25,17,10,18,18,16,13,16,11,10,12,8,10,11,9,4,7,8,6,4,7,3,2,6,4,2,3,6,5,4,2,1,2,6,1,3,1,3,3,1,4,2,4,4,1,5,2,1,1,3,3,2,0,0,2,5,1,2,1,2
Jagatsinghapur,21,380,0,0,0,0,0,0,0,0,0,1,133,538,810,875,774,660,618,526,396,312,229,194,144,114,90,75,71,53,47,45,49,30,29,20,22,24,12,10,15,6,14,12,10,11,9,7,12,7,7,2,6,11,8,5,7,4,6,7,9,3,3,5,8,5,1,10,2,3,4,8,5,3,0,1,1,1,3,5,4,1,0,1,4,1,1,1,1,3,3,2,1,1,2,1,4,1,2,1,0,1,1
Upper Siang,12,252,0,0,0,0,0,0,0,10,254,9486,18577,2560,58,8,13,5,1,4,0,1,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulbarga,29,579,0,0,0,0,0,0,0,0,0,2,1816,14580,10188,5111,3019,2095,1520,1094,877,722,535,475,385,320,278,277,221,218,172,132,126,108,93,97,93,72,62,71,64,43,50,49,49,34,41,61,37,35,34,17,25,24,24,31,15,17,15,16,12,12,10,13,16,15,18,17,9,14,9,10,15,6,11,11,14,10,9,6,5,8,6,7,6,5,4,4,6,4,8,12,7,4,4,8,4,4,7,4,3,4,3
Umaria,23,431,0,0,0,0,0,0,0,0,0,28,8777,6782,2085,927,441,259,166,112,77,55,43,31,25,25,22,18,10,12,12,10,8,7,7,8,7,5,7,7,6,3,6,5,3,6,4,1,0,2,5,2,4,4,1,3,2,0,0,1,1,2,2,3,1,3,2,4,1,0,1,2,4,1,3,0,2,5,4,0,0,0,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
Jaipur,8,110,0,0,0,0,0,0,0,0,0,0,167,5422,4629,3508,2782,2468,2287,2209,2184,2072,1953,1822,1682,1485,1404,1226,1066,930,885,736,633,588,542,450,393,351,315,331,246,263,258,194,180,172,189,148,145,149,139,121,108,91,74,90,78,97,84,57,77,73,77,65,54,45,60,44,40,60,43,52,41,29,35,55,26,33,37,37,34,33,31,20,35,25,22,27,23,23,24,14,19,25,31,21,22,15,13,19,25,19,18
Pithoragarh,5,62,0,0,0,0,0,0,0,0,5,134,7785,19362,2943,1094,634,383,260,221,136,86,66,62,40,29,21,24,18,16,7,6,4,2,11,9,4,3,4,4,5,1,3,1,2,3,1,3,3,4,3,2,0,2,2,3,2,2,2,2,3,2,5,3,1,1,1,0,0,1,0,0,2,1,2,0,1,3,0,2,1,0,1,2,1,2,0,2,2,0,1,0,1,2,1,1,2,0,3,0,1,2,0
Reasi,1,20,0,0,0,0,0,0,0,0,1,6,1978,4915,1542,686,402,248,181,124,96,92,61,47,49,34,34,29,31,20,20,16,17,10,15,15,7,12,8,9,11,11,8,9,4,7,7,9,3,5,5,4,5,2,4,4,9,3,8,4,1,3,1,2,0,1,2,1,2,4,1,0,1,1,1,1,2,1,1,5,0,2,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,2,0,0,1
Kohima,13,270,0,0,0,0,0,0,0,0,0,879,3965,806,258,140,92,68,56,33,24,18,28,16,15,11,17,12,13,6,12,2,6,4,8,7,4,3,5,1,5,3,4,2,1,0,4,2,2,2,1,1,2,0,0,1,1,1,1,1,2,2,1,1,0,1,2,2,1,0,0,2,3,0,0,1,1,1,1,0,2,0,0,1,1,0,2,1,0,3,1,0,1,0,0,1,1,0,3,0,1,0,0
Sirmaur,2,32,0,0,0,0,0,0,0,0,0,10,2464,6514,1782,672,328,182,144,110,91,70,52,49,56,52,36,23,31,24,21,29,22,28,22,14,16,22,15,11,8,12,9,12,7,5,3,5,4,4,12,2,7,8,2,2,5,7,4,2,4,6,3,5,5,9,3,2,2,4,2,1,2,1,2,3,2,1,3,0,0,2,5,2,1,2,0,0,1,1,2,0,3,0,1,1,0,1,2,2,0,2,2
Saharsa,10,214,0,0,0,0,0,0,0,0,0,15,3273,2043,753,379,261,166,132,81,72,50,56,21,23,20,12,15,6,4,7,6,6,1,10,4,8,5,3,2,3,4,1,3,1,1,3,1,5,0,3,0,2,1,0,1,2,2,1,1,3,0,0,1,0,0,0,0,0,1,2,0,0,2,0,1,1,0,1,1,0,1,0,2,1,0,1,1,0,2,0,0,1,1,1,0,1,0,1,1,0,0,1
West,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,2,1,2,1,0,0,1,1,3,0,0,1,2,0,3,0,1,0,1,0,2,0,1,1,2,0,1,1,1,0,3,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0
Malappuram,32,592,0,0,0,0,0,0,0,0,0,7,1456,4463,4098,2246,999,495,275,151,89,67,55,38,24,22,22,14,8,13,13,7,7,9,7,6,3,1,4,2,4,5,2,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Viluppuram,33,607,0,0,0,0,0,0,0,0,0,0,884,1831,2324,3672,4139,3686,2983,2112,1567,1206,891,672,526,404,317,305,225,197,159,132,131,110,82,100,72,63,54,60,49,41,31,34,23,20,25,15,26,29,20,19,26,6,13,12,8,14,13,9,12,6,10,7,7,9,9,4,9,6,10,7,5,1,5,6,6,4,0,3,3,3,1,1,4,2,5,3,2,3,2,3,4,1,2,1,0,3,2,1,1,3,1
Tapi,24,493,0,0,0,0,0,0,0,0,0,0,2150,3247,1729,1556,1233,886,589,416,312,247,192,135,116,91,79,63,60,46,40,38,32,29,19,26,21,14,19,18,16,11,15,10,6,3,11,6,3,7,8,6,9,8,6,3,2,3,5,2,4,2,2,4,3,2,3,2,0,2,2,1,0,0,1,1,1,1,2,1,2,1,0,2,1,2,1,0,3,0,1,0,0,1,1,1,2,0,0,0,1,0,1
West Godavari,28,546,0,0,0,0,0,0,0,0,0,43,2178,6566,7195,4899,2948,1946,1254,925,720,585,441,379,345,257,196,181,153,143,90,108,101,81,77,67,50,52,38,37,37,22,19,32,21,26,21,16,26,14,13,18,15,16,7,11,4,3,8,6,6,9,5,7,4,7,11,6,4,7,7,9,5,4,3,5,5,4,4,8,2,3,2,3,4,2,3,1,1,4,2,4,4,7,3,2,4,3,2,4,3,1,4
Madhepura,10,213,0,0,0,0,0,0,0,0,0,10,2751,2893,1056,491,295,158,114,77,53,55,40,31,21,15,17,15,4,8,6,3,2,4,0,2,1,3,3,0,1,1,0,1,1,0,1,0,2,4,0,3,0,2,1,0,0,1,1,1,2,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saraikela-kharsawan,20,369,0,0,0,0,0,0,0,0,0,29,2200,1657,1014,858,817,739,588,470,376,360,292,246,197,181,142,115,106,92,104,72,55,41,43,40,35,33,23,29,16,20,16,27,17,14,18,18,7,12,10,10,16,11,8,11,4,8,10,4,3,6,3,7,6,5,6,4,2,3,1,6,5,5,1,6,1,3,3,3,3,3,5,0,3,3,1,2,0,3,1,1,0,3,3,1,3,2,2,2,4,3,4
Tiruppur,33,633,0,0,0,0,0,0,0,0,0,0,730,1666,2614,3336,2853,2201,1596,1030,750,599,499,414,345,263,240,191,178,168,123,106,109,75,76,70,63,54,51,52,33,36,37,40,28,27,22,28,12,33,14,17,18,20,21,22,9,15,12,13,12,9,15,14,10,17,14,11,13,12,8,11,13,10,8,5,10,5,5,10,5,3,4,4,3,3,7,1,5,3,8,4,3,5,3,3,1,2,4,2,7,2,2
Mayurbhanj,21,376,0,0,0,0,0,0,0,0,0,899,13322,8566,6780,4883,3300,2161,1399,934,585,439,333,239,214,143,108,76,70,50,46,39,47,35,35,30,36,32,25,13,18,11,16,11,12,9,7,10,10,5,7,7,7,6,14,3,5,11,4,7,4,3,3,6,6,4,1,1,4,0,0,1,2,1,4,5,1,1,2,5,3,0,1,3,0,0,0,1,2,0,0,1,3,2,1,2,1,0,1,1,1,0,0
Barnala,3,54,0,0,0,0,0,0,0,0,0,0,0,10,940,1723,952,589,375,283,229,182,166,117,119,106,85,73,64,70,64,61,64,35,37,29,32,28,28,23,23,16,19,14,16,16,17,18,11,12,10,8,6,10,8,8,12,4,8,2,6,5,3,5,6,6,5,4,1,6,4,9,4,4,7,0,2,3,4,1,2,3,1,6,0,3,1,3,2,4,4,1,1,0,3,0,2,2,1,5,1,1,0
