,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Mirzapur,9,199,0,0,0,0,0,0,0,0,0,2,2910,4722,3150,2040,1405,912,802,625,482,422,357,279,256,211,161,122,116,101,83,80,65,40,38,36,44,38,32,19,15,20,23,19,13,13,13,7,12,11,17,10,8,4,3,3,11,9,7,6,8,4,3,5,7,4,7,6,2,6,4,0,6,4,3,3,4,5,3,1,2,3,2,1,0,2,6,1,3,0,1,0,0,1,5,0,3,1,1,2,0,3,3
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,0,9,577,1503,1641,1709,1597,1438,1177,950,805,650,558,414,324,258,196,175,142,109,104,93,59,53,48,41,39,24,24,24,14,12,15,8,13,12,8,8,7,4,6,7,5,7,7,4,8,7,6,5,4,4,6,4,5,2,2,9,3,3,4,1,0,3,6,4,3,2,2,2,0,4,2,2,3,2,0,2,0,2,5,1,1,1,3,2,0,2,2,2,0,0
Bikaner,8,101,0,0,0,0,0,0,0,0,0,53,31531,67432,15316,6839,3951,2480,1684,1231,798,680,541,471,368,349,286,232,217,204,143,160,151,134,108,102,93,92,96,76,54,55,64,47,59,44,46,46,39,47,39,36,29,33,28,27,37,29,42,18,23,23,21,23,16,21,12,21,13,16,16,11,17,22,18,11,14,12,18,9,3,15,5,16,12,5,8,13,10,5,12,9,8,7,12,5,2,12,9,10,11,11,7
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,1,2,3,3,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5,12,10,10,9,7,12,5,4,7,7,4,4,4,2,4,5,5,3,3,1,1,0,2,1,5,1,0,5,5,3,3,2,2,1,2,4,2,1,2,4,0,3,2,3,3,2,1,1,1,3,4,2,2,1,1,4,1,3,3,1,2,5,2,4,0,4,2,3,5
Tiruvannamalai,33,606,0,0,0,0,0,0,0,0,0,10,1048,2608,2506,3393,3588,3188,2491,1833,1298,914,604,431,311,229,161,132,96,69,61,47,47,38,27,28,27,23,18,19,18,10,11,12,11,12,8,10,7,4,10,5,1,5,3,8,5,10,4,3,6,4,4,5,5,0,0,4,1,2,5,3,2,1,1,1,4,2,2,0,3,0,1,2,2,0,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2
Udupi,29,569,0,0,0,0,0,0,0,0,0,19,3905,4949,2806,1347,800,476,330,247,143,142,99,57,59,56,51,40,34,32,19,27,12,23,16,15,23,21,9,9,10,8,14,11,5,0,4,8,9,9,5,2,5,3,1,5,5,6,4,2,1,8,4,2,5,2,1,4,2,3,2,3,6,0,1,1,2,1,3,2,4,1,3,0,5,1,0,2,4,2,0,1,0,0,2,0,0,0,2,0,1,1,0
Bellary,29,565,0,0,0,0,0,0,0,0,0,0,294,6541,7637,4877,3238,2134,1450,1190,880,723,611,482,436,380,332,287,254,201,209,191,174,139,128,109,101,95,99,101,72,63,67,52,66,54,64,48,40,51,49,45,47,28,42,38,22,25,27,17,20,21,14,21,19,14,11,16,27,15,22,19,17,12,9,16,10,23,13,14,7,17,14,10,6,7,11,5,6,15,5,10,7,7,8,9,9,9,5,8,4,4,6
Agra,9,146,0,0,0,0,0,0,0,0,0,0,104,1188,1182,1254,1221,1156,935,856,739,667,635,547,539,504,430,377,345,333,255,275,246,262,185,187,169,171,145,130,121,107,101,110,96,97,68,71,77,64,63,57,51,41,40,42,43,41,32,33,27,32,23,42,37,26,33,18,23,25,18,25,15,19,22,11,14,19,20,21,22,17,16,16,11,12,10,16,9,11,7,8,8,10,8,8,9,13,5,8,2,3,7
Jamui,10,238,0,0,0,0,0,0,0,0,0,612,8619,2461,768,364,194,100,82,31,36,30,32,18,12,9,11,6,9,1,7,2,2,4,5,1,3,1,1,4,0,1,2,2,4,1,2,0,0,1,2,3,1,1,2,0,0,2,1,0,1,1,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0
Harda,23,448,0,0,0,0,0,0,0,0,0,75,4089,3668,2860,1412,741,419,233,162,140,90,82,51,46,29,35,20,15,18,13,9,15,14,13,11,8,8,4,11,8,6,2,5,4,3,4,0,3,2,6,4,2,3,1,2,1,2,0,1,0,0,4,5,1,2,2,1,0,1,0,1,2,1,2,0,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,3,386,1284,1122,788,581,520,457,404,309,262,216,198,175,142,148,131,120,112,102,91,103,85,57,66,75,69,54,61,45,53,57,60,37,51,43,35,30,43,34,29,23,27,34,31,30,29,16,28,26,22,24,19,16,19,19,13,21,21,24,20,22,18,20,16,16,6,15,16,14,11,8,9,11,3,12,9,12,11,6,7,5,9,7,11,7,6,10,5,8
Gondiya,27,507,0,0,0,0,0,0,0,0,0,13,4787,8307,4241,2178,1136,789,443,316,215,178,132,76,79,78,62,51,39,37,27,24,16,22,19,18,14,15,14,10,12,8,5,3,9,12,5,4,5,3,3,5,5,8,5,4,5,3,6,7,4,3,2,4,3,2,4,0,1,1,0,1,2,3,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,0,1,3,0,1,1,3,0,0,1,1,0,2
Hailakandi,18,318,0,0,0,0,0,0,0,0,0,628,2809,781,519,342,246,150,91,65,38,23,23,21,14,12,14,11,7,8,5,9,3,1,4,5,1,2,1,0,2,4,1,3,0,4,3,1,0,0,1,1,1,3,0,0,0,0,1,1,2,0,0,0,2,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Churachandpur,14,274,0,0,0,0,0,0,0,0,3,8051,11131,366,144,71,66,48,29,25,20,26,23,13,6,10,15,12,10,10,7,8,9,4,6,2,6,1,2,4,4,5,3,3,2,1,6,4,3,1,1,1,3,3,1,1,1,1,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,2,878,2164,1668,1163,876,611,481,384,315,272,214,191,146,114,125,100,95,80,78,53,72,61,62,48,43,45,32,41,34,32,30,25,31,28,22,37,19,17,25,22,15,17,11,18,24,13,13,11,13,14,15,15,14,13,6,6,14,12,11,7,14,3,4,10,12,7,9,4,8,6,9,6,7,10,9,2,4,3,9,4,9,6,3,5,3,7,4,6,5,7,7
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,11,351,517,390,327,312,233,219,159,115,121,93,76,73,58,55,49,43,28,32,31,22,18,22,24,12,17,12,19,17,12,15,9,13,17,9,13,11,9,4,5,10,8,5,6,9,8,8,4,2,4,1,1,3,5,4,2,3,5,3,3,3,2,5,5,2,4,3,1,3,2,0,4,4,4,4,1,2,1,3,1,3,0,2,2,3,1,2,0,0,2
Sonbhadra,9,200,0,0,0,0,0,0,0,0,0,59,9695,9054,3490,1850,1128,798,547,414,306,238,177,167,144,130,104,71,75,67,74,46,46,46,34,48,21,25,22,27,21,25,28,24,18,19,14,11,15,14,12,14,8,15,14,8,10,4,7,14,9,12,14,8,9,7,10,13,6,9,10,8,7,11,11,9,7,5,11,8,5,6,4,9,3,10,9,6,6,6,8,5,7,7,7,5,5,5,4,1,4,3,7
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,1,566,5184,5358,4190,2664,1818,1297,974,780,638,490,443,338,317,246,235,175,180,125,131,99,84,78,79,81,44,73,52,43,46,31,33,31,28,20,25,23,23,24,12,19,12,16,14,10,11,11,10,10,7,5,5,4,6,5,6,5,4,4,5,5,5,4,8,7,8,5,4,6,5,4,4,5,5,4,2,4,5,4,1,2,3,2,1,1,2,3,1,4,7,3
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,15,176,485,970,1078,913,610,505,398,302,237,222,212,176,135,133,127,110,104,105,97,102,80,79,88,72,72,62,50,57,37,47,43,37,38,37,36,40,39,27,31,28,18,23,25,24,18,17,14,18,20,14,14,15,11,12,11,13,11,9,11,5,15,12,6,6,8,5,7,8,7,4,5,7,2,5,5,5,4,7,5,3,3,4,4,4,1,2,5,3
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,0,583,4732,4830,2737,1739,1199,892,793,607,512,442,373,331,262,232,209,169,166,141,133,109,103,79,96,84,63,62,53,51,53,49,27,21,20,29,25,24,31,18,17,20,15,13,21,13,10,13,12,9,13,6,15,7,13,10,11,9,3,7,5,6,5,4,0,7,6,4,8,4,4,2,5,0,5,1,3,1,1,5,3,6,1,1,5,3,1,5,1,1,2,4
Shimla,2,33,0,0,0,0,0,0,0,2,6,127,10702,10700,1313,363,190,97,67,68,31,31,38,27,13,13,22,23,16,7,11,7,7,8,6,14,4,3,8,3,6,2,6,3,9,1,5,5,4,1,3,3,3,2,1,2,1,3,2,0,0,0,2,1,2,2,1,1,2,0,1,1,1,0,0,0,2,1,0,0,1,1,3,0,1,1,1,0,0,1,0,2,1,2,1,0,1,2,0,0,1,1,0
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,0,156,3184,2524,1738,1306,988,857,774,726,674,613,648,642,574,537,506,488,411,381,353,309,267,234,255,214,179,145,158,166,107,121,130,111,117,116,96,84,78,83,73,78,71,70,53,46,58,59,51,53,57,44,50,52,42,54,47,35,47,33,31,26,46,40,22,32,35,32,31,42,40,26,43,29,33,34,30,29,29,21,19,18,19,26,30,30,23,24,23,15,23,12,15
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,31,1111,2397,2605,2442,1958,1470,1125,820,598,406,306,233,172,119,111,87,55,51,48,48,26,30,15,20,16,17,15,16,9,9,9,8,5,6,10,6,6,3,3,6,2,3,6,6,2,3,2,5,3,3,5,1,3,2,2,3,1,1,2,0,0,1,3,3,0,0,1,0,4,1,1,2,1,1,0,0,1,0,0,0,2,0,0,0,1,3,1,1,1,0
Jaintia Hills,17,299,0,0,0,0,0,0,0,0,0,554,8677,3500,1118,621,419,280,252,168,168,138,106,73,57,55,59,47,41,37,39,26,25,18,15,21,20,20,19,12,19,12,12,18,8,9,5,11,10,4,11,13,5,8,7,9,5,5,5,3,5,5,2,3,4,2,2,4,3,3,4,0,2,2,1,3,1,1,3,2,3,0,1,2,1,1,0,2,1,2,4,0,1,0,2,1,0,0,2,1,0,0,2
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,51,824,1291,1105,774,605,472,376,303,248,223,133,119,118,99,78,76,71,42,47,38,31,30,25,22,23,26,20,20,20,13,16,17,20,22,5,9,7,12,7,10,10,11,4,4,11,7,8,4,8,2,5,5,4,5,8,6,4,1,3,5,3,1,4,5,3,3,5,1,2,3,3,6,7,3,2,2,3,3,3,3,1,4,0,3,2,0,3,4,2
Hisar,6,80,0,0,0,0,0,0,0,0,0,2,26,728,4269,3750,2180,1359,994,698,543,388,313,319,257,238,210,171,145,122,143,109,95,102,102,90,79,60,69,74,79,51,68,50,60,50,28,42,47,42,47,26,36,27,25,26,23,20,20,29,19,22,16,22,24,20,21,19,16,18,12,7,16,14,19,14,16,12,10,6,13,8,10,12,6,8,7,12,10,6,9,7,7,7,4,11,5,7,3,6,7,6,7
Mandi,2,27,0,0,0,0,0,0,0,0,0,38,4851,7947,2510,1101,558,312,238,164,126,121,61,47,50,53,32,27,28,25,22,18,21,23,10,7,19,10,11,14,3,15,9,11,8,6,7,8,6,3,4,3,3,2,5,1,8,2,3,6,0,2,1,4,2,1,1,0,1,3,0,0,2,2,3,0,1,0,2,0,1,1,1,1,2,2,0,1,0,1,1,0,0,0,1,1,0,0,2,1,0,2,2
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,58,92,122,124,136,115,107,69,94,68,74,56,85,70,68,50,80,53,41,51,58,52,45,37,30,40,36,34,41,28,28,36,31,31,32,34,30,17,27,20,18,18,25,16,18,19,16,17,23,16,12,13,17,9,17,12,10,10,16,10,14,11,10,11,14,5,8,7,10,8,5,4,9,10,10,9,6,6,5,7,5,10,12,6,4,5
Hoshangabad,23,449,0,0,0,0,0,0,0,0,0,292,9779,6533,4589,2683,1586,909,575,397,274,243,182,134,110,90,68,66,48,38,37,40,29,28,28,22,22,16,16,20,15,18,10,8,8,10,7,7,3,4,4,13,10,11,7,6,7,5,2,4,5,8,4,3,5,3,2,6,1,3,4,1,4,2,0,4,1,3,3,3,1,3,1,3,3,4,1,1,0,4,0,1,5,3,0,3,2,6,6,2,0,3,1
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,437,2688,3108,2535,1717,1157,854,631,476,338,256,190,168,127,113,99,60,64,64,50,43,41,36,24,24,19,22,27,14,20,10,14,14,21,7,7,11,8,10,11,8,4,12,10,2,7,9,12,8,4,7,9,6,0,10,5,3,5,7,8,4,3,7,2,2,3,5,6,2,3,6,3,1,3,1,5,2,4,4,0,3,1,0,2,1,5,2,4,3,3,2
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,8,9034,34985,21231,11309,6652,4151,2761,2037,1539,1207,887,711,581,494,399,313,274,261,235,174,195,153,157,132,121,104,106,70,90,76,74,83,77,65,61,63,53,46,42,54,40,31,33,28,33,36,38,23,22,21,35,19,20,25,14,18,17,22,20,7,14,19,16,11,16,19,17,8,16,12,10,7,10,7,9,11,17,12,8,6,12,14,10,5,9,4,15,6,7,4,7
Anuppur,23,461,0,0,0,0,0,0,0,0,0,52,7166,3506,1586,947,683,429,272,244,158,159,117,116,69,79,66,50,38,45,43,30,38,26,38,35,16,23,23,14,14,18,10,8,13,13,11,11,15,12,10,10,11,9,9,4,7,2,5,7,6,7,7,7,5,4,7,6,8,3,4,6,1,7,2,3,2,3,6,5,4,3,3,1,5,3,4,6,8,2,0,2,0,1,1,3,3,2,2,2,0,3,0
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,5,5,4,4,2,3,1,0,1,1,2,3,3,5,5,9,7,4,8,9,12,6,10,6,9,10,8,12,2,5,3,5,2,4,5,2,6,2,0,2,3,2,3,1,1,3,1,5,4,3,4,2,2,2,4,0,3,2,0,3,1,2,4,4,2,0,1,1,2,2,3,4,1,2,0,1,2,1,3,1,2,3
Thiruvarur,33,619,0,0,0,0,0,0,0,0,0,1,221,494,1074,1680,1640,1240,927,529,372,258,189,127,102,58,47,42,35,19,28,30,12,26,9,10,11,5,6,5,6,3,4,2,1,1,3,5,5,2,2,2,3,3,3,0,4,2,2,0,0,2,1,1,1,1,0,3,3,1,2,1,0,0,1,1,0,0,3,2,0,1,1,0,1,1,0,3,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0
Uttara Kannada,29,563,0,0,0,0,0,0,0,0,0,184,23241,11712,2815,1370,734,436,314,222,135,128,103,76,58,59,61,52,49,43,33,37,36,20,16,21,12,15,15,20,16,14,12,11,9,14,4,10,9,15,9,13,5,7,3,9,7,5,2,4,6,8,9,2,6,5,1,5,7,6,3,5,0,4,5,3,6,3,3,5,5,4,1,2,5,2,1,3,4,1,3,5,1,0,1,1,0,2,1,1,2,2,0
Bandipore,1,9,0,0,0,0,0,0,0,0,0,0,803,7869,2084,122,62,40,23,18,16,17,10,4,8,9,3,9,5,4,7,4,3,2,3,2,2,1,3,2,3,2,0,1,1,1,1,1,2,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,0,889,5967,7090,4865,3314,2283,1662,1262,949,716,549,435,347,265,244,209,190,131,137,103,83,72,54,51,52,46,39,24,32,32,25,24,18,29,27,16,16,13,20,8,10,5,7,18,7,12,16,15,9,9,12,6,4,5,4,3,4,5,3,3,5,7,5,3,6,3,5,2,4,4,3,4,3,3,3,2,2,4,1,1,4,2,3,2,1,6,1,1,1,2,2
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,25,699,1248,992,826,559,441,302,237,165,145,132,108,105,82,64,86,54,57,58,69,44,60,37,39,32,35,29,47,33,32,23,33,36,18,29,27,25,30,18,15,17,21,24,13,31,13,12,16,22,20,15,12,12,8,12,9,10,8,8,16,11,9,10,7,6,6,6,10,10,13,6,2,4,10,7,7,8,7,1,3,7,5,3,2,3,8,1,3,1
Mandla,23,454,0,0,0,0,0,0,0,0,0,61,16431,10219,2722,1222,675,402,290,185,116,94,64,49,34,37,21,27,20,14,15,14,4,10,11,9,4,5,17,3,1,3,3,3,3,5,2,4,2,5,3,1,2,3,1,0,1,1,1,1,1,0,2,2,3,2,1,0,2,1,2,0,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,87,797,1225,1513,1818,1563,1203,854,611,482,329,271,176,148,125,115,73,75,60,57,60,48,33,22,20,32,18,15,18,21,11,14,10,10,11,17,8,7,11,9,8,6,7,7,7,3,6,8,2,4,8,2,0,8,5,6,4,3,4,1,6,5,2,3,2,4,3,7,2,4,3,5,4,2,2,2,1,0,0,1,1,1,3,2,1,1,1,2,2,0,3
Champhai,15,284,0,0,0,0,0,0,0,0,0,5697,8378,297,100,48,34,24,23,12,9,9,5,2,7,6,0,2,2,6,0,1,1,1,2,2,0,0,0,2,0,1,3,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,0,804,7256,4572,1986,1130,821,633,492,370,312,263,206,141,133,132,94,91,69,95,64,46,38,60,29,39,26,23,15,21,20,26,11,18,19,15,16,10,9,15,16,14,10,6,13,6,3,6,4,5,8,5,3,6,4,4,1,6,6,5,2,4,3,2,4,1,3,4,2,2,4,6,2,2,1,0,0,0,1,2,3,3,2,0,2,1,0,3,2,1,2,0
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,0,333,1993,2071,1784,1720,1552,1389,1092,895,719,612,475,360,311,240,179,159,129,121,99,61,49,57,52,55,59,45,28,42,35,25,27,22,22,11,23,18,24,14,13,15,14,11,5,14,9,7,7,8,6,9,4,7,8,7,11,4,10,1,5,4,6,6,2,6,5,4,5,4,7,0,5,2,6,4,5,4,3,3,3,3,4,4,3,4,2,4,2,3,3,1
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,8,4,7,7,12,20,18,17,18,18,19,24,18,15,17,23,14,23,14,12,9,11,14,14,11,11,14,17,7,8,9,11,11,13,12,10,12,6,9,11,15,11,12,8,8,7,8,6,6,17,6,7,7,12,9,11,6,5,9,12,7,6,10,5,5,5,5,9,9,4,6,3,2,4,4,1,3,6,6
Ganjam,21,388,0,0,0,0,0,0,0,0,0,295,9834,7866,4771,3270,2210,1588,1126,898,724,532,437,335,279,248,183,158,142,124,118,98,80,64,49,49,35,34,31,32,23,27,24,23,13,16,13,25,17,16,16,16,10,14,10,9,9,7,5,8,6,11,8,5,7,5,5,7,7,5,3,7,3,2,4,2,5,5,4,3,0,3,4,3,7,1,0,3,2,4,3,3,1,3,3,2,2,0,4,1,5,0,1
Jhansi,9,166,0,0,0,0,0,0,0,0,0,1,1539,6759,3957,1916,1314,929,768,600,519,417,343,292,278,240,175,176,146,139,124,98,88,79,75,74,62,60,49,51,35,43,37,25,42,36,17,21,15,22,28,24,18,21,18,15,21,16,17,17,21,21,13,14,13,7,10,15,11,9,10,10,9,7,14,5,12,12,13,7,6,9,10,2,13,4,6,7,5,8,3,7,9,6,8,4,6,7,2,4,6,2,4
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,65,1325,1803,1420,1103,861,746,696,623,502,476,362,391,374,291,262,231,215,184,186,155,139,127,140,134,104,95,97,67,75,67,66,64,59,44,44,58,48,46,38,38,29,42,31,27,34,40,32,26,26,25,18,18,27,23,18,18,16,11,10,18,15,11,19,12,14,10,13,7,15,7,10,13,15,11,15,7,16,5,9,13,8,7,6,5,8,18,5,10,7
