,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Bankura,19,339,0,0,0,0,0,0,0,0,0,0,20,2479,6050,5102,3902,2693,1909,1487,1100,868,738,532,474,349,292,252,230,200,152,129,129,108,104,78,62,61,75,69,46,37,37,34,23,26,22,23,16,19,28,13,7,17,9,15,21,10,9,13,9,11,6,8,7,10,6,6,7,5,6,6,5,4,6,0,5,8,2,5,2,4,3,5,1,4,1,1,2,1,3,5,0,3,5,2,3,0,2,4,1,1,0
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,76,570,921,824,587,437,349,259,184,142,93,80,59,56,52,30,30,37,26,22,13,10,15,17,16,16,21,19,13,15,11,13,3,6,5,4,12,5,9,6,8,7,7,7,6,7,4,1,5,5,5,1,2,5,6,5,4,3,3,0,4,3,2,4,5,5,0,2,4,1,5,3,2,2,4,1,5,2,1,1,3,4,3,0,0,0,1,4,2
Dhaulpur,8,106,0,0,0,0,0,0,0,0,0,0,140,3983,2186,1413,1179,876,762,554,434,313,289,241,177,156,113,77,86,63,49,40,33,40,21,31,28,17,10,27,5,6,7,5,8,10,2,7,8,7,9,6,5,3,1,3,3,1,3,4,2,5,2,4,2,6,4,3,2,1,3,0,2,4,2,1,2,3,0,2,3,2,2,4,2,2,0,2,1,3,1,2,3,0,0,2,1,0,0,1,2,0,1
Bageshwar,5,63,0,0,0,0,0,0,0,0,1,7,432,5599,2608,781,378,198,133,87,71,38,25,18,18,10,14,12,11,4,5,2,3,8,3,0,3,1,1,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,0,0,0,0,0,0,0,0,0,729,12911,16169,9737,5683,2977,1802,1178,723,566,428,345,262,236,179,154,120,126,101,96,90,70,68,64,49,54,42,36,37,46,34,39,34,28,25,28,20,16,21,22,17,14,10,20,9,12,9,13,14,17,11,9,11,11,7,7,8,10,11,7,11,11,9,5,5,7,7,6,5,3,3,9,5,7,4,7,3,5,6,4,6,6,3,3,3,5,2,4,9,8,8
Mau,9,192,0,0,0,0,0,0,0,0,0,0,0,155,240,340,432,548,677,678,683,598,531,419,360,264,228,176,147,99,92,94,80,62,37,42,42,30,40,28,29,20,20,17,8,13,11,11,7,8,10,9,9,10,6,6,4,8,5,4,3,2,5,9,7,3,2,5,2,9,2,5,5,2,2,3,3,1,3,1,3,2,2,1,3,3,2,3,5,1,1,4,3,3,2,3,1,2,3,2,1,2,1
Vadodara,24,486,0,0,0,0,0,0,0,0,0,0,144,3467,7806,5076,3154,2206,1600,1210,963,814,610,507,432,365,344,275,248,195,168,132,141,118,101,109,85,77,69,57,65,57,42,40,55,39,47,28,37,27,34,29,23,19,30,32,33,33,19,22,28,20,14,22,23,18,20,18,22,15,16,13,15,14,16,10,16,12,10,11,9,12,10,11,14,6,12,11,10,12,7,7,4,10,7,7,9,12,8,11,4,9,6
Kolhapur,27,530,0,0,0,0,0,0,0,0,0,0,1136,9749,6702,4116,2688,1718,1079,787,594,480,372,303,243,200,143,151,131,92,81,72,68,64,65,58,53,38,42,36,37,40,30,28,36,26,21,23,23,13,17,26,12,13,13,12,18,17,13,11,11,10,11,4,15,15,7,8,8,9,12,7,4,5,8,7,5,2,3,4,9,9,3,5,7,4,8,7,2,5,7,10,7,6,5,5,6,4,4,3,6,4,2
Araria,10,209,0,0,0,0,0,0,0,0,0,0,363,6434,2796,1206,631,373,207,145,77,69,46,38,30,13,8,15,5,15,9,7,4,7,4,6,5,1,5,5,3,1,3,1,2,0,4,3,3,2,4,3,4,1,0,0,1,1,1,0,1,0,1,1,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phek,13,266,0,0,0,0,0,0,0,0,0,52,6343,1902,363,151,92,70,26,25,24,9,10,15,3,8,7,3,3,4,6,1,2,1,0,2,1,1,0,0,1,0,2,1,0,4,0,3,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,0,0,0,0,0,0,0,0,0,375,7559,5326,2454,1506,928,651,444,332,259,168,122,107,101,59,53,46,40,32,28,21,21,12,21,8,9,12,6,6,9,4,7,6,4,4,7,2,3,4,3,2,0,4,3,2,2,3,2,4,2,1,4,1,1,1,4,2,4,2,1,2,1,2,0,1,2,2,2,2,0,1,2,0,1,3,3,2,2,2,0,0,1,2,0,0,0,0,0,0,0,1
Perambalur,33,615,0,0,0,0,0,0,0,0,0,0,0,181,1556,1702,1249,716,444,321,228,169,117,90,55,53,39,31,25,22,15,13,9,12,11,8,9,8,5,10,6,4,6,5,8,3,5,4,1,4,3,1,3,3,5,1,3,0,2,0,1,1,1,1,2,2,3,1,2,2,1,1,1,0,0,1,3,0,2,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mandsaur,23,433,0,0,0,0,0,0,0,0,0,0,437,4510,4751,3382,2379,1759,1339,1015,827,655,518,425,389,294,254,232,198,127,141,113,108,111,73,80,64,54,52,39,57,36,27,33,35,17,19,21,17,20,11,14,9,14,9,10,9,11,6,6,8,4,6,5,5,5,6,6,3,7,2,3,1,3,1,4,4,1,0,0,4,1,3,3,1,1,2,1,1,1,1,2,1,0,1,1,1,2,1,3,1,0,0
Gwalior,23,421,0,0,0,0,0,0,0,0,0,0,549,7704,4674,2476,1650,1102,829,623,473,363,286,222,183,157,136,110,109,91,82,83,66,56,47,26,41,29,37,30,37,27,21,26,26,13,22,12,16,17,23,14,19,12,15,11,14,15,13,7,6,10,12,9,11,9,10,9,10,7,5,11,11,9,7,7,8,4,7,10,8,4,7,6,5,8,3,2,4,6,5,3,4,11,5,6,0,6,2,4,4,5,5
Guntur,28,548,0,0,0,0,0,0,0,0,0,0,453,6213,10660,9043,5014,3106,2113,1615,1269,1036,848,659,541,495,410,369,299,275,255,226,223,157,186,165,132,127,110,111,109,87,83,71,74,64,60,66,52,53,41,39,37,30,29,39,40,29,28,21,23,21,30,23,19,20,20,17,10,10,11,8,9,10,12,10,11,13,10,6,8,17,6,5,8,6,13,6,6,10,7,8,10,5,7,7,2,4,5,7,4,5,7
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,0,758,5340,1737,787,530,441,358,296,216,194,146,131,114,88,64,60,42,42,31,28,40,21,22,24,12,19,12,18,20,18,11,9,12,7,10,8,15,7,11,5,6,5,5,3,5,5,4,1,2,2,1,2,1,2,5,3,2,0,0,3,1,1,3,0,1,2,0,1,5,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,3,0,1,0
Darjiling,19,327,0,0,0,0,0,0,0,0,0,0,660,3475,3176,2069,1246,689,500,351,263,208,169,149,110,93,74,70,88,81,51,55,45,47,48,42,34,23,26,24,32,26,12,26,16,20,18,14,19,19,14,12,7,9,11,10,7,9,11,9,5,11,9,8,9,6,2,6,6,3,6,4,2,2,3,2,2,6,1,3,5,1,2,3,0,5,0,3,2,3,3,1,2,1,1,5,3,2,4,2,0,1,0
Chittoor,28,554,0,0,0,0,0,0,0,0,0,0,133,10869,16061,9014,6090,4284,3238,2334,1763,1449,1060,876,658,569,479,386,343,268,238,225,167,132,149,122,105,89,77,65,80,70,69,55,48,52,51,41,37,34,36,39,21,28,25,22,31,24,22,18,15,18,18,16,22,14,14,9,19,12,19,11,16,14,14,13,16,6,13,9,7,10,6,8,11,7,9,7,11,6,5,5,7,2,1,5,1,5,7,2,5,5,4
Guna,23,458,0,0,0,0,0,0,0,0,0,0,166,7824,7154,4107,2531,1640,1030,696,489,343,286,211,182,131,101,73,65,51,50,37,41,38,28,27,19,22,14,14,24,11,9,14,19,7,9,11,13,7,3,6,7,11,8,5,8,6,8,7,10,6,5,1,0,3,4,2,4,5,5,2,0,4,3,3,2,7,5,1,2,4,3,1,1,4,1,1,2,2,3,1,4,1,2,4,3,2,3,0,1,2,3
Banka,10,225,0,0,0,0,0,0,0,0,0,0,1497,6763,2578,1128,617,343,238,130,98,53,58,39,25,30,17,8,17,10,3,6,4,5,5,4,4,4,4,2,1,3,0,1,1,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chamoli,5,57,0,0,0,0,0,0,0,2,3,22,629,13721,16265,1779,929,661,418,294,219,190,128,82,71,61,44,43,30,32,27,14,11,11,17,13,6,11,6,5,4,6,7,7,3,4,3,5,4,1,3,6,4,2,1,1,3,2,2,3,1,2,2,4,0,1,1,1,1,1,1,2,1,1,2,0,2,3,1,2,0,0,0,0,2,0,3,1,1,0,0,0,2,1,0,0,1,0,0,1,0,2,3
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,0,125,1794,3650,2669,1810,1291,993,760,606,524,444,395,327,262,211,205,182,136,153,135,113,106,102,87,81,78,67,59,59,50,38,38,48,34,35,23,24,35,38,27,20,16,17,27,25,11,20,24,27,7,18,15,12,13,8,13,9,14,4,14,14,5,10,8,7,9,11,10,5,6,9,8,14,9,5,7,10,7,5,9,8,8,6,5,5,6,6,3,2,4
Sagar,23,427,0,0,0,0,0,0,0,0,0,0,890,13936,9113,5246,3407,2507,1814,1386,1055,811,636,560,444,341,323,244,189,180,143,123,112,95,81,77,70,56,55,58,32,41,40,35,30,38,37,32,24,35,35,22,22,19,17,8,19,22,11,14,14,14,14,13,9,11,9,8,4,15,7,12,9,5,6,11,7,5,8,10,8,5,9,7,6,9,11,6,8,5,7,6,8,5,2,6,7,3,4,4,4,4,2
Azamgarh,9,191,0,0,0,0,0,0,0,0,0,0,41,918,3108,3803,3134,2349,1600,1108,721,519,410,258,194,151,92,73,61,60,42,36,43,31,23,24,19,11,12,13,12,9,10,2,8,11,7,6,6,10,4,5,3,7,1,3,8,2,6,4,5,1,1,0,4,1,1,3,4,0,1,1,3,2,2,3,5,0,1,2,2,0,3,1,1,2,1,1,0,1,3,4,1,1,0,2,0,1,0,0,0,1,0
Kurnool,28,552,0,0,0,0,0,0,0,0,0,0,671,22561,26689,8004,3448,2095,1583,1175,954,761,633,551,484,439,350,305,284,224,222,196,177,150,146,128,138,107,93,111,87,80,51,63,66,74,61,52,40,45,44,34,32,37,28,44,27,30,34,31,35,16,25,21,22,19,18,15,14,17,20,15,13,15,14,12,10,14,6,8,10,8,10,11,9,7,6,8,9,8,8,11,11,9,8,4,4,2,5,7,7,1,3
The Nilgiris,33,611,0,0,0,0,0,0,0,0,0,0,319,3559,2038,1238,832,545,386,310,192,161,136,94,76,51,55,47,37,33,26,30,24,18,26,18,19,14,10,21,9,8,8,2,8,3,6,8,2,6,5,2,0,4,2,1,4,2,2,3,0,1,2,2,1,1,3,0,0,2,2,0,1,1,0,1,0,3,1,2,0,3,1,1,1,1,1,0,0,3,0,1,1,0,2,0,0,0,1,0,3,1,1
Coimbatore,33,632,0,0,0,0,0,0,0,0,0,0,165,1801,1910,1859,1882,1906,1580,1194,916,677,503,439,355,301,275,234,216,179,126,142,113,102,99,92,90,102,94,80,70,86,58,62,56,72,49,55,33,41,43,36,36,26,26,32,28,23,26,23,23,31,26,24,24,20,23,18,16,15,18,13,11,12,17,16,13,9,11,14,15,13,14,7,12,11,10,6,11,7,4,8,6,4,6,2,8,9,5,8,11,3,8
Nalanda,10,229,0,0,0,0,0,0,0,0,0,0,59,1771,2164,1491,989,706,511,432,313,233,205,173,135,129,92,77,74,52,45,62,47,43,36,25,24,29,22,21,20,23,18,17,16,7,14,14,5,6,14,8,4,5,5,10,7,3,1,3,3,3,6,7,4,4,1,11,2,4,4,9,4,1,5,4,3,0,4,1,3,2,2,6,1,0,1,2,1,5,2,4,0,0,0,3,0,3,2,4,2,1,2
Godda,20,351,0,0,0,0,0,0,0,0,0,0,443,3316,2066,1308,774,511,338,234,198,129,104,64,48,40,36,26,24,23,18,11,8,6,9,7,5,4,6,7,8,3,2,4,4,3,2,2,7,2,3,4,1,4,3,2,2,1,0,2,6,3,2,1,4,4,4,5,2,4,3,1,0,3,0,4,1,2,0,2,2,0,1,2,0,2,0,2,3,1,4,0,1,1,3,0,0,1,1,1,0,0,1
Chikmagalur,29,570,0,0,0,0,0,0,0,0,0,3,2540,15139,7168,2321,888,491,279,181,104,88,78,67,49,34,24,23,28,18,13,7,8,4,15,10,10,8,4,5,5,7,5,6,6,7,6,7,4,6,10,0,4,3,5,2,3,1,4,5,0,5,4,1,3,2,2,4,1,0,1,2,2,2,1,6,1,1,1,0,1,1,3,1,2,3,1,0,2,1,2,2,1,0,3,1,3,0,1,1,1,0,2
Kanpur Nagar,9,164,0,0,0,0,0,0,0,0,0,0,6,815,2686,2263,1462,1044,727,490,340,245,231,181,120,102,124,78,78,86,59,70,52,44,40,37,35,22,39,38,36,18,24,22,23,14,14,21,20,14,13,11,14,14,8,11,7,5,7,13,12,12,10,4,3,10,8,15,11,8,11,6,7,7,8,3,6,7,5,0,5,5,6,3,2,4,2,7,5,3,2,4,3,4,2,4,7,3,6,2,1,5,4
Farrukhabad,9,159,0,0,0,0,0,0,0,0,0,0,13,2936,3167,1416,709,419,291,160,126,98,58,41,47,25,18,19,10,20,11,11,9,10,10,10,3,7,6,8,6,6,6,4,5,4,6,2,4,7,3,4,2,3,1,1,3,1,1,1,4,4,2,1,1,3,4,2,3,2,4,2,1,2,4,1,2,1,1,5,1,2,0,1,1,3,1,1,1,0,1,1,0,0,3,0,0,1,1,1,1,1,0
South Goa,30,586,0,0,0,0,0,0,0,0,0,0,320,2546,1314,715,431,289,198,148,138,144,106,109,116,98,93,78,75,60,73,61,69,66,42,45,53,44,47,39,33,27,27,17,22,19,11,18,15,13,19,13,10,7,12,11,5,6,6,6,9,10,3,5,4,4,7,6,10,4,3,6,6,6,5,4,4,4,3,5,4,5,4,2,6,1,2,5,3,3,5,4,4,1,1,5,5,1,3,1,0,4,4
Varanasi,9,197,0,0,0,0,0,0,0,0,0,0,0,1,131,476,565,697,618,613,573,519,358,235,179,176,102,103,83,51,58,42,43,47,38,32,23,35,20,28,17,22,22,24,14,16,17,11,12,10,7,8,12,13,6,11,9,14,4,12,5,6,11,3,11,5,10,7,7,3,5,6,2,3,4,8,6,10,8,9,5,8,4,7,4,4,4,5,8,5,6,5,4,7,6,4,4,7,8,3,2,3,1
Kolar,29,581,0,0,0,0,0,0,0,0,0,0,0,393,1734,2336,2435,1992,1546,1204,933,649,510,383,311,232,213,163,154,143,111,79,56,58,63,41,45,36,35,44,22,16,17,17,16,12,18,9,9,13,5,6,12,12,5,9,6,10,4,6,5,6,8,3,5,3,6,6,7,4,6,4,3,1,6,2,4,8,4,4,0,4,4,3,5,4,5,4,6,1,2,0,3,5,1,5,1,0,4,2,1,1,1
Uttar Dinajpur,19,330,0,0,0,0,0,0,0,0,0,0,0,202,1409,2317,2360,1928,1430,1021,746,565,447,330,256,207,162,134,116,82,78,57,45,57,40,31,16,29,25,27,15,16,21,12,15,7,12,16,12,5,8,8,8,8,7,5,7,5,2,3,3,2,4,3,5,1,5,0,2,1,2,3,1,1,2,0,1,0,3,1,0,2,3,1,0,1,2,1,1,1,0,3,0,1,0,1,2,2,2,0,0,0,1
Mon,13,261,0,0,0,0,0,0,0,0,0,103,3828,3228,597,179,76,65,45,26,16,24,17,7,5,2,4,2,9,5,0,2,4,2,3,0,0,1,0,0,1,2,1,1,1,2,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madurai,33,623,0,0,0,0,0,0,0,0,0,0,3,764,2185,2516,2320,1789,1223,859,598,445,314,241,199,144,102,98,90,72,89,52,59,46,44,43,35,38,21,30,36,20,30,17,18,15,10,17,7,14,12,12,11,12,9,14,10,12,15,10,10,9,4,6,6,11,4,6,4,10,4,5,8,4,4,4,8,9,6,4,6,4,7,4,1,11,2,4,7,2,3,4,2,2,3,5,4,1,2,1,1,3,1
Mahamaya Nagar,9,144,0,0,0,0,0,0,0,0,0,0,0,11,512,994,851,695,648,535,494,381,335,297,283,209,190,178,139,105,90,99,96,76,66,64,49,47,30,41,40,30,28,16,27,22,14,18,11,16,22,11,13,10,15,11,8,5,5,8,6,3,5,7,2,3,2,4,4,5,1,2,2,6,5,1,7,2,4,0,2,2,5,0,3,1,2,3,1,2,1,2,1,2,0,1,1,1,2,1,1,1,0
Sirohi,8,117,0,0,0,0,0,0,0,0,0,0,254,9873,5740,2428,1224,750,463,346,255,177,156,107,85,73,66,71,52,42,35,30,27,26,22,16,22,17,11,15,33,8,9,9,12,10,9,15,10,6,3,8,10,7,7,8,7,8,11,9,10,7,4,6,8,3,6,7,3,2,3,4,3,6,4,8,2,2,0,2,3,1,3,5,3,3,2,5,2,3,2,4,2,0,3,2,3,1,0,1,1,1,1
Auraiya,9,162,0,0,0,0,0,0,0,0,0,0,2,602,1587,1370,889,687,543,464,384,345,283,232,186,174,132,136,99,85,73,49,60,45,32,38,24,36,23,14,24,15,17,13,17,10,16,13,8,9,13,9,10,6,5,5,7,7,4,5,5,4,2,6,1,7,3,4,3,0,2,4,3,2,2,5,5,4,6,7,0,0,2,0,1,1,2,2,3,1,4,1,1,1,4,2,2,2,1,4,2,3,3
Jagatsinghapur,21,380,0,0,0,0,0,0,0,0,0,0,92,904,1413,1124,863,603,465,342,239,196,130,96,90,52,62,48,30,32,22,31,21,24,25,23,12,12,18,9,11,11,6,8,12,4,8,4,1,6,7,5,5,7,2,3,5,5,5,4,5,1,1,5,10,2,3,1,6,3,1,3,3,5,4,3,3,2,1,1,2,3,1,2,2,3,2,1,3,2,4,4,1,5,0,4,1,1,2,1,1,2,2
Upper Siang,12,252,0,0,0,0,0,0,0,0,0,76,23082,7475,309,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulbarga,29,579,0,0,0,0,0,0,0,0,0,0,31,6025,16496,8152,4032,2264,1654,1211,910,688,536,470,383,323,282,188,200,145,139,110,114,88,85,95,75,65,73,55,52,52,47,49,38,44,32,33,26,29,21,23,25,22,15,14,20,20,16,16,13,17,14,11,14,15,9,16,18,7,7,13,10,9,6,10,7,9,7,5,7,7,5,12,3,11,4,5,6,4,1,6,2,6,3,4,6,6,8,3,5,3,6
Umaria,23,431,0,0,0,0,0,0,0,0,0,1,4928,9508,2561,1178,570,356,231,146,88,69,58,40,29,29,20,24,16,11,20,11,7,9,9,6,8,6,8,7,9,6,1,6,2,3,3,6,2,2,4,2,1,5,1,3,1,4,2,2,0,1,2,0,2,4,1,0,1,1,1,2,4,4,0,5,3,0,2,0,2,1,1,1,1,0,0,1,1,1,1,1,0,0,3,1,0,0,1,1,0,1,1
Jaipur,8,110,0,0,0,0,0,0,0,0,0,0,21,4185,5142,3732,3008,2588,2422,2429,2284,2199,2107,1922,1697,1495,1397,1210,1078,912,834,692,614,539,522,454,401,366,352,284,230,269,166,199,207,164,148,148,152,133,132,115,90,88,88,78,75,83,75,65,71,56,62,51,43,55,45,43,43,50,31,48,34,29,31,37,22,33,34,34,29,34,36,27,16,26,27,28,33,23,25,25,25,28,21,21,18,22,22,15,15,13,14
Pithoragarh,5,62,0,0,0,0,0,0,0,0,3,6,861,13888,14392,1595,896,521,347,257,153,106,78,64,24,28,34,26,17,21,10,7,7,7,7,6,4,4,5,5,6,2,3,4,3,4,4,1,3,3,1,2,2,2,1,1,3,1,2,5,0,0,4,0,2,3,0,1,1,1,0,2,3,5,1,0,1,0,0,2,1,1,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0
Reasi,1,20,0,0,0,0,0,0,2,0,0,0,120,3573,2862,1372,808,504,328,231,133,113,84,77,62,46,49,38,39,27,31,23,23,21,24,28,10,16,11,12,7,13,9,12,13,9,6,4,6,5,10,1,7,3,1,6,4,7,2,0,2,1,3,5,3,4,3,1,3,2,1,0,0,1,2,0,2,1,1,0,0,2,0,1,2,2,3,1,4,1,1,3,1,0,0,1,1,3,1,1,0,0,0
Kohima,13,270,0,0,0,0,0,0,0,0,0,8,2771,2500,476,206,121,90,51,45,29,34,24,18,19,19,8,11,7,7,11,8,9,10,5,11,5,4,1,5,2,2,3,2,2,2,2,5,2,3,3,0,0,5,1,2,3,1,3,1,0,1,1,0,0,1,1,3,3,1,1,1,0,2,0,0,0,0,1,0,0,4,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0
Sirmaur,2,32,0,0,0,0,0,0,0,0,0,0,92,6061,3994,960,449,240,189,137,100,78,63,52,62,43,49,35,31,37,30,23,21,25,28,22,22,14,15,9,17,11,5,8,5,6,6,14,7,3,7,8,3,2,4,9,5,3,9,3,1,3,4,2,4,4,1,6,2,4,1,6,3,4,4,1,3,0,0,3,0,1,1,3,3,2,2,2,0,0,2,0,1,0,1,0,2,1,0,2,0,2,0
Saharsa,10,214,0,0,0,0,0,0,0,0,0,0,527,3795,1224,539,315,218,162,119,86,69,63,44,44,32,25,25,18,16,15,12,16,7,3,9,5,6,10,4,2,7,6,5,4,1,1,3,1,1,1,2,0,3,1,1,3,4,2,1,4,3,1,1,1,1,3,2,0,1,1,0,0,3,0,1,3,1,0,1,1,1,1,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,2,0,0,1,0
West,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,3,1,0,0,1,1,4,2,2,3,1,1,0,0,0,0,1,2,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,3,1,3,1,0,2,1,0,1,0,3
Malappuram,32,592,0,0,0,0,0,0,0,0,0,0,343,4224,4592,2887,1123,584,276,170,96,63,49,44,28,26,18,13,10,11,7,6,7,6,4,2,1,5,4,2,4,0,2,3,0,2,0,2,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Viluppuram,33,607,0,0,0,0,0,0,0,0,0,0,87,1728,1290,2291,3497,3864,3462,2717,2111,1639,1251,945,733,574,452,351,307,264,201,194,118,126,117,122,94,78,77,73,48,58,48,53,40,32,26,31,21,26,26,24,7,20,13,16,15,14,9,9,9,6,6,13,7,8,9,4,8,4,5,5,8,8,4,4,8,1,2,2,8,6,4,0,5,3,2,1,2,1,5,7,2,1,0,2,3,2,1,4,3,3,2
Tapi,24,493,0,0,0,0,0,0,0,0,0,0,220,2903,2758,2107,1395,876,606,436,340,249,206,144,148,110,89,74,82,68,51,62,47,28,22,32,21,17,24,25,21,17,19,20,14,18,10,12,8,12,13,13,10,5,9,13,8,8,9,12,6,14,3,10,5,6,7,8,6,5,4,5,5,4,9,4,1,1,2,1,6,3,3,4,3,6,2,2,2,1,6,1,1,1,5,2,5,2,2,0,0,0,2
West Godavari,28,546,0,0,0,0,0,0,0,0,0,0,448,5603,9099,6171,3316,2060,1290,837,642,499,388,287,275,231,173,145,121,103,85,100,64,56,35,51,44,32,44,22,29,25,29,25,16,18,22,16,9,11,7,8,12,9,4,8,4,9,7,8,8,3,6,8,5,5,7,4,1,3,3,5,3,3,3,1,2,4,5,4,2,2,3,4,1,0,3,2,2,8,3,0,4,1,2,3,0,2,1,3,0,1,2
Madhepura,10,213,0,0,0,0,0,0,0,0,0,0,321,3980,1871,733,422,231,156,101,70,49,44,32,21,16,17,9,6,9,7,12,3,1,4,2,2,3,3,2,2,1,1,0,3,1,2,1,1,0,0,1,1,1,1,5,0,0,0,0,0,1,1,0,0,0,2,1,2,0,0,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
Saraikela-kharsawan,20,369,0,0,0,0,0,0,0,0,0,0,256,2067,1298,1008,864,798,673,571,484,411,346,318,247,216,179,178,156,136,100,104,91,84,63,52,49,47,32,25,37,30,23,28,20,20,23,11,16,16,11,10,15,5,10,7,11,9,6,11,10,6,8,8,7,3,8,3,1,5,1,4,2,2,4,1,4,3,3,1,8,1,4,5,2,4,2,3,3,1,3,3,5,3,1,6,0,4,3,1,1,0,1
Tiruppur,33,633,0,0,0,0,0,0,0,0,0,0,184,1587,1970,3335,3281,2414,1722,1143,850,641,532,436,377,299,287,251,194,172,136,129,120,95,82,76,68,61,57,48,39,30,31,35,28,28,29,22,26,20,24,21,18,16,16,24,10,18,9,7,13,11,11,10,8,11,12,12,9,8,13,10,8,6,5,8,11,4,6,4,2,7,5,3,2,10,4,2,2,1,4,2,3,4,0,3,2,3,2,1,0,2,1
Mayurbhanj,21,376,0,0,0,0,0,0,0,0,0,0,1388,7117,9073,6862,4992,3486,2456,1724,1331,1029,792,634,524,415,393,320,251,239,195,179,172,148,134,102,102,95,73,69,59,78,51,51,37,38,35,30,31,19,22,29,16,23,17,14,21,17,12,11,5,9,16,11,6,9,6,6,7,6,6,8,3,0,2,4,3,7,4,4,8,5,4,2,7,5,1,4,1,3,0,2,0,1,4,2,1,1,1,0,1,4,0
Barnala,3,54,0,0,0,0,0,0,0,0,0,0,0,0,291,1776,1344,741,480,310,246,205,147,158,129,100,76,66,74,68,52,47,49,33,41,34,30,22,21,25,17,19,19,21,10,15,6,10,9,7,9,11,7,4,3,3,9,1,8,4,5,8,4,3,4,5,7,1,2,5,0,2,2,3,3,1,1,2,3,2,3,0,1,1,2,3,3,3,3,5,4,1,2,0,1,0,1,3,0,0,2,1,2
