,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,9,47,179,190,266,248,279,241,217,160,145,89,74,52,50,57,36,36,25,27,18,15,15,22,11,11,15,10,6,9,6,8,2,3,6,1,4,0,4,5,2,1,0,6,3,0,7,0,1,0,0,0,0,3,0,7,0,5,1,0,1,4,0,0,4,2,2,1,0,0,4,0,0,0,0,0,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,0,117,654,720,566,509,428,327,230,178,133,178,154,155,136,90,94,85,61,67,40,48,39,44,42,34,40,27,35,34,25,26,23,16,12,17,15,26,17,27,25,22,20,23,21,19,25,31,12,12,5,11,2,13,6,3,4,6,7,8,7,8,6,5,0,5,4,6,2,4,3,5,2,1,2,6,4,3,1,5,1,2,1,2,1,3,1,1,2,3,3,1
Mirzapur,9,199,0,0,0,0,0,0,0,0,9,196,2707,6178,4758,2149,1216,663,316,176,129,78,35,49,29,25,27,19,26,20,7,15,16,8,4,3,5,5,6,1,8,6,4,2,3,0,0,4,0,3,2,1,3,2,2,2,1,1,0,3,2,2,0,1,1,0,0,0,0,4,2,2,0,1,0,1,0,0,0,1,2,1,3,1,0,1,0,0,2,3,2,0,3,3,0,0,0,0,0,1,0,0,0
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,72,1922,4635,3229,1602,723,441,269,183,112,78,59,35,34,30,21,16,27,11,8,7,7,8,10,4,2,9,3,7,0,2,6,0,2,5,2,0,0,4,0,0,0,1,1,0,1,1,1,0,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,8,101,0,0,0,0,0,0,0,0,0,1522,88653,35346,5376,2009,1125,567,470,309,231,225,171,147,127,88,83,78,78,78,41,51,33,21,24,31,27,26,22,19,19,16,17,10,14,20,9,20,15,13,14,8,11,14,6,12,9,2,14,10,9,11,5,0,4,7,10,7,5,12,7,7,14,5,6,1,4,5,1,2,3,3,2,8,7,2,11,4,3,2,9,6,3,1,1,4,3,3,2,8,9,3,0
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,1,2,2,0,2,0,0,2,2,0,0,0,0,0,0,5,1,0,4,1,0,1,6,1,3,5,6,2,0,2,3,2,0,0,3,1,0,2,1,2,0,2,0,2,3,2,0,0,3,4,0,0,5,0,0,4,1,0,0,0,4,0,0,0,2,0,0,4,2,2
Tiruvannamalai,33,606,0,0,0,0,0,0,0,19,59,243,710,1479,2258,2799,2878,2550,1888,1230,864,524,325,224,198,135,95,70,63,43,50,32,40,34,15,16,21,11,14,12,6,8,14,3,7,9,10,10,3,3,5,7,3,2,2,8,0,8,4,0,4,2,1,0,1,3,2,0,5,0,2,0,1,0,0,0,0,4,0,1,0,0,16,2,1,0,0,0,0,4,3,0,0,0,0,0,0,5,0,0,0,1,0
Udupi,29,569,0,0,0,0,0,0,19,28,95,281,1110,3297,4198,2646,1162,554,294,134,79,40,48,34,27,28,25,22,18,23,20,12,11,14,7,14,5,8,3,4,3,2,5,2,7,2,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bellary,29,565,0,0,0,0,0,0,2,8,46,476,2559,6417,7161,4608,2657,1658,1003,764,594,448,352,279,268,192,151,132,125,123,124,87,72,66,74,47,64,53,82,36,63,27,44,30,31,22,32,23,23,35,20,26,13,15,32,11,15,16,18,16,19,15,11,20,21,13,9,27,17,11,18,12,7,8,0,8,13,11,2,3,14,7,7,5,2,5,9,4,5,3,2,3,5,13,6,3,3,5,6,1,6,8,8
Agra,9,146,0,0,0,0,0,0,0,0,8,41,150,486,1276,1731,1638,1214,998,724,595,498,394,313,249,234,182,126,103,100,90,94,76,82,64,64,46,52,44,41,56,55,34,30,37,21,30,23,20,36,24,18,16,21,12,37,17,14,21,12,22,9,14,11,12,9,16,18,9,15,11,7,10,15,4,7,22,5,13,8,11,13,9,13,4,8,7,9,9,4,4,8,7,4,7,5,3,9,2,1,2,5,5
Jamui,10,238,0,0,0,0,0,0,0,0,1,780,3975,3501,1462,294,80,23,28,5,8,0,2,6,5,4,3,1,0,3,0,2,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harda,23,448,0,0,0,0,0,0,0,0,14,528,4113,6227,2181,492,211,144,124,78,24,34,29,24,7,22,19,13,8,16,5,2,2,0,1,5,0,5,3,0,1,1,2,1,2,0,0,1,0,3,4,0,2,0,4,2,0,0,0,2,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,7,30,114,285,384,261,312,291,323,299,231,188,136,133,120,73,61,71,60,44,54,42,21,37,31,24,25,19,27,12,21,12,25,26,6,22,14,23,14,12,5,6,15,5,8,11,5,11,13,4,4,10,10,7,4,13,4,8,6,7,2,10,3,2,11,2,3,4,1,2,4,2,2,1,3,0,0,0,5,1,4,1,0,0,1,3,1,1,1,0,0
Gondiya,27,507,0,0,0,0,0,0,0,0,15,271,1657,3659,4121,3932,1624,581,280,180,94,47,57,31,16,14,30,14,9,17,4,5,14,0,14,0,2,2,4,0,2,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hailakandi,18,318,0,0,0,0,0,0,0,1,8,98,528,1554,771,380,101,39,27,9,12,5,6,1,0,0,0,4,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churachandpur,14,274,0,0,0,0,0,1,17,52,208,1047,3472,5183,3212,1211,522,223,110,60,17,5,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,42,1285,3279,2285,1074,692,433,310,219,186,140,112,113,116,83,76,51,52,43,48,31,33,30,34,34,23,30,20,26,15,33,15,18,19,18,11,14,11,17,13,23,11,18,11,11,6,17,12,14,8,19,14,11,3,16,11,7,11,7,6,5,12,1,12,9,5,12,13,14,7,8,6,6,7,12,13,7,9,6,6,6,4,5,8,7,7,6,11,3,13,4,5
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,81,522,495,409,312,232,236,188,176,143,128,48,62,82,60,67,45,43,32,26,30,41,39,22,22,16,17,12,15,7,4,12,15,4,4,5,5,2,12,7,8,5,1,6,3,9,8,8,3,2,2,3,3,1,3,1,2,0,1,5,1,3,4,3,5,1,0,5,3,1,1,7,7,5,0,0,0,0,0,1,2,2,2,1,3,2,1,2,0,4,1
Sonbhadra,9,200,0,0,0,0,0,0,0,0,27,1359,5103,7985,7876,3212,1174,673,321,199,156,112,94,38,44,44,43,26,31,37,24,20,25,28,19,21,21,26,17,9,16,12,4,28,18,9,17,12,14,13,10,8,14,10,11,16,5,3,8,14,10,11,6,4,9,8,9,5,3,7,7,8,5,6,11,5,3,2,2,6,1,6,0,7,1,5,1,1,5,3,5,1,5,2,7,1,7,5,1,7,0,0,4
Jhalawar,8,129,0,0,0,0,0,0,0,0,1,88,2800,10708,6454,2848,1312,818,503,326,302,205,170,110,87,70,66,59,39,43,28,31,33,29,18,12,19,9,9,16,12,7,8,12,5,4,5,3,2,2,6,3,5,1,0,3,9,1,3,4,5,8,4,3,0,0,1,3,3,0,0,2,2,2,0,1,2,6,1,0,0,0,5,0,0,2,0,0,1,0,0,2,1,4,2,3,0,0,0,1,0,1,2
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,37,509,1338,1428,1176,762,590,393,280,246,199,170,132,109,100,80,69,70,70,68,42,42,32,34,25,40,22,24,29,17,11,9,16,14,13,18,12,9,9,8,7,5,1,1,10,5,2,3,7,3,0,3,3,2,5,1,2,0,6,1,4,5,1,3,0,1,1,0,1,0,0,0,1,3,2,1,2,1,1,2,0,0,0,3,0,0,0,0,0,0,1
Sawai Madhopur,8,108,0,0,0,0,0,0,2,13,59,336,2321,6607,5171,2335,1037,513,312,200,151,114,84,46,34,25,10,29,20,16,12,2,12,15,11,8,4,5,0,2,3,2,5,5,3,2,9,3,4,0,2,0,6,1,0,0,0,1,1,1,5,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shimla,2,33,0,0,0,0,0,0,0,0,4,68,2863,12454,5942,1537,475,214,126,63,43,42,26,17,13,11,15,12,11,11,6,7,8,8,9,4,2,2,3,5,5,2,3,3,4,1,2,1,2,1,3,0,1,1,1,1,4,3,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,2,60,569,811,996,1162,1186,1085,707,577,464,357,240,163,137,99,108,99,98,74,46,47,27,31,47,34,26,31,11,22,16,12,15,8,8,15,11,11,8,14,5,5,7,7,17,8,7,2,5,6,15,8,5,5,12,9,8,6,4,6,10,4,4,9,0,2,11,6,3,4,5,0,1,11,1,6,3,3,6,2,1,6,0,6,0,0,0,0,1,0,4,0,2
Pratapgarh,9,173,0,0,0,0,0,0,0,2,7,49,732,2474,1997,736,303,164,107,67,34,17,16,6,10,10,7,1,5,5,4,1,4,1,1,0,4,3,2,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Jaintia Hills,17,299,0,0,0,0,0,0,0,0,0,231,3187,5485,2896,944,415,255,162,113,118,46,43,40,34,29,28,22,13,15,13,12,18,13,13,10,11,7,13,9,5,5,2,6,4,3,5,5,2,7,4,1,6,0,0,4,5,0,2,2,2,0,0,0,0,0,4,2,0,2,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,115,638,844,833,766,505,413,282,202,159,126,92,73,95,62,52,45,29,29,36,15,22,9,13,20,5,15,10,9,8,8,4,4,5,10,5,1,4,11,5,3,6,2,5,1,3,4,4,4,4,0,4,0,0,1,2,5,1,5,3,3,5,5,0,3,4,2,5,1,1,1,3,7,2,5,2,2,4,2,1,0,1,0,0,0,2,0,2,0,0
Hisar,6,80,0,0,0,0,0,0,0,0,0,3,343,2344,4166,2761,1479,878,529,383,331,272,250,183,192,100,93,115,82,71,54,65,46,62,56,42,38,33,34,23,34,33,48,24,23,25,28,22,30,15,18,22,21,16,8,12,4,11,13,12,10,8,9,9,13,5,8,5,4,7,1,2,7,6,4,13,9,3,3,1,4,6,1,3,0,2,1,3,6,5,2,2,5,5,1,3,2,5,0,4,2,5,3
Mandi,2,27,0,0,0,0,0,0,0,0,1,17,805,8369,6866,1390,471,214,148,92,60,35,36,21,13,9,7,3,10,1,3,0,4,1,2,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,4,10,19,56,36,61,28,31,16,25,32,24,17,45,26,20,18,20,22,19,21,16,23,15,17,14,10,8,12,14,7,7,2,4,8,10,6,6,5,6,10,8,9,0,6,4,3,8,0,3,4,6,1,10,5,8,2,5,3,10,5,4,4,3,0,2,5,3,1,0,2,0,1,0,6,6,0,6,3,3,0,1,3,4,4,4,0,2,4
Hoshangabad,23,449,0,0,0,0,0,0,0,0,4,235,4213,13448,6456,1441,559,267,191,105,71,71,45,42,38,33,26,15,9,17,17,14,4,8,8,11,10,8,6,3,6,14,9,4,8,3,6,2,6,2,3,1,2,1,2,1,2,7,3,5,3,0,0,2,1,3,1,3,1,1,1,2,3,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,9,434,2224,3129,2440,1819,1231,772,531,298,160,149,85,93,67,42,32,44,26,13,12,12,11,10,22,17,16,21,10,3,4,9,9,4,9,13,1,8,5,3,3,0,4,5,5,0,6,3,0,5,0,1,7,5,1,0,12,1,3,1,0,2,1,1,4,0,1,1,1,0,0,2,0,0,2,2,1,0,0,1,0,2,2,0,0,1,0,0,1,0,2,0
Jodhpur,8,113,0,0,0,0,0,0,0,0,6,819,43049,38205,8912,3238,1649,1088,691,545,387,338,221,189,182,165,111,115,99,99,71,70,61,53,58,68,42,39,34,50,36,21,35,38,23,31,18,20,17,36,24,31,20,33,19,8,16,9,13,11,16,11,7,21,5,5,18,1,10,14,14,11,16,11,12,7,5,8,6,7,9,7,15,15,14,6,4,10,8,2,5,0,7,2,10,8,3,7,5,2,7,2,8
Anuppur,23,461,0,0,0,0,0,0,0,0,0,0,221,2897,5462,3560,1443,718,400,294,195,143,100,104,89,72,48,52,50,63,35,40,24,20,28,20,19,19,14,23,14,8,13,11,14,14,4,6,9,8,3,7,3,6,2,5,2,1,5,8,2,0,1,3,1,1,2,2,2,3,0,3,1,1,1,0,4,3,3,2,4,2,1,6,2,2,1,2,0,1,1,1,2,1,3,0,0,0,0,1,0,0,0
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,8,3,8,2,4,2,1,3,1,2,6,8,9,14,15,6,16,18,8,7,5,6,6,6,6,1,6,3,5,1,5,6,6,4,5,7,3,2,6,2,4,2,3,1,3,4,7,3,3,2,1,3,0,0,4,2,0,3,2,1,0,0,0,2,3,2,1,1,2,0,2,1,1,0,2,1,0,0,2,0,2,1,0,0
Thiruvarur,33,619,0,0,0,0,0,0,0,5,6,52,227,628,1017,1361,1289,918,713,542,377,259,230,198,150,139,121,67,63,45,39,22,31,40,24,17,23,17,19,15,11,8,14,3,8,12,3,4,4,3,4,4,2,5,6,2,6,3,3,4,3,2,6,4,0,2,2,0,0,2,1,0,0,1,1,1,0,1,1,0,4,1,3,1,0,2,0,1,1,1,1,0,0,4,1,2,0,1,0,0,0,0,0
Uttara Kannada,29,563,0,0,0,0,1,1,5,20,163,991,7289,20220,9944,1825,544,285,153,102,82,59,42,29,21,25,32,16,11,7,16,17,11,8,10,5,13,7,6,2,6,4,6,3,2,1,7,3,5,7,1,1,1,3,1,4,2,6,3,1,3,3,2,2,1,1,2,1,1,3,0,3,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bandipore,1,9,0,0,0,0,0,0,0,0,0,0,664,7173,2002,440,216,156,105,88,61,53,38,19,33,11,16,10,8,4,3,9,3,4,3,6,4,5,2,1,0,2,0,0,1,1,1,1,2,0,2,4,1,0,1,0,0,1,0,1,0,1,2,1,2,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,1,13,180,3924,17408,7212,1933,689,367,233,129,102,75,66,33,20,28,15,7,9,15,11,9,6,7,3,6,8,6,6,5,3,2,7,0,3,4,0,1,1,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,23,228,785,578,417,336,243,186,147,114,110,78,51,45,41,39,28,21,34,12,9,15,13,18,8,13,16,11,10,3,12,15,9,11,7,1,3,3,6,2,2,2,3,3,4,11,1,2,0,3,2,0,6,1,1,4,5,0,3,0,1,2,0,0,0,1,1,0,2,2,1,0,2,1,1,1,1,1,0,0,4,0,1,0,0,0,3,0,0,2,0
Mandla,23,454,0,0,0,0,0,0,0,0,0,21,270,3641,12169,10439,3571,1017,314,114,43,18,8,13,6,11,7,2,9,0,6,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,5,176,1975,3464,1841,615,250,172,140,71,77,56,31,33,24,23,8,10,9,5,7,13,7,11,12,7,10,8,4,3,4,0,1,1,5,5,0,0,4,0,6,2,0,1,2,1,5,1,3,4,3,2,2,2,4,2,2,2,1,0,2,4,0,1,0,3,0,0,3,2,2,4,2,2,1,0,4,0,0,1,0,0,3,1,1,3,1,1,0,0,1,3,2
Champhai,15,284,0,0,0,0,3,10,51,125,453,1661,4857,4255,1258,290,95,41,13,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,2,1,34,1768,7377,3622,1442,597,264,143,97,60,30,39,26,18,18,15,7,5,6,2,5,3,1,4,1,1,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Purba Medinipur,19,345,0,0,0,0,0,0,4,7,25,64,251,723,1206,1608,1676,1439,1001,614,436,248,171,100,70,63,40,46,35,27,29,16,17,27,19,25,13,16,9,12,14,22,14,13,11,6,10,5,4,5,5,4,9,7,0,9,4,2,5,2,3,5,0,4,4,5,7,10,6,6,0,2,4,3,4,2,3,4,0,2,0,4,1,2,0,1,2,6,1,6,6,2,0,1,1,2,5,2,0,1,1,7,1
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,5,1,10,6,17,6,10,1,10,5,11,1,3,6,7,6,3,5,3,5,10,12,5,1,0,7,5,3,7,7,10,1,1,2,16,11,3,8,3,8,7,11,3,0,9,3,4,12,2,5,3,3,2,6,2,5,7,1,1,0,2,0,7,0,5,0,0,2,4,5,2,0,10,5,0
Ganjam,21,388,0,0,0,0,0,0,0,0,1,43,1008,8227,9915,6209,3448,1742,990,617,472,294,216,174,158,142,102,81,96,63,54,38,48,33,38,29,26,10,22,8,7,17,7,16,15,10,9,8,1,18,13,8,4,4,6,2,9,3,3,2,3,8,5,4,7,5,3,3,6,1,1,0,4,3,2,1,5,1,0,6,5,1,0,3,0,3,5,1,1,0,2,5,1,0,0,1,4,2,1,0,7,0,3
Jhansi,9,166,0,0,0,0,0,0,2,3,15,153,3218,8661,3655,1315,582,302,215,163,123,80,80,64,56,42,36,46,27,24,37,16,28,19,21,13,11,15,7,14,6,10,0,6,11,11,19,9,9,8,8,8,10,10,6,5,8,15,7,1,4,10,3,7,3,7,4,2,7,1,3,6,6,6,1,6,6,8,7,5,6,0,2,2,2,0,0,1,4,1,1,2,1,4,4,1,1,2,1,5,5,1,4
Mathura,9,145,0,0,0,0,0,0,0,0,0,8,292,1547,1483,1290,1091,1021,793,660,459,359,327,237,170,155,148,102,73,109,76,57,60,61,40,57,38,26,31,34,31,30,18,8,26,13,9,24,13,10,4,16,7,21,14,5,21,17,12,4,5,7,13,2,23,9,13,8,10,6,8,6,6,13,3,10,7,4,5,8,3,2,9,1,1,3,4,8,2,8,7,9,0,3,4,0,2,4,4,4,2,5,8
Bankura,19,339,0,0,0,0,0,0,0,0,0,2,163,702,1995,2687,1755,949,669,322,234,215,140,114,73,62,67,55,71,54,27,35,24,33,29,32,16,20,22,16,8,11,14,6,16,12,17,9,11,12,3,2,4,3,2,0,10,2,3,2,2,6,9,4,0,0,3,4,2,7,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3,0,0
