,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,88,358,346,392,406,341,326,300,257,242,168,174,147,140,111,79,118,97,63,70,75,85,46,46,54,36,64,41,35,30,42,42,36,26,33,27,21,16,26,23,23,25,23,23,17,15,14,11,14,16,17,20,10,11,17,19,17,15,18,13,14,16,7,6,11,10,15,11,6,8,11,4,2,7,13,11,6,5,6,16,8,6,6,8,5,5,5,6,4,7,6,5
Mirzapur,9,199,0,0,0,0,0,0,0,0,24,3818,4727,3300,2088,1449,903,674,512,366,294,254,211,174,124,124,104,82,70,70,55,54,44,29,27,29,23,20,14,20,8,6,10,11,9,8,8,8,10,5,5,7,9,4,9,7,7,5,4,2,1,3,1,3,4,4,6,1,3,1,3,3,2,3,5,1,5,1,1,3,2,2,3,1,2,1,0,3,1,2,0,3,2,2,2,0,1,1,0,2,1,0,1
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,42,1152,1751,1985,2056,1812,1514,1158,877,696,437,314,249,185,105,88,63,69,43,33,33,34,32,15,26,21,19,11,12,16,10,5,14,11,8,9,10,10,5,6,8,3,4,6,2,1,5,3,3,3,3,3,4,2,0,1,2,5,2,0,3,0,3,2,0,1,2,1,0,1,1,2,2,0,0,0,0,4,0,1,0,1,1,0,0,3,4,0,1,1,0,1
Bikaner,8,101,0,0,0,0,0,0,0,0,2,8148,85049,20188,7759,4050,2671,1642,1203,898,690,541,452,355,316,272,246,205,193,159,143,116,124,112,95,87,78,78,63,77,53,55,58,47,48,56,29,36,40,47,34,34,19,23,28,25,17,22,23,23,22,23,19,26,28,17,23,17,3,16,12,11,13,9,11,13,12,17,6,7,3,10,5,10,5,8,6,14,7,10,7,11,14,10,9,5,2,8,8,5,5,7,6
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,1,3,3,3,3,0,2,1,1,2,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,13,7,17,12,9,12,11,5,6,4,4,4,5,3,5,3,2,4,6,3,4,5,3,2,3,1,5,4,2,2,2,2,3,5,4,5,3,2,5,3,1,2,0,1,6,4,2,2,2,6,5,2,3,1,4,3,4,1,1,2,4,2,3,2,7,4,4,3,3,0,3,2,4
Tiruvannamalai,33,606,0,0,0,0,0,0,0,1,515,2931,2429,2873,3055,2761,2287,1891,1429,1093,824,631,481,386,267,267,170,148,156,92,76,74,52,43,43,30,21,30,26,30,23,18,19,23,17,6,8,17,13,11,10,9,8,8,7,7,10,4,3,2,7,2,9,1,2,6,2,2,5,3,6,2,3,3,1,5,3,2,2,5,5,2,1,1,1,0,3,0,5,1,0,1,5,0,0,3,0,1,1,2,2,0,0
Udupi,29,569,0,0,0,0,0,0,0,1,3559,6199,2542,1074,607,392,308,207,178,114,74,65,60,36,39,30,31,22,37,25,18,21,14,14,14,16,10,11,11,16,15,14,9,7,8,3,9,6,6,6,3,5,3,6,2,3,2,3,1,6,5,5,2,4,3,3,8,2,0,1,7,3,2,1,2,3,2,3,1,3,4,1,2,0,1,3,2,0,0,2,2,1,1,4,1,2,1,0,1,0,2,1,0
Bellary,29,565,0,0,0,0,0,0,0,0,163,8312,8827,4686,2553,1652,1187,835,750,560,476,407,354,308,248,245,216,209,189,169,160,133,109,105,127,83,88,95,70,64,72,59,65,63,45,44,40,38,38,41,50,28,32,37,20,30,34,25,22,27,27,19,23,29,16,21,23,14,15,15,20,9,14,9,15,14,12,15,11,11,9,9,12,6,10,11,6,8,10,9,13,14,10,7,5,6,6,9,6,3,9,8,6
Agra,9,146,0,0,0,0,0,0,0,0,0,10,1194,1644,1790,1704,1353,1148,1082,927,763,660,572,475,445,353,320,289,238,182,180,133,151,117,91,102,102,98,71,50,65,64,60,39,42,40,43,34,23,35,36,38,30,14,29,17,29,15,23,19,17,20,17,20,12,12,13,13,7,16,12,16,11,18,14,9,6,8,12,17,12,10,7,5,6,10,8,4,6,7,8,11,8,4,9,6,10,7,8,6,3,6,6
Jamui,10,238,0,0,0,0,0,0,0,0,172,9584,2713,482,192,88,60,35,22,24,12,14,6,4,6,5,3,4,3,2,3,3,4,4,2,0,3,0,3,1,0,0,0,1,0,2,0,2,0,1,2,1,0,1,2,0,1,1,2,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harda,23,448,0,0,0,0,0,0,0,0,164,4596,4256,2206,1093,635,353,249,140,80,89,74,47,45,26,25,21,18,16,17,11,18,14,10,12,10,6,5,4,6,14,9,4,3,2,5,3,3,9,5,6,1,5,0,2,1,2,3,0,1,2,3,3,1,1,1,1,4,1,1,3,1,1,1,1,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,221,1245,1409,941,714,660,478,387,320,262,237,201,194,143,145,127,120,120,98,93,96,64,77,66,63,49,51,59,37,51,41,36,28,36,30,22,29,30,31,32,26,22,23,21,17,15,13,24,14,23,19,19,18,16,10,17,12,14,13,14,7,11,9,11,14,9,7,9,6,4,8,6,4,10,8,10,11,11,4,5,6,8,1,8,6,6,3,2,5,9
Gondiya,27,507,0,0,0,0,0,0,0,0,409,9764,5134,2768,1618,1003,631,486,310,209,138,125,101,98,76,60,65,37,44,28,32,45,25,16,13,21,13,18,6,7,15,13,14,7,2,9,10,7,7,6,5,5,7,1,3,3,3,2,1,5,0,2,2,1,2,3,3,1,5,2,2,2,5,0,0,6,1,6,2,1,3,3,2,4,2,2,1,2,1,0,1,0,1,1,1,3,2,0,1,2,0,0,3
Hailakandi,18,318,0,0,0,0,0,0,0,0,2,2110,1691,603,487,316,202,126,81,52,49,34,17,11,16,13,5,4,11,4,4,1,0,1,3,1,3,3,2,4,1,3,2,0,0,2,1,1,0,2,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churachandpur,14,274,0,0,0,0,0,0,0,0,148,17097,2130,249,121,70,53,43,31,27,22,15,20,16,15,15,6,5,1,7,2,7,4,5,5,3,6,2,7,5,2,2,3,5,2,3,4,5,1,1,0,1,2,0,1,2,2,3,2,2,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,441,2455,2010,1265,869,650,529,392,281,215,195,157,131,147,96,104,71,66,68,56,56,46,36,45,33,29,41,29,25,32,21,16,26,22,24,19,25,22,22,17,11,12,10,12,13,13,8,9,9,8,10,16,11,3,6,13,12,13,6,6,11,8,7,7,5,12,7,8,5,9,9,6,5,7,6,1,2,9,4,6,5,3,6,14,5,5,9,5,4,7,4,4
Panchkula,6,69,0,0,0,0,0,0,0,0,0,1,245,694,291,384,337,308,226,173,153,122,84,85,57,53,44,47,31,31,21,18,18,25,21,17,19,9,20,11,11,6,10,5,11,5,5,9,6,6,7,6,5,5,3,6,5,5,7,3,6,7,4,0,2,2,1,4,6,5,2,0,5,3,2,2,4,2,2,6,1,0,2,2,1,2,0,2,2,1,0,3,1,2,1,1,2,2,1,3,4,1,2
Sonbhadra,9,200,0,0,0,0,0,0,0,0,24,11487,8882,3298,1695,1024,687,473,297,233,159,130,93,72,66,53,45,37,40,39,28,21,19,24,25,27,16,15,11,16,17,12,16,14,9,6,11,11,6,10,8,8,7,12,8,10,7,11,5,5,7,6,8,5,6,10,4,7,7,12,8,7,9,5,7,2,7,9,8,9,8,0,9,8,2,7,12,10,11,4,7,3,6,4,3,2,4,5,3,5,3,1,2
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,240,4549,5076,4133,2925,2019,1540,1119,866,654,574,448,394,343,266,224,203,193,154,140,117,101,77,89,60,63,53,51,54,43,41,34,30,28,29,27,13,29,14,16,21,17,24,11,11,8,12,14,11,8,5,14,14,6,12,6,9,6,3,9,8,5,6,2,1,5,4,3,7,2,0,9,2,5,3,3,5,4,3,2,1,2,4,6,2,3,5,3,2,3,1,5
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,89,850,1620,1581,971,639,452,341,279,228,206,167,143,128,108,108,94,65,61,63,58,43,36,25,37,25,26,24,27,18,22,11,15,13,15,10,16,3,5,5,8,9,2,10,5,7,5,3,4,1,4,6,1,1,4,2,3,1,1,7,0,1,2,3,1,1,1,3,2,1,1,2,1,2,1,1,0,1,2,0,1,1,1,2,1,3,1,0,0,1,2
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,399,4805,4430,2667,1768,1284,929,787,650,587,445,394,372,307,249,240,214,183,160,151,121,105,89,91,81,75,52,52,47,45,56,52,43,37,26,33,20,24,23,18,14,12,16,12,19,18,15,12,8,12,14,9,9,9,7,6,5,6,6,5,7,11,7,4,7,7,7,5,1,4,5,1,3,5,2,1,2,5,4,2,3,2,2,7,4,1,1,1,4,0,1,0
Shimla,2,33,0,0,0,0,0,0,0,0,0,350,14197,6699,1399,403,215,143,91,64,54,40,23,29,22,30,20,23,16,16,24,17,14,8,8,17,9,6,4,9,7,4,3,5,4,9,1,4,0,3,3,1,4,7,2,1,3,1,2,3,3,2,4,2,6,1,4,1,1,2,1,1,1,2,0,1,0,1,2,2,0,0,0,2,1,0,1,0,0,1,1,0,1,0,0,2,1,0,2,1,0,0,0
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,279,5272,2253,1480,1202,1086,1122,1070,1079,938,928,781,695,537,493,483,363,348,269,254,206,209,185,132,117,101,81,83,70,61,43,71,48,39,38,37,41,38,39,33,32,31,26,23,17,13,21,26,20,13,16,15,15,16,12,14,19,17,16,16,13,19,12,9,13,17,13,11,12,8,8,12,14,11,15,9,11,4,12,13,7,6,7,8,10,12,5,5,7,4,8,6,3
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,1190,3347,4071,3296,1792,929,573,326,198,139,97,77,47,41,36,33,16,19,22,22,14,16,11,11,13,5,15,5,2,8,5,11,4,6,5,3,6,6,4,5,10,2,4,6,5,3,1,4,2,5,1,5,3,2,0,2,1,0,0,1,0,2,1,2,0,2,0,0,2,1,0,2,2,0,1,0,1,1,2,0,2,2,1,1,0,0,1,0,1,2,0,1
Jaintia Hills,17,299,0,0,0,0,0,0,0,0,68,7264,5168,1359,692,408,317,238,205,129,107,78,72,71,47,57,46,31,47,32,26,27,32,19,20,21,23,12,15,8,7,9,7,9,5,10,4,11,7,10,10,11,4,2,5,3,2,3,5,8,7,3,2,1,3,1,3,2,2,4,0,1,1,2,4,1,2,3,1,1,4,0,2,5,2,2,3,2,2,0,2,1,3,1,1,1,1,2,3,0,2,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,30,514,1318,1433,1012,712,555,373,288,195,156,119,98,97,76,63,65,47,43,40,38,20,35,30,21,23,20,18,10,9,17,12,9,12,9,13,8,9,4,8,3,13,4,3,4,5,7,9,4,6,0,8,5,2,4,2,6,4,3,2,2,9,3,4,1,2,3,2,2,3,5,3,2,1,2,4,4,4,3,1,1,2,3,5,1,2,1,2,2,1,1
Hisar,6,80,0,0,0,0,0,0,0,0,0,11,759,4432,4328,2493,1501,912,644,527,376,290,260,213,163,175,149,136,115,101,108,102,85,79,61,58,71,48,51,46,45,34,39,46,16,23,22,22,28,22,30,20,20,19,21,15,14,20,16,19,14,9,13,12,17,15,10,10,10,9,8,5,9,6,7,8,5,6,5,6,11,8,7,6,11,7,8,6,5,7,5,2,5,6,7,2,3,3,5,3,4,2,3
Mandi,2,27,0,0,0,0,0,0,0,0,0,82,9029,5394,1677,807,468,226,159,115,87,82,61,35,55,42,32,30,16,19,21,11,18,10,11,11,6,5,8,4,7,8,8,2,1,7,6,5,1,3,3,3,1,3,6,2,1,2,1,1,1,2,2,1,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,3,0,0,1,0,0,0,0
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,27,105,144,205,157,151,142,137,99,101,95,99,76,77,65,65,65,70,63,61,64,54,39,50,51,56,37,32,40,21,33,22,21,23,18,15,26,22,22,16,11,14,9,9,12,13,10,17,15,11,7,6,12,8,10,7,9,7,7,13,5,6,4,11,8,9,10,3,6,8,11,5,8,7,3,8,9,8,7,7,8,8,3,6,6,6,6,2,5
Hoshangabad,23,449,0,0,0,0,0,0,0,0,310,11045,5505,3462,2465,1656,1167,784,553,387,290,205,158,138,106,101,64,58,58,41,35,32,31,25,25,18,20,22,19,14,10,16,14,13,8,11,10,9,10,8,7,11,8,7,6,9,6,3,10,6,4,4,4,2,4,2,3,3,6,1,4,3,2,2,4,2,6,1,3,2,1,4,2,2,1,4,3,2,3,1,3,1,4,1,5,1,4,7,2,1,5,2,3
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,18,2488,3320,3246,2099,1320,781,545,380,293,205,128,117,95,69,60,53,42,27,43,31,21,20,20,26,20,16,17,14,17,11,11,17,8,20,9,4,5,14,10,7,7,3,9,6,6,4,3,4,3,3,2,4,7,9,6,2,7,3,3,0,4,3,4,4,4,1,2,1,3,2,2,1,1,6,2,3,0,1,2,1,1,2,1,2,2,2,2,2,2,0,1
Jodhpur,8,113,0,0,0,0,0,0,0,0,3,5201,39903,20801,10972,6566,4291,2897,2017,1490,1125,890,702,568,487,364,348,270,244,215,159,132,149,136,115,98,92,100,84,73,65,53,65,64,53,51,56,55,53,45,39,33,32,37,35,37,31,37,27,17,21,28,32,24,17,12,14,24,14,17,14,17,14,15,14,11,13,15,12,7,16,10,16,10,12,4,9,11,10,5,11,6,11,7,14,10,11,8,8,4,9,4,4
Anuppur,23,461,0,0,0,0,0,0,0,0,322,7637,3181,1482,903,578,366,280,211,157,147,106,96,67,71,56,46,46,31,44,25,27,25,21,15,24,16,11,13,14,15,16,10,21,13,10,12,7,3,7,14,10,7,5,7,7,8,10,7,8,4,5,12,6,5,4,5,3,6,7,6,2,5,2,4,1,3,3,2,6,1,2,4,1,4,4,2,2,2,6,1,3,3,4,2,9,3,2,2,1,6,3,2
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,7,6,3,1,2,1,1,6,5,6,7,5,9,10,8,14,21,7,7,7,9,4,4,4,6,4,3,2,3,2,4,4,5,0,5,4,1,2,5,2,2,3,2,1,5,4,2,1,2,0,2,2,3,1,1,0,7,0,1,1,0,1,5,3,0,0,2,1,0,1,1,2,2,3,1,0,0,2,0,2,3,3,2,0,0,1
Thiruvarur,33,619,0,0,0,0,0,0,0,1,341,461,1168,1735,1469,1071,854,551,389,248,189,133,101,69,66,39,40,29,27,27,25,15,16,15,15,8,12,7,17,4,9,6,11,3,9,10,3,3,5,0,2,2,4,2,4,3,3,3,2,1,1,2,1,1,0,2,3,0,3,2,2,1,1,2,0,2,0,3,1,2,2,2,2,2,1,1,1,0,1,2,2,0,0,2,0,0,1,0,1,1,2,0,0
Uttara Kannada,29,563,0,0,0,0,0,0,0,0,14776,19299,3374,1548,874,517,323,224,169,142,104,90,68,56,53,46,40,38,36,26,26,32,26,18,13,21,20,17,16,15,13,10,17,5,11,18,16,9,9,8,6,10,8,6,4,6,3,6,8,4,6,5,4,6,7,1,3,0,5,5,4,1,2,6,5,2,7,4,0,6,3,4,7,3,4,1,2,1,4,2,2,3,1,3,4,2,2,0,2,3,4,1,1
Bandipore,1,9,0,0,0,0,0,0,0,0,0,8,1070,5362,4294,162,54,37,27,23,10,12,10,10,6,7,6,5,7,3,4,3,2,4,1,0,2,2,1,1,1,3,1,1,4,2,1,1,1,1,1,2,0,0,1,1,0,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,1932,8439,7122,4421,2768,1921,1303,927,683,502,373,338,233,209,181,152,121,100,64,62,51,43,45,36,44,41,31,32,18,32,17,16,12,20,14,13,8,11,10,11,15,6,6,9,11,8,4,9,4,4,4,6,7,5,4,7,4,3,4,6,3,8,4,2,4,2,2,2,3,2,2,2,0,2,3,3,4,0,3,0,1,2,0,3,4,2,0,3,4,3,2,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,12,588,1306,1171,934,589,395,317,234,199,166,144,124,127,81,85,73,59,52,56,47,44,49,48,39,45,35,43,30,38,31,35,21,25,20,25,23,19,17,15,12,17,14,21,8,11,8,14,14,14,4,7,12,4,12,8,7,3,4,2,5,6,5,1,6,1,3,5,6,3,4,6,2,6,6,0,6,1,1,5,1,2,3,1,1,2,2,1,2,1,1
Mandla,23,454,0,0,0,0,0,0,0,0,1416,20569,5639,2088,1057,601,338,259,193,127,98,69,63,46,35,18,26,20,17,21,7,9,7,10,6,7,6,4,6,1,7,6,3,3,2,2,5,6,2,1,2,2,2,1,2,1,2,2,2,1,1,1,0,0,1,2,0,2,0,2,1,3,0,1,0,0,1,1,1,1,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Faizabad,9,177,0,0,0,0,0,0,0,0,34,1117,3004,2934,1992,1071,546,292,206,128,126,74,76,48,40,34,42,32,33,18,20,23,14,10,10,8,10,9,7,7,3,10,8,9,2,5,10,7,5,7,5,3,6,4,4,4,4,4,6,4,2,2,2,6,3,5,0,3,1,3,2,3,0,3,2,2,3,0,5,1,1,3,0,3,5,0,1,1,3,2,3,2,2,0,4,3,1,0,1,1,4,2,2
Champhai,15,284,0,0,0,0,0,0,0,0,581,13129,561,150,75,36,31,22,13,11,12,14,5,4,6,8,1,4,1,3,1,0,1,2,0,0,1,1,0,1,1,2,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,298,6240,5452,2361,1405,911,658,497,391,337,244,185,147,156,129,112,69,69,50,52,55,46,35,35,24,21,26,22,14,17,17,20,7,10,13,10,14,7,8,8,6,3,4,10,4,5,6,7,8,2,3,2,6,3,5,8,2,3,2,1,5,3,1,5,5,5,2,1,3,1,3,1,2,3,0,2,1,1,0,1,0,1,1,2,2,0,2,2,2,2,0,2
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,7,651,2425,2637,2417,2040,1657,1179,910,686,506,359,269,181,160,117,106,92,62,57,39,37,36,35,37,26,29,23,20,26,18,18,15,13,17,16,12,10,8,12,7,17,3,15,9,11,8,7,10,7,8,7,4,5,7,4,9,5,3,6,6,0,3,3,4,3,3,5,3,4,2,4,1,2,3,0,4,5,3,5,2,3,2,3,1,5,3,1,4,2,5,2,4
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,5,9,1,7,11,11,11,11,16,21,18,15,18,23,17,20,14,28,12,13,20,15,11,13,18,11,18,10,23,14,17,7,13,11,17,13,8,15,14,14,10,8,14,15,9,9,14,13,14,7,12,4,6,12,15,14,9,8,7,9,7,5,9,6,10,3,11,9,5,5,8,5,6,9,4,8,10,9,7,4,6,3
Ganjam,21,388,0,0,0,0,0,0,0,0,2369,13874,6047,3630,2197,1609,1187,858,728,559,405,340,281,249,195,180,132,117,103,81,96,62,55,50,49,32,32,29,24,19,24,22,11,16,20,10,15,22,11,14,13,10,11,13,18,11,11,9,7,9,5,12,5,4,10,8,4,4,5,6,11,4,7,6,4,5,4,6,1,3,4,4,3,3,3,2,5,3,4,3,1,2,1,4,3,1,1,3,1,1,3,2,2
Jhansi,9,166,0,0,0,0,0,0,0,0,0,1301,7888,3753,1963,1192,959,739,576,445,382,312,274,231,188,171,149,121,116,90,90,92,82,81,51,45,48,37,32,37,28,28,28,30,22,26,26,22,20,21,17,18,18,17,8,16,13,14,14,12,12,14,17,8,9,8,8,13,2,10,15,12,7,8,12,7,4,8,3,7,5,6,10,9,6,11,11,3,8,4,7,7,5,9,7,5,5,2,9,2,2,4,2
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,201,2203,2162,1798,1341,1060,809,670,586,481,439,374,285,225,177,167,158,132,96,107,86,79,69,67,64,57,49,47,45,57,41,31,32,34,31,21,28,27,15,4,14,24,17,20,14,17,12,20,9,14,9,17,17,10,8,15,5,10,7,10,8,10,3,10,6,5,8,8,5,15,10,7,8,9,2,4,6,5,3,6,6,6,9,3,4,4,7,6,5,3,2
