,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,73,126,184,304,400,428,419,373,400,335,327,290,279,244,227,210,188,145,148,123,96,91,86,70,70,47,43,43,45,33,19,18,27,14,12,9,5,5,35
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,45,87,108,158,190,202,322,344,353,391,346,340,298,268,275,235,195,217,185,162,116,95,103,102,96,92,59,85,53,59,43,55,37,29,35,29,11,21,18,14,34
Mirzapur,9,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16,80,323,704,1208,1460,1249,1059,1034,990,1045,1092,976,1006,854,833,740,636,626,581,510,417,373,309,283,228,232,189,161,144,123,102,95,46,46,29,27,22,12,19,7,9,13,11,5,8,10,10,9,42
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,33,107,245,451,560,732,680,760,819,944,1082,1158,1097,1126,979,915,782,613,489,387,262,195,137,83,69,72,55,48,29,24,29,18,14,10,9,10,8,9,3,5,5,3,0,5
Bikaner,8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,27,117,429,1349,3763,8610,15093,19741,18360,13350,9212,7573,6560,5792,4909,4125,3236,2660,2056,1604,1314,1083,838,688,526,525,428,391,362,328,278,267,250,222,176,147,140,109,111,87,91,74,80,59,58,49,54,59,36,31,35,35,43,27,96
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,0,7,13,2,2,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,21,20,15,19,12,20,20,20,22,25,20,20,29,26,26,39,42,29,37,640
Tiruvannamalai,33,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,38,96,150,308,543,616,769,691,692,848,1059,1407,1737,2000,1994,2024,1828,1674,1547,1235,968,794,567,427,318,247,174,129,98,88,71,59,54,39,38,21,21,22,15,13,12,8,6,8,3,3,5,5,7,2,19
Udupi,29,569,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,6,12,34,67,152,368,694,1079,1471,1821,1741,1531,1231,912,762,630,547,417,365,311,290,287,221,180,124,94,69,59,77,67,58,40,35,41,19,26,25,30,22,20,11,8,8,5,4,4,5,0,2,3,1,0,1,1,1
Bellary,29,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,32,135,380,891,1753,2387,2822,2756,2734,2646,2610,2267,1822,1504,1314,1139,992,871,795,646,562,431,442,382,345,315,291,227,192,157,152,121,139,109,99,79,79,54,64,53,55,36,45,28,23,31,26,154
Agra,9,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,52,209,304,318,327,421,521,567,682,700,834,957,983,926,957,953,994,873,766,765,703,583,443,428,358,294,260,219,171,158,122,120,90,78,72,65,59,66,46,46,59,54,52,38,447
Jamui,10,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,29,121,307,704,1347,1748,1939,1596,1168,877,634,526,415,353,299,240,190,143,132,107,90,82,63,38,40,35,44,25,34,34,22,12,14,6,13,3,13,6,5,6,0,6,1,2,0,0,0,0,0,0,0
Harda,23,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,142,436,848,1043,811,529,369,347,464,575,670,882,929,1006,858,708,527,463,439,323,250,200,220,185,118,121,127,87,90,75,64,55,36,54,39,31,36,28,21,28,19,20,11,9,13,11,7,7,8,17
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,29,135,137,278,363,458,575,598,459,453,450,478,446,429,428,381,330,319,296,254,256,235,214,199,181,144,175,137,121,127,92,87,83,67,64,50,56,53,52,50,38,41,85
Gondiya,27,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,24,95,320,914,1664,2386,2551,2320,2062,1890,1626,1409,1144,941,747,583,505,430,345,263,215,184,136,108,96,107,68,62,53,46,38,26,27,34,27,29,16,18,9,6,3,8,4,3,4,1,2,0,24
Hailakandi,18,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,20,75,138,303,532,686,687,586,566,424,368,292,247,182,138,127,93,75,73,42,30,29,21,16,16,14,10,15,11,5,5,9,2,4,6,3,3,6,2,3,3,1,0,0,1,0,0,0,0,0,0,0,0
Churachandpur,14,274,0,4,2,0,2,2,1,1,5,1,7,10,16,43,65,143,238,336,609,1047,1537,2129,2600,2641,2389,1660,1080,753,457,383,274,225,180,150,158,106,123,83,81,71,54,62,60,40,45,40,32,24,27,19,19,26,22,4,16,8,18,8,9,10,6,4,1,0,3,1,2,2,6,0,0,8
Bhopal,23,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,72,148,328,416,447,463,575,654,654,675,626,579,511,443,412,440,371,372,324,322,269,226,224,220,187,140,150,126,110,104,98,82,93,77,74,74,56,63,76,56,69,61,58,50,49,58,238
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,10,18,51,103,164,155,157,159,125,103,155,190,179,201,194,193,179,165,147,129,115,105,93,85,71,67,50,60,41,29,40,26,30,31,24,16,21,12,18,19,19,10,12,21,17,14,12,9,103
Sonbhadra,9,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,20,76,333,976,1975,3162,3718,3069,2450,1832,1534,1266,1165,987,831,801,757,737,641,507,475,322,285,232,180,177,131,91,87,86,62,55,59,49,47,37,45,51,35,36,44,44,45,45,49,43,39,24,39,32,134
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,41,123,340,793,1474,1984,2212,2286,2213,1940,1675,1418,1355,1146,1132,971,858,762,676,627,547,467,399,357,259,263,201,156,131,115,77,71,54,53,44,35,30,29,28,32,29,20,26,18,16,7,17,41
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,32,77,167,310,500,696,840,810,744,564,462,399,364,328,282,234,234,238,220,208,151,174,127,118,90,76,69,46,50,36,23,18,16,15,15,11,10,6,4,6,5,12
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,65,248,535,866,1136,1353,1555,1731,1641,1380,1216,1053,992,884,847,808,724,642,596,579,490,462,403,356,321,267,268,204,160,138,128,74,82,49,45,37,33,34,17,20,16,16,14,11,11,7,3,9,13
Shimla,2,33,0,1,0,1,1,1,1,7,3,5,17,30,42,92,176,304,586,984,1539,2009,2330,2361,2186,2055,1762,1634,1372,1077,840,556,396,224,198,174,141,114,82,80,78,56,60,49,45,29,46,34,32,30,17,31,16,14,23,15,11,20,14,11,12,11,5,6,3,6,6,0,6,3,1,1,0,0
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,14,42,116,284,487,684,904,882,852,858,862,868,965,908,904,967,920,942,996,1003,1027,1035,923,898,763,632,485,470,404,323,306,218,194,171,154,135,108,111,94,100,93,88,90,71,61,68,68,62,56,46,50,405
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,155,345,470,666,795,966,1223,1344,1500,1561,1565,1348,1164,939,715,527,374,247,143,110,71,48,30,38,31,17,14,17,8,11,13,12,11,4,6,6,3,6,5,2,1,4
Jaintia Hills,17,299,0,0,0,0,0,0,0,1,0,0,1,0,2,9,19,32,58,118,216,392,757,1195,1623,1940,1855,1549,1273,920,765,624,535,386,319,264,264,232,201,168,164,118,113,96,77,70,60,68,65,34,33,36,27,23,29,19,15,23,14,12,10,7,12,6,6,6,2,5,4,4,2,0,0,3
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,66,219,426,575,617,642,673,568,507,434,433,370,313,268,230,195,169,121,111,97,65,68,75,64,47,34,33,38,35,35,29,23,24,24,23,18,20,24,13,9,19,7,10,19
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,40,101,174,228,421,901,1422,1923,2036,1774,1417,1128,970,777,679,556,498,451,398,335,314,265,290,242,223,216,196,159,146,113,83,109,76,67,59,59,64,39,47,36,30,27,34,27,19,24,21,86
Mandi,2,27,0,2,1,0,0,0,1,4,7,3,16,24,32,64,116,147,260,428,711,1008,1272,1515,1514,1522,1379,1241,1072,914,796,700,602,531,457,338,269,241,183,178,158,109,109,105,104,67,54,58,37,38,39,31,21,21,19,18,14,16,7,11,6,4,6,6,5,1,1,3,3,4,2,1,2,3
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,29,40,48,77,64,85,126,133,151,155,135,157,146,133,139,160,152,148,128,125,97,60,97,92,80,73,65,61,54,53,59,52,53,46,42,466
Hoshangabad,23,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,63,234,840,1827,2383,2030,1481,1065,762,658,722,807,966,1175,1310,1277,1253,1251,1092,1004,923,716,686,565,501,481,386,320,312,262,215,177,172,133,125,109,98,103,95,85,83,57,57,47,44,23,47,39,32,20,91
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,7,22,59,118,241,441,567,715,699,878,1171,1278,1273,1220,1156,992,819,695,542,507,416,300,268,214,192,136,106,84,88,74,70,54,48,26,36,32,31,26,34,30,16,27,22,20,15,18,22,8,10,11,6,3,4
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,49,217,679,1661,3078,5075,6673,8306,9311,9602,8916,7757,6545,5519,4836,3757,3293,2719,2323,1869,1415,1228,1012,890,726,593,524,446,358,337,291,251,242,215,187,172,143,125,122,107,102,90,79,66,76,71,68,47,62,61,72,459
Anuppur,23,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,52,181,491,1097,1641,1738,1467,1204,1000,954,896,755,694,594,498,445,369,325,287,214,223,157,144,135,106,91,83,74,77,69,49,39,28,32,26,33,30,20,33,26,18,20,19,13,18,9,11,6,4,18
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,4,11,8,3,5,5,10,15,21,21,22,22,33,21,23,10,19,11,14,7,5,12,9,14,9,9,11,271
Thiruvarur,33,619,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,6,7,14,18,27,39,35,73,71,90,99,108,141,240,410,574,695,754,805,776,775,716,598,461,349,313,235,182,143,76,70,49,56,43,42,29,21,23,23,15,8,10,11,11,10,5,7,1,4,5,7,5,4,1,1,17
Uttara Kannada,29,563,0,9,0,1,1,0,2,1,4,2,5,6,18,27,39,73,133,201,359,710,1292,2006,3228,4462,5551,5586,4797,3434,2410,1817,1238,983,739,606,497,362,276,226,177,137,131,102,95,58,66,42,43,48,37,31,44,34,33,33,31,24,27,17,19,17,13,14,12,8,5,3,0,4,0,0,0,0
Bandipore,1,9,0,6,6,2,6,5,6,7,6,13,17,23,31,59,56,96,175,258,341,488,647,769,932,1235,1397,1482,1287,727,320,109,84,64,56,60,47,50,40,33,25,24,20,17,9,15,12,14,10,11,8,7,9,4,6,4,5,2,4,3,5,1,2,3,0,2,4,0,1,1,1,1,1,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,33,81,220,489,812,1229,1691,2274,2895,3087,2868,2661,2393,2058,1705,1454,1193,1094,802,659,556,432,327,274,228,168,143,121,87,92,74,66,38,49,34,26,26,33,27,26,7,12,11,5,4,3,4,0,0,1,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,107,262,368,445,467,480,492,487,511,475,380,332,286,226,248,203,190,164,142,126,121,106,96,117,105,79,89,81,83,74,62,46,49,33,51,23,27,33,29,20,18,19,132
Mandla,23,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,29,114,452,1133,2717,4644,5521,4756,3251,2343,1751,1374,1006,806,605,468,342,317,258,168,137,125,100,77,79,56,38,31,24,27,14,8,12,10,9,5,11,4,6,8,0,2,3,4,1,1,1,0,0,0,1
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,85,172,301,445,562,611,780,871,1030,1191,1128,1051,815,657,534,372,299,226,175,140,133,80,79,56,56,35,45,38,35,28,14,23,19,18,14,11,19,12,12,12,15,14,12,11,24
Champhai,15,284,0,0,0,0,0,0,0,1,1,1,4,3,4,7,21,56,88,217,377,689,1108,1638,2120,2256,1903,1314,752,413,289,192,189,116,106,89,73,87,65,55,55,43,49,32,34,31,18,32,27,27,13,10,20,8,8,6,3,0,4,0,5,5,1,0,0,2,2,5,1,4,0,3,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,141,601,1694,2819,3016,2605,1875,1332,1091,831,720,623,516,413,374,285,260,195,162,135,116,90,79,48,43,54,38,27,30,19,23,15,13,18,12,9,14,11,6,5,7,8,8,16,5,5,4
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,20,49,130,260,398,496,706,898,1115,1287,1478,1451,1382,1430,1321,1138,901,682,481,342,253,148,143,121,100,81,69,70,52,38,36,37,33,26,30,19,24,21,26,23,13,21,17,15,19,134
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,9,25,31,35,45,48,58,49,44,53,55,48,54,45,48,59,47,57,56,55,52,56,47,54,37,55,796
Ganjam,21,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,27,101,266,688,1425,2390,3312,3712,3485,2929,2626,2258,2019,1665,1403,1252,1009,899,754,693,555,475,428,308,251,203,152,142,103,92,93,81,60,50,43,35,25,18,24,18,8,14,10,8,9,3,8,10,6,32
Jhansi,9,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,29,118,431,1092,1926,2524,2331,1991,1639,1372,1044,949,879,745,631,585,537,457,456,339,325,254,211,172,148,129,101,107,92,82,60,59,45,60,54,50,43,37,47,32,37,42,31,30,30,26,28,11,21,93
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,255,582,889,1044,1031,1033,962,989,908,836,857,715,653,598,531,476,378,303,279,210,174,176,153,126,111,84,76,77,54,80,49,49,42,35,43,27,29,32,30,31,39,104
Bankura,19,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,80,372,788,1561,2194,2748,2837,2680,2568,2251,2096,1685,1413,1166,962,806,685,621,496,412,307,272,193,202,170,114,112,97,67,64,44,37,38,29,25,14,22,20,16,16,22,9,14,8,7,20
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,94,174,323,406,472,493,498,442,397,350,286,263,164,132,110,64,67,54,59,45,40,48,35,22,21,20,23,20,17,12,16,7,19,11,12,13,18,14,10,10,8,8
Dhaulpur,8,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,129,364,649,717,702,576,515,566,578,487,455,507,579,650,606,631,564,556,558,511,468,429,333,299,221,167,146,103,80,73,45,43,26,24,32,18,21,15,11,11,14,12,12,5,15,12,4,5,9,26
Bageshwar,5,63,0,3,0,0,0,0,0,1,0,1,0,1,7,1,12,16,52,87,196,322,616,844,1009,1033,965,905,839,821,659,475,374,263,231,171,128,103,100,64,42,47,46,30,36,18,8,9,5,2,2,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,33,106,249,498,875,1498,2570,3613,4723,5019,4990,4731,4232,3928,3542,3081,2657,2075,1525,1129,846,629,523,407,342,296,264,198,155,150,122,90,91,88,74,53,64,47,55,47,43,49,53,37,37,26,26,27,21,27,12,32,76
Mau,9,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,30,71,67,54,71,81,98,112,178,199,292,361,427,546,576,621,644,575,516,397,357,295,198,149,123,104,56,47,30,41,26,31,26,27,13,17,9,12,11,5,12,10,11,7,22
Vadodara,24,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,17,80,204,320,547,1194,1967,2550,2479,2455,2223,2065,1853,1699,1502,1315,1234,1103,949,841,725,616,596,477,407,338,307,237,195,196,148,144,127,108,117,111,81,81,67,89,72,66,58,51,63,71,64,65,367
Kolhapur,27,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,32,99,307,826,1731,2666,2804,2625,2560,2456,2241,1923,1576,1369,1188,1048,1015,863,771,662,519,407,372,289,194,189,166,183,110,125,110,76,73,58,67,55,47,54,41,47,32,26,48,28,26,17,15,9,8,5,5,5,6
Araria,10,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,28,84,184,429,763,1111,1363,1302,1105,975,811,675,564,508,441,375,352,285,205,196,173,127,105,74,56,45,29,28,26,18,21,6,15,10,13,11,5,6,4,6,5,8,7,4,3,1,2,0,0,0,0,0
Phek,13,266,0,0,0,0,0,0,0,2,1,3,2,3,9,6,20,28,73,127,194,328,558,782,1049,1147,1216,961,669,409,284,206,157,135,100,73,72,64,49,42,36,31,36,28,31,16,22,16,22,12,10,9,15,5,6,7,5,6,5,7,3,7,0,8,3,5,4,4,2,1,2,1,2,4
Ashoknagar,23,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,84,233,512,808,1086,1084,1259,1375,1587,1657,1514,1343,1132,1086,933,801,641,557,487,426,350,253,270,202,179,123,134,107,78,69,48,47,46,59,37,50,34,22,17,19,13,5,10,14,17,5,5,11,22
Perambalur,33,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,16,34,76,116,241,421,619,688,682,681,613,547,486,361,292,242,184,181,133,113,83,62,52,33,26,33,25,19,18,23,14,11,9,14,6,4,7,2,7,7,4,4,1,1,0,0,0
Mandsaur,23,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,26,86,250,442,588,818,1342,2125,2821,2824,2412,1917,1582,1219,1045,861,730,632,532,437,378,306,244,201,184,137,121,98,72,72,40,50,35,33,28,25,19,18,17,20,10,10,4,8,8,5,5,2,5,4,15
Gwalior,23,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,58,169,481,830,1156,1296,1276,1186,1232,1214,1282,1248,1164,1061,1026,949,838,715,670,597,567,470,438,392,330,298,285,202,201,164,161,130,104,103,78,91,71,51,59,57,66,41,36,39,42,38,40,38,36,43,200
Guntur,28,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,14,33,80,157,376,737,1233,1689,2150,2619,3261,3779,4259,4444,4031,3084,2554,2060,1750,1443,1184,1078,879,760,665,556,450,386,348,303,246,221,160,148,125,118,64,83,63,55,39,31,36,32,35,27,16,12,7,14,13
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,7,2,3,2,7,9,20,21,39,77,339
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,45,181,442,789,993,1001,949,953,826,702,592,575,452,469,406,362,323,295,257,202,153,132,105,94,51,77,60,48,37,38,35,16,13,18,15,15,11,16,5,8,5,8,4,2,1,2,7
Darjiling,19,327,0,0,0,0,0,0,1,0,1,0,2,4,1,4,7,6,17,22,62,83,122,239,304,504,620,718,787,860,873,911,840,833,829,742,656,568,507,447,334,282,267,221,175,167,178,146,141,124,105,82,84,92,60,64,52,34,29,25,19,15,17,22,26,22,17,12,8,2,0,0,0,0
Chittoor,28,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,48,136,322,803,1606,2752,4031,5105,5475,5156,4755,4412,3874,3467,3107,2709,2314,2077,1628,1420,1229,1021,796,681,609,469,404,324,256,239,202,183,148,114,122,73,76,61,76,61,50,48,39,37,44,36,28,29,18,102
Guna,23,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,89,303,655,1276,1654,1875,2111,2134,2136,2099,1916,1673,1464,1304,1192,913,776,677,574,474,386,320,249,204,191,142,133,113,86,102,82,63,34,39,53,39,34,28,25,33,26,20,18,23,15,9,8,43
Banka,10,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,37,139,340,866,1405,1824,1750,1447,1159,1001,719,648,493,395,320,275,220,157,140,90,75,60,31,17,15,14,8,7,9,6,7,9,8,8,3,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Chamoli,5,57,0,14,3,0,0,2,0,2,2,4,1,9,8,10,28,60,151,349,593,1091,1606,2110,2280,2326,2488,3001,4005,5024,4000,2161,890,605,485,426,365,317,276,266,223,181,138,115,84,49,55,38,37,33,38,20,21,23,7,12,22,16,9,6,5,13,11,8,9,3,9,6,5,7,4,4,3,5
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,56,156,269,268,386,675,1056,1308,1332,1308,1247,1139,1030,857,786,802,681,625,606,546,468,381,351,336,302,262,219,187,152,133,103,85,81,48,66,53,33,38,36,29,28,29,20,10,21,20,32
