,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Sagar,23,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,33,129,456,1157,2078,2859,3241,3281,3280,3207,3088,2871,2477,2187,1908,1711,1533,1346,1146,1056,861,722,721,569,430,395,310,272,238,210,162,182,112,96,104,87,74,70,47,49,48,26,32,24,17,19,19,3,16,71
Azamgarh,9,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,47,105,140,176,202,313,508,667,908,1176,1315,1494,1649,1673,1554,1467,1307,1017,786,627,503,309,245,181,140,102,94,55,44,48,38,25,18,23,19,18,9,6,10,11,11,4,10,15,4,21
Kurnool,28,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,29,86,170,437,822,1773,2965,4869,7156,9534,10359,8669,6426,4276,2967,2207,1682,1357,1112,976,827,790,675,579,526,428,408,337,269,282,201,183,155,125,101,91,95,62,53,51,39,33,37,37,25,19,20,19,18,16,10,13
The Nilgiris,33,611,0,10,4,2,2,1,4,5,1,8,11,14,11,17,50,54,67,80,126,183,277,341,425,515,508,638,683,673,587,521,482,508,448,451,382,324,288,249,219,200,174,147,114,98,76,80,56,47,52,34,34,27,21,11,16,9,7,16,7,6,7,9,5,13,12,8,6,5,5,4,1,2
Coimbatore,33,632,0,0,0,0,0,1,0,0,0,1,0,2,3,2,6,4,30,29,48,81,118,195,296,389,393,479,514,524,543,541,552,643,659,640,789,812,863,901,877,818,835,698,623,552,461,416,343,300,321,284,255,239,210,222,192,159,156,181,122,112,101,59,60,61,58,44,37,37,35,41,41,87
Nalanda,10,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,28,76,146,237,498,741,857,828,775,651,647,556,488,499,449,387,382,308,288,230,193,155,137,142,98,87,62,56,66,43,32,34,26,29,20,17,14,13,17,7,12,10,4,1,1,0,1,1
Godda,20,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,40,113,267,605,845,1057,1042,901,782,660,571,538,416,364,288,273,215,155,144,105,101,67,53,40,36,24,15,14,12,10,11,13,9,10,6,14,18,15,13,6,8,6,10,4,4,3,1,1,0,0,0
Chikmagalur,29,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,31,92,280,714,1562,2535,3506,3632,3302,2726,2303,2008,1692,1220,885,723,487,405,320,266,195,142,130,98,70,64,43,55,33,26,19,24,21,21,16,14,17,16,13,12,6,11,9,11,14,5,4,10,5,9,6,2,16
Kanpur Nagar,9,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,60,174,374,487,694,863,982,931,823,790,755,673,632,549,478,384,366,309,232,199,172,168,136,127,104,95,84,64,59,36,50,54,45,41,34,32,27,39,32,30,43,45,47,56,522
Farrukhabad,9,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,65,241,477,572,630,634,722,741,784,744,665,598,566,461,397,345,257,190,109,108,83,60,44,39,37,28,31,22,13,23,12,8,20,21,11,13,10,10,12,10,16,14,11,8,1,0,0,0
South Goa,30,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,18,49,84,210,355,529,678,732,630,484,432,360,305,245,205,161,173,134,145,134,115,111,141,169,159,161,145,126,121,124,102,93,79,52,46,32,30,34,25,22,21,16,17,19,21,16,17,14,6,5,7,3,8
Varanasi,9,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,44,99,118,158,246,320,452,503,524,554,512,530,436,362,284,225,171,128,111,82,91,74,60,43,45,55,43,46,44,48,51,49,43,36,34,32,35,193
Kolar,29,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,17,28,61,114,225,336,427,504,729,858,1096,1160,1270,1255,1199,1087,989,864,733,634,477,435,310,276,239,155,132,117,86,75,55,54,35,32,34,29,32,24,26,23,21,27,14,14,22,14,113
Uttar Dinajpur,19,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,23,66,110,197,338,491,822,1180,1384,1499,1383,1274,1094,903,730,613,486,405,319,221,187,132,121,84,64,40,35,24,33,20,25,12,14,6,8,5,10,6,4,4,4,3,2,1,4,3,7
Mon,13,261,0,59,7,12,10,10,11,16,21,31,35,51,50,63,113,138,156,187,274,351,420,502,581,638,607,557,517,476,381,348,283,219,183,144,123,111,101,97,52,44,43,30,32,24,13,15,20,10,10,11,10,10,6,2,4,2,6,1,1,0,3,0,3,2,0,1,2,2,0,0,1,3
Madurai,33,623,0,0,0,0,0,2,0,0,0,0,0,0,4,0,5,9,16,19,26,46,56,98,112,175,239,303,376,442,523,607,729,861,893,1000,1040,1024,976,921,721,618,478,414,314,243,222,172,156,147,130,107,99,100,60,66,55,51,45,43,31,46,35,27,14,20,8,25,13,18,24,23,26,46
Mahamaya Nagar,9,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,64,119,218,320,379,474,518,557,599,595,527,532,511,446,368,332,257,226,174,158,112,92,69,61,56,40,23,18,18,17,16,14,9,14,11,11,6,4,4,10
Sirohi,8,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,44,133,404,942,1814,2585,2766,2410,1949,1674,1358,1153,871,738,604,495,394,332,271,235,201,186,180,140,106,88,76,71,53,50,47,35,45,33,38,34,25,24,31,17,18,26,25,18,8,14,18,19,14,6,5,15
Auraiya,9,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,68,160,193,256,258,329,385,485,538,557,608,598,577,554,485,472,412,334,292,254,193,138,138,119,76,58,63,43,32,41,30,38,22,27,27,17,19,14,18,12,9,10,2,45
Jagatsinghapur,21,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,17,20,59,94,146,262,336,431,602,649,681,574,535,468,420,326,262,229,193,139,116,78,70,43,46,59,44,48,33,32,27,29,25,15,27,26,30,13,16,19,32,22,18,19,20,11,13,10,54
Upper Siang,12,252,0,362,48,50,65,71,76,114,118,151,190,228,232,338,377,514,588,774,958,1172,1548,1944,2400,2702,2927,3070,2844,2260,1715,990,557,243,98,46,17,13,5,0,3,6,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulbarga,29,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,87,278,664,1605,3082,4752,5686,5390,4370,3454,2733,2203,1789,1402,1223,1078,918,750,642,550,471,416,360,295,256,196,174,175,109,126,114,86,78,81,59,53,55,39,29,33,32,32,35,34,39,19,23,88
Umaria,23,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,84,342,1010,2148,2802,2656,2131,1757,1428,1155,943,741,592,468,396,289,218,170,134,100,84,88,43,41,34,32,25,15,16,21,7,18,8,10,9,10,11,7,4,4,9,6,8,3,4,2,4,3,4
Jaipur,8,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,63,165,440,821,1235,1543,1595,1484,1464,1374,1380,1496,1514,1505,1530,1713,1715,1718,2027,2102,2211,2343,2186,2258,2112,1910,1646,1388,1176,915,712,596,507,399,336,269,254,236,218,196,169,153,170,137,118,127,94,105,136,800
Pithoragarh,5,62,0,0,0,0,0,0,1,0,0,0,2,3,3,15,27,46,114,234,529,810,1168,1407,1642,1813,2140,2823,3977,4769,4224,2397,1068,659,561,492,435,343,266,263,211,176,167,138,78,87,74,60,62,35,35,31,29,14,18,13,21,4,11,4,13,10,4,5,6,4,3,7,4,3,3,5,3,13
Reasi,1,20,0,5,2,3,1,1,5,2,13,6,11,20,22,42,52,83,147,147,247,345,496,628,703,778,832,738,686,614,535,471,451,351,314,317,267,179,158,163,139,121,111,76,78,46,59,52,37,32,31,32,22,27,21,16,14,14,14,21,10,10,7,6,8,3,3,5,2,3,5,1,1,10
Kohima,13,270,0,0,0,0,0,0,0,1,0,0,1,3,2,3,1,7,17,21,33,63,95,173,255,388,518,521,553,502,461,373,310,280,254,221,156,137,114,125,87,102,74,71,71,49,65,54,48,36,40,40,29,15,22,14,21,26,20,10,11,11,4,13,16,9,7,13,1,4,3,0,2,14
Sirmaur,2,32,0,0,0,0,0,0,0,0,0,0,1,1,3,6,13,20,59,100,188,362,531,740,1013,1215,1375,1309,1125,920,749,562,433,320,251,168,140,155,132,96,115,121,75,72,58,71,55,64,57,55,39,41,39,26,31,27,31,16,23,19,24,14,12,12,11,5,6,9,4,2,4,5,2,0
Saharsa,10,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,22,52,160,396,537,619,600,560,495,532,467,438,394,342,283,270,255,207,185,130,125,105,74,45,33,24,21,14,13,18,13,10,10,8,10,6,4,4,3,12,8,8,10,6,2,1,0,0,0,0,0
West,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,6,7,2,6,5,7,7,2,8,7,9,12,7,457
Malappuram,32,592,0,10,1,5,0,3,2,7,3,1,12,8,15,26,33,53,67,92,146,167,237,311,454,596,764,960,1157,1242,1355,1381,1201,1082,852,557,394,309,246,191,165,116,91,66,57,44,37,30,15,7,7,13,6,5,1,1,0,0,2,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0
Viluppuram,33,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,35,77,156,253,324,399,352,314,253,300,482,717,1133,1409,1860,2209,2484,2450,2318,2136,1776,1578,1285,997,838,654,552,408,354,264,226,183,138,108,105,68,49,57,50,37,23,35,19,22,13,18,13,6,2,2,3,1
Tapi,24,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,33,143,389,859,1237,1246,1052,954,1003,1088,993,888,734,570,430,339,281,222,207,165,135,90,98,77,52,60,46,24,26,23,28,27,15,12,16,10,6,11,1,5,4,0,1,2,3,2,1,1,3
West Godavari,28,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,28,64,157,373,781,1466,2247,3045,3344,3226,2923,2807,2547,2074,1684,1295,938,769,589,509,373,262,208,196,149,120,82,65,61,43,35,49,32,16,16,19,14,14,11,7,6,2,0,0,0,0,0,0,0
Madhepura,10,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,56,177,361,548,707,734,650,597,556,481,456,440,355,327,307,267,245,185,166,119,99,72,61,42,35,26,16,11,10,10,9,3,6,4,2,4,3,5,2,3,3,0,0,0,0,0,0,0,0
Saraikela-kharsawan,20,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,17,43,146,315,427,486,538,563,619,672,730,764,726,624,615,485,422,346,389,327,281,237,226,213,177,150,138,102,122,76,68,61,58,40,44,33,26,15,22,10,18,16,15,18,19,18,15,14,57
Tiruppur,33,633,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,7,4,7,16,27,33,68,129,173,274,302,332,302,327,439,647,911,1143,1324,1338,1446,1437,1395,1241,1132,898,759,682,594,568,489,390,349,310,280,228,185,170,121,116,97,79,71,63,71,51,47,38,32,27,38,27,12,12,11,5,64
Mayurbhanj,21,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,22,74,161,464,999,1530,2006,2677,3174,3783,3997,4054,3774,3303,2783,2258,1796,1415,1151,971,799,661,613,494,426,328,280,253,221,159,104,121,68,57,48,24,18,16,7,17,7,10,6,3,2,1,2,0,1,0,0,0
Barnala,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,29,85,292,609,778,703,605,527,413,370,312,217,222,185,180,164,152,124,117,118,103,89,88,68,61,49,43,31,20,12,14,20,11,20,18,7,5,8,5,3,6,4,3,6
Dakshin Bastar Dantewada,22,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,31,89,289,676,1593,3098,4655,5379,4836,3816,2803,2142,1482,1115,837,693,551,446,432,331,291,279,244,227,185,151,134,140,101,82,83,61,54,36,37,40,32,14,20,17,9,18,9,15,12,4,8,3,5,5,1,0
Budaun,9,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,58,262,735,1594,2315,2311,2368,2096,1857,1719,1382,1254,1011,800,697,528,412,317,251,188,157,129,86,67,66,60,53,48,32,25,26,16,20,19,12,24,17,10,9,8,9,8,10,7,5,5,5,21
Ukhrul,14,279,0,4,2,1,2,0,2,2,6,6,4,11,15,26,32,71,119,185,339,475,844,1212,1774,2100,2188,2036,1554,1217,920,677,498,379,326,256,255,205,197,161,143,138,128,124,93,84,71,61,76,64,57,68,64,44,37,24,32,48,36,40,22,25,18,13,14,14,18,13,17,7,8,7,4,40
Krishnagiri,33,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,12,15,38,97,157,317,535,674,815,813,948,1027,1056,1114,1260,1396,1428,1420,1325,1175,944,841,610,489,414,340,276,253,211,170,146,126,102,87,67,67,48,57,47,35,34,25,24,25,18,17,23,16,12,10,14,9,4,9
Hugli,19,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,36,107,244,368,489,610,827,871,949,958,1071,1021,929,789,648,588,436,370,310,235,201,153,128,137,88,79,63,62,76,50,58,60,74,51,76,72,93,79,75,64,41,22,15,9,8
Hanumangarh,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,16,44,157,545,1477,3399,5707,6594,5823,4755,3566,2787,2057,1578,1214,967,758,641,511,407,378,367,261,266,216,188,143,127,93,89,68,50,38,39,36,36,25,38,34,28,27,31,24,19,17,13,10,11,8,4,4,1,1,0
Muzaffarpur,10,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,185,412,770,988,1065,1067,1088,984,971,923,844,825,703,614,515,413,344,245,211,161,142,105,95,54,51,40,36,19,18,25,16,18,22,24,22,19,27,10,18,12,12,18,8,12,10,3,9
Giridih,20,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,40,107,347,677,999,1425,1708,1800,1751,1611,1480,1454,1208,1107,978,812,692,553,515,452,359,307,257,212,192,161,148,127,94,62,50,38,25,33,30,29,32,22,17,16,15,13,14,14,21,14,13,6,5,3,0,8
Khunti,20,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,13,34,85,283,627,1213,1693,1746,1503,1089,765,557,465,331,216,216,163,153,112,105,82,53,45,39,42,28,26,20,24,19,10,9,5,6,4,2,6,5,2,2,1,2,2,1,0,2,0,0,0,0,0,0
Jammu,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,9,7,14,26,52,41,76,108,122,135,153,170,172,209,246,266,281,292,278,305,285,270,277,295,345,284,289,276,316,295,311,319,323,262,279,247,236,202,195,149,123,137,108,84,65,69,62,50,52,49,38,315
Koch Bihar,19,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,17,31,92,198,356,564,931,1482,1710,1817,1907,1534,1198,919,666,447,311,191,129,96,81,80,75,39,54,47,52,46,41,26,31,15,10,16,9,5,4,7,3,3,2,2,0,2,0,0,0,0,0,0
Sultanpur,9,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,121,290,449,773,1138,1375,1693,1825,1902,1951,1896,1623,1308,996,736,524,300,213,147,92,71,51,40,27,22,19,21,17,14,15,16,10,11,11,3,3,5,13,2,2,5,18
Janjgir-champa,22,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,102,362,726,930,1074,1133,1240,1236,1188,1077,967,911,855,756,644,626,498,441,329,282,241,187,146,120,120,92,73,56,48,39,35,25,19,18,13,12,11,9,12,12,55
Jharsuguda,21,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,56,120,193,288,314,381,481,543,588,536,546,511,494,469,377,358,334,310,255,188,191,151,148,117,117,103,120,94,93,73,57,62,54,57,50,34,42,32,32,26,29,17,23,15,12,46
Lower Dibang Valley,12,258,0,816,102,115,119,151,187,195,219,273,340,397,451,481,613,677,793,962,1184,1291,1495,1622,1785,1860,1872,1797,1548,1155,815,423,199,91,29,30,13,11,8,3,4,5,3,4,3,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debagarh,21,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,15,38,84,135,256,314,478,732,996,1060,1013,972,785,699,535,481,356,325,265,214,188,192,192,169,166,122,184,150,134,108,122,116,89,88,80,68,47,43,30,32,14,7,8,3,5,2,2,1,2,0,0
Udham Singh Nagar,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,20,79,130,184,175,248,289,345,362,357,314,314,361,418,483,494,574,612,679,641,677,605,548,452,390,348,289,278,227,225,198,157,161,116,114,88,92,75,72,55,53,41,41,34,29,26,25,27,103
Murshidabad,19,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,127,438,985,1586,1982,1962,1873,1905,1809,1630,1529,1275,1067,918,822,642,537,410,347,233,196,159,128,115,104,80,72,51,48,51,36,37,36,35,29,26,17,19,19,21,18,11,13,7,13,9,33
Ludhiana,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,133,390,691,997,1213,1197,1140,1048,978,925,780,703,692,629,558,478,430,354,332,268,234,206,220,163,146,146,121,117,108,92,84,74,81,89,74,50,61,61,59,65,72,62,385
Dimapur,13,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,6,15,28,88,132,187,244,262,274,213,230,217,175,157,134,111,91,92,83,77,60,55,53,67,38,34,45,38,38,35,32,35,45,38,55,37,33,18,11,13,2,8,2,0,0,1,0,1
Y.s.r.,28,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,13,28,101,235,588,1271,2520,4468,6356,7727,7846,6656,5056,3838,2921,2283,1789,1536,1266,1054,862,664,561,470,379,307,290,249,210,165,142,140,123,117,94,76,65,76,57,43,42,50,36,29,28,22,26,20,18,8,3,5,16
Bilaspur,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,32,81,154,209,236,301,362,435,474,497,461,409,372,285,225,192,154,103,67,60,56,37,30,38,23,25,14,5,17,17,8,15,8,14,5,5,6,5,4,2,3,3,3,1,1,2,3,1,5
Aurangabad,27,515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,23,87,295,932,1990,3183,4206,4851,4649,4180,3361,2778,2289,1751,1392,1140,921,727,656,507,457,370,328,252,211,167,153,145,111,107,90,76,55,57,51,61,57,49,34,43,40,57,36,42,49,38,48,41,33,82
North,11,241,0,6,2,0,0,0,0,4,2,1,2,1,2,3,5,8,14,24,43,80,159,383,780,1315,2270,3467,3985,3187,1799,740,307,163,102,65,38,34,19,22,25,7,24,9,6,9,12,6,6,13,5,7,9,7,4,4,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kabeerdham,22,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,27,109,303,698,1159,1328,1255,1000,811,779,934,944,1045,996,904,701,649,607,519,480,490,389,378,328,339,268,194,165,133,86,82,60,42,37,30,20,11,8,5,2,4,1,3,1,0,0,0,0
Barpeta,18,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,28,39,106,246,468,702,855,892,903,907,805,866,737,647,540,431,324,218,191,110,77,48,43,33,22,29,26,13,15,7,11,2,4,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banswara,8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,66,182,366,660,994,1276,1447,1380,1333,1364,1323,1258,1203,1200,1116,953,844,714,508,394,314,213,125,75,77,46,35,22,28,19,18,13,21,18,12,7,9,7,11,10,14,12,6,5,4,8,4,21
Rudraprayag,5,58,0,2,0,0,0,0,1,0,1,0,0,1,6,8,23,34,86,160,299,464,618,638,569,553,454,522,640,570,362,256,205,207,173,184,178,172,167,167,122,134,94,98,89,58,51,51,36,25,16,9,7,6,11,5,0,5,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Erode,33,610,0,1,0,0,0,0,0,1,0,0,0,0,2,3,4,10,16,28,58,113,148,298,492,740,1090,1328,1468,1305,1045,808,630,498,403,411,516,762,1007,1182,1302,1287,1215,1019,884,644,552,387,356,242,206,155,148,106,104,77,88,71,56,67,63,48,37,31,23,25,22,21,10,9,16,14,3,4
Nagpur,27,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,50,163,494,1025,1964,2736,3148,3278,3482,3269,3057,2595,2199,1926,1614,1468,1278,1060,884,760,637,538,505,439,409,356,267,283,246,254,179,185,154,142,140,120,103,123,116,91,63,79,77,74,69,52,62,63,65,405
Gopalganj,10,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,47,157,356,678,925,1009,1002,858,702,584,462,388,312,294,196,180,166,141,117,99,83,73,57,49,33,22,29,29,12,5,14,11,13,11,3,5,0,5,2,3,3,1,1,1,1,1,0,0
Haveri,29,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,12,35,66,177,382,733,1104,1887,2459,2560,2234,1684,1301,999,779,628,520,393,337,266,228,190,157,146,107,92,63,71,58,56,32,22,26,15,16,13,17,18,10,5,13,16,11,10,8,7,9,4,5,3
Puducherry,34,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,14,16,24,35,36,26,30,54,50,50,47,53,53,64,46,54,69,41,52,49,36,30,28,31,30,20,30,20,17,25,14,13,53
Amreli,24,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,69,209,438,974,1543,2206,2804,3470,3487,3289,2746,2168,1772,1472,1168,1022,883,713,596,472,422,315,262,237,217,153,142,110,99,84,83,69,60,59,44,39,39,22,21,17,20,15,11,14,13,10,11,3,36
Lahul & Spiti,2,25,0,4,0,1,0,0,0,0,1,1,0,3,10,12,15,39,82,152,278,452,863,1373,2456,4230,7793,12660,15603,12448,5453,1352,306,90,24,22,5,6,8,4,2,0,1,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorhat,18,312,0,5,1,0,4,0,2,0,1,3,4,4,11,15,16,40,68,91,134,211,382,488,605,735,819,778,633,568,533,553,688,805,769,822,718,576,512,384,323,282,173,155,99,81,71,62,54,35,28,35,22,21,10,13,6,7,5,4,1,1,4,0,1,0,0,2,1,0,3,1,0,3
Chhatarpur,23,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,117,432,1081,2208,3218,3537,3052,2648,2640,2537,2312,1940,1789,1535,1305,1129,997,919,753,694,571,526,446,356,284,242,215,155,127,109,87,69,63,52,45,25,24,17,19,13,16,8,5,15,8,3,0,5,6,20
Osmanabad,27,525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,1,7,8,21,43,104,296,689,1722,3012,4550,4962,4202,3126,2111,1527,1185,884,733,563,437,357,266,212,185,133,122,91,76,58,55,47,54,36,29,23,15,17,13,18,19,3,7,2,1,1,3,0,0,0,0,0,0,0
Udhampur,1,19,0,4,0,0,2,3,0,0,2,4,5,8,8,16,25,43,78,102,184,289,449,571,647,674,713,672,616,536,467,404,401,366,392,367,366,371,347,256,235,225,195,178,136,98,91,94,76,56,49,46,37,46,28,29,28,22,20,20,22,20,20,23,13,9,14,10,15,9,8,4,3,15
Chandrapur,27,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,32,106,313,971,2075,4042,5799,6108,5301,4071,3020,2451,1972,1656,1378,1255,1173,916,796,650,574,456,382,349,282,263,212,173,164,164,142,121,104,91,106,94,77,71,67,65,59,49,36,35,32,25,14,15,16,52
Mandya,29,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,14,22,48,81,222,414,670,977,1192,1338,1571,1754,1776,1648,1430,1202,1034,872,794,627,486,422,318,224,185,159,135,97,77,70,61,62,37,26,32,32,29,27,28,19,17,14,22,16,14,23,5,10,61
South Garo Hills,17,295,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,7,12,16,39,103,178,397,632,967,1230,1258,955,696,504,302,227,178,130,117,112,75,76,60,54,43,31,31,20,15,11,9,5,10,2,4,1,1,2,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahibzada Ajit Singh Nagar,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,54,99,85,80,98,105,201,280,315,334,301,302,270,244,201,196,170,142,149,120,105,87,102,64,63,74,62,68,63,68,49,41,49,57,43,62,48,42,42,38,177
Lunglei,15,286,0,0,0,0,0,0,0,0,0,0,1,0,3,1,6,16,22,61,109,284,541,1012,1680,2278,2676,2617,2043,1493,964,669,492,390,308,260,217,195,164,130,127,110,94,91,75,79,56,69,59,37,44,30,27,30,21,19,24,10,12,16,12,7,7,2,6,4,4,2,1,2,0,0,0,11
Lalitpur,9,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,47,244,864,1956,3058,3381,2842,2191,1589,1210,938,721,594,457,363,308,260,201,193,146,97,96,80,54,54,40,41,36,31,22,11,12,14,8,11,10,10,14,10,8,4,10,8,7,6,6,4,6,4,24
Chandel,14,280,0,0,0,0,0,0,0,1,2,0,3,4,6,15,18,32,65,96,192,284,465,723,1072,1295,1428,1304,1129,882,762,594,496,435,331,265,244,137,142,139,140,122,97,95,79,79,74,74,60,62,67,56,50,44,39,42,22,37,23,30,31,21,27,20,15,10,9,8,3,5,9,5,0,17
