,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Salem,33,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,8,9,22,57,92,190,374,512,656,693,704,744,728,744,745,779,849,1001,1013,1180,1191,1291,1122,1026,910,745,623,516,446,364,303,258,201,188,152,126,92,91,95,68,72,59,28,42,35,26,26,24,29,27,24,19,19,103
Sehore,23,445,0,330,44,53,60,67,83,102,119,155,172,214,255,293,350,408,501,627,742,830,966,1151,1268,1387,1402,1427,1583,1524,1461,1420,1301,1172,999,841,756,633,558,457,417,365,300,254,211,166,143,135,93,81,57,55,42,47,35,28,30,15,24,20,23,15,19,9,9,7,8,8,3,2,3,1,1,0
Banas Kantha,24,469,0,406,91,82,108,162,192,227,294,362,516,636,784,983,1114,1324,1387,1445,1492,1471,1501,1564,1635,1850,2140,2349,2512,2572,2578,2517,2227,2080,1650,1400,1066,824,639,457,370,297,258,185,133,121,116,94,78,68,69,47,55,46,45,33,33,21,21,17,18,11,15,17,12,7,3,0,2,1,2,0,0,2
Aligarh,9,143,0,10,1,3,4,1,8,9,12,16,30,28,46,52,92,112,130,182,234,315,381,503,619,800,953,1052,1131,1096,1023,970,863,773,708,576,523,456,441,353,326,296,254,204,189,130,117,105,80,78,62,63,62,34,43,35,32,27,33,39,28,28,21,30,28,27,21,23,15,24,20,14,12,8
Chikkaballapura,29,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,13,36,101,208,347,601,894,1130,1291,1334,1282,1313,1293,1169,1046,964,783,648,571,499,385,300,231,179,131,106,104,68,56,49,41,34,29,29,20,20,19,9,6,10,9,13,10,9,7,6,8,9,6,5,31
Etah,9,201,0,7,1,3,2,2,4,2,4,13,16,19,28,40,67,83,129,148,242,346,482,556,713,816,785,741,670,616,543,462,418,398,388,353,345,309,282,217,201,174,162,117,93,63,52,33,29,23,22,11,12,16,16,11,12,6,7,11,4,5,5,11,3,8,0,3,3,0,0,0,0,0
Solan,2,31,0,0,0,0,0,0,0,1,4,2,3,8,12,16,15,30,36,54,83,123,156,230,341,450,477,537,586,573,522,526,484,428,362,338,240,239,185,200,152,148,132,111,115,112,100,85,88,67,57,57,54,53,43,56,44,53,46,45,40,35,44,31,25,21,18,18,16,14,6,7,6,20
Sivaganga,33,622,0,0,0,0,1,0,0,0,0,0,0,0,2,2,4,0,7,11,19,39,72,161,308,531,831,1158,1412,1675,1643,1538,1368,1186,1055,800,625,582,403,328,238,206,167,145,119,95,91,71,57,53,46,48,30,30,21,17,25,20,22,19,13,17,11,8,10,5,2,0,2,0,0,0,0,0
West Garo Hills,17,293,0,40,8,9,12,18,25,27,40,65,87,86,139,210,232,352,455,603,711,937,1057,1262,1245,1191,1151,1064,921,755,539,352,260,189,160,119,90,62,51,48,39,37,26,17,23,20,12,15,23,9,11,21,9,5,7,10,4,5,5,4,8,4,2,0,0,0,0,0,0,0,0,0,0,0
Puruliya,19,340,0,19,2,13,8,11,10,10,14,28,29,41,58,64,117,115,183,231,272,434,493,689,867,1110,1269,1515,1771,1915,1946,1837,1705,1535,1426,1274,1050,965,710,616,495,409,328,258,235,166,187,127,96,85,75,59,54,39,48,42,25,24,29,21,19,15,8,15,14,8,12,10,6,7,4,3,3,16
Hazaribagh,20,360,0,25,7,5,5,12,12,13,22,24,27,51,78,73,107,117,217,277,355,444,507,600,691,800,828,867,778,806,718,715,650,572,503,504,465,381,394,329,324,269,262,229,205,188,153,141,146,123,125,100,79,65,61,60,46,32,41,31,21,16,24,17,11,10,13,14,14,11,3,8,9,3
Chitrakoot,9,171,0,203,37,44,38,55,68,72,69,98,137,166,187,223,330,375,465,497,591,720,748,803,825,800,749,640,581,543,459,460,402,349,300,257,189,167,119,124,129,83,81,58,43,29,32,23,34,24,15,18,14,12,5,3,11,7,4,2,4,5,4,1,3,2,1,1,3,1,3,6,1,0
Parbhani,27,513,0,132,27,29,41,45,63,60,85,115,144,185,201,284,326,450,611,783,982,1179,1266,1512,1670,1855,1806,1748,1683,1513,1281,1053,855,724,606,487,445,390,311,281,227,170,202,149,122,110,107,69,62,54,43,50,22,30,21,21,19,19,18,21,19,12,13,8,12,10,12,12,11,9,11,8,4,7
Baran,8,128,0,386,45,65,72,90,78,128,141,154,193,225,264,316,375,411,471,531,627,763,880,1087,1170,1265,1389,1353,1425,1358,1325,1297,1204,1138,1025,911,890,779,708,682,599,601,480,427,351,322,268,246,205,180,137,131,107,87,87,63,54,43,43,29,37,22,22,29,13,13,14,24,15,10,16,9,3,38
Visakhapatnam,28,544,0,3876,466,523,532,610,687,740,838,897,963,1074,1209,1189,1220,1280,1250,1214,1238,1161,1100,1041,1094,1054,1023,1060,986,955,862,774,741,667,634,596,571,537,523,485,466,427,391,370,307,298,270,229,209,181,183,184,176,174,167,177,148,137,120,112,122,118,101,85,69,104,71,89,72,57,50,50,24,174
Satna,23,429,0,238,27,47,63,71,95,89,158,172,201,232,313,359,460,559,631,735,775,907,895,944,979,999,991,1013,1107,1228,1231,1237,1222,1284,1293,1250,1211,1132,1069,1027,909,852,736,698,551,534,452,361,269,243,196,148,107,95,76,64,52,47,42,47,34,34,27,24,30,26,25,13,8,5,11,11,5,23
Hardoi,9,155,0,207,41,36,77,94,93,131,149,233,297,364,489,635,852,1126,1397,1661,1849,2094,2157,2053,1803,1561,1400,1074,884,771,583,510,413,331,267,223,163,132,107,90,75,72,76,54,44,24,38,33,41,29,39,20,12,14,23,17,15,13,14,14,9,10,4,6,7,3,3,7,2,6,4,6,8,6
Dakshina Kannada,29,575,0,13,2,3,1,1,11,11,12,10,20,34,39,49,86,133,199,313,493,738,998,1209,1509,1721,1775,1492,1303,945,752,574,375,344,290,225,223,218,217,171,146,166,160,140,122,127,122,110,100,98,81,71,69,64,69,50,38,60,69,47,72,68,45,36,42,31,30,19,26,21,29,17,7,78
Seoni,23,456,0,1880,212,287,282,372,428,465,623,681,786,874,991,1207,1311,1559,1692,1890,1965,1990,2041,1873,1652,1484,1367,1145,959,845,728,655,490,451,342,323,218,214,152,137,92,89,74,62,37,34,32,25,22,21,10,21,6,10,14,10,9,4,4,6,9,6,1,2,3,1,4,4,4,2,4,1,1,4
Rohtas,10,234,0,168,30,27,32,34,38,56,62,69,87,121,141,195,207,295,337,431,498,565,740,870,952,976,1083,1010,985,868,866,724,587,561,485,424,369,319,241,215,176,148,143,120,91,71,81,51,52,45,36,45,30,36,16,16,20,10,7,21,11,9,3,5,2,0,0,1,0,2,1,0,1,0
Dewas,23,437,0,453,73,92,89,107,143,183,174,231,279,325,363,466,570,682,855,981,1079,1165,1229,1381,1516,1589,1687,1757,1578,1526,1336,1163,968,852,742,656,557,470,387,366,285,218,218,177,130,131,131,91,75,62,58,55,41,36,44,30,29,18,13,21,12,17,13,20,12,18,12,8,6,7,5,6,0,3
Moradabad,9,135,0,11,1,2,1,2,3,7,8,10,16,30,54,50,65,110,167,220,323,405,482,568,694,751,811,831,930,935,948,938,822,837,689,655,517,454,407,329,296,244,200,162,157,126,124,122,106,82,71,61,62,53,68,47,44,48,43,49,41,49,21,24,26,18,30,29,20,16,20,29,19,18
Ramban,1,17,0,89,7,18,15,12,27,26,18,39,36,50,53,62,65,82,93,116,136,140,179,200,201,187,225,192,182,206,186,167,117,131,123,123,143,138,138,150,107,103,87,75,72,73,62,42,41,37,31,34,25,29,20,14,13,11,17,15,8,9,7,10,10,7,5,5,5,3,0,0,0,0
Rewari,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,73,168,300,386,422,452,419,414,362,334,313,329,300,282,270,293,235,198,186,138,126,101,91,55,66,62,41,44,29,30,30,11,18,16,18,24,21,20,19,22,21,12,23
Tamenglong,14,273,0,1454,162,200,216,211,293,307,335,397,454,553,590,710,775,822,892,941,967,933,861,821,687,550,347,259,190,140,106,78,57,59,38,36,34,30,17,13,8,24,17,20,5,12,10,1,4,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tripura,16,290,0,94,8,14,14,29,34,31,43,46,64,84,99,128,175,214,264,331,375,487,531,593,678,738,709,718,692,677,638,587,650,528,509,468,384,353,336,271,224,140,123,95,80,73,57,47,32,26,29,33,29,18,14,17,12,16,14,2,4,2,0,0,0,1,1,0,0,0,1,1,0,3
Sonitpur,18,306,0,439,69,64,89,117,103,150,174,185,242,319,388,430,559,601,759,906,1071,1202,1345,1373,1415,1422,1431,1322,1230,1080,875,691,559,426,370,280,215,205,157,115,129,114,73,68,55,31,47,20,16,22,14,11,9,17,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birbhum,19,334,0,4,4,0,1,3,1,2,4,4,4,6,6,14,12,20,37,30,30,41,63,83,119,139,210,327,443,633,794,996,1300,1416,1552,1542,1480,1488,1268,1119,855,786,695,547,404,302,242,177,135,105,82,73,54,48,42,19,28,24,35,19,19,11,12,12,12,15,17,9,2,2,0,2,0,6
Una,2,29,0,15,1,5,9,11,8,7,15,16,17,21,37,62,59,79,102,155,176,210,249,302,385,342,349,357,342,386,383,366,309,315,277,235,238,191,170,116,104,109,64,80,73,67,47,40,42,33,31,37,27,23,25,12,8,16,11,17,19,7,6,11,2,2,4,0,8,1,0,0,2,6
Darbhanga,10,215,0,2,0,0,2,0,1,2,5,8,1,5,17,20,37,52,82,118,175,267,389,496,574,663,774,815,698,642,605,552,430,413,395,325,287,251,196,164,157,100,94,71,66,37,39,23,22,17,16,18,12,11,14,12,15,8,8,10,4,1,5,3,0,1,1,0,0,0,0,0,0,0
Jajapur,21,382,0,6,0,1,1,1,0,0,1,0,2,3,8,3,6,7,21,15,26,22,42,47,85,93,128,156,177,262,331,442,583,719,757,921,882,818,855,713,633,550,499,371,335,276,207,187,158,126,101,94,85,77,51,54,57,58,32,39,28,26,42,23,19,11,14,19,9,16,11,11,13,91
Chittaurgarh,8,126,0,117,13,25,30,33,57,71,77,85,135,150,222,270,364,450,503,593,656,726,760,832,925,993,1233,1327,1468,1468,1572,1582,1498,1530,1466,1361,1276,1128,1013,1010,805,743,646,559,525,484,358,355,279,247,214,192,167,156,116,101,89,85,68,65,59,51,40,34,36,25,30,33,30,23,21,17,18,69
Ernakulam,32,595,0,6,2,2,1,1,1,1,0,3,6,4,2,6,10,9,13,24,46,50,77,103,181,205,291,403,514,529,561,498,420,379,317,323,268,288,260,245,273,273,278,255,238,224,188,176,150,121,109,88,94,76,59,63,82,67,67,63,82,58,63,62,54,57,56,37,30,29,33,18,22,37
East Garo Hills,17,294,0,92,17,19,31,27,45,44,73,81,102,130,163,203,306,378,453,551,679,799,911,896,855,892,782,699,629,515,438,381,313,245,188,185,199,153,139,79,78,59,36,28,24,34,22,16,9,5,5,6,6,3,1,4,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tehri Garhwal,5,59,0,528,85,85,82,113,124,116,151,188,209,216,245,247,287,279,346,359,363,381,376,398,417,424,503,506,472,503,539,492,492,511,551,576,613,538,528,524,530,466,459,397,313,287,190,206,158,132,130,119,103,80,91,94,62,48,62,54,46,34,40,29,14,20,15,9,9,9,13,8,0,3
Udaipur,8,130,0,1926,294,327,334,402,493,573,702,823,964,1073,1199,1345,1528,1432,1457,1541,1594,1628,1678,1828,1934,1916,1988,2001,1948,1964,1875,1681,1499,1395,1286,1154,976,919,714,693,540,482,399,357,300,245,213,206,170,167,126,135,97,108,81,72,55,63,49,46,45,45,38,42,34,42,35,56,40,63,57,24,20,25
Raipur,22,410,0,1809,198,242,281,343,374,422,434,552,610,665,743,835,881,960,1042,1073,1144,1215,1218,1138,1197,1198,1204,1286,1288,1569,1651,1763,1856,1892,1892,1731,1678,1531,1411,1336,1141,1030,885,759,631,565,488,436,398,325,326,262,250,193,171,143,144,118,115,118,103,105,77,77,82,67,74,70,82,80,72,60,40,164
Kansiram Nagar,9,202,0,81,14,12,22,25,39,37,61,80,84,126,127,180,260,359,411,477,556,628,597,563,518,435,432,355,298,280,266,217,217,161,132,136,83,110,90,70,53,43,35,27,28,22,22,14,12,5,10,8,6,9,5,9,5,3,4,8,3,2,3,2,6,0,3,3,2,1,0,0,0,0
Dhalai,16,291,0,415,68,66,58,70,101,133,141,211,196,278,282,329,389,428,501,520,476,461,524,399,383,338,293,249,229,201,212,219,217,197,170,119,104,90,66,54,61,51,29,21,19,22,20,15,10,7,5,6,7,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koriya,22,400,0,1988,236,275,296,322,377,450,499,514,589,691,782,831,847,920,956,949,934,934,926,777,835,780,745,763,626,622,563,566,538,481,415,399,327,280,267,234,195,166,136,99,90,71,51,35,29,39,31,35,35,24,31,19,23,17,21,22,22,15,9,6,10,14,12,11,4,2,2,1,0,0
Supaul,10,208,0,7,1,2,3,4,5,6,14,11,26,35,52,73,85,160,228,317,411,436,501,548,531,544,532,504,510,470,476,529,477,439,438,367,354,275,246,226,192,140,130,91,86,61,47,28,21,18,9,8,15,9,6,5,4,7,0,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0
Jalandhar,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,16,40,63,126,234,323,571,702,844,966,1018,923,813,756,650,525,439,380,320,273,263,216,186,149,128,110,99,77,73,57,59,61,41,54,46,52,44,34,36,30,39,35,47,46,50,38,52,48,67
Akola,27,501,0,18,3,5,4,5,5,9,15,27,34,39,75,92,133,179,249,393,532,682,873,1093,1334,1548,1577,1629,1597,1321,1191,1066,948,883,719,730,614,504,437,398,327,254,270,203,163,155,124,106,70,77,60,65,41,37,36,31,30,16,29,19,24,16,18,13,24,13,15,11,6,3,3,2,3,0
Samastipur,10,221,0,30,5,0,11,9,13,9,23,33,36,60,85,117,144,218,332,380,488,611,696,800,819,879,863,844,841,738,637,659,548,447,360,255,203,143,135,78,51,41,34,25,36,29,17,24,20,10,11,11,14,6,10,4,3,4,8,5,3,0,5,1,1,0,0,4,0,1,0,0,0,0
Mysore,29,577,0,1,1,2,0,0,2,1,0,4,2,3,4,7,16,20,45,73,119,152,228,352,470,576,594,691,840,983,1241,1562,1748,1959,1844,1681,1548,1300,1184,943,824,659,529,479,409,380,310,227,190,168,142,130,112,98,95,92,59,62,58,41,56,47,36,37,37,35,36,35,36,41,38,54,35,194
Shupiyan,1,13,0,79,4,14,7,11,26,11,19,19,23,25,22,40,32,30,29,42,46,36,43,42,59,51,60,73,43,85,74,54,68,84,65,83,86,58,72,56,30,47,44,35,33,28,12,14,10,8,20,3,7,6,0,5,5,0,0,3,2,3,4,3,5,1,3,1,0,1,0,0,0,0
Bharatpur,8,105,0,3,1,0,2,2,2,5,5,6,5,10,11,18,18,30,26,47,38,66,78,97,114,137,229,331,542,811,1111,1342,1432,1521,1512,1523,1430,1285,1160,1079,967,847,783,687,586,501,447,357,270,221,203,169,114,101,90,59,42,44,41,25,32,30,26,18,21,21,17,17,12,9,14,10,4,4
Thrissur,32,594,0,24,5,3,5,5,8,4,14,11,10,34,33,48,51,66,70,112,136,217,266,373,410,495,563,493,493,494,505,498,536,565,637,639,637,526,467,452,339,247,237,176,172,125,95,79,93,58,55,41,46,28,28,23,10,19,11,12,13,7,5,6,3,4,4,2,0,0,0,0,0,0
Yanam,34,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,7,5,5,6,7,4,3,8,3,8,9,6,9,11,6,6,6,9,4,6,0,0,2,3,2,1,2,2,2,0,4,0,7
Saiha,15,288,0,714,108,115,113,122,192,176,240,233,271,316,425,424,467,514,579,513,500,476,408,274,218,148,103,54,26,19,12,9,9,9,4,2,1,0,4,3,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senapati,14,272,0,204,27,37,31,51,62,69,101,114,143,195,222,278,375,486,628,829,1034,1302,1369,1451,1462,1367,1043,833,545,317,210,125,91,69,55,38,24,27,21,13,11,6,7,1,2,3,2,2,1,0,2,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Chamba,2,23,0,2400,302,343,378,450,497,516,619,753,843,888,1005,1012,1145,1257,1350,1417,1319,1312,1294,1258,1168,944,947,737,544,405,352,294,231,190,180,117,114,88,68,52,56,46,41,37,39,27,21,13,25,23,27,16,23,21,15,8,9,14,17,7,8,9,2,2,5,0,3,1,0,4,1,0,0,0
Dungarpur,8,124,0,9,2,1,3,2,9,8,14,19,31,36,73,79,110,185,252,321,431,609,724,893,986,1144,1078,1241,1211,1206,1029,988,790,629,526,391,309,231,197,135,126,72,81,62,45,29,44,29,26,20,23,15,18,14,12,10,11,11,15,13,7,9,5,9,3,3,0,0,1,0,0,0,0,0
Muktsar,3,44,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,4,8,17,15,28,53,90,133,198,346,490,678,854,954,994,923,835,722,574,513,409,356,302,257,249,178,191,231,193,178,167,148,113,121,100,84,61,64,40,39,35,36,23,26,16,10,10,6,6,2,2,0,2,1,0,1,0
Meerut,9,138,0,4,0,1,2,1,2,6,14,7,7,21,28,27,60,93,120,168,199,236,225,254,212,207,224,292,413,520,545,602,562,575,545,521,502,541,415,414,351,333,285,252,236,181,167,161,119,110,101,91,82,70,68,63,52,47,50,47,49,51,52,56,56,64,41,35,31,36,39,28,13,16
Gadag,29,561,0,188,35,38,42,44,55,79,109,128,138,196,252,318,384,495,598,747,941,1048,1253,1343,1362,1284,1127,1008,806,701,546,455,445,354,332,266,257,260,192,169,159,136,99,77,104,61,68,46,55,58,38,34,36,20,23,18,20,13,18,13,15,11,8,12,8,17,8,12,4,7,14,8,3,8
Jaunpur,9,194,0,4,2,2,0,1,1,1,3,2,6,11,7,11,26,32,46,58,95,130,170,284,379,488,636,811,960,1114,1206,1230,1273,1229,1233,1154,1013,902,753,598,518,367,270,211,131,102,99,78,48,37,28,24,16,18,25,15,16,15,12,5,5,12,14,5,9,9,7,1,2,3,1,2,1,0
Bhind,23,420,0,63,13,12,14,22,29,41,43,49,86,83,106,147,192,263,344,391,553,641,772,926,1007,1119,1115,1076,1145,1046,930,865,790,668,672,594,561,498,444,367,351,263,255,210,193,144,126,113,96,72,66,60,51,35,21,22,33,19,17,16,12,17,22,12,16,13,11,9,6,9,7,4,7,14
Solapur,27,526,0,14,2,3,0,8,5,10,8,11,20,17,34,39,62,97,131,213,292,417,644,961,1386,1796,2302,2793,3108,3226,3219,3254,3081,2997,3026,3078,3056,2993,2796,2658,2236,1960,1803,1540,1342,1054,921,765,606,511,371,298,252,201,172,126,129,81,99,86,92,73,51,56,55,33,36,35,24,31,17,23,21,93
Almora,5,64,0,31,4,2,3,9,14,12,23,19,33,31,51,61,79,113,178,197,263,292,377,468,557,600,706,824,895,910,946,820,759,651,593,463,375,320,252,227,188,201,157,158,126,125,106,101,88,104,90,77,88,75,62,67,45,46,50,33,31,32,27,19,17,15,12,9,8,4,4,1,3,2
Upper Subansiri,12,249,0,762,113,111,128,173,171,211,263,298,375,460,463,653,712,898,1020,1259,1601,1841,2138,2374,2445,2395,2032,1572,1176,751,479,268,139,58,25,26,10,5,4,11,8,5,5,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patan,24,470,0,103,21,24,42,59,90,95,137,160,257,289,393,507,660,864,1037,1207,1356,1544,1486,1458,1411,1319,1140,1157,1031,911,836,702,684,547,460,444,309,282,259,198,153,149,113,106,93,64,87,55,52,41,38,42,33,40,27,36,25,26,21,23,18,11,8,6,11,6,7,3,3,2,0,0,3,3
Jashpur,22,402,0,1561,194,239,257,261,258,362,424,479,560,568,670,751,826,898,980,1106,1064,1115,1041,1036,979,900,781,699,615,539,434,391,321,244,209,187,139,113,121,72,54,50,46,54,28,28,22,21,21,15,14,10,7,5,2,8,7,4,5,4,2,6,2,0,2,1,1,0,0,0,0,0,0,0
Bokaro,20,355,0,0,0,0,0,0,2,0,2,0,1,1,2,3,5,8,20,22,42,73,106,151,235,297,355,441,436,449,499,490,483,473,496,517,561,504,527,449,452,405,336,327,294,274,225,190,189,143,174,158,128,127,99,117,95,86,79,70,82,65,58,54,61,46,41,35,33,23,20,18,20,79
Thiruvananthapuram,32,601,0,0,0,0,0,0,0,0,0,0,1,1,2,2,8,10,16,27,38,92,135,216,310,341,360,295,291,356,394,449,439,404,369,367,421,426,376,331,299,272,225,200,132,137,123,92,86,75,81,70,66,40,55,33,39,43,39,35,17,34,33,26,23,22,28,15,14,12,2,7,5,17
Rae Bareli,9,158,0,0,0,0,1,1,0,0,0,1,0,2,0,3,3,5,5,16,24,63,78,126,199,329,496,626,840,1002,1189,1336,1444,1526,1544,1450,1355,1263,1086,940,775,645,464,397,308,188,163,119,91,58,43,40,40,30,29,34,25,29,14,19,19,14,15,19,21,17,16,13,25,15,10,6,6,12
Kurung Kumey,12,256,0,280,38,47,51,71,65,100,123,163,195,285,372,433,546,778,1016,1302,1681,2073,2590,2930,3216,3254,2917,2380,1590,906,468,212,62,32,16,8,6,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wokha,13,264,0,91,14,14,21,15,25,33,45,54,69,95,99,139,174,226,274,314,391,469,545,558,601,567,505,437,328,283,201,157,103,70,52,31,27,19,21,15,13,9,15,14,12,17,11,10,8,1,6,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gumla,20,366,0,669,98,97,136,158,188,257,279,312,413,489,600,780,930,1139,1265,1539,1616,1740,1663,1724,1441,1186,953,725,550,388,267,207,149,126,81,67,48,61,43,40,28,20,23,22,9,6,6,13,9,10,7,7,6,5,2,0,1,1,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
Dibang Valley,12,257,0,853,108,116,175,210,242,276,312,379,492,561,773,941,1104,1419,1725,2038,2336,2672,3000,2986,2804,2297,1692,1173,703,470,293,216,129,52,15,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nadia,19,336,0,4,0,1,1,2,1,1,2,1,5,4,11,12,18,32,47,54,92,132,209,321,445,574,643,725,916,902,942,1058,1071,1036,963,973,851,750,636,551,474,417,331,265,225,186,155,138,115,114,82,87,60,72,43,40,38,47,31,33,23,22,20,13,28,26,18,18,24,10,12,7,8,1
Davanagere,29,567,0,61,9,11,12,14,20,26,34,30,48,57,62,95,126,141,201,271,356,505,746,911,1134,1375,1658,1769,1878,1774,1629,1474,1274,1039,857,792,618,500,444,380,301,261,230,191,206,150,130,120,96,75,69,43,42,34,31,29,21,22,25,23,33,20,22,12,10,18,17,12,9,10,14,12,18,29
Pashchim Medinipur,19,344,0,6,0,3,3,7,6,6,5,12,6,11,20,24,24,47,73,94,134,195,266,403,555,776,1097,1480,1847,2318,2677,3155,3208,3165,3072,2875,2493,2197,1761,1428,1094,811,617,452,348,300,243,197,135,120,134,111,101,67,55,63,50,43,48,37,42,34,34,38,33,27,28,20,10,10,3,3,2,6
Cachar,18,316,0,833,106,128,138,160,196,207,259,289,316,389,447,494,589,626,690,724,798,844,813,781,787,716,665,565,493,431,284,268,208,212,184,162,113,108,85,76,59,58,43,56,40,23,18,12,12,8,7,9,5,5,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaimur (bhabua),10,233,0,326,28,41,55,74,69,110,97,116,132,139,157,200,242,289,303,339,430,493,543,578,696,664,707,683,670,651,660,575,540,459,456,388,369,312,311,228,186,153,127,113,92,74,56,49,43,40,30,19,22,24,20,12,13,9,11,9,4,3,1,7,5,2,2,2,3,0,0,0,2,4
Simdega,20,367,0,1536,191,218,226,313,303,358,426,507,574,566,668,690,812,806,820,785,722,571,547,371,293,214,135,98,84,71,49,31,24,22,24,19,17,10,13,7,6,5,8,5,3,3,4,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firozpur,3,43,0,27,2,4,3,10,12,15,10,22,29,41,58,77,92,140,176,233,322,388,529,586,699,814,814,947,986,1055,1164,1168,1216,1205,1204,1264,1090,1064,975,895,781,624,541,467,406,353,303,259,181,127,100,96,88,62,70,51,52,48,44,41,35,32,31,29,19,16,18,8,14,11,4,1,0,0
Baghpat,9,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,26,70,121,186,255,339,364,394,390,443,416,388,322,308,234,237,246,232,199,194,138,100,105,85,64,38,30,29,18,18,17,11,16,6,13,11,7,3,4,4,1,8,2,1,0,0,0,0,0,0
Purbi Singhbhum,20,357,0,24,4,3,1,6,10,8,13,12,17,30,28,45,61,81,105,149,201,212,303,370,443,530,674,736,812,970,931,951,842,896,748,670,541,533,439,395,353,274,236,235,158,151,111,90,93,71,69,62,56,61,35,32,35,38,36,25,28,24,33,21,23,22,21,34,30,31,35,28,26,148
Bahraich,9,180,0,88,16,22,23,60,53,65,96,119,140,188,259,354,424,524,717,829,980,1174,1244,1306,1259,1308,1228,1107,964,852,694,627,561,467,335,289,199,171,158,102,76,74,56,47,25,36,35,29,21,14,22,9,15,18,17,10,6,4,8,6,4,9,10,4,8,5,7,10,4,7,2,0,0,0
Kishtwar,1,18,0,2769,306,340,328,470,447,518,608,647,744,841,904,1032,1099,1240,1365,1349,1448,1553,1527,1436,1356,1249,1222,1049,765,662,509,357,315,283,183,151,69,40,34,19,18,16,12,10,2,13,11,10,13,12,5,2,5,6,3,2,1,1,1,2,2,9,1,1,0,0,2,0,2,2,1,1,0,0
Hardwar,5,68,0,4,0,1,0,2,2,2,1,4,7,6,16,29,47,49,85,107,149,187,242,270,279,270,267,276,245,275,290,284,286,341,356,357,386,364,436,424,358,356,365,284,286,261,251,255,219,214,177,181,147,151,116,101,98,92,107,81,69,69,74,48,55,44,45,40,47,25,25,12,12,37
Raisen,23,446,0,861,118,123,134,165,200,234,261,293,353,466,494,611,712,844,985,1113,1283,1414,1514,1585,1704,1714,1734,1714,1697,1569,1359,1283,1090,1012,918,823,757,638,588,516,422,354,316,270,214,201,164,128,124,86,95,76,51,58,37,34,32,17,19,17,28,12,9,8,13,5,10,8,8,8,6,4,11,18
Gajapati,21,389,0,1279,154,171,179,236,243,280,297,376,404,421,497,567,690,702,738,769,754,766,841,804,724,693,565,489,380,312,214,114,83,67,58,40,30,36,21,14,17,18,5,12,12,6,4,12,4,3,4,5,4,1,3,2,2,2,2,0,3,3,1,0,1,0,1,2,2,0,0,0,0,0
Malkangiri,21,399,0,2903,297,351,349,414,422,502,520,572,630,713,772,806,741,811,797,817,798,762,662,610,530,467,386,302,262,218,146,136,106,78,78,55,53,25,27,18,18,18,9,12,8,10,9,3,7,8,9,2,5,2,3,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
