,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Azamgarh,9,191,0,1,0,0,2,0,0,2,1,1,2,0,4,5,2,13,20,26,44,58,92,118,235,344,447,580,902,1225,1460,1578,1715,1836,1552,1452,1223,956,778,570,414,318,189,183,134,103,83,77,46,48,36,24,27,24,23,15,16,8,13,11,10,8,9,6,10,8,3,10,3,0,2,0,0,0
Kurnool,28,552,0,48,8,20,17,13,18,18,10,36,37,35,70,88,104,116,169,235,298,395,631,832,1123,1667,2185,3200,3969,4816,5950,6309,6649,6195,5485,4204,3288,2424,1820,1426,1161,874,750,626,527,479,409,328,292,268,194,196,165,160,118,113,98,80,55,67,57,41,35,41,36,29,33,23,31,19,11,11,13,34
The Nilgiris,33,611,0,0,0,0,1,2,0,0,0,1,2,0,1,4,24,21,34,83,142,174,298,472,657,902,976,960,980,804,630,491,460,342,325,271,201,202,172,133,95,86,89,58,55,47,53,26,25,17,21,16,10,6,13,8,10,10,7,11,6,4,9,4,14,4,5,1,4,4,0,1,0,0
Coimbatore,33,632,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,3,4,13,18,36,61,91,181,318,497,624,786,727,694,677,695,742,772,820,959,918,880,832,791,742,629,568,492,459,401,340,277,291,282,208,230,194,191,172,190,155,128,138,102,83,74,61,41,41,58,40,39,40,41,35,36,94
Nalanda,10,229,0,51,7,8,13,11,14,25,27,25,30,56,67,89,101,159,188,261,306,426,448,543,610,681,578,536,511,419,380,375,338,295,281,296,275,229,211,132,186,142,136,100,83,84,61,70,53,63,30,32,40,31,25,27,14,13,5,9,3,1,8,0,3,6,1,5,0,1,2,1,0,2
Godda,20,351,0,85,5,20,22,29,46,29,51,60,76,113,107,147,174,233,271,408,441,509,582,645,627,625,527,461,493,417,392,349,303,245,190,198,151,146,95,90,68,40,33,36,30,34,20,17,11,22,15,14,7,17,5,11,11,3,8,7,7,7,1,0,3,0,0,0,0,0,0,0,0,0
Chikmagalur,29,570,0,25,2,0,5,2,3,6,5,11,1,0,10,21,7,11,12,18,13,22,37,51,47,71,79,127,148,171,178,171,153,112,100,92,84,65,58,49,41,15,8,9,8,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanpur Nagar,9,164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,10,12,28,59,69,159,296,572,834,1117,1260,1256,1026,908,761,570,424,376,250,228,198,159,121,135,123,138,100,112,94,76,79,73,56,57,49,60,44,47,35,24,25,44,41,41,42,52,60,69,78,87,78,87,75,58,69
Farrukhabad,9,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,8,11,38,86,215,407,703,1077,1417,1419,1146,864,638,446,291,203,137,125,82,68,56,54,44,33,27,31,24,19,18,12,8,9,7,13,11,12,18,12,11,13,14,9,16,9,4,0,0,0,0,0,0,0,0,0
South Goa,30,586,0,78,5,14,10,16,21,20,12,18,21,18,18,23,35,54,44,81,97,98,111,117,153,157,284,239,319,320,322,264,199,226,146,111,89,83,110,135,115,95,80,134,92,76,84,82,57,67,49,42,20,28,44,33,37,23,12,12,11,6,11,8,5,14,4,4,2,5,10,2,0,2
Varanasi,9,197,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,11,14,24,33,42,68,142,161,202,317,338,415,423,429,408,382,333,333,302,241,217,171,149,157,121,113,107,97,67,63,61,63,46,50,43,46,52,50,44,45,64,36,35,55,37,29,23,35,28,22,9,20,18,26,73
Kolar,29,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,4,7,23,35,66,132,215,300,440,588,736,837,1008,1144,1148,1188,1154,1094,894,877,772,614,523,448,336,288,235,185,168,140,104,79,81,65,50,45,39,31,30,32,27,33,27,23,11,24,15,15,17,15,105
Uttar Dinajpur,19,330,0,5,0,0,0,0,0,4,0,1,0,2,5,3,7,13,10,20,32,57,83,148,217,331,564,759,952,1172,1106,1276,1126,997,841,784,618,504,368,246,237,183,162,104,98,108,63,55,50,18,23,11,12,16,11,4,9,1,3,3,6,2,5,2,5,1,5,3,4,1,3,1,0,8
Mon,13,261,0,290,32,43,46,52,70,67,96,103,130,159,172,220,264,334,325,450,479,465,549,536,563,490,489,356,290,205,129,97,71,47,35,34,17,13,17,11,10,10,15,4,3,5,3,2,4,3,2,1,1,4,1,1,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Madurai,33,623,0,3,0,3,2,0,2,1,2,8,1,2,3,4,13,19,15,45,29,60,63,101,118,105,151,223,234,311,456,573,670,769,792,890,895,835,793,738,585,527,436,375,316,232,175,166,140,106,122,106,84,79,65,52,43,38,31,21,55,24,13,42,22,17,17,26,17,8,12,13,12,29
Mahamaya Nagar,9,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,51,155,312,520,667,793,755,817,661,615,563,455,331,260,217,170,139,90,67,58,47,44,26,23,23,16,16,10,8,23,7,8,10,8,6,6,4,5,1,3,1,1,1,0,0,0
Sirohi,8,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,15,65,133,321,678,1335,2198,2771,3007,2717,2331,1654,1201,860,593,461,362,291,246,212,196,143,137,121,99,72,72,63,46,28,44,37,42,19,24,36,33,31,21,19,17,13,19,14,9,9,4,6,6,1,1,4
Auraiya,9,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14,24,66,104,187,302,377,448,606,753,823,764,673,612,526,494,398,347,243,224,154,130,95,94,65,62,38,37,37,30,23,22,25,27,21,16,17,20,16,10,8,9,6,7,6,5,7,7,4,2,33
Jagatsinghapur,21,380,0,0,2,0,5,3,6,0,0,3,0,0,0,13,8,11,10,13,21,14,35,47,54,78,112,94,228,216,301,352,388,463,475,493,452,437,385,391,288,250,187,161,134,107,74,72,54,37,46,31,46,31,27,28,15,20,20,19,13,16,5,17,14,12,11,19,16,10,15,13,13,109
Upper Siang,12,252,0,491,56,61,98,84,129,136,159,197,237,251,314,368,499,528,616,639,610,709,724,611,590,569,471,382,274,231,166,127,92,64,14,21,11,1,0,1,1,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulbarga,29,579,0,591,64,66,76,84,138,129,163,155,199,210,234,340,371,412,569,595,774,922,1020,1223,1481,1754,1860,2134,2279,2393,2566,2304,2220,2001,1702,1565,1294,1077,930,818,690,720,573,453,406,340,307,305,231,225,178,174,157,127,93,86,72,93,53,61,61,53,41,35,34,25,31,28,14,23,22,19,21,122
Umaria,23,431,0,62,12,8,7,8,16,35,24,31,37,32,46,73,92,127,185,241,297,405,636,800,1101,1401,1638,1824,1653,1602,1446,1258,1029,848,633,512,361,268,200,134,121,98,83,56,54,57,41,26,33,37,12,8,20,17,5,10,11,3,8,7,5,8,7,7,0,3,0,4,2,5,2,3,6,3
Jaipur,8,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,13,42,112,287,699,1316,1939,2313,2213,2129,2097,2157,2188,2047,2133,2289,2479,2482,2587,2445,2274,2045,1874,1476,1267,1015,876,705,562,463,392,325,316,282,228,242,205,172,165,181,147,153,113,119,122,101,108,104,100,109,565
Pithoragarh,5,62,0,7,0,2,1,4,0,7,3,3,8,2,12,7,36,37,45,86,154,235,423,712,1285,2049,3118,4414,5366,4895,3444,2089,1380,1019,766,598,402,249,157,115,92,57,38,25,24,14,21,18,11,13,14,8,8,7,4,3,9,8,10,7,7,10,5,4,3,6,2,4,1,5,3,3,1,4
Reasi,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,6,14,38,78,155,299,564,804,952,988,984,988,854,712,603,520,506,409,286,201,179,138,101,79,66,63,61,50,39,34,36,13,20,22,18,12,11,8,3,5,3,3,6,3,1,5,1,1,3,1,1,1,2,0,1
Kohima,13,270,0,122,17,28,25,35,45,56,47,74,112,114,161,190,195,283,319,383,407,444,456,495,444,391,316,274,229,145,93,82,41,34,33,31,34,50,31,37,17,26,25,18,10,10,10,10,5,5,12,4,4,5,4,1,2,4,1,2,9,5,4,0,1,0,0,0,0,0,0,0,0,0
Sirmaur,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,13,54,116,316,700,1210,1716,2001,1888,1286,826,526,412,270,203,191,162,145,113,125,84,92,84,64,65,55,57,43,42,38,30,35,23,26,17,16,15,7,11,9,9,2,9,3,1,3,4,3,2,0,0,0
Saharsa,10,214,0,11,3,0,6,1,9,3,4,4,5,6,16,23,21,28,59,86,112,176,202,266,369,414,546,531,564,496,446,381,390,377,264,248,233,212,141,123,105,76,51,43,39,20,19,12,16,6,14,6,2,5,3,9,3,4,9,4,6,7,4,2,0,0,0,0,0,0,0,0,0,0
West,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,8,7,5,11,7,4,7,7,7,9,9,7,10,12,435
Malappuram,32,592,0,0,1,0,2,4,1,0,5,10,2,13,15,16,22,28,86,100,180,284,368,565,729,885,1008,1116,1116,1160,1116,1016,991,817,580,512,308,238,173,155,105,97,71,33,41,46,26,22,5,13,10,12,10,3,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Viluppuram,33,607,0,1,0,0,0,0,0,0,0,0,1,1,0,2,4,1,10,8,5,15,22,53,90,172,275,397,554,866,1044,1319,1701,1907,2093,2271,2196,2025,1755,1651,1384,1182,1023,854,721,646,513,466,370,340,286,221,168,157,125,123,111,87,51,50,41,33,23,22,29,21,16,11,8,12,7,9,5,6
Tapi,24,493,0,124,36,26,26,44,35,36,47,75,73,111,117,131,150,162,220,279,231,335,452,533,616,838,939,1040,1095,1080,976,818,584,412,309,217,168,144,97,110,71,77,75,69,40,51,20,35,33,18,20,31,11,6,12,9,5,4,3,5,3,1,0,1,3,2,2,0,2,1,0,1,0,0
West Godavari,28,546,0,24,1,4,6,6,5,4,11,16,13,30,15,33,45,39,58,86,113,161,224,289,434,693,976,1215,1573,2023,2374,2536,2510,2315,2037,1857,1410,1355,1100,886,809,674,604,524,486,396,358,310,278,245,203,193,174,149,116,101,82,60,58,37,38,43,32,29,30,31,15,15,7,8,10,5,7,6
Madhepura,10,213,0,25,8,2,2,7,5,4,22,7,16,21,29,19,30,42,56,32,96,124,176,219,321,459,546,694,694,609,652,458,369,341,266,230,201,175,117,98,73,87,61,58,27,30,16,13,5,12,8,0,7,3,5,2,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saraikela-kharsawan,20,369,0,2,0,0,0,0,0,0,2,2,4,3,8,5,5,5,8,17,21,28,54,84,102,184,249,301,398,502,604,666,706,724,628,547,597,594,468,464,451,416,367,327,275,205,197,125,149,129,119,92,73,69,52,55,41,38,25,30,21,37,24,20,30,18,25,16,19,16,15,12,21,52
Tiruppur,33,633,0,1,2,1,0,0,0,0,2,2,4,3,6,4,12,19,34,42,53,83,160,216,255,325,308,373,411,517,669,834,1023,1164,1273,1373,1455,1319,1297,1175,1046,823,713,619,453,456,363,311,274,240,212,177,159,113,106,93,89,78,68,63,72,50,30,38,25,25,33,16,15,14,11,9,6,69
Mayurbhanj,21,376,0,14,2,6,3,7,10,5,13,15,19,24,41,66,102,145,199,294,416,615,927,1197,1517,1963,2352,2843,3366,3751,3950,3919,3572,3159,2531,2023,1518,1056,865,605,473,312,256,171,146,125,107,50,59,46,44,35,17,22,17,15,16,14,16,6,10,6,5,4,2,8,6,7,8,10,4,1,1,0
Barnala,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,226,590,847,923,736,626,486,403,323,254,205,197,152,144,111,125,96,86,63,46,51,36,34,27,21,18,9,9,9,5,8,2,2,1,0,1,0,0,0
Dakshin Bastar Dantewada,22,416,0,979,108,160,156,193,248,237,310,321,411,448,549,641,713,882,1185,1324,1517,1764,2177,2345,2514,2817,2633,2458,2059,1721,1313,848,552,362,201,177,106,94,86,50,54,37,24,41,31,25,22,23,19,22,22,14,14,15,9,16,21,10,9,11,8,12,13,9,9,10,14,6,15,9,2,5,5,16
Budaun,9,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,11,33,110,252,489,1072,1740,2623,3294,3274,2755,2078,1418,1066,732,477,363,260,187,126,101,82,85,66,49,44,35,31,30,34,24,17,16,11,12,16,10,5,11,15,5,3,6,1,4,8,5,3,4,2,6,3,15
Ukhrul,14,279,0,1161,198,176,228,253,259,353,426,446,535,595,673,853,899,1031,1138,1247,1303,1325,1144,1006,864,673,400,294,189,116,80,66,65,46,36,36,33,30,26,27,18,17,10,5,11,11,5,2,5,6,4,1,1,3,1,0,1,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Krishnagiri,33,631,0,3,0,0,0,0,0,5,0,4,0,3,3,0,9,10,9,23,17,20,67,87,145,241,385,525,826,1082,1336,1461,1469,1473,1530,1551,1393,1276,999,879,687,570,467,384,271,243,203,162,155,133,106,80,76,65,51,51,40,44,39,26,32,26,30,22,22,24,8,13,12,4,8,2,0,6
Hugli,19,338,0,5,0,0,0,2,1,0,1,13,7,5,2,13,11,11,12,20,28,41,43,75,140,145,246,329,415,497,554,774,905,905,1061,1009,904,758,691,561,469,393,316,260,200,187,134,117,131,122,82,76,72,50,56,69,61,61,51,49,65,63,75,87,100,50,33,25,25,4,12,3,1,4
Hanumangarh,8,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,5,15,25,52,98,170,345,739,1681,3102,4892,6082,5975,5241,4023,2755,2129,1511,1245,1026,838,647,543,419,325,258,225,175,137,110,102,93,88,80,55,58,59,51,40,44,36,40,29,30,28,12,25,11,8,5,3,3,2,2,1,2
Muzaffarpur,10,216,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,7,8,17,20,57,88,172,297,394,606,810,898,1053,1056,1036,933,869,777,682,554,448,386,336,250,210,164,135,95,68,66,55,37,31,39,33,23,23,17,19,22,18,25,18,8,13,18,9,7,5,8,1,0,1,0,0,0,0
Giridih,20,349,0,452,70,60,62,83,107,94,110,186,178,207,272,342,395,485,547,797,941,1115,1233,1312,1344,1361,1292,981,927,797,678,542,457,452,383,293,243,244,224,197,146,85,99,76,76,68,37,34,24,42,30,32,20,21,32,14,14,24,15,8,16,19,9,6,12,14,7,5,0,0,0,1,1,6
Khunti,20,365,0,35,2,3,2,5,10,5,8,14,13,21,28,43,40,64,70,97,113,181,183,288,352,441,590,692,907,1093,1253,1203,1095,849,588,419,265,157,86,57,26,32,24,14,11,5,9,9,6,10,5,1,8,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,24,62,141,237,305,341,332,320,422,449,498,514,520,470,458,420,436,388,353,352,318,305,249,228,159,148,133,89,86,77,80,81,54,57,67,61,65,45,46,60,46,25,22,9,13
Koch Bihar,19,329,0,41,6,7,5,7,13,3,9,13,17,29,15,31,49,75,93,94,120,188,230,336,468,555,784,955,1167,1276,1481,1459,1269,1098,791,597,440,308,200,133,133,101,80,84,48,42,48,48,31,29,18,17,19,13,12,16,7,4,6,9,2,7,4,3,0,1,1,3,0,3,0,0,0,6
Sultanpur,9,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,11,25,57,179,356,729,1310,1934,2635,2788,2404,1825,1367,986,722,520,386,297,219,160,123,140,107,81,54,50,46,31,24,22,18,14,14,16,16,16,9,9,9,6,6,7,3,6,9,6,3,3,6,1,3,4,5
Janjgir-champa,22,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,17,51,98,191,291,531,775,1034,1319,1322,1340,1287,1114,970,795,712,641,559,483,449,350,300,278,255,224,175,186,150,130,91,90,67,65,46,51,38,28,16,27,24,32,23,10,14,12,5,8,31
Jharsuguda,21,371,0,0,0,0,0,1,0,2,0,1,1,3,0,2,1,2,1,9,12,12,22,25,49,84,121,190,283,354,472,585,560,615,531,568,477,429,312,276,289,295,215,202,169,163,132,128,129,100,88,77,85,74,90,80,80,83,84,66,75,64,54,38,29,34,34,24,24,26,21,21,16,29
Lower Dibang Valley,12,258,0,443,55,76,71,104,140,154,162,188,249,269,322,365,418,537,580,771,766,808,795,756,664,529,418,354,230,182,144,86,86,65,39,17,16,18,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debagarh,21,373,0,14,1,6,10,6,8,4,13,16,15,15,24,39,51,79,108,144,228,301,450,568,728,866,918,969,1029,1035,940,838,665,472,308,268,230,156,127,70,53,45,29,25,14,10,14,14,8,9,16,3,7,3,4,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Udham Singh Nagar,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,8,11,48,126,213,287,328,305,355,426,444,498,556,660,723,759,742,730,646,599,527,440,398,361,292,304,245,229,180,151,136,121,115,84,81,78,47,56,44,47,35,34,29,31,18,20,14,14,12,11,13
Murshidabad,19,333,0,10,0,2,3,3,5,4,7,5,7,15,36,37,41,59,112,139,230,355,511,674,860,1071,1335,1378,1498,1485,1461,1466,1364,1269,1122,912,861,793,633,638,450,440,333,279,198,197,149,121,99,84,84,77,64,47,47,44,31,27,32,29,29,16,27,26,24,23,11,7,12,7,16,11,12,36
Ludhiana,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,89,338,726,1102,1415,1641,1490,1314,1190,984,817,675,543,494,409,391,338,260,222,200,199,156,142,114,109,117,101,102,88,85,69,71,77,72,44,66,96,65,85,66,47,110
Dimapur,13,265,0,43,5,3,11,14,6,15,15,13,16,26,24,28,55,67,80,104,113,130,182,198,177,185,198,183,156,145,123,90,90,81,63,87,65,54,47,39,40,37,32,24,33,20,25,25,37,25,23,31,26,27,33,35,36,32,19,25,18,13,13,0,2,2,0,0,0,0,0,0,0,0
Y.s.r.,28,551,0,20,5,0,5,5,3,3,3,7,6,12,19,27,24,42,57,76,89,160,276,496,857,1418,2406,3613,5114,6215,6698,6277,5437,4205,3609,2790,2253,1822,1453,1145,1087,742,638,507,448,347,348,290,213,194,198,138,106,113,91,80,67,73,60,52,45,27,37,43,37,40,11,29,20,16,11,13,11,26
Bilaspur,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,15,77,162,294,430,654,734,689,638,481,361,253,163,113,75,50,43,45,33,19,18,19,16,11,13,8,9,8,9,7,7,4,4,0,4,0,3,2,2,1,0,3,2,1,2,0
Aurangabad,27,515,0,1091,121,155,186,217,217,256,325,347,382,473,591,645,808,964,1106,1229,1327,1719,1880,2026,2232,2250,2420,2284,2124,1850,1732,1379,1228,928,774,624,528,461,403,316,306,301,262,220,194,149,128,116,112,101,100,89,81,73,75,62,59,57,44,35,42,68,58,36,47,52,31,37,26,12,16,13,3,26
North,11,241,0,20,0,2,5,6,13,9,12,6,13,32,27,38,94,66,157,211,311,554,790,1109,1561,2061,2506,2523,2023,1202,695,403,177,96,53,30,10,12,2,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kabeerdham,22,407,0,36,7,7,6,16,5,14,17,33,11,42,26,48,76,80,127,193,228,274,411,471,627,753,930,1010,1258,1137,1182,1000,931,786,720,671,600,545,388,359,309,277,231,245,185,202,142,138,113,96,63,64,44,52,40,43,18,17,21,13,17,3,7,4,4,2,1,0,4,0,1,0,0,0
Barpeta,18,303,0,494,62,69,93,119,138,145,182,195,251,233,363,337,409,428,475,521,581,558,610,600,541,506,367,346,271,210,168,159,101,71,76,53,34,39,32,17,11,8,7,10,10,7,3,3,6,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banswara,8,125,0,1,0,0,1,4,1,3,1,2,3,4,12,11,28,45,80,149,243,380,624,929,1319,1576,1822,1878,1928,1751,1584,1276,911,703,572,418,284,222,157,123,99,86,63,32,37,38,29,32,24,19,9,21,13,16,21,8,12,8,13,10,9,7,8,11,5,9,2,6,7,5,3,2,1,6
Rudraprayag,5,58,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,9,17,27,61,134,292,527,786,1002,1045,739,496,414,340,326,302,353,354,336,289,197,176,109,78,49,31,25,8,6,6,2,2,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erode,33,610,0,3,2,0,0,0,0,0,0,0,1,7,3,2,5,10,12,25,42,70,124,191,399,615,1006,1471,1689,1584,1218,903,697,590,619,722,815,1042,1239,1188,1225,1084,825,700,541,411,357,310,242,186,149,152,112,100,76,79,68,70,67,58,49,46,23,40,27,34,19,16,9,13,17,10,12,15
Nagpur,27,505,0,63,8,5,19,8,18,27,36,22,44,57,75,85,124,166,197,221,337,362,667,727,1000,1308,1828,2251,2494,2866,2585,2275,1790,1474,1130,938,675,662,592,436,359,384,325,263,206,177,167,163,132,140,105,106,120,105,104,77,78,75,64,62,58,77,58,42,53,30,25,32,31,23,21,12,3,9
Gopalganj,10,217,0,4,0,0,0,2,1,1,10,8,5,1,4,12,15,28,31,45,69,123,175,265,409,612,803,971,995,833,664,532,431,370,252,258,207,172,172,159,98,112,62,64,35,33,28,6,9,5,8,6,2,8,3,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haveri,29,564,0,150,12,17,31,26,54,38,38,45,49,68,74,77,92,88,114,134,127,195,208,202,310,353,489,539,563,773,776,806,558,585,518,395,298,220,159,121,107,81,84,55,51,41,40,30,25,20,22,20,15,19,4,0,9,3,4,1,1,7,20,7,0,4,2,2,2,5,0,0,4,9
Puducherry,34,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,21,21,19,23,25,37,30,21,34,35,32,40,45,56,42,41,32,38,49,42,50,34,32,34,28,34,36,34,36,14,16,27,26,9,17,22,9,53
Amreli,24,480,0,42,2,6,13,17,17,23,32,39,35,68,78,133,167,255,313,456,536,739,925,1097,1338,1490,1921,2159,2534,2741,2980,2627,2411,1882,1425,1116,920,638,522,342,349,266,212,183,183,105,99,90,80,75,59,47,41,31,20,33,15,17,11,10,10,12,16,7,5,2,1,5,1,5,1,1,2,1
Lahul & Spiti,2,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,11,33,71,160,515,1211,2929,5882,9763,12991,13077,10006,5826,2314,641,155,64,22,20,14,12,13,9,2,5,2,4,4,0,5,0,0,1,2,1,1,2,2,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jorhat,18,312,0,175,36,50,65,44,83,92,104,132,188,202,277,277,344,422,452,509,532,546,589,644,657,653,543,611,500,579,511,512,507,426,330,303,207,207,143,127,86,46,36,53,39,42,30,21,25,16,12,11,20,10,13,7,8,7,8,2,11,0,2,0,4,0,0,0,1,1,0,0,0,0
Chhatarpur,23,425,0,215,27,51,29,45,64,57,85,108,122,192,200,298,365,510,681,867,1222,1603,2095,2439,2911,3244,3347,2875,2509,2125,1751,1472,1186,913,687,553,482,401,328,257,203,193,133,126,95,83,65,64,53,27,36,28,34,14,20,11,15,23,5,5,7,3,3,6,4,4,3,3,2,6,0,1,0,0
Osmanabad,27,525,0,579,76,93,93,114,128,130,154,234,242,318,364,421,496,588,693,785,980,1162,1339,1491,1667,1881,2048,2012,1977,1797,1510,1335,1044,816,704,524,439,365,300,260,248,207,173,133,119,99,85,95,75,66,49,34,37,33,31,36,34,22,23,15,9,8,7,12,7,2,7,1,1,2,0,0,0,0
Udhampur,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,6,8,31,45,92,219,367,569,794,865,859,863,781,703,642,602,589,547,474,417,376,301,236,212,138,131,69,60,66,43,29,32,32,27,26,23,30,30,15,22,8,8,13,13,14,10,6,7,3,1,1,1,0,4,0
Chandrapur,27,509,0,43,4,4,4,18,17,10,12,26,19,35,44,67,102,168,189,273,389,620,953,1434,1954,2870,3704,4033,4409,4320,3786,3020,2343,1780,1335,1117,922,778,741,711,612,479,517,395,367,336,326,248,232,245,199,147,132,124,100,98,86,84,80,81,54,51,31,52,41,35,21,26,23,11,15,12,5,13
Mandya,29,573,0,1,1,0,0,2,1,2,2,1,0,7,0,2,3,1,7,9,8,13,23,29,47,76,144,214,366,499,868,1140,1461,1698,1745,1664,1447,1263,1090,822,650,500,448,362,250,246,179,134,126,121,89,86,49,48,46,33,33,26,20,23,16,12,11,10,12,7,15,12,13,3,12,9,10,61
South Garo Hills,17,295,0,114,26,23,27,22,44,53,54,90,80,143,162,210,250,337,427,558,647,712,762,732,692,451,378,274,203,180,170,109,81,63,72,48,36,25,31,26,18,19,13,9,15,9,11,9,9,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahibzada Ajit Singh Nagar,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,86,132,180,174,218,344,324,408,356,300,268,231,192,175,138,125,104,112,92,93,96,93,70,67,84,67,51,64,48,55,49,54,39,31,37,44,46,36,57
Lunglei,15,286,0,28,4,3,1,8,4,18,22,14,25,29,51,88,96,133,203,291,426,668,1019,1485,2148,2787,3151,2856,2114,1174,545,213,59,33,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lalitpur,9,167,0,161,26,13,29,32,42,40,46,73,72,106,114,176,213,280,366,446,606,827,1178,1537,1905,2355,2536,2358,1988,1432,906,645,408,238,166,118,84,76,59,51,43,40,40,28,20,29,18,19,11,8,11,8,7,8,6,0,4,6,0,1,1,6,4,3,5,0,2,1,0,4,6,1,3,14
Chandel,14,280,0,536,75,87,97,113,110,156,188,238,255,317,390,466,557,676,727,838,919,971,989,855,868,718,573,424,342,229,130,107,60,38,13,4,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganderbal,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,25,72,221,456,864,1137,1000,598,241,101,68,44,40,28,29,24,38,26,33,21,21,22,12,12,5,3,4,6,3,1,5,0,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
