,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Azamgarh,9,191,0,0,1,0,0,0,0,0,1,0,3,0,6,4,8,10,21,36,47,62,64,78,65,67,83,110,159,253,383,554,693,888,1100,1138,1286,1317,1406,1417,1352,1259,1037,862,734,552,419,320,240,180,135,133,74,75,72,52,35,33,38,28,24,21,14,19,16,11,11,11,8,8,9,7,7,49
Kurnool,28,552,0,3053,462,510,651,729,864,970,1089,1296,1480,1661,1865,2056,2397,2818,3151,3455,3835,4159,4151,3842,3516,3124,2638,2217,1890,1523,1406,1157,1116,935,877,826,726,642,637,585,522,491,432,376,367,318,276,266,205,181,150,151,123,106,95,70,75,55,53,58,38,42,32,35,25,30,26,19,17,27,15,11,15,25
The Nilgiris,33,611,0,430,50,67,59,82,83,86,93,142,126,160,194,186,196,246,240,245,318,316,349,359,386,388,368,392,362,354,348,301,248,242,194,147,147,137,110,113,100,92,72,72,50,45,47,40,46,35,20,30,22,10,13,14,12,8,8,10,4,5,9,6,7,8,5,3,8,2,6,1,3,2
Coimbatore,33,632,0,105,8,14,23,21,22,19,24,27,51,45,37,70,71,92,119,150,178,222,253,299,274,354,437,415,483,578,642,669,677,801,808,828,802,754,702,612,499,573,532,483,435,418,314,274,250,261,231,218,221,166,153,149,167,139,130,115,91,66,56,45,34,42,46,27,26,22,18,30,13,9
Nalanda,10,229,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,6,13,20,33,49,51,56,49,53,67,113,180,283,299,353,376,435,487,428,490,467,467,488,499,507,498,457,400,436,344,312,293,205,170,160,137,97,84,57,59,43,39,45,31,23,21,27,15,17,16,17,8,14,10,10,37
Godda,20,351,0,4,1,1,1,2,5,4,5,21,13,26,43,98,126,178,277,360,425,475,435,444,417,365,382,384,392,412,438,356,432,399,386,369,339,280,261,211,197,154,139,94,80,80,50,45,39,35,23,16,20,26,18,12,13,3,20,16,14,12,7,10,7,8,3,3,3,4,2,4,1,0
Chikmagalur,29,570,0,2932,328,390,393,453,479,516,544,632,659,702,803,831,833,918,877,946,927,902,790,789,713,624,573,496,456,421,392,308,311,275,207,222,190,180,139,128,121,101,75,61,67,57,55,38,47,40,29,24,19,16,22,19,22,8,15,18,16,14,5,10,10,7,13,6,8,7,10,3,11,28
Kanpur Nagar,9,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,18,21,42,58,115,204,315,435,575,713,827,807,839,699,687,643,585,521,468,392,311,292,285,222,177,138,155,133,126,104,104,126,107,83,85,62,67,64,45,54,65,54,45,34,33,37,27,22,31,21,33,24,25,741
Farrukhabad,9,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,17,21,61,118,222,295,369,357,445,482,537,529,549,601,612,621,543,557,455,381,354,288,233,194,164,122,105,77,48,56,43,40,40,21,27,23,23,17,12,14,9,9,9,15,13,6,6,14,12,11,12,7,7,10,48
South Goa,30,586,0,449,51,45,61,45,57,59,64,100,98,80,86,104,105,110,125,103,139,146,149,145,150,155,149,161,136,122,119,140,128,118,120,110,105,86,115,109,113,118,130,123,110,105,113,95,113,96,90,88,83,50,70,51,49,40,30,27,26,29,28,27,9,14,21,19,15,16,19,17,9,28
Varanasi,9,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,46,51,94,107,143,167,242,293,346,402,423,451,460,401,384,318,261,236,190,167,133,112,110,97,89,81,65,57,66,43,50,39,37,40,24,38,29,37,36,31,36,48,394
Kolar,29,581,0,4,0,1,4,3,3,2,5,6,6,12,25,23,30,51,58,94,139,127,208,251,275,316,403,472,513,609,645,777,788,900,917,905,867,840,847,721,711,595,458,404,365,316,260,200,149,133,151,97,90,62,44,56,48,43,37,28,29,31,22,29,25,19,17,24,16,21,10,19,14,102
Uttar Dinajpur,19,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,17,18,34,76,116,228,308,438,516,650,787,866,908,998,981,939,799,801,754,645,558,498,433,348,316,243,191,157,133,106,85,68,55,43,37,33,27,20,20,13,10,14,17,11,10,8,12,7,8,5,30
Mon,13,261,0,1,0,0,2,1,1,6,5,18,15,27,45,94,144,198,253,495,627,885,1044,1131,986,730,515,295,179,117,104,61,45,37,27,22,27,19,20,9,9,7,14,6,12,6,4,3,2,3,4,4,2,3,5,1,2,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Madurai,33,623,0,121,14,17,15,29,25,35,45,39,54,63,56,74,74,80,126,152,156,204,261,329,371,429,496,566,623,644,719,726,717,763,696,738,646,627,563,468,440,342,259,216,158,146,113,141,105,79,78,75,47,63,39,43,37,39,29,21,26,27,32,29,18,18,13,11,18,12,20,23,14,64
Mahamaya Nagar,9,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,61,112,152,238,266,274,331,382,363,369,380,441,476,458,442,443,398,420,332,263,253,244,152,127,100,104,78,54,31,32,32,21,33,13,10,12,9,7,8,11,12,7,35
Sirohi,8,117,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,34,66,173,336,680,1093,1547,2038,2164,1986,1715,1509,1304,1154,999,871,730,572,511,422,399,321,267,219,188,195,151,131,135,108,86,72,73,49,53,41,33,43,37,26,23,23,20,29,20,19,31,20,18,18,14,19,9,11,9,9
Auraiya,9,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,14,42,77,81,140,129,157,179,196,261,319,434,464,480,476,470,513,466,453,453,431,388,384,304,305,225,188,155,114,100,65,66,50,50,39,51,26,23,32,18,21,18,14,13,17,8,13,11,16,65
Jagatsinghapur,21,380,0,0,0,0,0,0,0,0,0,3,1,5,4,13,18,19,40,39,60,70,88,93,155,186,198,275,291,318,348,363,366,359,389,370,361,370,305,305,285,232,182,142,124,111,81,84,80,50,57,50,46,42,19,24,23,16,19,15,11,19,23,17,14,23,22,21,23,15,24,19,12,107
Upper Siang,12,252,0,1087,176,250,286,366,468,614,790,910,1168,1429,1786,2134,2511,2788,2934,2922,2564,2138,1443,848,511,243,107,44,24,19,8,6,9,7,5,4,5,8,5,9,4,4,3,3,2,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulbarga,29,579,0,140,29,38,53,56,75,102,132,165,211,314,440,552,746,966,1317,1690,2071,2343,2799,2909,2971,2863,2435,2130,1777,1602,1392,1241,1095,1004,864,864,766,658,693,594,555,502,495,499,419,420,352,285,285,260,211,185,179,157,135,127,110,89,78,74,63,57,50,35,34,37,34,38,35,31,21,25,21,167
Umaria,23,431,0,674,137,129,150,221,260,355,394,502,511,616,703,825,895,906,912,910,903,771,766,728,716,658,643,603,541,544,502,444,332,306,310,275,239,220,187,149,151,118,104,83,85,57,56,39,40,30,24,21,19,15,10,12,17,5,8,11,8,6,8,7,5,6,8,5,8,0,5,5,2,12
Jaipur,8,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,17,44,134,319,624,987,1279,1445,1380,1361,1305,1408,1387,1435,1425,1446,1418,1512,1529,1575,1645,1780,2007,1954,2075,2083,2205,1881,1738,1568,1384,1075,917,733,658,487,444,363,358,286,259,209,212,191,159,162,161,171,122,120,115,1214
Pithoragarh,5,62,0,17,5,7,7,12,16,24,29,32,70,85,149,185,321,501,719,1094,1486,1959,2343,2647,2992,3321,3524,3082,2162,1160,758,583,547,489,447,410,394,321,293,234,193,157,139,104,83,67,65,32,30,31,28,22,25,14,15,10,14,9,11,4,8,8,8,3,11,4,11,4,11,5,1,7,3,29
Reasi,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,14,22,75,111,228,418,637,788,944,809,656,623,583,501,513,505,465,446,395,322,285,237,207,166,155,101,105,84,66,59,44,51,36,42,36,47,31,28,16,12,12,9,15,4,5,4,1,3,8,5,1,1,1,0,3,12
Kohima,13,270,0,34,11,9,13,19,17,32,41,44,60,78,85,158,209,288,362,414,526,580,617,537,487,334,267,170,131,136,96,96,72,51,50,46,41,33,31,35,39,18,23,23,19,27,17,23,15,11,10,19,6,6,4,3,12,6,11,4,6,3,3,3,2,2,6,2,4,2,1,1,1,0
Sirmaur,2,32,0,0,0,0,0,0,0,0,0,0,0,2,6,10,18,33,65,105,177,286,446,587,660,850,1059,1022,1109,1055,948,729,590,438,369,300,229,211,171,169,144,122,125,105,88,91,68,74,54,72,68,60,41,40,38,42,34,26,35,18,16,17,18,12,14,9,12,9,7,8,5,2,4,10
Saharsa,10,214,0,0,0,0,0,0,0,0,0,0,1,2,4,3,10,22,47,76,153,205,286,260,290,210,153,155,151,179,223,193,236,263,288,269,279,272,298,283,237,260,262,251,253,202,218,160,137,141,122,100,83,52,29,35,18,24,20,17,4,15,3,5,7,6,3,8,5,6,6,11,2,22
West,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,7,7,6,8,7,6,9,488
Malappuram,32,592,0,647,73,79,109,132,117,149,158,159,217,191,221,268,297,326,329,347,396,432,520,533,540,611,641,649,608,532,458,393,326,274,228,202,158,126,108,90,89,54,58,48,30,34,27,26,24,20,14,12,9,4,5,5,2,3,0,0,4,0,0,0,0,0,0,0,1,2,1,0,0,0
Viluppuram,33,607,0,204,27,27,41,42,59,71,79,105,113,119,136,173,188,203,254,235,310,399,458,567,763,834,1032,1197,1314,1478,1529,1539,1500,1437,1390,1401,1261,1198,1052,961,868,804,666,517,429,381,309,255,214,169,150,142,132,81,83,59,53,48,43,33,27,25,24,12,15,18,20,10,6,4,2,5,4,2
Tapi,24,493,0,207,25,31,52,66,65,107,113,172,198,218,288,353,366,436,458,506,457,433,402,392,396,404,378,420,510,523,535,572,584,528,519,444,326,270,274,215,201,151,137,127,119,93,68,56,47,49,25,28,30,31,18,10,12,13,15,10,6,6,9,8,2,4,4,1,1,1,1,1,2,1
West Godavari,28,546,0,680,125,113,147,163,209,216,299,300,355,445,487,577,663,766,824,973,986,1167,1223,1155,1319,1200,1367,1295,1248,1293,1270,1240,1190,1079,1012,934,845,758,636,525,502,406,376,323,271,210,196,153,130,120,84,73,57,71,47,32,43,24,29,30,19,30,16,13,10,12,7,5,5,4,0,0,1,0
Madhepura,10,213,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1,10,13,23,53,67,111,165,163,229,264,339,351,373,419,432,393,395,390,343,364,328,353,311,319,282,270,248,215,173,144,131,108,84,64,56,44,23,23,13,17,9,7,9,4,2,6,3,5,3,0,2,3,3,3,2,5
Saraikela-kharsawan,20,369,0,1,0,0,1,1,1,1,0,5,7,14,18,39,58,145,165,249,301,319,347,336,333,308,319,278,317,308,326,339,360,401,422,394,448,459,445,416,370,356,380,342,282,229,203,188,172,150,128,102,92,72,64,44,40,49,29,33,23,23,23,20,17,23,11,17,21,15,20,21,21,92
Tiruppur,33,633,0,88,11,15,10,22,30,38,47,36,41,63,69,83,96,88,121,133,142,156,174,214,256,289,359,533,683,823,1026,1144,1226,1304,1261,1235,1157,1030,926,764,691,611,555,503,397,411,359,280,242,237,179,142,112,129,92,68,64,69,51,44,62,45,33,21,24,20,13,12,11,12,8,5,15,37
Mayurbhanj,21,376,0,345,83,121,152,203,296,312,435,587,796,937,1167,1356,1462,1401,1431,1435,1379,1320,1330,1372,1501,1601,1850,1984,2062,1959,1964,1907,1803,1615,1492,1342,1125,946,773,642,461,381,275,247,208,141,124,105,90,72,51,59,45,33,37,24,20,23,25,16,9,18,9,13,5,7,3,9,8,10,7,6,5,6
Barnala,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,34,189,410,639,681,598,576,477,421,363,350,253,265,203,186,160,147,130,120,95,103,80,64,47,50,32,34,19,23,19,20,12,10,12,7,9,8,46
Dakshin Bastar Dantewada,22,416,0,6469,932,957,1118,1248,1449,1600,1626,1784,1857,1779,1694,1590,1386,1159,952,861,723,624,547,442,396,351,281,255,213,214,196,138,98,91,75,83,72,62,51,55,49,49,34,33,33,25,34,25,16,16,21,25,18,15,19,15,13,18,8,10,11,21,13,17,10,13,11,6,13,1,6,6,5,11
Budaun,9,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,14,32,94,151,286,438,594,770,894,1107,1165,1289,1321,1393,1451,1601,1453,1455,1216,1157,996,848,624,577,383,324,267,176,159,139,102,79,68,42,47,48,52,30,36,28,20,22,21,19,17,13,11,8,11,9,6,5,4,46
Ukhrul,14,279,0,245,46,58,91,112,131,176,220,303,410,564,723,987,1239,1515,1828,1973,2130,1947,1609,1121,803,418,230,143,87,71,75,49,52,46,43,32,27,29,20,22,11,20,9,13,14,6,6,3,2,6,5,1,2,6,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Krishnagiri,33,631,0,528,65,61,97,106,131,145,175,203,253,269,301,338,377,402,426,430,481,482,461,460,536,634,667,754,824,960,933,942,939,958,854,771,679,578,500,415,342,320,240,193,170,164,140,129,111,91,85,81,76,50,56,46,45,30,27,33,24,30,15,21,19,9,21,12,15,9,6,4,4,6
Hugli,19,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,15,44,98,196,272,319,451,503,539,624,783,744,888,895,853,785,728,636,548,467,396,359,248,235,224,185,177,132,101,92,73,65,67,57,48,65,42,43,51,63,51,56,62,66,67,278
Hanumangarh,8,100,0,12,2,0,0,2,0,4,6,10,10,13,10,15,17,57,66,115,184,275,438,751,1193,1754,2205,2878,3492,4107,4304,4176,3766,2954,2329,1796,1500,1153,934,765,593,527,425,404,347,291,245,232,204,144,149,121,89,78,65,66,49,42,41,32,27,21,22,22,15,19,21,21,18,12,14,11,16,12
Muzaffarpur,10,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,17,43,82,171,279,366,434,524,574,681,698,763,777,833,878,833,844,755,733,677,532,449,426,344,271,204,157,117,92,76,69,43,32,41,28,27,23,20,13,14,11,14,17,12,11,13,17,15,16,11,12,18,121
Giridih,20,349,0,19,6,10,10,19,24,44,75,99,153,221,359,486,624,763,1000,1056,1136,1136,1013,1008,882,838,819,803,806,818,746,660,613,608,557,478,482,408,390,350,298,281,245,222,194,172,121,125,95,84,84,56,48,47,35,52,27,29,28,25,27,24,21,23,20,23,19,11,18,11,12,13,9,50
Khunti,20,365,0,26,9,12,11,22,26,38,50,73,102,144,198,355,446,614,728,901,1028,1001,906,870,708,631,504,423,341,285,216,189,156,108,95,88,75,62,57,41,28,22,24,18,24,11,18,11,7,15,10,8,13,9,4,7,5,2,7,2,9,1,4,2,2,3,0,1,2,2,1,0,1,0
Jammu,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,27,64,112,149,174,195,191,248,234,259,277,270,291,288,357,359,317,350,332,350,310,328,313,329,306,291,274,272,290,236,194,173,163,153,120,105,107,75,61,63,48,49,42,417
Koch Bihar,19,329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,4,14,12,32,45,62,78,149,180,308,320,326,338,372,503,655,853,953,1090,1147,1324,1246,1065,818,679,518,369,268,215,179,143,106,99,94,92,73,69,70,58,53,47,48,44,28,21,16,15,12,5,6,7,3,6,9
Sultanpur,9,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,34,92,201,356,601,836,1093,1375,1629,1681,1804,1796,1601,1389,1222,942,722,546,367,291,200,172,125,98,84,72,67,42,39,38,29,26,22,12,12,16,13,15,7,11,12,9,14,8,9,2,9,32
Janjgir-champa,22,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,7,12,26,23,36,44,80,109,172,292,367,518,661,744,822,862,870,847,811,799,765,766,698,719,593,542,539,512,450,423,372,353,289,246,210,166,166,134,99,109,77,67,64,34,25,28,22,27,12,19,17,10,15,63
Jharsuguda,21,371,0,4,1,3,2,1,6,11,19,12,14,33,36,56,77,109,118,142,149,171,197,214,274,264,285,319,340,327,376,348,366,369,342,325,297,264,253,258,250,211,180,180,132,138,127,102,91,87,83,69,83,78,56,70,61,91,62,67,53,57,66,42,42,35,31,25,32,23,22,21,13,89
Lower Dibang Valley,12,258,0,1218,228,249,287,400,529,622,790,928,1134,1378,1698,1904,2045,2169,2201,2151,1707,1438,1057,642,364,145,72,42,31,23,11,24,12,10,5,10,5,6,9,4,5,7,3,2,4,1,1,2,1,2,3,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Debagarh,21,373,0,229,50,59,67,75,112,168,232,258,347,391,504,589,616,735,742,750,725,721,626,559,513,434,379,361,285,224,192,183,156,138,126,100,78,56,60,41,41,31,18,12,13,11,11,7,11,3,5,5,1,3,2,4,2,3,0,3,1,1,2,1,2,0,0,2,1,0,1,0,0,1
Udham Singh Nagar,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,18,67,87,141,135,149,125,128,130,129,144,238,240,235,238,255,235,242,272,265,326,404,461,493,592,580,605,691,602,523,509,436,355,340,282,253,237,197,178,133,123,106,90,80,64,58,63,37,43,49,242
Murshidabad,19,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,21,59,83,160,254,313,484,614,708,785,916,1005,1124,1246,1314,1261,1326,1284,1220,1114,1066,975,867,762,683,627,502,415,339,280,237,195,172,132,122,95,66,71,58,51,47,42,50,27,33,39,30,22,18,23,26,24,20,67
Ludhiana,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,52,113,284,448,597,812,948,1027,996,941,937,872,863,771,713,659,570,535,483,440,348,320,272,246,245,206,195,164,106,98,99,91,86,70,72,63,72,65,60,792
Dimapur,13,265,0,0,0,0,0,1,1,1,1,0,8,7,10,12,20,35,40,79,115,142,173,193,227,209,200,170,157,143,108,119,100,92,80,58,84,45,73,60,50,41,42,49,37,43,27,36,31,29,28,22,26,26,25,20,35,33,31,19,29,30,38,25,24,17,12,6,4,3,3,3,2,7
Y.s.r.,28,551,0,4240,610,706,826,884,1134,1300,1498,1686,1913,2150,2299,2474,2562,2665,2671,2573,2471,2238,2042,1883,1851,1582,1532,1367,1298,1209,1123,1101,964,875,805,767,631,613,468,445,354,331,267,268,214,193,158,164,144,104,109,85,95,61,57,61,52,52,38,31,26,36,34,22,22,18,24,14,17,17,11,4,6,1
Bilaspur,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,10,14,27,97,118,150,228,261,362,458,509,520,482,452,354,305,277,173,147,105,60,44,40,34,43,21,23,17,19,17,12,15,17,6,10,7,10,6,3,7,5,5,3,1,1,3,2,0,0,4
Aurangabad,27,515,0,1019,150,189,202,243,306,338,388,429,505,676,806,933,1093,1300,1426,1628,1738,1793,1967,2051,2044,1983,1896,1717,1634,1420,1354,1214,1091,981,841,745,646,593,550,480,448,408,344,308,284,239,175,186,150,124,125,98,106,78,76,65,75,52,56,43,54,47,53,38,39,36,38,45,46,38,42,36,34,142
North,11,241,0,50,8,21,16,34,32,34,53,82,119,166,227,331,468,662,918,1217,1604,1905,2118,2181,1885,1414,1022,591,424,312,199,126,116,100,59,42,44,38,29,27,24,28,18,20,9,11,5,5,4,5,6,6,10,9,4,4,6,2,4,3,3,0,5,1,0,0,0,0,0,0,0,0,0,0
Kabeerdham,22,407,0,759,94,129,164,213,191,261,288,352,344,401,450,460,444,462,447,442,388,368,353,312,279,303,287,297,322,348,341,363,478,525,573,602,558,500,425,401,377,337,351,316,302,273,256,252,266,235,169,145,146,132,133,105,73,73,48,42,30,15,18,11,8,5,4,5,2,4,3,1,1,3
Barpeta,18,303,0,0,0,0,0,0,0,0,0,1,0,1,2,6,7,19,41,64,109,224,357,553,577,496,428,369,359,370,420,479,589,552,632,638,570,529,433,361,287,210,157,90,88,64,47,47,29,32,23,22,17,10,5,12,8,6,8,3,3,2,1,0,3,2,0,1,0,0,0,0,0,0
Banswara,8,125,0,0,0,0,0,0,1,0,0,0,0,0,1,6,7,6,23,40,89,157,247,403,495,699,790,922,1009,1079,1130,1130,1104,1152,1196,1138,1035,1016,994,875,677,536,405,311,211,141,131,87,68,64,34,33,30,26,33,19,21,15,11,12,7,10,10,8,6,16,10,15,10,4,8,8,2,23
Rudraprayag,5,58,0,4,1,3,2,3,3,8,9,15,25,33,70,94,164,205,298,399,451,573,580,551,484,446,416,367,305,241,184,166,160,160,165,198,176,155,167,188,176,159,134,133,101,88,70,52,42,30,21,18,10,9,12,8,5,3,4,1,2,2,2,0,1,1,0,1,0,0,0,0,0,0
Erode,33,610,0,565,56,65,106,115,134,141,186,208,233,278,305,333,364,421,427,505,548,642,622,657,619,662,512,369,373,302,218,264,321,484,776,1065,1155,1193,1136,1106,1055,839,670,501,388,296,246,210,160,155,111,116,104,75,68,84,75,58,57,38,37,33,27,19,27,20,14,10,13,8,3,7,2,0
Nagpur,27,505,0,138,27,43,52,56,74,100,138,178,209,276,378,467,584,678,795,938,1071,1148,1300,1420,1533,1699,1664,1708,1843,1812,1786,1802,1676,1540,1364,1330,1226,1102,1069,901,781,747,596,587,521,446,368,386,354,292,287,274,240,203,194,179,176,116,146,113,109,112,97,98,86,91,88,61,68,65,61,50,59,547
Gopalganj,10,217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,14,27,53,79,120,173,221,322,395,492,515,644,587,607,542,534,497,422,432,338,333,317,244,206,215,144,122,106,94,78,58,52,29,27,18,10,10,6,3,11,3,6,6,4,6,0,1,1,2,1,2,2,1,2,2
Haveri,29,564,0,779,93,129,120,165,177,211,246,277,347,399,420,533,538,610,736,828,789,851,908,834,780,757,659,619,536,509,472,445,361,335,325,349,301,251,220,215,193,182,169,128,134,130,120,84,65,65,60,55,41,34,32,27,14,17,14,11,17,14,10,14,15,10,12,14,10,10,5,6,2,29
Puducherry,34,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,12,17,16,10,27,22,32,24,19,34,31,38,41,45,51,43,55,54,46,44,44,50,34,42,40,26,21,33,27,26,26,25,15,13,19,10,19,16,7,58
Amreli,24,480,0,30,7,5,8,8,6,18,19,24,38,27,55,65,103,159,206,265,341,453,596,748,948,1163,1361,1760,2035,2358,2691,2794,2547,2308,1852,1467,1130,905,813,694,576,528,433,335,317,258,230,195,150,115,119,101,98,77,74,59,69,54,33,43,35,29,31,26,18,18,20,16,11,16,7,6,3,33
Lahul & Spiti,2,25,0,13,5,4,11,15,21,34,60,99,162,279,491,872,1445,2270,3634,4999,6701,7718,7679,7113,5989,5089,4058,3219,2114,962,386,135,57,29,20,15,10,2,5,10,6,4,2,1,2,2,3,2,3,3,1,2,0,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jorhat,18,312,0,7,1,1,7,3,8,6,15,19,26,47,68,130,156,274,355,494,574,689,671,639,601,532,488,430,514,517,474,487,507,534,466,485,459,407,340,289,264,222,214,153,133,119,80,80,79,48,35,36,34,25,26,27,23,29,19,20,20,9,16,8,9,7,6,7,2,3,5,1,1,2
Chhatarpur,23,425,0,23,8,6,14,8,19,20,35,50,89,116,171,227,372,512,755,1047,1311,1722,1880,1864,1903,1932,1864,1937,2100,2065,1971,1655,1459,1236,1125,960,892,867,766,604,598,539,465,465,386,346,302,249,202,177,173,141,123,102,81,85,54,50,36,40,27,23,16,13,13,15,13,10,6,14,2,5,10,25
Osmanabad,27,525,0,470,86,73,113,124,167,211,214,298,341,478,597,711,949,1100,1305,1571,1742,1941,1934,1915,1747,1584,1345,1133,986,911,821,691,644,560,581,493,462,432,378,316,296,249,224,222,174,179,142,113,98,77,85,49,59,55,66,38,35,40,21,18,14,18,20,12,5,8,6,12,4,2,2,1,0,4
Udhampur,1,19,0,0,0,0,0,0,0,0,1,0,2,4,3,13,36,51,87,164,265,357,469,489,502,412,403,438,466,422,445,450,376,371,372,374,337,334,354,341,377,363,348,312,279,285,222,159,130,99,64,55,37,53,35,33,28,17,23,24,17,18,20,26,15,11,16,9,12,11,8,4,7,13
Chandrapur,27,509,0,1582,265,274,376,451,536,583,704,784,919,1086,1252,1348,1523,1637,1680,1758,1783,1893,1901,1770,1811,1692,1601,1527,1442,1320,1336,1214,1164,1043,939,880,831,787,696,600,468,457,393,348,291,267,232,229,194,157,164,128,141,118,110,91,72,77,79,64,62,56,52,47,45,57,33,47,32,21,36,18,16,40
Mandya,29,573,0,16,3,5,5,9,6,9,12,15,21,32,33,35,74,89,124,152,189,284,341,455,557,649,793,927,1135,1142,1211,1244,1161,1173,1110,1022,895,796,704,600,481,439,366,299,269,192,162,153,133,100,81,68,60,47,45,34,32,42,33,27,29,32,18,28,20,15,12,20,16,14,12,11,9,57
South Garo Hills,17,295,0,10,1,3,1,6,3,7,6,7,19,26,37,53,74,137,204,321,478,642,814,912,818,753,529,445,339,250,241,198,164,132,112,98,91,65,66,68,57,41,40,30,28,30,27,14,15,13,13,9,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahibzada Ajit Singh Nagar,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,31,92,66,61,56,46,57,73,93,144,188,273,282,259,244,270,238,241,200,211,181,161,158,130,115,106,105,93,91,91,80,51,69,53,45,64,45,45,42,316
Lunglei,15,286,0,191,32,50,52,64,83,102,143,203,266,347,437,567,735,976,1248,1536,1797,1851,1909,1884,1439,1121,858,557,357,247,168,113,55,43,38,30,22,22,9,16,15,10,10,11,9,5,9,1,6,3,3,5,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lalitpur,9,167,0,3,1,0,2,1,3,3,10,8,18,38,67,86,149,235,387,561,826,1172,1602,1918,2157,2143,2009,1716,1367,1058,844,720,549,418,311,268,256,180,146,156,127,119,81,79,64,50,38,39,44,37,18,25,19,9,17,13,17,7,12,8,7,2,10,5,7,8,5,13,7,8,4,3,0,18
Chandel,14,280,0,299,44,71,92,125,139,183,263,315,405,530,670,818,995,1203,1276,1411,1436,1143,921,615,363,204,93,61,56,40,20,25,17,18,7,11,14,14,8,8,4,1,3,0,0,3,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganderbal,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,24,87,188,360,612,818,1014,863,540,242,129,48,27,38,27,33,24,27,23,15,10,8,2,7,1,3,1,1,2,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
