State,District,Name,sureDoubtfulNegativeMaskSum,unsureDoubtfulMaskSum,slopePositive,slopeNegative,stderrSum,stderrMedian,stderrMean,confidentForPositive
27,498,Dhule,0,0,3,0,0.2988179754,0.04123930494,0.04980299591,1
27,506,Bhandara,1,1,1,2,0.2731689597,0.04123930494,0.04552815995,1
27,508,Gadchiroli,2,1,0,3,0.4055820817,0.04123930494,0.06759701361,1
27,509,Chandrapur,2,0,1,2,0.3084458452,0.04123930494,0.05140764087,1
27,521,Pune,0,0,3,0,0.3377866199,0.04123930494,0.05629776999,1
27,522,Ahmadnagar,1,1,2,1,0.5234620534,0.04123930494,0.08724367556,1
27,530,Kolhapur,0,1,3,0,0.4580391095,0.04123930494,0.07633985159,1
27,531,Sangli,0,0,3,0,0.3299144395,0.04123930494,0.05498573992,1
29,558,Bidar,1,0,2,1,0.2909878522,0.04123930494,0.04849797537,1
29,569,Udupi,1,0,2,1,0.298457076,0.04123930494,0.04974284599,1
29,576,Kodagu,1,0,2,1,0.3240362016,0.04123930494,0.05400603359,1
29,577,Mysore,0,0,3,0,0.4123930494,0.04123930494,0.0687321749,1
32,588,Kasaragod,0,2,1,2,0.5543686014,0.04123930494,0.09239476691,1
33,608,Salem,0,1,3,0,0.4481149488,0.04123930494,0.07468582479,1
33,610,Erode,0,1,3,0,0.4481149488,0.04123930494,0.07468582479,1
33,611,The Nilgiris,0,1,3,0,0.4637751952,0.04123930494,0.07729586587,1
33,626,Ramanathapuram,2,0,1,2,0.3453918813,0.04123930494,0.05756531355,1
1,13,Shupiyan,3,0,0,3,0.3970726028,0.03868589716,0.06617876713,1
9,153,Kheri,2,1,0,3,0.2502011945,0.03868589716,0.04170019908,1
10,206,Sitamarhi,1,1,2,1,0.378390473,0.03868589716,0.06306507883,1
21,390,Kandhamal,2,1,0,3,0.4298970114,0.03868589716,0.0716495019,1
21,398,Koraput,2,1,0,3,0.3426685736,0.03868589716,0.05711142894,1
23,467,Burhanpur,1,0,2,1,0.2423290141,0.03868589716,0.04038816902,1
29,583,Bangalore Rural,1,0,2,1,0.2780917069,0.03499271061,0.04634861782,1
1,3,Leh(Ladakh),0,2,1,1,0.5426278952,0,0.09043798254,1
1,14,Anantnag,1,0,1,1,0.3513128024,0,0.05855213373,1
1,16,Doda,0,2,0,2,0.5051815372,0,0.08419692286,1
1,21,Jammu,1,0,1,1,0.1777113539,0,0.02961855898,1
1,22,Samba,0,0,1,0,0.3029703316,0,0.05049505527,1
2,23,Chamba,0,0,1,0,0.1081696828,0,0.01802828046,1
4,55,Chandigarh,1,0,0,1,0.2006791191,0,0.03344651985,1
5,56,Uttarkashi,1,0,1,1,0.2006791191,0,0.03344651985,1
5,62,Pithoragarh,0,0,1,0,0.1081696828,0,0.01802828046,1
7,90,North West,0,0,0,0,0,0,0,1
7,91,North,1,0,0,1,0.2006791191,0,0.03344651985,1
7,92,North East,1,0,0,1,0.2006791191,0,0.03344651985,1
7,93,East,1,0,0,1,0.2006791191,0,0.03344651985,1
7,94,New Delhi,1,0,0,1,0.2006791191,0,0.03344651985,1
7,95,Central,1,0,0,1,0.2006791191,0,0.03344651985,1
7,96,West,1,0,0,1,0.2006791191,0,0.03344651985,1
7,97,South West,0,0,0,0,0,0,0,1
7,98,South,0,0,0,0,0,0,0,1
8,100,Hanumangarh,0,0,2,0,0.2749941461,0,0.04583235768,1
8,101,Bikaner,0,1,1,0,0.2204917218,0,0.03674862029,1
8,102,Churu,0,1,0,0,0.1380131119,0,0.02300218531,1
8,103,Jhunjhunun,1,0,1,1,0.2102539229,0,0.03504232048,1
8,104,Alwar,1,0,1,1,0.1649572198,0,0.02749286996,1
8,111,Sikar,1,0,1,1,0.1906482927,0,0.03177471544,1
8,117,Sirohi,2,0,0,2,0.1649572198,0,0.02749286996,1
8,119,Ajmer,0,0,2,0,0.1828181694,0,0.03046969491,1
8,120,Tonk,1,1,0,1,0.2204917218,0,0.03674862029,1
8,121,Bundi,2,0,0,2,0.1649572198,0,0.02749286996,1
8,122,Bhilwara,1,0,1,1,0.1828181694,0,0.03046969491,1
8,123,Rajsamand,1,0,1,1,0.1598504042,0,0.02664173404,1
8,126,Chittaurgarh,1,0,1,1,0.1828181694,0,0.03046969491,1
8,128,Baran,2,0,0,2,0.2224494523,0,0.03707490872,1
9,154,Sitapur,2,0,0,2,0.1524640311,0,0.02541067185,1
9,180,Bahraich,0,0,0,0,0,0,0,1
9,188,Gorakhpur,2,0,0,2,0.2281648817,0,0.03802748028,1
9,190,Deoria,0,1,0,1,0.2528746295,0,0.04214577158,1
9,191,Azamgarh,0,1,1,1,0.3406499615,0,0.05677499359,1
9,193,Ballia,0,1,1,0,0.2006791191,0,0.03344651985,1
9,195,Ghazipur,1,0,1,1,0.2705587781,0,0.04509312968,1
10,207,Madhubani,1,0,0,1,0.1256276758,0,0.02093794597,1
10,209,Araria,0,0,0,0,0,0,0,1
10,210,Kishanganj,1,1,1,1,0.3010186787,0,0.05016977978,1
10,211,Purnia,1,0,0,1,0.1003395596,0,0.01672325993,1
10,212,Katihar,1,0,0,1,0.08247860988,0,0.01374643498,1
10,217,Gopalganj,0,2,2,0,0.4013582382,0,0.0668930397,1
10,224,Bhagalpur,0,0,0,0,0,0,0,1
10,225,Banka,1,0,1,1,0.1977607342,0,0.03296012237,1
10,231,Bhojpur,1,1,0,2,0.3917121032,0,0.06528535053,1
11,241,North District,0,1,0,1,0.4080597191,0,0.06800995318,1
11,243,South District,2,0,0,2,0.2372221985,0,0.03953703309,1
11,244,East District,1,0,0,1,0.2006791191,0,0.03344651985,1
12,260,Anjaw,0,2,1,1,0.4707257263,0,0.07845428772,1
14,272,Senapati,0,1,1,1,0.2911160896,0,0.04851934826,1
14,277,Imphal West,0,1,0,1,0.2799416849,0,0.04665694748,1
17,296,West Khasi Hills,0,1,1,0,0.1003395596,0,0.01672325993,1
17,299,Jaintia Hills,0,2,0,2,0.3263067949,0,0.05438446582,1
18,300,Kokrajhar,1,1,0,2,0.2943699952,0,0.04906166587,1
18,301,Dhubri,1,0,0,1,0.1081696828,0,0.01802828046,1
18,305,Nagaon,0,1,1,1,0.3790306646,0,0.06317177743,1
18,313,Golaghat,1,0,1,1,0.2259672353,0,0.03766120589,1
18,321,Kamrup,0,2,2,0,0.4326787311,0,0.07211312185,1
18,325,Darrang,1,0,1,1,0.2606509794,0,0.0434418299,1
19,330,Uttar Dinajpur,1,0,1,1,0.1906482927,0,0.03177471544,1
19,331,Dakshin Dinajpur,1,0,0,1,0.1003395596,0,0.01672325993,1
19,332,Maldah,1,0,1,1,0.1524640311,0,0.02541067185,1
19,333,Murshidabad,0,1,1,1,0.287328058,0,0.04788800967,1
19,334,Birbhum,0,0,1,0,0.1399708424,0,0.02332847374,1
19,340,Puruliya,2,0,0,2,0.2029994701,0,0.03383324502,1
19,342,Kolkata,1,0,0,1,0.2006791191,0,0.03344651985,1
20,365,Khunti,1,1,0,2,0.3525252171,0,0.05875420285,1
20,367,Simdega,1,1,1,1,0.3942739243,0,0.06571232072,1
20,368,Pashchimi Singhbhum,0,1,0,1,0.1081696828,0,0.01802828046,1
21,370,Bargarh,0,1,1,0,0.1003395596,0,0.01672325993,1
21,372,Sambalpur,0,1,1,0,0.1003395596,0,0.01672325993,1
21,374,Sundargarh,1,1,1,1,0.1828181694,0,0.03046969491,1
21,376,Mayurbhanj,1,1,0,2,0.2790478236,0,0.0465079706,1
21,391,Baudh,0,1,2,0,0.3286271459,0,0.05477119099,1
21,393,Balangir,0,1,0,1,0.1665986256,0,0.02776643759,1
21,395,Kalahandi,0,1,1,1,0.2669381851,0,0.04448969752,1
21,396,Rayagada,1,1,0,2,0.2832859663,0,0.04721432772,1
21,399,Malkangiri,1,1,0,2,0.1646589504,0,0.0274431584,1
22,400,Koriya,2,0,0,2,0.1728294002,0,0.02880490003,1
22,403,Raigarh,0,0,1,0,0.07737179433,0,0.01289529905,1
22,407,Kabeerdham,0,1,1,1,0.2085092423,0,0.03475154039,1
22,408,Rajnandgaon,0,1,2,0,0.2353628632,0,0.03922714386,1
22,417,Bijapur,1,1,0,2,0.2474358297,0,0.04123930494,1
23,425,Chhatarpur,1,1,0,2,0.2606509794,0,0.0434418299,1
23,428,Damoh,1,1,1,1,0.2460258314,0,0.04100430523,1
23,429,Satna,0,1,1,1,0.2085092423,0,0.03475154039,1
23,432,Neemuch,0,1,1,1,0.2805887011,0,0.04676478352,1
23,433,Mandsaur,1,0,1,1,0.2731269025,0,0.04552115042,1
23,438,Dhar,1,0,0,1,0.08247860988,0,0.01374643498,1
23,440,Khargone (West Nimar),0,0,0,0,0,0,0,1
23,441,Barwani,1,0,1,1,0.2281648817,0,0.03802748028,1
23,445,Sehore,0,0,1,0,0.1399708424,0,0.02332847374,1
23,450,Katni,0,0,0,0,0,0,0,1
23,451,Jabalpur,0,0,2,0,0.2081062857,0,0.03468438095,1
23,455,Chhindwara,2,0,0,2,0.2474358297,0,0.04123930494,1
23,457,Balaghat,0,1,1,0,0.1003395596,0,0.01672325993,1
23,466,Khandwa (East Nimar),2,0,0,2,0.1649572198,0,0.02749286996,1
24,468,Kachchh,0,0,1,0,0.127775313,0,0.0212958855,1
24,469,Banas Kantha,1,0,0,1,0.08247860988,0,0.01374643498,1
24,470,Patan,0,0,2,0,0.1649572198,0,0.02749286996,1
24,472,Sabar Kantha,0,0,1,0,0.08247860988,0,0.01374643498,1
24,475,Surendranagar,1,0,0,1,0.08247860988,0,0.01374643498,1
24,478,Porbandar,0,1,2,0,0.3525252171,0,0.05875420285,1
24,493,Tapi,1,0,1,1,0.1828181694,0,0.03046969491,1
25,494,Diu,1,0,0,1,0.2006791191,0,0.03344651985,1
25,495,Daman,1,0,0,1,0.2006791191,0,0.03344651985,1
26,496,Dadra & Nagar Haveli,2,0,0,2,0.3263067949,0,0.05438446582,1
27,499,Jalgaon,0,0,1,0,0.1547435887,0,0.02579059811,1
27,500,Buldana,0,0,0,0,0,0,0,1
27,501,Akola,0,0,2,0,0.2337973586,0,0.03896622643,1
27,503,Amravati,0,0,1,0,0.1350233036,0,0.02250388393,1
27,504,Wardha,0,0,1,0,0.08247860988,0,0.01374643498,1
27,507,Gondiya,1,0,1,1,0.2490772355,0,0.04151287258,1
27,511,Nanded,1,0,0,1,0.1081696828,0,0.01802828046,1
27,512,Hingoli,2,0,0,2,0.1598504042,0,0.02664173404,1
27,513,Parbhani,1,0,0,1,0.08247860988,0,0.01374643498,1
27,514,Jalna,1,0,0,1,0.1649572198,0,0.02749286996,1
27,515,Aurangabad,0,0,2,0,0.1649572198,0,0.02749286996,1
27,516,Nashik,0,0,2,0,0.2474358297,0,0.04123930494,1
27,518,Mumbai Suburban,1,0,0,1,0.127775313,0,0.0212958855,1
27,519,Mumbai,1,0,0,1,0.2006791191,0,0.03344651985,1
27,523,Bid,1,0,0,1,0.1649572198,0,0.02749286996,1
27,524,Latur,0,0,2,0,0.2163393656,0,0.03605656093,1
27,525,Osmanabad,1,0,0,1,0.08247860988,0,0.01374643498,1
27,526,Solapur,1,0,0,1,0.08247860988,0,0.01374643498,1
27,527,Satara,0,1,2,0,0.3245090483,0,0.05408484139,1
27,528,Ratnagiri,0,0,1,0,0.1649572198,0,0.02749286996,1
28,532,Adilabad,1,0,0,1,0.08247860988,0,0.01374643498,1
28,533,Nizamabad,0,0,1,0,0.1456862718,0,0.0242810453,1
28,534,Karimnagar,0,0,1,0,0.08247860988,0,0.01374643498,1
28,535,Medak,0,0,0,0,0,0,0,1
28,536,Hyderabad,1,0,0,1,0.2006791191,0,0.03344651985,1
28,537,Rangareddy,0,0,2,0,0.2474358297,0,0.04123930494,1
28,538,Mahbubnagar,0,0,0,0,0,0,0,1
28,539,Nalgonda,1,0,0,1,0.1003395596,0,0.01672325993,1
28,540,Warangal,0,0,0,0,0,0,0,1
28,541,Khammam,0,0,1,0,0.08247860988,0,0.01374643498,1
28,544,Visakhapatnam,1,0,1,1,0.2905848956,0,0.04843081593,1
28,545,East Godavari,1,0,0,1,0.08247860988,0,0.01374643498,1
28,546,West Godavari,1,0,1,1,0.2423290141,0,0.04038816902,1
28,547,Krishna,0,2,1,1,0.5105059723,0,0.08508432872,1
28,548,Guntur,0,0,2,0,0.2474358297,0,0.04123930494,1
28,549,Prakasam,0,0,0,0,0,0,0,1
28,550,Sri Potti Sriramulu Nellore,0,0,0,0,0,0,0,1
28,551,Y.S.R.,0,0,1,0,0.08247860988,0,0.01374643498,1
28,552,Kurnool,0,0,0,0,0,0,0,1
28,553,Anantapur,0,0,0,0,0,0,0,1
28,554,Chittoor,0,0,0,0,0,0,0,1
29,555,Belgaum,0,0,0,0,0,0,0,1
29,556,Bagalkot,0,0,0,0,0,0,0,1
29,557,Bijapur,0,0,0,0,0,0,0,1
29,559,Raichur,0,0,0,0,0,0,0,1
29,560,Koppal,0,0,1,0,0.1081696828,0,0.01802828046,1
29,561,Gadag,0,0,1,0,0.08247860988,0,0.01374643498,1
29,562,Dharwad,0,0,2,0,0.1649572198,0,0.02749286996,1
29,564,Haveri,1,0,0,1,0.07737179433,0,0.01289529905,1
29,565,Bellary,0,0,0,0,0,0,0,1
29,566,Chitradurga,0,0,0,0,0,0,0,1
29,567,Davanagere,0,0,0,0,0,0,0,1
29,570,Chikmagalur,1,0,1,1,0.1777113539,0,0.02961855898,1
29,571,Tumkur,0,0,0,0,0,0,0,1
29,573,Mandya,0,0,0,0,0,0,0,1
29,574,Hassan,1,0,0,1,0.07737179433,0,0.01289529905,1
29,575,Dakshina Kannada,1,0,1,1,0.2474358297,0,0.04123930494,1
29,578,Chamarajanagar,0,0,2,0,0.2627986166,0,0.04379976943,1
29,579,Gulbarga,0,0,0,0,0,0,0,1
29,580,Yadgir,0,0,0,0,0,0,0,1
29,582,Chikkaballapura,2,0,0,2,0.1906482927,0,0.03177471544,1
29,584,Ramanagara,0,0,1,0,0.1256276758,0,0.02093794597,1
30,585,North Goa,0,2,1,1,0.4256279567,0,0.07093799278,1
31,587,Lakshadweep,1,0,0,1,0.2006791191,0,0.03344651985,1
32,589,Kannur,0,0,1,0,0.2779839543,0,0.04633065905,1
32,591,Kozhikode,0,1,1,0,0.2913725436,0,0.04856209061,1
32,592,Malappuram,0,0,1,0,0.2730364155,0,0.04550606925,1
32,595,Ernakulam,1,1,1,1,0.4199125273,0,0.06998542122,1
32,596,Idukki,0,0,1,0,0.08247860988,0,0.01374643498,1
32,597,Kottayam,1,1,0,2,0.3594250344,0,0.05990417239,1
32,598,Alappuzha,1,1,1,1,0.3245090483,0,0.05408484139,1
32,599,Pathanamthitta,0,1,0,1,0.4080597191,0,0.06800995318,1
32,601,Thiruvananthapuram,0,2,0,2,0.4519344707,0,0.07532241178,1
33,603,Chennai,1,0,0,1,0.2006791191,0,0.03344651985,1
33,606,Tiruvannamalai,0,0,1,0,0.1547435887,0,0.02579059811,1
33,607,Viluppuram,0,0,1,0,0.08247860988,0,0.01374643498,1
33,612,Dindigul,0,1,0,1,0.2106032799,0,0.03510054665,1
33,613,Karur,0,0,2,0,0.2652967793,0,0.04421612989,1
33,621,Pudukkottai,0,1,1,0,0.2006791191,0,0.03344651985,1
33,622,Sivaganga,1,1,1,1,0.3970726028,0,0.06617876713,1
33,629,Kanniyakumari,0,2,0,2,0.5213019588,0,0.0868836598,1
33,630,Dharmapuri,0,1,1,1,0.2988179754,0,0.04980299591,1
33,631,Krishnagiri,0,0,1,0,0.1858973457,0,0.03098289095,1
34,634,Yanam,1,0,0,1,0.2006791191,0,0.03344651985,1
34,635,Puducherry,1,0,0,1,0.2006791191,0,0.03344651985,1
34,636,Mahe,2,0,0,2,0.3656363389,0,0.06093938981,1
34,637,Karaikal,1,0,0,1,0.2006791191,0,0.03344651985,1
35,638,Nicobars,1,0,0,1,0.2006791191,0,0.03344651985,1
35,639,North & Middle Andaman,1,0,0,1,0.2006791191,0,0.03344651985,1
35,640,South Andaman,1,0,0,1,0.2006791191,0,0.03344651985,1
3,41,Ludhiana,0,5,1,2,1.473358454,0.2644504266,0.2455597424,0
18,307,Lakhimpur,1,5,0,5,1.452601225,0.2545461645,0.2421002041,0
3,48,Patiala,1,4,4,1,1.378467843,0.2439588045,0.2297446405,0
3,35,Gurdaspur,1,5,1,5,1.331303135,0.2409689963,0.2218838558,0
21,379,Kendrapara,1,4,1,5,1.218708673,0.2372026712,0.2031181122,0
10,226,Munger,0,5,1,5,1.299670169,0.2359449958,0.2166116948,0
18,322,Kamrup Metropolitan,0,4,2,3,1.099150525,0.2333418115,0.1831917542,0
20,356,Lohardaga,1,4,2,3,1.127502921,0.2259672353,0.1879171535,0
13,265,Dimapur,0,4,1,4,1.136813196,0.2184794921,0.1894688661,0
10,227,Lakhisarai,1,4,1,5,1.171894856,0.2163393656,0.1953158093,0
2,31,Solan,0,4,4,0,1.054521952,0.2155386633,0.1757536587,0
19,327,Darjiling,2,3,2,3,1.068591316,0.2149225064,0.1780985527,0
3,40,Fatehgarh Sahib,1,4,3,2,1.075009715,0.2134713227,0.1791682858,0
33,619,Thiruvarur,0,4,3,1,0.9573119571,0.2128675537,0.1595519928,0
3,52,Sahibzada Ajit Singh Nagar,0,4,2,2,1.005653827,0.2100702131,0.1676089712,0
9,140,Ghaziabad,1,4,2,3,1.174064403,0.2094485047,0.1956774006,0
6,72,Kurukshetra,2,3,1,4,1.236860024,0.2064542896,0.2061433373,0
2,28,Hamirpur,1,3,1,4,1.043749301,0.2056411995,0.1739582168,0
9,132,Saharanpur,0,3,5,0,1.015979901,0.2011183556,0.1693299834,0
3,46,Bathinda,0,4,2,1,1.077778094,0.2006791191,0.1796296823,0
9,138,Meerut,2,3,2,3,1.040689862,0.2006791191,0.1734483104,0
20,361,Ramgarh,1,4,1,4,1.033757469,0.2006791191,0.1722929116,0
9,141,Gautam Buddha Nagar,2,3,1,5,1.102017881,0.2003395596,0.1836696468,0
19,337,North Twenty Four Parganas,1,4,1,4,1.060980174,0.1996107316,0.1768300289,0
10,223,Khagaria,2,3,1,5,1.177181213,0.1986241664,0.1961968688,0
18,311,Sivasagar,2,4,0,6,1.07679592,0.1986241664,0.1794659867,0
5,68,Hardwar,1,3,3,3,1.193529769,0.195613097,0.1989216282,0
10,229,Nalanda,1,3,2,3,1.04811145,0.1943796436,0.1746852417,0
19,336,Nadia,1,3,1,4,1.054979627,0.1943796436,0.1758299379,0
14,278,Imphal East,1,3,2,3,0.9875913608,0.1914689956,0.1645985601,0
6,70,Ambala,0,3,3,2,1.112715066,0.1906482927,0.1854525109,0
9,151,Pilibhit,2,3,0,5,1.00657184,0.1884243026,0.1677619733,0
9,157,Lucknow,1,3,2,3,0.9689832921,0.1884243026,0.1614972153,0
19,343,South Twenty Four Parganas,2,3,0,5,0.8919323564,0.1872871561,0.1486553927,0
2,30,Bilaspur,1,3,3,2,0.9419069305,0.1855414771,0.1569844884,0
6,75,Panipat,0,3,6,0,1.057639586,0.1855414771,0.1762732643,0
9,171,Chitrakoot,0,3,4,1,0.9999611208,0.1844181313,0.1666601868,0
9,181,Shrawasti,1,3,2,2,1.019571013,0.1835895027,0.1699285021,0
3,42,Moga,2,3,4,2,0.9597369073,0.1828181694,0.1599561512,0
6,89,Palwal,3,3,0,6,1.013569706,0.1828181694,0.1689282844,0
13,270,Kohima,1,3,1,4,0.9319705495,0.1828181694,0.1553284249,0
3,53,Sangrur,2,2,2,3,1.068819676,0.1824786099,0.1781366127,0
6,71,Yamunanagar,0,4,3,2,0.9487511697,0.1810128187,0.1581251949,0
21,386,Khordha,1,3,3,3,0.9357140719,0.1807632167,0.1559523453,0
19,341,Haora,1,3,2,3,0.9614264677,0.1798790504,0.1602377446,0
9,183,Gonda,0,3,3,1,0.9854714149,0.1781155011,0.1642452358,0
33,615,Perambalur,2,3,1,4,0.8884409984,0.1777113539,0.1480734997,0
21,380,Jagatsinghapur,3,3,0,6,1.067746987,0.1773967847,0.1779578312,0
3,49,Amritsar,1,3,2,2,0.9291966766,0.1771762387,0.1548661128,0
6,74,Karnal,0,3,4,0,1.049758709,0.1759311139,0.1749597849,0
3,36,Kapurthala,1,3,3,2,0.9715894198,0.1756813346,0.16193157,0
10,214,Saharsa,2,2,1,4,0.8739705978,0.1756564012,0.1456617663,0
9,164,Kanpur Nagar,2,2,3,3,1.077740068,0.1739518133,0.1796233446,0
12,255,Lower Subansiri,1,3,3,2,0.9742604418,0.1739518133,0.1623767403,0
2,27,Mandi,3,2,1,4,0.9341861191,0.1703249808,0.1556976865,0
3,51,Rupnagar,0,3,2,2,0.7576684462,0.1703249808,0.1262780744,0
18,316,Cachar,1,3,1,3,0.8320225052,0.1699854212,0.1386704175,0
18,308,Dhemaji,2,4,0,6,1.171939183,0.169765766,0.1953231971,0
33,618,Nagapattinam,0,3,3,2,0.9852400174,0.169765766,0.1642066696,0
6,69,Panchkula,1,2,0,3,0.8094179573,0.1693461155,0.1349029929,0
20,363,Jamtara,0,3,3,0,1.04410411,0.1693461155,0.1740173517,0
21,387,Puri,1,3,1,4,0.9632297592,0.1675116518,0.1605382932,0
5,66,Nainital,0,2,4,1,0.8918457612,0.1649572198,0.1486409602,0
5,67,Udham Singh Nagar,2,3,2,3,1.029086636,0.1649572198,0.1715144393,0
18,318,Hailakandi,4,2,0,6,0.9684948763,0.1649572198,0.1614158127,0
33,602,Thiruvallur,0,1,4,1,0.8727652387,0.1649572198,0.1454608731,0
33,604,Kancheepuram,0,2,5,1,0.9465720247,0.1649572198,0.1577620041,0
33,609,Namakkal,0,2,6,0,0.9561522071,0.1649572198,0.1593587012,0
15,282,Kolasib,1,3,1,4,0.9831995838,0.1631533974,0.1638665973,0
17,293,West Garo Hills,0,4,0,4,0.7576594873,0.1631533974,0.1262765812,0
12,253,Changlang,3,3,0,6,0.9938772268,0.1622545242,0.1656462045,0
10,221,Samastipur,2,2,0,4,0.8644377411,0.1621722634,0.1440729569,0
19,338,Hugli,1,2,4,1,0.9555703738,0.1615517359,0.159261729,0
10,222,Begusarai,4,2,0,6,1.055551965,0.1598504042,0.1759253274,0
12,250,West Siang,2,2,1,3,0.9381351655,0.1598504042,0.1563558609,0
13,264,Wokha,2,2,0,4,0.8115338787,0.1598504042,0.1352556464,0
10,205,Sheohar,2,3,0,5,0.7819331588,0.1590789818,0.1303221931,0
9,177,Faizabad,3,2,1,4,0.8929003836,0.1579277406,0.1488167306,0
3,47,Mansa,3,2,1,4,0.8259166036,0.1553217458,0.1376527673,0
10,239,Jehanabad,1,3,1,4,0.8576880016,0.1553217458,0.1429480003,0
18,319,Bongaigaon,1,3,0,4,0.8489420163,0.1544244009,0.1414903361,0
20,353,Pakur,0,3,2,2,0.8670477515,0.1528143003,0.1445079586,0
10,215,Darbhanga,0,2,3,0,0.7813170803,0.1523058687,0.1302195134,0
10,240,Arwal,1,3,0,4,0.8528909529,0.1514851658,0.1421484921,0
12,246,West Kameng,1,1,3,1,0.8545747545,0.1514851658,0.1424291257,0
12,247,East Kameng,1,1,3,2,0.9029313784,0.1514851658,0.1504885631,0
20,354,Dhanbad,2,1,2,2,0.6702480763,0.1514851658,0.1117080127,0
3,38,Hoshiarpur,0,3,3,1,0.7528772808,0.1508109646,0.1254795468,0
6,88,Faridabad,1,3,1,3,0.7572484238,0.1505093393,0.1262080706,0
10,220,Vaishali,0,3,2,2,0.8087305878,0.1505093393,0.1347884313,0
18,324,Baksa,1,3,1,4,0.9184836874,0.1505093393,0.1530806146,0
3,45,Faridkot,2,2,2,3,0.7831382524,0.1499902617,0.1305230421,0
9,174,Kaushambi,4,1,0,5,0.7429886566,0.1499902617,0.1238314428,0
23,444,Bhopal,0,1,5,0,0.7827245183,0.1499902617,0.1304540864,0
18,310,Dibrugarh,1,2,4,1,0.8882505886,0.1473572156,0.1480417648,0
6,82,Rohtak,0,2,4,0,0.7398791978,0.1471869693,0.1233131996,0
9,134,Bijnor,4,1,1,5,0.8871234931,0.1470511427,0.1478539155,0
9,178,Ambedkar Nagar,1,2,1,3,0.7836101997,0.1470511427,0.1306016999,0
18,323,Nalbari,1,2,2,2,0.8265294129,0.1470511427,0.1377549021,0
1,17,Ramban,1,3,1,3,0.8338043743,0.1468555799,0.1389673957,0
