distName,st_cen_cd,censuscode,SOL
Gurgaon,6,86,41582.656
Pashchimi Singhbhum,20,368,16833.941
Bagalkot,29,556,19559.3
Bijnor,9,134,24449.14
Nayagarh,21,385,4996.4204
Thiruvallur,33,602,42593.45
Nagappattinam,33,618,8147.0303
Korba,22,404,30426.11
Karur,33,613,9587.07
Bhilwara,8,122,31328.852
Chamrajnagar,29,578,11199.77
Raigarh,22,403,33061.61
Ratnagiri,27,528,10929.65
Marigaon,18,304,4032.05
Gautam Buddha Nagar,9,141,66228.414
Gorakhpur,9,188,34121.72
Shahid Bhagat Singh Nagar,3,39,5327.84
Rampur,9,136,18609.83
Dumka,20,362,9499.89
Bareilly,9,150,33626.54
Pashchim Champaran,10,203,16836.98
Ambala,6,70,13759.12
Pathanamthitta,32,599,5570.1196
Kozhikode,32,591,5504.55
Mainpuri,9,148,20283.21
Thanjavur,33,620,11963.42
Chhindwara,23,455,20677.23
Kannur,32,589,5396.3403
Saharanpur,9,132,28951.838
Datia,23,422,9567.011
Dhemaji,18,308,3054.2302
Champawat,5,65,2023.22
Yadgir,29,580,13460.211
Sidhi,23,462,12586.7
Uttarkashi,5,56,11282.67
Madhubani,10,207,13781.42
Satara,27,527,25089.531
Indore,23,439,40638.633
Maldah,19,332,16189.49
Baksa,18,324,5086.64
Kathua,1,7,11007.47
Junagadh,24,479,30345.871
Haora,19,341,23106.918
Kannauj,9,160,13730.539
Golaghat,18,313,15131.81
Dehradun,5,60,23389.18
Chatra,20,347,7167.76
Shajapur,23,436,15440.551
Jind,6,77,11943.709
Rajgarh,23,442,17075.04
Amritsar,3,49,32978.5
Lakshadweep,31,587,472.54
Gonda,9,183,24913.168
Jabalpur,23,451,30996.56
West Siang,12,250,4636.27
Leh (ladakh),1,3,114583.164
Mumbai Suburban,27,518,43326.38
Thoothukkudi,33,627,16307.67
Bhavnagar,24,481,29679.338
Narmada,24,487,5369.8096
Koraput,21,398,14953.591
Lohit,12,259,3230.3
Hassan,29,574,19476.578
Nainital,5,66,11752.92
Tawang,12,245,1547.3501
Nashik,27,516,65160.63
Garhchiroli,27,508,13931.44
Latehar,20,359,5634.71
Uttar Bastar Kanker,22,413,8415.32
Serchhip,15,285,821.76
Subarnapur,21,392,5207.9697
North East,7,92,9165.641
Rajouri,1,6,8242.94
Alwar,8,104,52584.332
Panna,23,426,13039.32
Dhar,23,438,23757.77
Shrawasti,9,181,9137.2295
East Godavari,28,545,39556.98
Kanniyakumari,33,629,9257.15
Jalgaon,27,499,30828.762
Maharajganj,9,187,11007.48
Pulwama,1,12,2025.4199
Kolkata,19,342,18945.61
Pune,27,521,125260.17
Munger,10,226,5870.58
Dharmapuri,33,630,10799.81
Pudukkottai,33,621,10283.851
Karimnagar,28,534,44899.977
Banda,9,170,14595.39
Jalor,8,116,18000.578
Sahibganj,20,352,6425.7896
Mokokchung,13,262,2977.24
Kheda,24,483,19033.03
Bauda,21,391,3584.24
Pali,8,118,29928.05
Kamrup Metropolitan,18,322,9668.09
Panch Mahals,24,484,17091.89
Deoghar,20,350,17251.0
Jehanabad,10,239,5694.43
Kodagu,29,576,4635.1704
Srinagar,1,10,6382.8096
Aurangabad,27,515,34351.71
Dhule,27,498,16311.83
Kishanganj,10,210,6046.8003
Gurdaspur,3,35,21990.969
Sikar,8,111,27153.15
West Nimar,23,440,14743.47
Nawada,10,237,10619.16
Ujjain,23,435,25139.121
Nagaur,8,112,42816.82
Patna,10,230,37477.188
Dausa,8,109,22044.0
West Khasi Hills,17,296,5376.5
Samba,1,22,8010.64
Tinsukia,18,309,24321.92
Chitradurga,29,566,22791.72
Sambalpur,21,372,19656.06
Purba Champaran,10,204,17568.621
Burhanpur,23,467,4389.98
Idukki,32,596,6189.8003
Jalpaiguri,19,328,22127.9
Anjaw,12,260,3636.5698
Shahdol,23,460,12972.911
Bargarh,21,370,14732.18
East Khasi Hills,17,298,7818.7207
Bhiwani,6,81,16785.719
Navsari,24,490,8011.04
Bastar,22,414,14997.7705
Barmer,8,115,47860.418
Lohardaga,20,356,3606.45
Kota,8,127,33203.26
Sirsa,6,79,14430.63
Gaya,10,236,24105.209
Diu,25,494,751.56
Dima Hasao,18,315,4018.44
Dadra & Nagar Haveli,26,496,8040.0303
Nalbari,18,323,2056.9502
Anantnag,1,14,6275.33
Mansa,3,47,7718.5996
Ramanathapuram,33,626,7114.16
Kendujhar,21,375,22701.56
Raichur,29,559,25639.34
Tiruchirappalli,33,614,20038.93
Dindigul,33,612,16168.17
Rajsamand,8,123,17906.16
Jhajjar,6,83,14241.899
Ranchi,20,364,39576.77
East,7,93,13433.25
East,11,244,2695.3198
Karimganj,18,317,4738.7197
Ajmer,8,119,35965.16
Bidar,29,558,18950.19
Kendrapara,21,379,5477.09
Nalgonda,28,539,42328.79
Bhagalpur,10,224,14113.959
Bhadrak,21,378,7224.33
Imphal East,14,278,5945.65
Patiala,3,48,22757.6
Sundargarh,21,374,32617.588
Kaithal,6,73,11715.959
Sri Potti Sriramulu Nellore,28,550,35888.07
Anugul,21,384,29483.15
Bangalore Rural,29,583,23041.191
Bijapur,22,417,5063.14
Anantapur,28,553,33869.027
Palakkad,32,593,10473.779
Sant Kabir Nagar,9,186,9273.38
Theni,33,624,5921.15
Rajkot,24,476,56865.723
Allahabad,9,175,62973.19
Sitamarhi,10,206,9909.73
Balangir,21,393,17112.21
Bijapur,29,557,25825.652
Sangrur,3,53,16743.2
Balaghat,23,457,13479.17
Rangareddy,28,537,118423.52
Dakshin Dinajpur,19,331,8144.01
Pakur,20,353,4888.5996
Bundi,8,121,16568.7
Garhwal,5,61,8796.859
Faridkot,3,45,7437.2397
Bilaspur,2,30,3442.61
Badgam,1,2,5552.1
Buxar,10,232,5005.16
Churu,8,102,28549.86
Adilabad,28,532,33107.633
Ariyalur,33,616,5712.7197
Kanpur Dehat,9,163,15812.66
Tonk,8,120,14548.22
Betul,23,447,15654.43
Sivasagar,18,311,19495.96
Nanded,27,511,27467.117
Karauli,8,107,15110.65
Namakkal,33,609,14590.351
Bhojpur,10,231,11857.149
Kullu,2,26,8912.66
Porbandar,24,478,7239.26
Basti,9,185,21938.36
Data Not Available,99,0,176606.3
Daman,25,495,3021.8398
Mamit,15,281,2095.0
Sheopur,23,418,11102.28
Surendranagar,24,475,31988.24
Palamu,20,358,10499.06
Kiphire,13,269,1279.62
Alappuzha,32,598,6516.08
Kancheepuram,33,604,62175.89
Sheikhpura,10,228,3391.73
Balrampur,9,182,11148.68
Morena,23,419,21485.18
Karnal,6,74,21340.34
Shimoga,29,568,17117.719
Rewa,23,430,30235.3
Kalahandi,21,395,13302.43
Jhabua,23,464,9110.37
Sheohar,10,205,1579.99
Vidisha,23,443,16170.51
Changlang,12,253,5377.37
West,7,96,18769.738
East Nimar,23,466,13399.64
Goalpara,18,302,7179.1997
Nicobar,35,638,768.57007
Kokrajhar,18,300,6489.61
Prakasam,28,549,37116.23
Rajnandgaon,22,408,19344.709
Jyotiba Phule Nagar,9,137,15642.45
Vizianagaram,28,543,11266.66
Siwan,10,218,11799.04
Shahjahanpur,9,152,23980.951
Bid,27,523,26595.71
Lakhimpur,18,307,4666.84
Karbi Anglong,18,314,12738.931
Ahmadabad,24,474,75458.25
Tikamgarh,23,424,22286.02
Virudunagar,33,625,13390.851
South West,7,97,43144.14
Wayanad,32,590,2643.87
Longleng,13,268,833.6
Cuddalore,33,617,19969.67
Hyderabad,28,536,42374.96
Bishnupur,14,275,1224.67
Kaushambi,9,174,15646.96
Dharwad,29,562,17548.111
Buldana,27,500,22940.162
Mahbubnagar,28,538,56292.027
Begusarai,10,222,16593.78
Dhanbad,20,354,35355.35
Fatehpur,9,172,21601.14
Rayagada,21,396,8385.811
Vaishali,10,220,12330.09
Mahoba,9,169,11068.12
Dhubri,18,301,6474.44
North Goa,30,585,16042.51
Bongaigaon,18,319,2919.31
Jamtara,20,363,6832.2
Medak,28,535,49468.047
Jamnagar,24,477,80481.81
Sitapur,9,154,26192.648
Vellore,33,605,26714.54
Khagaria,10,223,4093.51
Valsad,24,491,14047.2295
Bhandara,27,506,8489.33
Moga,3,42,11053.87
Ratlam,23,434,14962.971
Jaisalmer,8,114,48850.117
Kurukshetra,6,72,11141.33
Kupwara,1,1,3837.34
Doda,1,16,3824.0303
Raigarh,27,520,42502.47
Kargil,1,4,26417.271
Punch,1,5,9129.061
Jhunjhunun,8,103,23539.64
West Tripura,16,289,18165.56
Central,7,95,3651.7998
Pilibhit,9,151,13497.591
Thane,27,517,90343.73
Ballia,9,193,24336.22
East Kameng,12,247,3783.23
Tirap,12,254,2152.93
Dhamtari,22,412,7242.8696
North 24 Parganas,19,337,51127.746
Tarn Taran,3,50,21136.371
Kamrup,18,321,9924.141
Dibrugarh,18,310,22419.672
Ghaziabad,9,140,43269.69
Kachchh,24,468,86142.85
Firozabad,9,147,26422.15
Arwal,10,240,3785.17
Kinnaur,2,34,9834.6
Unnao,9,156,22474.51
Papum Pare,12,248,6621.1104
Ramanagara,29,584,16354.81
Chandauli,9,196,18178.201
Tuensang,13,267,2708.98
Kottayam,32,597,6718.27
South Andaman,35,640,2696.9697
Mewat,6,87,10825.13
Etawah,9,161,22074.639
East Siang,12,251,3000.02
Sangli,27,531,23237.441
Gandhinagar,24,473,25165.16
Lucknow,9,157,93210.77
Mahesana,24,471,24987.672
Dohad,24,485,9658.449
Dhenkanal,21,383,15911.1
Shivpuri,23,423,24948.777
The Dangs,24,489,1698.94
Imphal West,14,277,374.7
Wardha,27,504,17795.41
Garhwa,20,346,4451.34
Nandurbar,27,497,14190.61
Sindhudurg,27,529,5192.9805
Lakhisarai,10,227,4726.41
Khammam,28,541,30370.04
Alirajpur,23,465,6658.2104
Nabarangapur,21,397,8266.93
Nagaon,18,305,13548.83
New Delhi,7,94,9763.11
Kheri,9,153,33620.45
Koppal,29,560,15420.779
Srikakulam,28,542,13051.81
Kushinagar,9,189,12250.43
Kulgam,1,15,2632.06
Damoh,23,428,20343.0
Dindori,23,453,6984.64
Tumkur,29,571,34591.14
Kolasib,15,282,1426.04
Purnia,10,211,13538.6
Darrang,18,325,4243.9297
Yavatmal,27,510,35355.633
Lawangtlai,15,287,1119.8099
Aizawl,15,283,3847.7798
Zunheboto,13,263,2472.83
Siddharth Nagar,9,184,11463.93
Fatehabad,6,78,8628.37
Nuapada,21,394,5750.5
Kodarma,20,348,10504.43
Jalna,27,514,18059.61
Surguja,22,401,29916.469
Bulandshahr,9,142,32390.31
Cuttack,21,381,24146.33
Krishna,28,547,37517.64
Thoubal,14,276,2616.68
North & Middle Andaman,35,639,1584.36
Katihar,10,212,9791.711
Ahmadnagar,27,522,66712.375
Hingoli,27,512,11274.31
Ri Bhoi,17,297,4860.25
Mahasamund,22,411,15828.34
Karaikal,34,637,1785.86
