distName,st_cen_cd,censuscode,SOL
Malappuram,32,592,2926.0552
Viluppuram,33,607,17254.2
Tapi,24,493,5116.0703
West Godavari,28,546,17060.305
Madhepura,10,213,8023.87
Saraikela-kharsawan,20,369,11751.179
Tiruppur,33,633,18420.088
Mayurbhanj,21,376,8555.249
Barnala,3,54,6135.823
Dakshin Bastar Dantewada,22,416,1268.0204
Budaun,9,149,20452.318
Ukhrul,14,279,340.43665
Krishnagiri,33,631,12487.205
Hugli,19,338,18631.398
Hanumangarh,8,100,10927.562
Muzaffarpur,10,216,15583.064
Giridih,20,349,10642.26
Khunti,20,365,1262.993
Jammu,1,21,37810.55
Koch Bihar,19,329,10494.27
Sultanpur,9,179,22530.2
Janjgir-champa,22,405,21823.174
Jharsuguda,21,371,13642.473
Lower Dibang Valley,12,258,178.2209
Debagarh,21,373,692.9566
Udham Singh Nagar,5,67,25141.322
Murshidabad,19,333,23263.387
Ludhiana,3,41,33619.785
Dimapur,13,265,6150.886
Y.s.r.,28,551,10697.927
Bilaspur,22,406,44200.594
Aurangabad,10,235,11814.33
North,7,91,9748.801
Kabeerdham,22,407,10978.157
Barpeta,18,303,3521.9353
Banswara,8,125,6380.842
Rudraprayag,5,58,1901.5475
Erode,33,610,13699.47
Nagpur,27,505,56318.52
Gopalganj,10,217,7509.045
Haveri,29,564,8210.143
Puducherry,34,635,7373.377
Amreli,24,480,15522.964
Lahul & Spiti,2,25,7227.1436
Jorhat,18,312,5094.8354
Chhatarpur,23,425,19838.64
Osmanabad,27,525,7458.9995
Udhampur,1,19,7568.3076
Chandrapur,27,509,17715.14
Mandya,29,573,13933.422
South Garo Hills,17,295,1055.1783
Sahibzada Ajit Singh Nagar,3,52,19260.738
Lunglei,15,286,-880.2818
Lalitpur,9,167,11532.239
Chandel,14,280,445.8474
Ganderbal,1,11,1036.4543
Rupnagar,3,51,7584.8184
Hamirpur,2,28,1717.1143
Hamirpur,9,168,10666.263
Warangal,28,540,22403.0
Kandhamal,21,390,-1142.0347
Yamunanagar,6,71,8345.433
Singrauli,23,463,18949.197
Khordha,21,386,20325.76
Kangra,2,24,7780.5557
Katni,23,450,11835.776
Barwani,23,441,3680.109
Kasaragod,32,588,1442.1624
Ambedkar Nagar,9,178,12998.031
Narsimhapur,23,452,15242.237
Durg,22,409,37672.69
Chirang,18,320,4800.7188
Neemuch,23,432,7670.4736
Panipat,6,75,17429.367
Nizamabad,28,533,16289.959
Salem,33,608,27384.27
Sehore,23,445,12411.186
Banas Kantha,24,469,18973.877
Aligarh,9,143,31327.984
Chikkaballapura,29,582,10521.953
Etah,9,201,12075.545
Solan,2,31,8201.381
Sivaganga,33,622,5246.2773
West Garo Hills,17,293,4006.8486
Puruliya,19,340,14140.416
Hazaribagh,20,360,13679.832
Chitrakoot,9,171,4485.535
Parbhani,27,513,11683.762
Baran,8,128,21844.184
Visakhapatnam,28,544,35098.22
Satna,23,429,22199.79
Hardoi,9,155,13049.544
Dakshina Kannada,29,575,15087.938
Seoni,23,456,7737.3154
Rohtas,10,234,10584.468
Dewas,23,437,12240.853
Moradabad,9,135,32755.047
Ramban,1,17,4163.033
Rewari,6,85,11881.736
Tamenglong,14,273,751.4169
South Tripura,16,290,7506.662
Sonitpur,18,306,10742.451
Birbhum,19,334,23154.582
Una,2,29,4036.16
Darbhanga,10,215,8765.221
Jajapur,21,382,22413.395
Pratapgarh,9,173,20071.992
Chittaurgarh,8,126,24674.957
Ernakulam,32,595,19107.63
East Garo Hills,17,294,3626.8027
Tehri Garhwal,5,59,6600.376
Udaipur,8,130,24803.764
Raipur,22,410,53584.79
Kansiram Nagar,9,202,8371.106
Dhalai,16,291,2041.8129
Koriya,22,400,5308.37
Supaul,10,208,8406.049
Jalandhar,3,37,22556.658
Akola,27,501,12601.941
Samastipur,10,221,9626.061
Mysore,29,577,29985.09
Shupiyan,1,13,700.89276
Bharatpur,8,105,27300.05
Thrissur,32,594,8099.984
Yanam,34,634,1234.1217
Saiha,15,288,-316.3181
Senapati,14,272,2746.6118
Chamba,2,23,6712.1104
Dungarpur,8,124,5058.568
Muktsar,3,44,11363.0
Meerut,9,138,38548.383
Gadag,29,561,6195.497
Jaunpur,9,194,18374.506
Bhind,23,420,16624.037
Solapur,27,526,56034.14
Almora,5,64,3502.652
Upper Subansiri,12,249,-192.7684
Patan,24,470,6459.2925
Jashpur,22,402,4666.485
Bokaro,20,355,24588.402
Thiruvananthapuram,32,601,11466.105
Rae Bareli,9,158,22912.31
Kurung Kumey,12,256,-838.77264
Wokha,13,264,1316.54
Gumla,20,366,1042.1592
Dibang Valley,12,257,434.77158
Nadia,19,336,20132.367
Davanagere,29,567,14493.241
Pashchim Medinipur,19,344,27069.848
Cachar,18,316,4566.754
Kaimur (bhabua),10,233,5504.483
Simdega,20,367,-164.94533
Firozpur,3,43,26357.78
Baghpat,9,139,12120.375
Purbi Singhbhum,20,357,27432.76
Bahraich,9,180,12697.318
Kishtwar,1,18,8345.454
Hardwar,5,68,22711.465
Raisen,23,446,13594.797
Gajapati,21,389,328.91254
Malkangiri,21,399,519.74243
Deoria,9,190,14464.592
Amravati,27,503,22942.549
Bharuch,24,488,250243.64
Baleshwar,21,377,10345.033
Puri,21,387,8684.796
Sant Ravi Das Nagar(bhadohi),9,198,6187.587
Barddhaman,19,335,65350.125
Bara Banki,9,176,14258.077
Anand,24,482,11773.741
Bathinda,3,46,23371.893
Latur,27,524,10716.448
Bangalore,29,572,181464.67
North,11,241,478.16208
Ganganagar,8,99,19617.723
Narayanpur,22,415,-1338.7772
Peren,13,271,343.0161
Gurgaon,6,86,39422.74
Pashchimi Singhbhum,20,368,10217.308
Bagalkot,29,556,14210.968
Bijnor,9,134,23575.535
Nayagarh,21,385,2696.1694
Thiruvallur,33,602,42141.414
Nagappattinam,33,618,6889.8257
Korba,22,404,24927.662
Karur,33,613,7495.615
Bhilwara,8,122,25594.986
Chamrajnagar,29,578,6047.218
Raigarh,22,403,27460.805
Ratnagiri,27,528,1918.7888
Marigaon,18,304,3268.5264
Gautam Buddha Nagar,9,141,65828.516
Gorakhpur,9,188,27639.742
Shahid Bhagat Singh Nagar,3,39,4222.211
Rampur,9,136,16807.744
Dumka,20,362,5621.3457
Bareilly,9,150,26474.352
Pashchim Champaran,10,203,12630.302
Ambala,6,70,12001.806
Pathanamthitta,32,599,2710.9844
Kozhikode,32,591,2927.3455
Mainpuri,9,148,20326.607
Thanjavur,33,620,9307.887
Chhindwara,23,455,10937.656
Kannur,32,589,2704.7603
Saharanpur,9,132,29606.363
Datia,23,422,9047.325
Dhemaji,18,308,1172.45
Champawat,5,65,1140.2594
Yadgir,29,580,9970.3955
Sidhi,23,462,6713.2656
Uttarkashi,5,56,4836.4443
Madhubani,10,207,10852.752
Satara,27,527,14712.196
Indore,23,439,37499.555
Maldah,19,332,13793.891
Baksa,18,324,3727.177
Kathua,1,7,11182.217
Junagadh,24,479,19006.262
Haora,19,341,19563.04
Kannauj,9,160,14471.586
Golaghat,18,313,13144.762
Dehradun,5,60,22578.822
Chatra,20,347,2377.4236
Shajapur,23,436,10212.066
Jind,6,77,10357.7705
Rajgarh,23,442,12651.295
Amritsar,3,49,34057.773
Lakshadweep,31,587,-164.11966
Gonda,9,183,20100.713
Jabalpur,23,451,27745.264
West Siang,12,250,-522.1758
Leh (ladakh),1,3,62352.855
Mumbai Suburban,27,518,42111.53
Thoothukkudi,33,627,13110.164
Bhavnagar,24,481,21254.844
Narmada,24,487,2657.208
Koraput,21,398,7701.284
Lohit,12,259,497.54077
Hassan,29,574,14417.524
Nainital,5,66,10058.762
Tawang,12,245,-121.091606
Nashik,27,516,50729.684
Garhchiroli,27,508,-423.3802
Latehar,20,359,1628.318
Uttar Bastar Kanker,22,413,1989.4719
Serchhip,15,285,-99.32869
Subarnapur,21,392,3537.963
North East,7,92,8990.046
Rajouri,1,6,8052.022
Alwar,8,104,46341.195
Panna,23,426,6671.258
Dhar,23,438,15503.41
Shrawasti,9,181,5500.7056
East Godavari,28,545,30922.38
Kanniyakumari,33,629,9538.735
Jalgaon,27,499,20345.805
Maharajganj,9,187,9933.375
Pulwama,1,12,1502.3706
Kolkata,19,342,18779.05
Pune,27,521,111866.836
Munger,10,226,5172.4307
Dharmapuri,33,630,6811.871
Pudukkottai,33,621,6624.9106
Karimnagar,28,534,31258.92
Banda,9,170,9637.396
Jalor,8,116,8264.001
Sahibganj,20,352,4272.439
Mokokchung,13,262,1905.1516
Kheda,24,483,14077.482
Bauda,21,391,909.24854
Pali,8,118,19141.11
Kamrup Metropolitan,18,322,9148.319
Panch Mahals,24,484,11130.592
Deoghar,20,350,13669.72
Jehanabad,10,239,4739.467
Kodagu,29,576,969.41376
Srinagar,1,10,4500.427
Aurangabad,27,515,27031.098
Dhule,27,498,9934.973
Kishanganj,10,210,5039.503
Gurdaspur,3,35,19986.291
Sikar,8,111,27735.56
West Nimar,23,440,7561.1177
Nawada,10,237,5977.7163
Ujjain,23,435,21892.834
Nagaur,8,112,29788.814
Patna,10,230,30301.621
Dausa,8,109,21151.11
West Khasi Hills,17,296,1860.4257
Samba,1,22,7868.937
Tinsukia,18,309,33631.3
Chitradurga,29,566,15564.179
Sambalpur,21,372,14704.226
Purba Champaran,10,204,9708.546
Burhanpur,23,467,1370.9073
Idukki,32,596,1433.6815
Jalpaiguri,19,328,17439.76
Anjaw,12,260,-700.12396
Shahdol,23,460,6803.539
Bargarh,21,370,9872.823
East Khasi Hills,17,298,6814.147
Bhiwani,6,81,13556.997
Navsari,24,490,6040.751
Bastar,22,414,6272.701
Barmer,8,115,20055.53
Lohardaga,20,356,2175.187
Kota,8,127,33037.016
Sirsa,6,79,12515.883
Gaya,10,236,19881.773
Diu,25,494,622.48444
Dima Hasao,18,315,1067.3843
Dadra & Nagar Haveli,26,496,8531.161
Nalbari,18,323,1548.4503
Anantnag,1,14,3916.6924
Mansa,3,47,6706.5366
Ramanathapuram,33,626,4180.257
Kendujhar,21,375,14951.128
Raichur,29,559,19847.793
Tiruchirappalli,33,614,16986.2
Dindigul,33,612,10887.529
Rajsamand,8,123,15644.395
Jhajjar,6,83,11936.3545
Ranchi,20,364,31013.75
East,7,93,12723.4375
East,11,244,1864.9917
Karimganj,18,317,3564.4644
Ajmer,8,119,28919.527
Bidar,29,558,13166.299
Kendrapara,21,379,3711.6208
Nalgonda,28,539,30933.13
Bhagalpur,10,224,10809.112
Bhadrak,21,378,5487.7646
Imphal East,14,278,5609.9863
Patiala,3,48,21765.004
Sundargarh,21,374,23126.605
Kaithal,6,73,8784.234
Sri Potti Sriramulu Nellore,28,550,25596.273
Anugul,21,384,24096.627
Bangalore Rural,29,583,20676.98
Bijapur,22,417,-3044.5159
Anantapur,28,553,17239.508
Palakkad,32,593,5901.024
Sant Kabir Nagar,9,186,7981.248
Theni,33,624,3368.4292
Rajkot,24,476,42398.895
Allahabad,9,175,41476.67
Sitamarhi,10,206,6591.42
Balangir,21,393,11109.005
Bijapur,29,557,17015.838
Sangrur,3,53,15816.257
Balaghat,23,457,4031.6936
Rangareddy,28,537,129586.92
Dakshin Dinajpur,19,331,6456.886
Pakur,20,353,3205.2817
Bundi,8,121,12960.818
Garhwal,5,61,5323.0674
Faridkot,3,45,6223.847
Bilaspur,2,30,2762.4463
Badgam,1,2,3750.7146
Buxar,10,232,4223.42
Churu,8,102,18275.906
Adilabad,28,532,17458.793
Ariyalur,33,616,4274.3984
Kanpur Dehat,9,163,11877.555
Tonk,8,120,10713.914
Betul,23,447,6681.613
Sivasagar,18,311,20324.969
Nanded,27,511,17165.547
Karauli,8,107,21779.234
Namakkal,33,609,12332.641
Bhojpur,10,231,8435.786
Kullu,2,26,5665.52
Porbandar,24,478,3976.3748
Basti,9,185,18611.686
Data Not Available,99,0,130579.81
Daman,25,495,3528.0942
Mamit,15,281,-372.7538
Sheopur,23,418,6023.919
Surendranagar,24,475,18097.918
Palamu,20,358,5240.2686
Kiphire,13,269,383.92706
Alappuzha,32,598,4518.252
Kancheepuram,33,604,60537.14
Sheikhpura,10,228,2336.4116
Balrampur,9,182,8999.26
Morena,23,419,17980.916
Karnal,6,74,17652.186
Shimoga,29,568,9769.232
Rewa,23,430,18416.777
Kalahandi,21,395,6409.4595
Jhabua,23,464,5232.025
Sheohar,10,205,1004.8935
Vidisha,23,443,9474.062
Changlang,12,253,2046.3492
West,7,96,20886.246
East Nimar,23,466,6898.403
Goalpara,18,302,6701.4795
Nicobar,35,638,-266.97043
Kokrajhar,18,300,5513.423
Prakasam,28,549,20635.375
Rajnandgaon,22,408,11357.188
Jyotiba Phule Nagar,9,137,17198.523
Vizianagaram,28,543,6920.2646
Siwan,10,218,6683.3555
Shahjahanpur,9,152,18005.584
Bid,27,523,17451.723
Lakhimpur,18,307,1968.5825
Karbi Anglong,18,314,5871.1714
Ahmadabad,24,474,59789.66
Tikamgarh,23,424,15703.367
Virudunagar,33,625,9571.916
South West,7,97,45443.305
Wayanad,32,590,488.23715
Longleng,13,268,360.3963
Cuddalore,33,617,19795.305
Hyderabad,28,536,56589.098
Bishnupur,14,275,940.2281
Kaushambi,9,174,12348.282
Dharwad,29,562,13170.329
Buldana,27,500,13701.263
Mahbubnagar,28,538,46488.668
Begusarai,10,222,10637.715
Dhanbad,20,354,32944.4
Fatehpur,9,172,14485.466
Rayagada,21,396,2078.5374
Vaishali,10,220,9014.523
Mahoba,9,169,8917.554
Dhubri,18,301,5541.5747
North Goa,30,585,13774.601
Bongaigaon,18,319,2438.1675
Jamtara,20,363,5298.6416
Medak,28,535,37989.023
Jamnagar,24,477,71580.88
Sitapur,9,154,16147.851
Vellore,33,605,23941.648
Khagaria,10,223,3306.8486
Valsad,24,491,10764.352
Bhandara,27,506,4692.0283
Moga,3,42,10460.947
Ratlam,23,434,11408.797
Jaisalmer,8,114,14180.581
Kurukshetra,6,72,9308.649
Kupwara,1,1,2209.8083
Doda,1,16,3368.2544
Raigarh,27,520,33666.33
Kargil,1,4,13272.43
Punch,1,5,8165.9053
Jhunjhunun,8,103,23661.629
West Tripura,16,289,17449.176
Central,7,95,3367.0674
Pilibhit,9,151,8604.4
Thane,27,517,86023.375
Ballia,9,193,15524.856
East Kameng,12,247,-791.4658
Tirap,12,254,491.6996
Dhamtari,22,412,3377.0256
North 24 Parganas,19,337,44286.914
Tarn Taran,3,50,22468.48
Kamrup,18,321,8099.045
Dibrugarh,18,310,34765.836
Ghaziabad,9,140,45885.324
Kachchh,24,468,43014.18
Firozabad,9,147,23715.875
Arwal,10,240,2620.4731
Kinnaur,2,34,4731.907
Unnao,9,156,16148.025
Papum Pare,12,248,4262.657
Ramanagara,29,584,12899.049
Chandauli,9,196,9502.773
Tuensang,13,267,53.35141
Kottayam,32,597,4087.328
South Andaman,35,640,976.4808
Mewat,6,87,6085.8545
Etawah,9,161,24995.266
East Siang,12,251,560.54083
Sangli,27,531,15051.417
Gandhinagar,24,473,20483.033
Lucknow,9,157,72553.76
Mahesana,24,471,19304.396
Dohad,24,485,6234.5767
Dhenkanal,21,383,13361.425
Shivpuri,23,423,14909.791
The Dangs,24,489,228.36751
Imphal West,14,277,195.55914
Wardha,27,504,12729.871
Garhwa,20,346,1314.3699
Nandurbar,27,497,8451.233
Sindhudurg,27,529,688.05927
Lakhisarai,10,227,2988.12
Khammam,28,541,16794.027
Alirajpur,23,465,3313.5576
Nabarangapur,21,397,2778.4233
Nagaon,18,305,12012.737
New Delhi,7,94,9250.537
Kheri,9,153,23400.191
Koppal,29,560,10815.869
Srikakulam,28,542,8011.5728
Kushinagar,9,189,11791.092
Kulgam,1,15,1172.9186
Damoh,23,428,12617.709
Dindori,23,453,1198.9788
Tumkur,29,571,26561.05
Kolasib,15,282,505.00153
Purnia,10,211,9994.95
Darrang,18,325,3803.2952
Yavatmal,27,510,24212.236
Lawangtlai,15,287,-445.38477
Aizawl,15,283,1082.5048
Zunheboto,13,263,1338.9749
Siddharth Nagar,9,184,10946.798
Fatehabad,6,78,7523.547
Nuapada,21,394,2530.7651
Kodarma,20,348,7525.181
Jalna,27,514,11312.791
Surguja,22,401,15123.601
Bulandshahr,9,142,32847.34
Cuttack,21,381,22007.975
Krishna,28,547,28691.123
Thoubal,14,276,1980.671
North & Middle Andaman,35,639,-1063.9424
Katihar,10,212,6337.788
Ahmadnagar,27,522,48938.848
Hingoli,27,512,6134.6304
Ri Bhoi,17,297,3216.0786
Mahasamund,22,411,12275.142
Karaikal,34,637,1668.5225
