,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,16,160,489,685,669,541,443,375,306,270,235,198,160,151,130,104,93,82,87,54,65,52,43,30,35,24,30,25,15,22,21,16,19,18,22,13,7,6,10,13,5,6,8,8,10,9,8,9,8,11,2,9,9,7,5,5,5,6,3,1,2,1,4,6,3,7,8,5,5,6,2,5,1,0,1,2,3,2,1,3,0,2,2,3,2,1,2,1
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,0,0,71,246,504,503,461,459,420,322,313,218,216,169,160,136,120,85,99,77,71,65,64,71,52,33,34,42,30,35,39,31,35,30,30,41,23,27,23,11,16,17,15,12,15,16,13,13,10,10,10,8,8,13,11,10,7,11,10,9,11,9,7,11,13,10,3,3,5,4,7,8,8,7,3,5,3,7,7,6,2,7,4,4,2,6,0,4,4,2,8,6
Mirzapur,9,199,0,0,0,0,0,0,0,0,0,0,700,4887,3336,2303,1614,1185,929,773,647,523,448,323,269,227,211,143,124,111,95,108,80,68,72,68,84,70,52,43,44,44,34,28,33,26,25,17,16,11,9,7,7,4,11,8,10,6,3,5,5,4,1,4,6,2,3,6,4,2,2,4,1,3,6,1,0,1,2,1,2,2,3,4,2,1,0,1,2,1,0,2,1,0,3,0,2,0,1,1,0,0,0
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,0,0,17,561,1308,1339,1422,1587,1476,1392,1157,1029,752,635,488,371,263,199,177,147,98,66,54,56,34,41,30,28,29,21,14,14,15,14,18,9,14,12,9,11,15,4,11,7,4,3,5,7,3,5,2,5,4,2,3,4,3,5,4,1,0,1,4,1,1,1,2,2,1,0,3,1,1,1,4,0,0,3,1,1,0,1,2,1,1,1,0,1,0,1,1,1
Bikaner,8,101,0,0,0,0,0,0,0,0,0,33,19698,63924,27545,11726,4793,2439,1546,928,700,511,423,321,280,233,208,157,132,139,108,99,83,96,80,64,75,62,54,41,57,40,33,25,26,30,30,23,24,18,26,21,23,21,20,17,18,18,19,12,12,15,19,15,13,11,7,16,5,10,10,11,7,8,11,10,13,7,8,10,5,11,6,6,8,4,9,8,5,5,6,9,1,1,5,6,6,5,1,8,5,0,7
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,16,9,13,9,5,8,5,11,6,3,7,7,5,3,4,7,6,4,2,1,3,2,8,5,6,5,5,3,4,1,2,6,7,3,2,2,6,3,7,3,1,4,5,2,1,3,5,5,4,3,4,4,2,4,3,2,5,2,2
Tiruvannamalai,33,606,0,0,0,0,0,0,0,0,1,63,1040,2874,3672,4009,3529,2721,1884,1329,928,692,496,377,257,218,184,161,120,116,72,70,74,47,37,46,33,28,25,20,27,19,9,14,18,19,11,14,11,9,12,11,7,7,9,4,5,12,3,7,3,9,4,2,6,2,4,3,2,3,3,9,4,2,4,0,2,1,2,1,3,1,5,1,4,1,3,0,0,0,0,2,1,3,1,3,1,3,0,0,0,0,0
Udupi,29,569,0,0,0,0,0,0,0,1,10,74,1082,3879,4136,2691,1359,710,456,276,162,120,107,58,59,51,34,35,30,25,22,17,12,16,17,13,6,10,7,6,11,14,12,6,8,2,6,6,6,3,7,3,6,0,2,1,3,1,2,1,1,2,2,0,5,5,1,2,0,1,0,2,0,0,3,1,3,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Bellary,29,565,0,0,0,0,0,0,2,0,22,111,2445,7934,7187,4127,2524,1502,1131,727,558,475,403,331,302,253,182,200,188,167,131,108,109,77,111,78,84,61,67,60,56,50,52,42,47,35,41,32,30,34,37,35,26,41,20,22,27,24,29,17,9,16,14,13,22,8,9,19,10,16,8,11,7,9,6,14,10,14,7,8,10,11,11,10,7,2,2,5,7,4,10,6,2,8,4,4,7,6,7,2,3,6,7
Agra,9,146,0,0,0,0,0,0,0,0,0,0,0,94,805,1136,1566,1627,1677,1429,1216,1019,932,794,646,494,469,364,324,301,246,194,156,125,130,119,107,92,83,73,87,61,64,46,44,46,53,46,41,28,35,42,23,30,23,34,26,21,21,18,26,13,14,17,15,11,16,12,13,7,13,19,10,14,14,7,8,10,9,9,10,10,7,3,9,9,8,6,14,7,7,4,11,4,3,5,4,9,7,5,8,9,5
Jamui,10,238,0,0,0,0,0,0,0,0,0,0,376,7067,3765,1181,478,217,103,77,38,39,19,15,15,8,5,8,7,6,6,1,4,2,1,1,2,1,3,3,0,1,3,2,1,2,2,0,3,1,2,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harda,23,448,0,0,0,0,0,0,0,0,0,17,1950,2779,2592,2631,1490,816,495,334,227,172,147,106,82,64,38,47,40,38,30,20,25,11,11,16,15,16,15,11,11,11,6,9,7,5,11,4,5,2,2,4,2,2,0,3,6,4,2,2,2,3,1,5,2,2,1,1,0,2,3,0,1,3,1,1,1,2,1,0,1,0,0,0,1,2,1,1,4,0,0,0,2,0,2,0,2,1,1,2,1,0,0
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,0,77,557,686,822,823,693,519,498,471,440,361,330,278,244,202,182,182,149,130,117,119,120,102,121,78,91,78,61,80,51,50,42,47,38,38,38,27,31,36,29,23,21,20,16,23,19,25,16,15,23,22,17,13,20,13,15,6,9,17,17,10,12,9,8,12,8,5,9,12,5,3,14,11,17,5,8,8,7,5,3,9,6,9,8,14,2,5,11,5
Gondiya,27,507,0,0,0,0,0,0,0,0,0,0,981,9331,5480,2817,1573,923,600,436,278,182,155,109,90,87,52,54,38,37,19,26,20,24,13,16,17,12,4,0,10,10,7,9,9,3,7,9,3,4,5,6,1,2,3,1,6,4,3,2,8,3,2,1,2,3,0,1,0,1,2,0,1,2,3,0,0,2,3,4,1,0,2,1,0,1,0,2,0,0,0,1,1,0,1,2,1,0,0,1,1,0,2
Hailakandi,18,318,0,0,0,0,0,0,0,1,16,723,2295,1693,645,229,102,61,16,18,16,12,7,8,6,1,2,3,6,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churachandpur,14,274,0,0,0,0,0,0,0,0,14,1769,13271,4470,366,110,46,23,26,19,19,8,9,6,6,5,1,6,3,4,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,0,1,370,1369,1517,1237,899,726,589,459,375,332,252,255,216,205,185,158,121,129,113,102,102,88,89,64,68,64,53,41,43,45,27,41,24,39,21,32,18,23,30,32,39,20,26,22,21,18,30,19,20,20,19,14,20,11,11,12,10,15,11,10,8,9,18,14,8,6,9,7,9,9,4,14,9,8,10,12,9,11,5,12,11,10,12,5,10,7,10,7,6,8
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,9,378,498,218,341,282,280,204,180,151,159,108,88,84,64,56,66,49,30,40,42,23,32,32,17,15,26,14,13,15,15,10,6,7,10,5,10,11,12,7,7,5,7,5,5,5,6,4,8,4,4,5,3,5,5,3,3,1,0,5,0,5,3,3,2,4,3,2,1,1,3,3,2,4,2,3,5,2,4,3,1,1,2,2,3,2,3,0,0,0
Sonbhadra,9,200,0,0,0,0,0,0,0,0,0,2,1013,11008,6617,3047,1840,1275,980,747,577,428,270,231,174,129,104,110,83,58,53,50,43,27,24,39,39,20,25,18,15,23,17,22,14,15,13,18,12,11,15,14,19,11,13,13,6,12,10,5,6,8,11,11,12,3,7,9,11,7,15,5,6,12,9,8,9,6,13,4,11,6,3,1,8,8,2,4,3,14,7,3,7,9,6,7,6,5,4,7,0,3,1
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,0,200,2384,5756,4680,2910,2005,1520,1213,960,763,676,541,441,408,332,270,249,201,176,149,137,125,121,103,99,66,60,64,53,56,37,47,45,25,36,34,26,26,20,14,12,14,22,18,15,12,18,10,10,6,10,10,11,13,10,6,9,6,9,7,5,2,6,8,3,5,9,4,7,3,5,7,2,2,3,6,2,6,4,3,1,0,3,1,1,3,9,2,9,3,2
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,37,243,571,1124,1174,1018,730,575,426,351,284,241,204,196,157,148,132,115,97,91,93,72,64,48,46,42,40,45,37,29,17,21,30,19,23,17,12,11,17,14,7,9,5,7,5,5,7,6,3,5,5,3,2,3,3,1,5,0,2,3,3,5,4,4,0,2,1,2,1,4,0,2,0,2,3,2,0,2,1,2,1,3,0,3,5,2,1,2,0
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,0,14,1541,3353,3341,2717,1951,1391,1077,911,757,664,546,437,381,368,312,287,247,205,171,162,154,133,115,101,95,93,79,69,62,68,55,45,39,37,32,32,36,24,26,20,16,16,11,21,17,13,7,9,9,12,16,12,11,6,11,6,9,7,10,3,8,11,3,3,5,4,4,3,7,4,0,2,0,3,3,2,6,2,0,4,1,3,3,1,2,0,2,2,2,1
Shimla,2,33,0,0,0,0,0,0,0,0,0,0,1246,12391,6572,1816,613,316,232,168,101,100,74,56,41,37,27,17,20,16,11,11,13,13,11,10,5,13,3,10,9,4,4,4,1,9,2,11,5,5,9,1,3,3,4,1,3,3,1,3,0,1,1,6,6,2,4,1,1,1,0,1,1,4,0,0,3,0,1,1,0,0,1,1,1,1,1,1,1,4,1,1,2,0,1,0,0,0,1,0,1,1,0
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,2,102,1864,3749,3179,2023,1613,1570,1382,1190,1025,796,646,542,411,336,298,247,205,199,156,150,127,99,69,84,81,77,56,63,52,53,45,43,46,24,36,26,17,34,21,35,18,25,23,15,22,23,26,20,16,15,20,17,14,21,14,10,17,8,13,16,12,18,12,9,14,10,12,10,14,15,18,4,5,12,8,5,7,8,6,9,13,3,8,13,10,8,7,5,4,8,7
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,0,26,407,1196,1781,2109,2102,2024,1711,1289,1041,730,544,354,264,182,138,106,77,57,61,28,33,28,31,16,8,17,11,11,10,9,8,8,3,6,5,3,7,4,2,3,6,2,3,3,3,3,7,2,4,8,3,1,6,4,1,2,1,2,1,4,1,0,2,2,0,0,1,0,2,1,0,1,1,1,1,0,1,1,1,0,0,3,0,0,0,0,1,1,0
Jaintia Hills,17,299,0,0,0,0,0,1,0,23,152,1645,4900,4973,2935,1027,430,208,124,85,57,38,14,19,17,22,14,13,18,12,10,6,8,4,8,8,6,10,3,2,1,5,3,3,1,1,2,3,1,1,2,0,1,2,3,2,4,1,3,1,1,1,1,0,2,1,1,0,1,0,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,49,735,1430,1249,889,657,473,418,299,222,170,125,111,85,66,64,62,34,47,28,34,22,28,19,25,17,25,19,16,8,6,12,15,12,6,7,9,9,7,8,10,6,13,7,6,9,7,9,3,6,3,3,9,7,3,7,5,4,5,4,7,6,1,3,3,5,2,5,3,9,1,2,4,1,2,5,5,2,1,5,2,5,2,3,2,2,1,1,6
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,102,1444,4210,4158,2383,1398,910,701,508,395,354,242,215,208,160,145,140,109,102,96,84,79,65,63,45,47,56,43,34,41,25,27,27,23,30,16,18,12,20,18,23,31,14,11,12,9,8,8,13,13,14,11,8,8,5,7,11,9,9,7,12,6,8,4,9,4,6,4,5,4,10,9,2,6,5,4,2,5,6,1,5,6,7,3,3,3,2,1,4,3,2
Mandi,2,27,0,0,0,0,0,0,0,0,0,0,188,5776,5825,2719,1493,743,432,320,203,160,115,91,73,68,61,30,33,30,27,24,18,15,16,11,5,11,12,10,4,11,4,6,4,3,4,1,2,3,6,0,6,1,3,2,0,3,1,2,2,1,2,3,1,3,1,0,1,0,0,0,2,1,1,1,1,2,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,56,84,93,87,89,70,90,93,103,81,76,85,82,73,72,63,78,86,60,70,73,70,46,57,60,48,49,55,51,40,40,36,42,43,34,35,34,38,23,29,24,22,15,24,24,22,21,24,15,15,21,14,9,14,13,18,18,18,7,8,17,10,7,10,9,5,18,5,14,9,15,10,11,8,10,8,6,10,10,4,9,15,9,6,5,8
Hoshangabad,23,449,0,0,0,0,0,0,0,0,0,0,1871,8494,4231,3509,2849,2081,1393,962,683,538,385,280,279,196,142,123,104,95,71,72,81,63,56,41,35,36,26,27,20,22,19,16,19,17,12,11,12,14,12,11,11,11,9,7,10,7,7,7,5,5,6,9,5,4,4,8,11,4,7,5,3,6,2,3,1,2,4,5,3,5,4,1,1,7,5,3,4,0,2,1,1,0,1,2,1,3,2,1,2,1,2
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,0,867,2586,3229,2938,1990,1157,743,491,303,226,169,113,81,80,65,62,62,39,35,34,34,25,30,27,13,18,15,16,12,12,24,7,14,8,15,14,9,10,10,4,12,7,9,10,7,11,7,8,2,6,4,6,9,4,3,2,4,4,2,5,5,2,5,3,5,5,7,4,2,2,1,4,0,1,2,3,2,3,1,3,3,3,5,3,0,2,1,0,2,0
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,8,6034,30630,28435,14212,7052,3812,2406,1613,1180,908,690,531,465,360,296,291,254,214,195,139,145,125,103,116,100,93,83,102,82,62,60,46,49,55,40,42,40,33,42,39,34,27,29,32,26,29,31,30,20,30,25,20,25,19,17,14,17,15,17,19,15,18,19,10,15,9,14,9,8,10,11,16,12,14,12,7,12,9,11,13,7,9,5,6,6,8,6,9,7,9,6
Anuppur,23,461,0,0,0,0,0,0,0,0,0,2,2348,5114,2897,1906,1042,656,480,343,248,197,141,118,105,72,64,47,41,55,39,32,25,39,23,23,25,19,14,18,13,14,14,13,10,18,10,13,8,10,10,6,4,7,7,5,5,5,7,10,5,5,4,2,3,12,6,3,4,2,1,2,4,3,5,5,4,5,4,6,4,3,4,2,2,5,1,2,2,0,4,2,2,2,1,1,2,1,1,2,1,1,2
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,2,5,2,5,2,3,1,2,3,3,1,4,7,7,10,6,9,4,8,5,2,5,6,10,8,7,6,6,4,3,6,7,12,3,8,4,6,3,2,5,7,6,1,4,3,1,1,3,0,4,5,1,0,5,2,1,1,3,4,3,1,2,2,4,3,2,1,2,0,4,1,0,2,1,3,0,0
Thiruvarur,33,619,0,0,0,0,0,0,0,0,6,45,277,400,710,1286,1550,1420,1075,661,457,335,213,144,109,73,75,58,46,29,33,30,26,12,24,15,5,14,9,4,13,8,6,6,6,6,6,7,3,7,5,3,2,3,1,2,1,2,4,2,2,2,2,2,1,0,1,3,5,2,2,0,3,3,3,1,0,1,0,0,1,1,1,1,0,1,2,1,3,0,1,0,1,0,0,0,1,0,0,1,0,1,1
Uttara Kannada,29,563,0,0,0,0,0,0,0,0,2,221,9635,22574,5893,1596,654,379,251,169,122,92,75,49,36,35,30,43,29,27,19,21,12,13,13,13,11,11,13,10,11,11,12,10,12,11,8,11,5,7,7,6,11,9,3,5,2,5,6,3,5,2,3,7,3,3,7,6,2,2,6,3,0,5,0,1,1,5,1,1,4,2,0,1,6,0,1,0,0,1,2,4,2,3,0,0,3,1,4,1,1,0,0
Bandipore,1,9,0,0,0,0,0,0,0,0,0,0,193,2801,5945,1379,182,132,93,80,61,33,32,23,21,13,18,14,17,19,11,8,5,9,2,1,5,1,3,2,3,5,3,2,1,0,1,0,2,2,3,1,0,1,0,2,2,0,2,2,1,2,0,1,0,1,0,1,0,0,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,0,67,3639,8057,6635,4226,2809,1802,1278,848,601,456,364,254,199,149,128,112,88,67,76,57,44,40,41,45,33,30,22,25,35,26,22,12,13,16,16,15,12,12,9,7,7,11,7,10,11,5,8,3,6,5,4,2,5,4,7,0,6,1,5,1,5,2,2,1,2,3,4,3,1,4,4,2,2,1,2,1,1,1,4,3,1,2,1,1,2,2,1,1,2,1
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,19,306,955,961,828,655,592,465,374,255,247,172,154,145,114,126,90,96,79,60,70,51,47,44,44,40,48,49,28,38,21,21,31,31,22,22,16,12,18,14,17,13,15,10,18,7,8,6,5,13,10,12,9,9,8,8,9,8,9,9,0,4,3,7,4,4,7,7,6,5,7,2,3,2,3,4,6,3,3,5,3,6,4,7,3,2,4,4,4,2
Mandla,23,454,0,0,0,0,0,0,0,0,0,5,3522,15762,7015,2675,1343,785,484,277,231,166,98,86,52,47,33,33,24,18,20,16,14,5,9,7,6,11,10,5,2,4,4,3,3,2,3,3,1,1,2,1,4,2,6,2,2,4,1,1,1,2,1,1,3,0,2,0,0,1,1,1,3,2,1,0,1,0,0,1,2,1,0,0,0,1,0,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,2
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,1,182,1396,2502,2420,1679,1128,626,451,322,255,187,153,118,84,80,55,45,41,29,31,36,25,26,18,21,17,24,12,13,5,13,9,12,13,9,8,5,7,8,7,4,3,0,7,5,8,4,5,4,3,0,6,3,6,3,3,3,0,3,3,1,9,3,3,5,2,2,2,4,2,1,2,0,2,1,2,1,3,1,4,3,1,1,1,0,3,5,0,1,2
Champhai,15,284,0,0,0,0,0,0,1,11,95,1091,6922,5470,846,117,35,11,21,11,9,3,4,4,2,1,3,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,0,5,1834,7214,4407,2111,1214,780,559,410,338,227,175,135,124,111,97,72,50,52,44,42,26,23,26,25,11,20,16,14,7,11,11,10,11,8,6,7,5,8,10,4,8,7,5,4,6,8,2,3,2,2,2,5,1,3,2,1,4,6,1,0,1,2,2,1,0,1,1,0,1,1,1,1,0,2,1,2,1,2,1,0,0,0,2,2,0,4,1,0,1,2
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,0,5,316,1698,2573,2889,2429,1839,1324,1003,735,508,359,261,182,148,125,96,71,65,54,42,42,39,31,33,27,20,25,22,20,20,21,12,13,12,9,9,8,6,9,12,4,12,4,7,10,4,5,2,7,6,5,5,4,3,9,5,4,5,3,5,1,4,4,4,5,5,2,4,3,3,3,4,2,4,4,7,2,4,3,6,3,1,0,4,3,1,0,1,3,3
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,9,6,4,10,13,22,22,11,23,22,13,16,21,21,13,16,17,21,12,15,15,20,18,15,12,16,14,12,12,21,13,12,12,14,14,16,13,12,10,11,9,11,3,8,17,15,11,7,8,10,5,4,7,7,10,9,7,9,16,7,5,13,14,11,8,14,12,13,6,6,3,12,8,6,3
Ganjam,21,388,0,0,0,0,0,0,0,0,1,60,2911,10543,8746,4673,2511,1556,1079,785,601,443,314,277,251,172,133,92,101,68,49,52,43,35,31,35,34,36,29,22,24,16,21,19,15,6,10,10,14,11,13,7,14,11,12,10,10,7,5,6,9,8,8,10,2,7,2,4,5,8,1,6,6,5,4,4,2,6,1,3,3,2,1,5,7,2,2,1,2,2,1,2,1,2,0,3,3,2,2,2,1,0,2
Jhansi,9,166,0,0,0,0,0,0,0,0,0,0,80,4571,6228,3118,1833,1379,955,685,580,390,324,278,204,170,127,125,87,82,88,58,45,57,37,40,39,35,22,29,44,26,21,22,14,16,23,21,25,19,18,12,12,14,8,14,15,9,15,8,13,9,10,10,10,10,13,7,9,19,8,1,6,8,2,14,9,5,2,11,3,1,7,12,4,6,5,4,5,2,7,4,3,4,5,2,3,2,4,3,6,3,4
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,13,317,1606,2161,2092,1641,1261,980,835,600,485,361,311,275,200,178,142,122,114,93,73,69,55,70,61,36,37,51,35,25,29,29,21,26,25,20,23,21,26,19,12,16,17,9,13,10,16,17,12,14,16,6,11,12,6,16,12,4,8,6,10,9,4,8,8,6,6,7,5,13,5,5,5,11,5,9,2,6,4,2,3,3,3,2,3,3,3,6,3,5
