,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,2,69,185,255,345,313,307,272,294,246,242,203,193,140,126,140,127,119,107,102,98,90,89,79,71,83,59,59,62,55,35,43,41,44,47,37,44,45,35,43,34,33,40,41,35,26,25,31,31,18,22,20,20,15,14,13,17,14,9,10,12,10,18,12,15,14,11,11,10,7,16,9,13,5,12,8,10,10,11,7,10,7,8,4,8,6,8,2,5,8,3
Ramgarh,20,361,0,0,0,0,0,0,0,0,2,239,275,294,282,291,295,308,297,239,233,180,167,149,142,113,110,109,86,99,66,70,80,78,55,56,64,63,48,37,44,46,34,42,23,35,23,22,26,35,22,20,26,14,26,18,26,20,15,16,25,20,11,24,12,17,14,11,16,15,16,13,20,14,18,9,9,10,12,7,7,8,10,13,6,10,7,8,9,8,9,5,10,12,2,5,6,9,8,5,9,7,8
Mirzapur,9,199,0,0,0,0,0,0,0,0,2145,5473,3199,1967,1314,1010,740,624,528,408,358,298,244,192,170,141,97,109,95,71,71,59,66,48,34,30,36,29,22,21,17,17,16,9,12,9,9,5,9,9,12,10,10,9,7,6,13,8,4,3,4,4,4,2,2,9,4,5,5,6,3,3,2,7,2,1,1,4,2,2,3,1,2,2,1,0,1,3,1,2,1,1,5,2,0,0,1,1,0,2,3,2,1
Ghazipur,9,195,0,0,0,0,0,0,0,0,1,231,1340,1770,1943,1885,1774,1378,1089,773,592,435,318,247,168,143,117,78,63,57,62,39,40,38,25,17,22,26,22,17,16,16,12,11,8,12,9,11,11,6,9,12,6,4,6,8,9,6,7,4,8,7,6,6,3,9,5,6,2,5,5,1,5,1,4,3,2,0,1,2,1,2,1,1,2,0,3,2,4,2,1,1,0,0,0,2,1,1,0,2,1,0,0
Bikaner,8,101,0,0,0,0,0,0,0,7,4576,72010,24823,11793,6673,4119,2707,1802,1205,967,740,623,455,411,346,304,274,205,216,178,173,150,152,139,116,107,95,87,75,92,73,71,67,68,43,54,51,59,47,47,48,35,42,29,32,28,23,18,28,29,24,25,26,29,20,23,21,14,16,21,16,14,14,12,10,15,8,10,11,12,12,15,11,14,18,5,11,12,10,11,11,16,12,7,8,10,10,2,8,5,9,7,3
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,3,3,1,2,2,4,1,2,1,2,1,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,5,11,9,15,8,8,8,3,2,2,5,7,4,1,1,6,5,2,4,5,1,0,3,1,1,3,1,1,2,3,2,4,3,2,1,3,2,4,2,2,3,2,2,3,3,3,2,4,4,3,2,1,0,1,2,1,3,2,0,3,1,2,2,2,1,2,2,5,1,5,0,3,4,1
Tiruvannamalai,33,606,0,0,0,5,7,35,115,531,2276,3092,3735,3958,3453,2436,1644,1095,671,507,323,300,175,138,107,98,83,63,61,49,43,42,25,42,17,28,17,15,25,15,16,15,5,11,15,10,6,4,5,10,10,6,3,6,8,2,4,5,8,7,5,6,4,4,2,2,4,2,2,4,1,2,0,2,1,2,2,1,3,3,2,2,1,1,2,1,2,0,0,1,2,0,1,0,0,0,1,0,1,0,2,0,1
Udupi,29,569,0,0,0,0,0,0,4,523,5647,4870,1844,889,529,332,222,157,124,99,87,62,37,42,29,34,25,32,20,31,18,17,16,15,11,12,10,14,13,12,5,2,5,7,10,8,9,5,6,5,3,9,5,2,5,3,4,4,4,6,5,3,4,0,2,4,2,2,2,2,3,0,2,1,1,1,3,0,4,3,1,2,2,0,2,2,0,2,2,3,2,0,1,2,1,0,0,2,1,2,1,1,0
Bellary,29,565,0,0,0,0,0,0,0,21,4137,9592,6000,3465,2231,1498,1072,834,682,521,432,368,314,283,252,206,196,160,172,141,130,111,107,103,80,67,66,71,71,59,51,64,40,46,44,32,38,50,42,27,35,37,34,34,24,33,25,38,22,24,25,19,32,15,16,21,16,11,18,12,15,15,14,11,13,10,16,7,13,10,14,15,10,8,11,7,4,13,6,15,8,2,9,10,11,7,11,7,3,4,9,8,10
Agra,9,146,0,0,0,0,0,0,0,0,8,597,995,908,1139,1079,1008,870,838,782,687,642,551,528,504,476,385,344,315,290,282,223,223,201,190,180,176,149,150,129,124,98,90,93,103,87,67,66,63,53,60,53,51,36,47,54,45,35,36,45,35,39,37,36,37,29,22,30,14,37,37,24,20,13,17,31,23,15,15,17,20,23,12,16,12,9,15,14,10,17,17,10,17,13,12,5,12,22,14,7,8,11,12
Jamui,10,238,0,0,0,0,0,0,0,0,709,4550,2604,1480,913,736,508,372,274,239,203,125,119,93,69,60,71,39,30,22,31,18,19,11,10,21,10,12,5,3,9,8,7,5,8,6,3,4,6,2,2,3,3,2,1,1,1,2,2,1,3,0,1,2,0,1,1,2,1,0,1,0,0,0,3,1,0,1,1,1,0,0,0,1,1,0,4,0,1,0,1,0,3,0,1,0,2,2,1,0,0,1,0
Harda,23,448,0,0,0,0,0,0,0,449,4726,3462,2085,1220,686,459,272,200,139,91,82,56,63,52,25,25,20,22,18,23,13,13,16,18,7,13,3,4,5,5,8,6,5,3,5,0,3,3,4,6,1,3,1,4,2,3,2,2,1,2,1,0,0,5,0,2,2,0,1,3,1,0,1,0,1,0,0,1,1,2,1,1,1,1,0,1,1,0,1,1,0,0,0,2,1,1,0,0,1,0,1,0,4
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,12,291,735,890,758,547,498,431,349,337,279,243,207,198,153,152,136,129,107,95,104,90,104,84,89,74,81,59,74,51,72,40,59,60,53,59,47,36,39,46,47,48,43,37,40,38,39,35,29,26,31,26,27,35,21,20,26,25,24,22,18,23,25,25,28,24,15,24,27,26,21,18,21,17,18,12,23,21,13,15,16,10,21,14,9,19,16,13,13,13,16
Gondiya,27,507,0,0,0,0,0,0,0,35,8499,6887,3178,1568,901,561,372,277,195,150,123,101,73,56,59,50,35,40,26,23,17,15,17,20,20,12,7,11,9,15,6,6,8,10,11,5,2,6,2,8,2,6,2,5,5,6,2,4,3,5,2,3,1,4,0,2,0,2,2,1,1,3,1,2,1,0,1,2,2,1,2,3,3,0,1,3,3,1,0,3,1,0,0,4,1,1,1,2,3,1,0,0,0
Hailakandi,18,318,0,0,0,0,0,0,0,0,1070,2187,691,571,441,307,174,111,73,48,34,30,20,20,9,8,14,10,8,5,0,5,3,2,1,5,0,1,3,1,1,2,0,0,0,2,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Churachandpur,14,274,0,0,0,4,6,17,38,282,13400,4925,512,160,124,61,37,43,24,13,21,12,16,9,9,9,5,10,2,4,3,5,4,1,3,0,6,2,2,1,1,1,1,0,1,1,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,992,2447,1713,1035,740,610,450,349,279,231,184,149,152,143,114,98,90,96,69,91,51,50,49,45,39,45,40,35,29,19,32,23,19,23,24,33,16,18,18,22,15,21,21,19,16,14,15,9,16,13,10,11,20,13,8,4,13,8,8,8,12,10,8,6,8,12,6,9,11,9,5,6,9,5,8,5,14,8,10,9,3,7,6,3,9,5,7,6,6,8,6,6,6
Panchkula,6,69,0,0,0,0,0,0,0,0,0,12,496,448,333,252,257,204,168,145,125,113,96,96,75,62,49,61,37,33,39,36,24,25,27,33,21,22,21,20,26,15,11,12,19,13,21,10,13,14,8,12,12,7,8,11,5,6,5,9,9,3,6,11,7,6,2,4,5,2,4,1,3,4,4,4,5,7,2,4,4,4,0,5,5,2,2,1,1,1,7,3,4,0,3,0,2,2,2,1,2,1,0
Sonbhadra,9,200,0,0,0,0,0,0,0,1,6721,12500,3833,1933,1078,688,441,328,239,180,143,117,106,72,79,59,77,41,43,37,31,40,22,23,22,12,20,24,17,12,18,13,14,17,10,13,20,15,11,14,8,16,5,4,10,11,11,6,12,6,7,9,8,8,5,6,5,7,5,8,10,6,8,5,9,5,6,6,4,7,3,3,11,3,2,5,8,8,8,5,4,5,3,6,5,3,8,4,4,9,4,3,2
Jhalawar,8,129,0,0,0,0,0,0,0,0,334,5038,5150,3732,2510,1834,1374,1060,859,688,581,505,403,340,302,267,213,217,199,152,147,113,101,90,81,65,66,75,56,47,49,47,39,38,27,36,36,28,23,25,28,20,17,20,14,20,17,8,10,11,12,9,19,11,6,11,12,5,10,10,6,13,8,5,4,2,6,7,6,4,3,5,8,4,4,4,4,7,7,2,3,10,4,1,4,4,5,1,1,2,4,2,1
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,66,316,736,1077,929,754,524,428,356,306,242,192,167,167,154,138,129,129,96,103,102,94,69,74,63,63,59,71,62,53,48,52,37,47,35,37,30,37,24,34,30,22,33,28,27,16,21,17,14,19,19,20,17,13,18,10,9,13,9,17,6,13,10,8,6,6,10,6,9,8,3,6,6,7,5,5,7,10,5,4,3,6,11,6,2,7,3,8,1,5,4
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,165,3621,3923,2834,1858,1465,1041,885,770,625,539,447,392,354,293,272,258,213,207,160,146,129,138,128,108,92,75,89,94,70,68,63,57,53,40,50,35,34,33,27,31,27,38,34,36,29,18,13,19,13,14,23,13,11,6,13,9,8,8,10,11,9,5,7,3,13,7,6,7,13,5,6,4,5,2,6,6,2,2,3,3,1,2,3,5,5,9,5,2,5,3,6,3
Shimla,2,33,0,0,0,0,0,0,0,0,71,12249,7446,1736,734,411,225,138,112,95,76,60,55,46,43,38,35,31,27,21,12,20,19,18,20,15,16,16,10,9,11,13,7,13,11,11,4,8,8,4,3,5,7,9,4,2,2,5,1,2,4,5,6,6,3,6,4,7,4,2,0,3,2,1,3,3,2,3,0,0,1,2,4,1,0,1,3,1,4,2,1,2,2,3,1,3,3,1,1,1,1,0,1
South 24 Parganas,19,343,0,0,0,0,0,0,0,36,2774,1906,1241,1104,1085,1009,921,948,890,821,812,777,812,724,654,597,504,474,435,405,355,300,281,245,226,220,202,159,162,163,149,111,115,93,95,91,85,64,73,60,53,50,45,41,33,32,29,23,34,27,30,25,23,19,19,15,23,25,16,22,17,12,12,18,13,8,13,9,13,13,10,14,13,15,9,13,17,13,15,23,9,10,11,11,15,13,11,12,7,8,14,9,9
Pratapgarh,9,173,0,0,0,0,0,0,0,0,33,1807,1710,946,1027,1192,1237,1138,1066,979,916,781,602,572,445,368,269,203,186,147,122,88,101,81,63,55,30,29,25,26,19,19,22,14,9,12,11,10,16,10,10,3,5,6,5,4,3,2,3,1,5,3,3,0,3,1,2,3,1,4,1,0,3,1,1,4,3,0,2,1,5,2,0,1,2,5,1,1,1,1,3,1,1,2,0,3,2,1,1,2,0,3,0
Jaintia Hills,17,299,0,0,0,0,0,0,0,1,2129,8841,2425,944,520,350,248,195,160,125,87,78,67,44,70,42,35,45,28,27,11,27,20,31,19,16,16,12,11,10,11,16,5,9,6,8,9,3,6,7,7,2,3,2,2,4,8,3,4,2,5,1,3,3,4,3,1,2,4,3,4,2,2,3,3,4,1,4,1,2,1,2,1,1,1,1,0,1,1,0,0,3,0,0,0,0,2,0,0,1,3,1,1
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,43,751,1086,1031,863,628,467,391,331,265,219,173,165,125,115,91,56,64,51,50,55,34,31,31,24,29,23,21,19,24,10,13,14,10,15,9,14,13,11,9,11,6,12,11,8,12,7,5,4,6,6,8,6,7,5,3,6,10,4,5,3,5,3,5,4,4,11,7,4,4,5,6,3,4,2,3,4,8,4,0,4,3,4,2,5,4,2,2,3,0,1
Hisar,6,80,0,0,0,0,0,0,0,0,3,229,1356,3404,2873,2037,1404,1025,779,616,500,416,319,283,239,213,210,170,161,147,111,128,91,125,91,103,75,86,72,84,63,59,65,52,56,43,66,48,47,46,45,29,35,34,37,41,29,26,26,33,25,25,19,19,15,17,28,21,27,15,23,15,23,17,26,12,12,13,16,10,14,16,9,11,16,12,7,14,14,12,12,12,9,11,8,7,12,11,6,8,14,7,7
Mandi,2,27,0,0,0,0,0,0,0,0,28,6082,6856,2486,1068,566,319,192,154,118,96,95,65,55,50,36,31,36,14,30,21,21,16,12,14,7,9,10,4,2,6,6,6,3,4,6,4,4,7,5,1,2,5,3,2,3,2,1,3,3,3,0,1,0,1,2,1,2,3,1,2,0,0,1,1,2,3,2,0,0,0,1,0,2,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,0,1,0,0
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,13,25,54,68,69,86,86,97,100,96,71,69,63,50,54,61,64,65,61,52,47,43,56,53,53,48,46,38,32,29,31,29,33,24,33,29,28,19,16,23,24,28,18,22,20,26,22,18,15,24,23,22,17,18,12,19,14,12,15,20,11,15,15,7,11,11,10,10,9,14,9,8,15,11,12,17,8,6,12,15,14,5,9,8,8,10,9,9,2
Hoshangabad,23,449,0,0,0,0,0,0,0,1391,11034,4900,3269,2285,1572,1093,744,533,333,284,231,173,145,113,101,102,66,53,59,43,47,44,27,28,31,23,26,23,24,10,17,13,12,16,14,12,10,9,10,8,4,8,3,5,8,5,6,6,5,5,5,7,8,3,4,1,4,6,1,2,5,3,4,5,2,3,3,1,4,6,2,2,1,2,0,1,5,6,3,4,2,1,1,0,1,3,2,2,3,3,2,1,0
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,231,2486,2735,2507,1835,1323,923,703,545,425,328,241,182,149,122,109,68,66,61,38,37,38,34,34,21,28,27,17,19,28,13,14,18,17,8,13,14,8,13,14,16,9,8,5,9,3,4,9,2,3,5,4,8,7,7,6,4,3,4,6,3,5,7,5,2,5,5,7,3,4,6,2,3,6,4,3,4,4,4,5,3,3,3,2,3,6,2,2,1,4,3,6
Jodhpur,8,113,0,0,0,0,0,0,0,0,1620,24992,23168,14845,9782,6611,4343,3233,2258,1730,1315,990,834,647,556,433,366,336,284,243,213,183,180,167,150,109,101,113,103,102,90,75,75,70,78,75,66,52,53,63,41,34,40,32,43,43,38,36,48,32,21,28,39,28,21,20,27,21,30,33,27,14,20,15,15,12,16,17,22,13,9,16,11,14,14,15,11,15,15,9,13,8,10,7,10,11,7,11,7,16,7,10,10
Anuppur,23,461,0,0,0,0,0,0,0,2,4578,5268,1969,1125,721,476,371,238,197,164,129,106,88,64,66,67,51,52,49,34,42,26,34,24,24,25,15,24,16,18,9,17,9,17,4,13,13,13,8,9,6,9,4,8,4,4,6,3,5,5,2,3,4,9,6,2,5,1,5,3,5,3,10,4,5,5,2,3,2,2,6,8,6,3,2,7,4,3,7,6,1,1,3,5,3,1,0,2,1,4,0,2,3
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,4,6,5,4,1,1,2,0,5,1,4,3,7,4,6,8,9,12,10,11,8,14,6,8,6,8,7,3,6,4,5,4,3,2,2,4,3,4,4,4,3,1,0,3,3,1,2,6,1,2,1,1,2,1,3,3,3,3,0,2,3,1,4,2,2,0,3,3,2,0,1,1,0,2,2,1,1,1,2,1
Thiruvarur,33,619,0,0,0,2,4,10,18,123,246,502,1181,1655,1540,1189,760,490,314,196,150,119,88,92,70,62,40,38,34,25,21,23,17,15,20,12,7,6,12,6,6,9,9,4,11,12,5,5,2,4,8,5,7,4,3,4,4,5,4,5,0,2,3,2,5,6,0,0,4,4,2,2,2,5,7,2,3,3,0,0,1,3,1,1,2,1,4,2,0,2,1,1,0,3,0,2,1,0,2,0,3,0,1
Uttara Kannada,29,563,0,0,0,0,0,0,0,2911,27744,6936,1806,826,535,292,201,133,108,89,58,54,59,38,31,32,24,23,22,18,16,13,14,7,16,18,15,19,8,9,5,7,10,11,9,7,9,8,7,6,6,5,6,10,5,4,7,6,4,6,5,3,3,3,3,7,5,3,7,9,3,4,4,5,0,2,1,1,3,4,3,3,1,2,5,0,1,2,3,1,4,3,1,3,1,1,1,0,1,1,2,2,2
Bandipore,1,9,0,0,0,0,0,0,0,0,0,198,5239,4874,430,119,72,36,26,24,17,15,17,10,9,8,4,4,6,5,3,7,5,3,1,1,0,1,1,1,2,2,0,2,2,2,3,0,2,0,0,4,1,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,1,1701,7686,7790,4837,2928,1879,1332,951,683,487,381,287,175,195,119,114,94,88,57,71,59,49,32,27,31,37,29,30,16,21,16,12,13,19,13,16,14,6,13,14,15,4,14,6,6,11,12,4,7,6,5,4,8,6,3,2,5,10,2,1,4,4,2,4,2,4,5,3,2,2,4,6,4,2,1,1,1,3,2,3,3,4,2,0,3,3,2,2,0,1,1,1,1
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,135,705,960,801,688,513,423,310,228,201,179,163,135,125,103,94,64,79,59,58,59,62,51,38,53,45,33,40,40,37,28,32,43,23,24,26,25,30,23,19,24,18,23,17,23,18,16,25,18,26,19,14,10,14,19,13,18,15,13,7,14,12,14,14,11,16,12,8,5,11,18,10,10,15,11,11,3,10,7,5,8,11,5,5,6,6,4,9,3,4,6
Mandla,23,454,0,0,0,0,0,0,0,52,17155,9683,2638,1270,595,382,224,148,125,102,79,56,24,29,32,35,25,19,12,16,14,11,8,7,9,9,8,8,0,3,3,3,1,2,2,2,2,4,2,3,3,1,4,0,0,3,3,1,0,2,3,2,2,2,0,2,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
Faizabad,9,177,0,0,0,0,0,0,0,0,4,525,1701,2183,1909,1381,1084,715,508,381,284,207,168,120,123,84,82,64,57,39,46,41,25,33,27,18,22,22,17,17,9,22,12,10,13,5,12,11,5,5,11,11,6,5,3,5,8,5,8,4,3,8,1,3,5,7,5,1,4,5,5,0,1,1,3,1,1,1,0,0,1,3,6,5,0,2,2,4,2,2,1,0,3,2,1,2,7,1,1,0,2,3,0
Champhai,15,284,0,0,2,2,3,1,18,392,11934,1752,185,72,54,31,19,14,13,7,6,10,4,4,1,4,1,2,1,2,0,0,0,2,1,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,703,6595,4409,2288,1358,879,621,526,354,302,266,202,204,152,135,107,94,81,80,68,70,54,48,51,43,40,41,33,22,19,31,28,28,19,21,12,11,15,16,18,13,11,14,9,14,12,6,4,8,11,7,13,4,4,7,2,4,5,7,7,6,3,1,3,6,4,5,4,3,2,2,2,0,7,8,2,4,8,3,0,1,1,4,1,1,1,2,4,0,2,0,3,1
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,31,454,968,1322,1365,1454,1541,1484,1312,1169,1056,811,667,530,436,388,311,250,217,146,133,119,111,76,71,66,60,44,38,42,37,32,29,28,19,15,21,14,21,16,16,16,13,11,14,11,13,8,7,13,9,5,12,9,6,11,7,11,6,5,7,6,4,5,3,3,5,3,5,3,5,4,6,2,5,3,3,3,2,3,1,2,5,2,3,8,2,2,5,8,6,1,5
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,4,5,3,4,5,3,8,10,18,9,5,12,13,8,14,8,11,11,7,13,12,11,11,11,15,12,7,6,8,9,16,8,7,10,10,7,11,2,5,6,7,7,5,8,8,12,9,13,4,9,6,8,7,8,10,12,2,5,6,9,9,7,4,12,3,4,9,7,8,5,7,6,5,1,6,1,1,3,8,4
Ganjam,21,388,0,0,0,0,0,0,0,27,7034,10086,5515,3518,2218,1531,1204,823,643,495,445,363,254,224,181,167,122,103,96,76,79,62,49,41,46,27,48,39,28,22,26,21,16,18,16,8,24,14,9,15,10,16,11,15,12,10,11,6,9,6,3,7,7,4,8,6,10,6,3,7,7,8,6,4,8,2,5,5,6,3,4,3,3,4,4,2,1,3,4,2,3,1,3,4,2,4,3,2,7,0,1,0,4
Jhansi,9,166,0,0,0,0,0,0,0,0,1284,6743,3957,2045,1316,971,829,637,497,446,371,307,238,227,175,165,148,136,109,116,86,78,71,64,64,55,64,59,37,38,45,30,23,26,33,27,19,27,26,20,11,17,23,19,24,18,14,12,11,14,14,10,12,18,11,10,13,8,7,8,6,13,10,12,6,7,11,3,9,6,7,7,11,9,6,5,5,9,4,4,7,5,6,3,5,1,5,6,4,7,10,5,2
Mathura,9,145,0,0,0,0,0,0,0,0,0,1,371,1253,1407,1229,1024,918,770,614,574,521,474,462,393,380,317,306,303,218,197,215,170,181,150,140,111,111,94,97,82,92,84,71,73,56,53,53,52,36,54,42,32,46,31,39,22,36,34,27,29,33,14,35,25,25,24,20,13,24,20,13,15,17,14,13,13,8,13,12,18,6,8,8,8,9,13,12,11,11,10,13,9,4,10,11,6,9,4,4,7,6,3
