,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Bankura,19,339,0,0,0,0,0,0,0,0,0,2,163,2583,7317,7177,4247,2389,1531,992,694,537,417,339,226,218,159,116,113,109,87,72,61,59,54,62,49,41,38,29,25,27,21,24,22,19,17,18,10,14,17,7,11,9,6,9,7,10,10,7,9,2,12,5,4,5,7,7,5,5,5,2,4,1,3,7,1,4,0,2,3,4,3,5,2,2,1,1,6,2,3,3,4,4,4,2,1,3,4,3,1,2,2
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,41,385,1113,1060,757,504,283,189,143,92,82,64,42,51,36,38,23,24,24,23,18,16,18,13,10,13,12,9,7,7,6,6,6,6,7,5,6,3,10,9,3,6,4,6,7,3,2,3,2,3,3,2,5,3,4,4,2,1,4,1,1,0,1,2,2,3,0,2,2,1,1,3,2,2,2,2,5,0,0,1,2,1,3,2,2,2,1,4,1,3
Dhaulpur,8,106,0,0,0,0,0,0,0,0,1,93,1945,2489,1638,1519,1293,1031,795,552,487,374,269,199,140,88,91,75,68,44,45,29,19,26,18,15,10,9,12,7,8,9,7,5,4,10,6,3,2,5,3,8,3,5,2,5,4,3,5,5,3,6,0,1,2,2,4,3,4,3,1,0,1,3,2,5,1,2,4,0,1,2,2,1,2,1,1,1,1,2,0,2,0,1,1,2,2,0,1,1,4,1,1
Bageshwar,5,63,0,0,0,0,0,0,0,0,0,231,4294,2522,1278,585,405,239,179,123,96,82,68,45,29,27,37,27,14,26,13,15,12,15,20,7,10,9,12,14,5,5,6,7,7,3,5,2,2,8,1,4,1,2,4,2,5,4,2,1,1,4,3,4,1,2,0,2,0,0,1,0,0,0,0,5,0,0,0,3,0,0,2,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,1,2,0,0,0
Belgaum,29,555,0,0,0,0,0,0,0,0,0,38,3915,18644,14351,7846,3722,1811,1183,815,542,405,302,253,194,160,144,119,115,75,90,67,70,48,56,45,18,45,28,34,26,18,17,23,24,16,19,15,28,20,14,15,12,15,12,11,11,16,11,12,14,7,15,11,6,8,14,12,5,12,8,11,5,6,9,11,6,11,5,6,7,5,8,4,4,7,4,3,10,9,6,10,9,4,4,3,4,4,3,6,4,2,10
Mau,9,192,0,0,0,0,0,0,0,0,0,0,19,174,295,499,662,786,854,731,622,507,419,315,232,204,143,137,127,104,67,60,50,64,47,30,42,23,18,21,18,8,20,12,13,7,9,6,9,9,6,5,8,6,7,2,1,2,3,0,2,4,6,5,7,3,4,4,3,2,1,1,8,2,1,5,2,0,4,3,2,3,0,4,1,3,2,2,2,1,2,2,2,0,0,1,1,0,2,1,0,0,0
Vadodara,24,486,0,0,0,0,0,0,0,0,0,68,2051,7576,6637,4012,2446,1666,1188,844,715,550,399,347,273,252,189,188,164,150,112,127,85,103,89,68,71,59,68,69,65,36,50,45,50,45,41,45,29,38,39,42,31,24,28,31,28,24,28,18,23,24,28,21,20,23,21,20,19,12,9,4,16,14,18,8,10,24,12,12,10,11,9,15,11,10,11,12,8,7,4,2,8,9,6,5,3,7,8,10,9,13,6
Kolhapur,27,530,0,0,0,0,0,0,0,0,1,15,3329,13932,5815,2658,1585,1020,722,511,362,261,191,193,123,109,92,74,54,62,65,43,57,38,34,37,35,28,22,27,26,20,23,20,19,19,16,18,20,22,16,8,11,11,8,6,14,9,8,9,6,5,7,6,7,12,7,12,7,6,10,7,8,7,1,5,9,10,5,3,6,5,5,3,5,4,5,3,5,2,3,2,6,7,3,2,3,8,5,4,2,1,3
Araria,10,209,0,0,0,0,0,0,0,0,0,0,1042,5741,2921,1265,613,313,180,128,72,48,40,27,21,18,19,14,11,6,14,8,4,3,7,4,2,2,4,5,4,6,1,2,0,0,4,2,4,1,2,1,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phek,13,266,0,0,0,0,0,0,0,1,37,595,4436,3468,407,98,38,16,9,6,4,3,5,4,3,1,1,3,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,0,0,0,0,0,0,0,0,184,4379,6974,3395,1787,1146,771,507,391,268,223,151,124,81,75,41,45,27,33,34,22,19,17,10,8,11,8,6,7,12,7,7,2,7,3,5,7,4,2,3,5,3,3,3,2,0,2,1,0,3,3,2,1,2,2,2,2,3,0,1,0,2,2,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,2,1,1
Perambalur,33,615,0,0,0,0,0,0,0,0,0,0,2,210,1373,1868,1336,738,360,293,193,133,115,84,71,69,39,33,28,30,16,21,10,8,16,6,4,12,7,7,4,10,7,3,5,2,2,2,4,4,4,2,2,1,2,4,3,3,0,1,2,2,2,2,1,1,2,1,0,1,2,1,1,3,2,0,2,1,3,0,0,0,2,0,1,0,1,0,1,0,0,1,0,2,0,0,3,0,0,2,0,0,0
Mandsaur,23,433,0,0,0,0,0,0,0,0,0,136,3496,10153,5056,2186,1152,700,462,289,193,171,120,96,81,74,49,46,29,29,31,22,16,19,24,13,19,14,12,9,7,11,5,8,4,6,9,8,4,6,3,7,4,3,3,3,0,2,1,2,2,2,1,0,5,4,3,2,2,0,2,1,0,1,3,0,2,1,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1,0,2,2
Gwalior,23,421,0,0,0,0,0,0,0,0,3,696,4890,5570,3351,1993,1327,884,626,462,360,331,272,219,180,155,131,137,96,90,102,77,72,60,37,40,43,42,27,35,28,26,27,26,14,23,26,15,17,22,19,12,16,15,15,9,12,11,12,14,15,11,17,10,10,6,14,5,6,6,6,8,4,9,4,9,7,6,3,7,7,4,10,3,8,5,6,5,6,2,3,4,8,7,9,8,6,5,1,3,4,2,8
Guntur,28,548,0,0,0,0,0,0,0,0,11,397,3705,8778,9514,7151,4493,2903,1987,1544,1102,840,670,540,462,398,305,277,226,214,184,149,135,118,116,120,104,101,79,80,55,69,62,47,41,48,42,32,43,32,37,27,26,21,19,19,26,24,16,18,15,9,19,15,9,11,9,9,11,9,14,8,11,13,6,6,8,9,9,10,11,3,8,5,7,6,4,7,4,9,4,7,6,4,8,5,6,2,7,8,3,5,6
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,1,0,0,0,1,1,0,0,0,1,0,2,0,0,1
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,2,160,1048,2227,2275,1609,1044,832,538,420,362,232,172,149,107,107,65,58,48,40,33,24,27,19,16,10,14,12,8,9,11,4,8,6,1,2,4,5,2,7,11,7,4,3,0,2,2,5,0,4,4,1,2,2,3,3,1,0,2,0,0,2,1,2,2,2,0,4,3,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Darjiling,19,327,0,0,0,0,0,0,0,0,3,109,1167,2965,3441,2188,1052,516,302,207,157,146,111,89,81,57,59,72,71,40,52,37,45,25,17,17,15,12,13,9,11,13,5,14,11,13,16,3,3,4,8,2,7,13,7,4,10,6,5,0,3,4,2,2,2,3,2,2,1,0,3,0,5,3,1,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0
Chittoor,28,554,0,0,0,0,0,0,0,0,0,24,1972,14831,16106,9529,5655,3486,2272,1625,1307,891,748,504,441,356,291,234,214,173,167,129,120,108,93,75,81,75,56,64,64,60,50,45,34,31,42,26,16,21,35,27,29,19,24,19,25,12,22,12,16,19,10,13,12,15,14,10,16,7,5,6,14,12,10,12,6,8,10,7,6,3,7,6,8,5,4,5,2,7,8,2,0,6,6,4,1,6,2,6,9,7,5
Guna,23,458,0,0,0,0,0,0,0,0,0,169,4584,8073,5256,3032,1797,1147,840,544,392,283,233,184,156,115,97,95,63,65,47,41,38,35,38,22,19,25,17,18,23,20,16,10,7,12,13,11,7,9,9,7,3,6,5,1,5,4,4,11,4,5,4,5,3,6,4,0,4,6,1,1,8,2,4,4,4,2,3,5,0,3,4,1,1,1,3,2,4,2,5,2,3,3,1,1,2,6,0,1,4,2,5
Banka,10,225,0,0,0,0,0,0,0,0,0,226,4733,4871,2042,801,390,245,139,85,53,33,23,15,10,5,5,5,4,6,1,3,2,2,2,1,1,2,1,0,1,2,2,1,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamoli,5,57,0,0,0,0,0,1,0,0,4,659,16387,11977,2200,1058,795,586,432,294,225,162,141,131,90,76,80,58,43,49,52,31,23,27,20,30,21,27,24,17,17,11,13,7,17,19,15,9,16,13,9,14,10,9,12,5,11,3,4,9,5,7,8,3,6,6,5,5,3,6,5,17,7,6,7,4,4,8,5,9,5,3,0,1,5,4,1,0,1,7,4,1,4,0,0,2,2,4,0,0,1,3,1
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,354,2847,4864,3288,1834,1156,801,570,433,309,282,199,178,161,118,107,78,71,54,49,59,48,35,39,29,36,32,25,36,22,19,19,20,28,15,17,15,24,13,12,14,10,6,17,10,14,3,9,9,9,7,11,5,9,7,4,3,3,5,4,3,5,5,5,6,3,9,4,2,0,2,5,1,6,6,6,2,5,4,5,1,3,1,3,3,4,2,1,3,2,4
Sagar,23,427,0,0,0,0,0,0,0,0,0,346,9684,13027,6773,3751,2479,1614,1200,924,685,583,478,437,331,280,211,205,168,153,139,117,98,96,70,73,71,55,43,60,43,30,35,41,22,24,22,23,26,20,26,27,19,11,14,13,12,16,19,10,11,12,12,12,3,7,16,13,5,12,11,5,7,9,12,4,6,1,1,4,5,6,6,5,4,5,7,3,3,4,3,3,6,3,7,3,3,4,3,3,2,4,4
Azamgarh,9,191,0,0,0,0,0,0,0,0,0,0,82,827,1674,2416,2508,2295,1901,1610,1256,915,707,560,399,343,253,185,186,121,89,90,74,63,45,34,40,30,21,25,17,20,25,21,11,11,13,8,12,8,7,5,5,7,6,5,5,8,7,3,4,3,5,6,2,6,1,1,1,3,4,2,4,2,0,5,1,2,2,2,2,3,2,1,2,3,1,2,2,3,1,1,2,1,2,2,1,0,0,1,0,0,3
Kurnool,28,552,0,0,0,0,0,0,0,0,180,3206,18021,28778,10743,3844,2199,1419,1005,779,610,455,383,346,237,206,189,153,143,116,94,104,62,83,69,68,44,47,40,42,37,42,28,24,19,25,31,18,20,13,18,20,11,12,15,10,13,12,12,16,10,7,7,11,7,8,10,3,4,12,12,7,9,0,5,6,4,5,4,10,4,1,4,7,6,5,1,5,3,2,4,3,2,6,2,6,3,2,3,2,6,3,2
The Nilgiris,33,611,0,0,0,0,0,0,0,0,0,48,2253,3295,1611,1033,570,377,232,163,150,109,85,75,56,36,35,36,25,29,15,20,16,15,12,5,8,12,6,6,5,6,8,3,3,1,3,9,3,3,1,1,0,2,2,3,2,3,1,1,1,2,3,3,0,0,2,0,7,6,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,2,1,1,0,0,2,2,0,2,1,1,1,2,3,1
Coimbatore,33,632,0,0,0,0,0,0,0,0,0,54,721,2053,1837,1419,1450,1380,1318,1095,961,693,580,450,373,308,275,244,204,185,156,158,146,137,120,101,86,85,97,86,65,86,64,85,51,62,58,49,53,55,45,42,45,34,36,38,35,39,25,35,31,29,19,36,34,29,21,20,28,34,24,29,26,20,24,17,18,10,13,27,16,18,15,18,6,15,28,10,14,16,19,19,13,7,11,8,6,12,11,6,11,9,13
Nalanda,10,229,0,0,0,0,0,0,0,0,0,3,550,2123,2033,1452,1033,777,544,371,306,200,150,135,99,61,64,40,47,31,28,28,23,16,18,15,11,13,11,10,6,10,6,8,10,7,4,8,4,7,8,6,5,3,4,3,5,3,3,4,4,3,1,2,0,5,0,2,5,1,4,0,1,1,0,1,0,3,1,1,0,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0
Godda,20,351,0,0,0,0,0,0,0,0,0,202,2593,2600,1543,1033,642,419,228,140,90,66,36,39,28,26,21,20,13,11,8,3,10,7,10,2,4,7,3,5,5,4,6,5,1,3,3,3,8,4,3,4,3,4,5,6,3,2,3,5,2,2,2,0,2,4,1,1,0,4,1,2,2,1,0,0,0,0,0,2,0,2,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Chikmagalur,29,570,0,0,0,0,0,0,0,0,2,57,2133,12775,8833,2750,1163,637,326,225,157,97,84,60,51,46,28,31,16,21,16,5,23,12,17,9,13,8,5,7,3,6,7,7,2,6,5,5,3,4,5,7,2,3,7,4,5,2,3,1,2,2,4,3,4,0,5,4,1,2,2,4,0,3,1,1,3,0,0,0,2,0,5,4,4,1,1,1,1,4,0,1,1,1,0,0,1,2,3,2,1,2,2
Kanpur Nagar,9,164,0,0,0,0,0,0,0,0,0,3,364,2651,2793,1662,1154,698,433,364,225,184,132,135,121,91,96,56,70,66,58,50,46,32,40,36,38,28,24,24,23,25,17,15,20,18,18,11,11,12,15,8,11,10,9,15,9,14,9,6,5,9,7,10,10,7,2,12,3,4,7,8,8,2,6,9,5,8,6,5,3,8,6,5,5,4,3,1,4,6,5,6,2,2,5,6,3,3,1,7,4,4,7
Farrukhabad,9,159,0,0,0,0,0,0,0,0,0,45,1609,2704,1657,1240,763,513,354,202,146,87,64,47,46,33,29,25,21,19,14,8,9,9,6,5,7,12,4,4,8,3,5,2,4,2,3,2,0,4,5,3,3,4,3,3,5,3,4,6,6,2,1,1,2,3,3,1,7,5,3,3,4,1,2,5,0,1,3,2,2,2,1,2,1,0,3,2,2,3,1,3,0,0,3,5,2,4,2,1,2,2,0
South Goa,30,586,0,0,0,0,0,0,0,0,0,31,1059,2497,1207,565,335,225,157,156,124,143,119,132,117,111,95,83,78,81,71,64,57,38,41,36,31,22,25,23,18,19,14,21,10,11,12,14,8,14,15,5,3,9,6,8,7,4,9,9,4,7,6,0,3,5,4,5,6,4,8,1,5,1,2,2,1,3,1,6,2,1,0,3,3,1,2,1,5,1,1,1,2,1,1,3,1,2,2,3,2,1,2
Varanasi,9,197,0,0,0,0,0,0,0,0,0,0,2,27,214,439,516,652,638,545,538,419,282,253,215,176,158,149,96,86,77,79,48,43,51,42,50,36,36,30,25,21,26,22,17,24,16,17,13,8,7,13,13,8,10,17,6,10,5,9,14,10,10,10,10,7,10,7,6,12,8,3,6,4,4,10,11,8,12,9,9,5,6,8,8,8,5,6,6,6,6,8,5,10,6,7,7,6,5,6,4,7,11
Kolar,29,581,0,0,0,0,0,0,0,0,0,0,6,191,1127,2420,2735,2282,1663,1280,983,690,529,399,294,230,187,144,126,82,110,65,52,47,39,38,29,21,25,25,32,23,19,29,16,13,16,13,12,10,9,7,12,6,11,7,8,11,4,8,4,7,8,5,2,6,7,12,5,5,4,7,2,6,2,2,3,4,2,3,3,5,2,4,4,1,5,3,2,4,3,6,9,5,3,3,3,4,3,3,1,3,1
Uttar Dinajpur,19,330,0,0,0,0,0,0,0,0,0,0,10,658,3634,3869,2500,1370,785,479,259,186,127,83,66,50,46,32,20,18,21,19,14,12,10,14,11,5,10,6,2,1,6,1,2,4,4,4,2,0,2,1,0,2,1,3,1,1,1,0,1,4,2,0,2,0,2,1,0,1,0,1,0,1,1,0,0,1,1,1,0,2,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0
Mon,13,261,0,0,0,0,0,0,17,63,387,2116,4051,1305,170,43,9,8,11,6,8,2,3,1,0,7,4,3,1,0,0,2,0,0,1,0,0,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madurai,33,623,0,0,0,0,0,0,0,0,0,0,175,1425,2173,2377,2063,1569,1142,824,519,434,293,219,201,138,141,88,92,83,66,51,42,44,35,40,38,32,38,32,26,26,16,26,9,21,15,18,12,8,8,15,13,12,8,9,7,14,11,9,7,10,7,6,10,14,5,11,7,6,6,2,5,5,7,6,6,5,4,3,5,6,0,3,3,6,5,9,2,1,2,8,5,4,2,3,4,4,6,2,4,1,2
Mahamaya Nagar,9,144,0,0,0,0,0,0,0,0,0,0,7,304,1119,1135,875,736,705,633,500,368,295,235,179,140,99,93,73,57,41,54,30,35,25,17,20,20,14,10,8,8,14,10,10,10,5,7,5,5,5,4,4,2,1,1,1,3,3,4,4,6,2,4,2,1,0,3,1,3,3,4,1,2,1,2,0,2,1,2,1,0,4,0,0,1,0,2,0,1,2,0,1,1,0,2,1,0,2,1,1,1,1
Sirohi,8,117,0,0,0,0,0,0,0,0,0,116,7579,7741,2902,1371,651,462,305,251,176,148,132,97,78,64,56,45,49,34,39,31,17,18,15,9,21,19,20,14,8,12,11,14,12,9,13,3,7,10,10,4,7,5,6,2,9,5,4,4,3,6,8,8,7,4,5,4,3,4,4,6,1,3,3,4,3,8,2,4,4,3,4,3,7,1,1,3,2,0,6,3,2,0,2,0,1,1,0,2,2,0,3
Auraiya,9,162,0,0,0,0,0,0,0,0,0,0,66,548,768,1066,1149,989,877,627,465,364,290,241,180,134,120,98,70,91,53,49,56,37,35,38,34,25,23,22,24,19,17,15,10,15,8,10,10,7,12,7,10,6,9,6,8,6,8,5,8,7,5,7,3,5,6,11,6,10,6,4,3,5,6,7,1,5,8,2,3,2,2,1,9,2,1,3,3,3,0,2,3,0,3,3,1,2,1,2,1,2,3
Jagatsinghapur,21,380,0,0,0,0,0,0,0,0,1,13,294,1122,1657,1298,818,495,328,217,152,115,70,46,49,44,25,19,26,15,26,20,12,19,19,10,12,7,18,12,13,11,12,6,6,9,4,4,6,10,7,1,5,3,4,5,3,4,4,5,5,2,3,2,3,4,4,5,4,5,8,3,0,2,2,5,7,4,5,2,4,1,6,5,6,2,1,3,4,4,2,3,3,1,1,5,0,4,0,2,1,0,4
Upper Siang,12,252,0,0,0,0,0,1,22,90,286,2075,10649,12701,3135,422,67,16,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulbarga,29,579,0,0,0,0,0,0,0,0,0,137,4713,16476,9779,4210,2473,1650,1136,878,660,498,397,365,240,229,207,155,134,134,117,99,75,85,75,60,55,49,36,46,41,40,24,30,22,21,24,27,11,16,12,20,21,11,19,19,15,17,15,17,14,10,14,14,12,10,6,11,10,14,5,10,8,5,7,2,4,3,5,2,6,8,5,5,6,3,5,4,4,6,3,7,8,5,5,2,0,6,3,4,7,9,4
Umaria,23,431,0,0,0,0,0,0,0,0,0,285,7342,6898,2315,1154,667,418,237,169,117,98,55,45,35,24,20,12,10,9,15,8,11,3,11,11,4,5,10,5,7,3,3,4,2,4,2,2,4,6,3,2,4,2,2,0,2,1,4,1,2,2,0,0,2,1,0,0,1,4,0,0,0,1,0,0,1,1,0,0,1,1,3,1,1,2,1,0,0,0,0,1,3,0,4,0,0,3,0,0,1,0,0
Jaipur,8,110,0,0,0,0,0,0,0,0,0,0,1292,5625,4453,4159,3754,3715,3235,2836,2462,2305,2005,1756,1502,1229,1068,842,712,599,513,407,384,321,258,235,243,197,180,144,141,140,123,104,96,89,100,102,86,92,73,64,65,60,55,73,73,53,53,57,55,53,40,43,36,53,41,42,47,31,26,30,36,30,29,28,18,30,33,29,18,20,27,19,22,22,15,19,22,19,18,20,17,16,24,18,18,14,13,14,19,13,18
Pithoragarh,5,62,0,0,0,0,0,0,1,0,1,1589,17481,9389,1939,1019,595,358,245,187,118,112,67,51,34,38,36,28,34,16,18,19,11,5,12,9,11,6,7,6,4,6,8,7,8,4,3,4,0,6,4,7,2,4,5,2,2,0,2,3,3,1,2,1,2,5,1,1,2,2,1,3,2,3,1,0,1,1,0,0,0,0,1,0,0,2,0,4,0,2,1,1,0,0,0,1,1,1,0,1,0,1,0
Reasi,1,20,0,0,0,0,0,0,0,8,48,477,1693,2548,1917,1230,789,515,344,203,143,120,112,91,69,47,53,42,30,38,26,27,16,21,10,11,14,17,18,10,8,20,8,9,8,5,8,7,2,3,6,3,4,5,4,5,2,1,6,4,0,4,3,2,4,2,3,5,5,1,0,2,1,1,5,2,2,2,3,1,0,1,1,1,1,0,4,2,0,2,0,0,2,4,0,2,5,0,1,3,3,1,1
Kohima,13,270,0,0,0,0,0,0,0,0,0,90,1583,3321,883,259,111,84,47,28,27,18,17,14,6,8,10,3,2,5,2,2,3,4,2,4,0,3,2,4,2,3,2,4,2,3,2,1,0,3,0,2,0,1,1,1,2,0,1,0,0,2,0,2,0,0,1,0,0,1,1,5,1,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirmaur,2,32,0,0,0,0,0,0,0,0,0,18,3169,5515,1787,640,411,221,167,141,98,82,81,65,56,57,47,28,38,32,23,23,21,25,18,19,15,15,23,17,10,13,9,9,10,10,7,14,6,4,3,2,5,11,5,9,4,4,3,2,2,3,7,3,2,4,0,1,3,3,4,2,1,1,5,0,4,1,2,4,2,2,7,1,2,1,2,1,0,2,1,2,3,1,0,3,2,3,1,1,0,0,0
Saharsa,10,214,0,0,0,0,0,0,0,0,0,6,1152,2130,1644,923,599,362,219,107,94,64,42,28,19,11,10,8,7,7,6,1,6,3,6,1,4,2,2,2,6,4,3,4,0,0,4,1,1,2,2,2,0,2,4,3,2,2,3,2,2,3,1,2,2,1,0,1,1,2,0,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,0,1,2,2,3,0,3,2,1,1,1,0,0,0,0,2,0,2,1,1,0,2,1,2,1,1,1,0,2,0,0,0,1,0,1,1,0,0,2,1,1,1,3,1
Malappuram,32,592,0,0,0,0,0,0,0,0,0,16,1065,4317,4432,2290,996,532,289,180,121,76,54,48,29,22,24,19,19,14,10,9,6,4,6,3,2,3,3,6,6,1,1,2,3,1,1,2,0,0,1,0,0,0,0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Viluppuram,33,607,0,0,0,0,0,0,0,0,0,0,19,891,2399,4361,5168,4267,3073,2131,1470,1027,770,630,502,374,322,276,244,171,164,126,111,95,92,73,61,48,61,49,35,34,33,38,24,19,28,28,23,24,17,25,14,12,10,10,8,9,5,5,8,6,8,5,6,8,5,3,2,5,6,4,3,3,1,6,1,6,4,4,4,1,8,1,0,3,7,3,3,0,0,6,2,4,0,1,2,1,2,0,5,3,1
Tapi,24,493,0,0,0,0,0,0,0,0,0,99,3146,4155,2639,1404,620,410,225,157,115,102,91,57,52,39,35,22,10,22,10,17,11,16,12,12,7,9,9,6,4,4,4,5,5,3,7,5,2,5,2,2,2,3,4,5,1,3,1,2,1,1,2,0,0,1,4,2,0,1,0,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0
West Godavari,28,546,0,0,0,0,0,0,0,0,21,528,3218,6757,7565,5171,3153,1796,1170,693,523,336,282,221,200,141,106,105,71,56,56,43,37,36,16,32,20,21,24,18,14,15,9,9,10,10,7,9,11,8,6,6,5,1,7,7,7,6,6,1,2,3,2,3,10,7,4,1,4,2,3,0,1,2,2,2,1,1,1,0,1,0,0,3,2,1,3,4,3,0,0,0,1,0,1,0,3,3,0,0,1,2,0
Madhepura,10,213,0,0,0,0,0,0,0,0,0,1,448,3316,1904,939,538,326,238,133,83,69,36,31,16,11,11,10,7,4,4,2,5,3,0,1,5,1,1,1,3,1,2,3,2,2,0,5,2,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saraikela-kharsawan,20,369,0,0,0,0,0,0,0,0,0,55,1146,2122,1595,1479,1087,768,539,421,299,221,236,143,134,94,91,70,85,54,63,46,46,43,37,32,33,22,27,28,22,20,14,27,12,13,21,8,10,7,11,5,9,6,7,5,5,11,6,3,7,5,5,4,9,10,8,1,2,2,6,5,3,4,3,3,5,1,3,4,3,5,3,4,2,3,2,4,2,1,1,0,2,4,0,2,1,3,2,3,3,2,3
Tiruppur,33,633,0,0,0,0,0,0,0,0,0,1,808,1321,1272,2402,2685,2308,1802,1416,1021,819,596,512,468,380,333,270,230,224,178,158,148,135,97,83,90,87,75,65,61,54,52,49,48,52,46,31,42,29,33,29,36,23,38,12,15,28,15,24,16,12,16,18,14,9,12,15,15,17,8,10,11,12,20,11,14,8,6,7,8,5,8,8,6,14,9,4,5,5,11,6,10,6,3,4,5,5,5,4,3,4,3
Mayurbhanj,21,376,0,0,0,0,0,0,0,0,12,1244,11624,12888,8697,5083,2463,1132,661,358,205,148,115,73,62,49,39,34,21,24,21,8,15,9,11,8,7,6,8,5,5,3,5,4,7,5,3,8,1,4,2,3,3,2,1,3,5,0,2,2,0,3,2,1,0,1,0,1,0,1,1,4,2,2,0,2,1,4,0,0,1,0,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,1,0,1,0,0,0
Barnala,3,54,0,0,0,0,0,0,0,0,0,0,0,83,1591,1839,938,565,390,237,205,147,110,86,98,72,39,61,48,43,34,36,30,15,24,13,15,16,10,7,5,4,6,5,8,2,1,5,6,11,8,2,4,4,3,1,5,7,1,3,4,1,1,3,1,0,1,1,4,2,3,2,3,1,0,2,1,1,1,0,0,1,1,1,0,1,1,1,2,3,1,0,0,0,1,2,1,0,0,0,0,1,1
