,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,1,83,348,619,686,690,543,395,363,295,249,195,164,133,140,103,99,75,59,60,54,36,36,36,36,32,27,20,20,25,25,14,14,11,14,11,14,14,8,12,16,6,4,6,8,4,11,5,6,2,6,8,8,4,7,8,5,5,4,5,2,4,2,6,2,2,2,3,1,2,4,2,3,3,2,3,3,1,1,1,0,2,4,1,1,2,1,1,1,1
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,0,8,226,327,411,444,445,446,372,309,271,233,164,167,153,138,134,109,95,80,75,53,50,47,49,48,34,52,36,45,28,21,17,22,31,33,24,26,24,21,16,18,22,16,18,15,19,11,20,24,15,9,10,13,16,15,15,10,8,9,11,6,17,7,8,10,10,3,5,7,5,6,5,7,9,4,6,6,6,6,4,7,5,3,4,3,0,5,0,3,5,6
Mirzapur,9,199,0,0,0,0,0,0,2,1,22,606,3682,4127,2777,1872,1323,1048,810,658,459,366,297,229,206,180,136,119,93,85,96,74,67,73,61,47,48,35,30,27,31,18,13,14,23,12,19,11,12,13,7,4,9,8,6,3,8,8,5,2,5,1,4,4,4,4,2,3,1,3,1,3,1,1,2,3,1,3,3,4,2,1,1,1,0,2,1,0,0,2,1,2,2,1,2,1,1,1,1,0,0,2,0
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,0,45,774,1947,2318,2254,1900,1410,1087,779,579,383,294,211,141,126,114,103,68,50,53,40,34,31,20,23,23,16,15,11,13,11,7,7,21,8,7,12,7,7,8,6,5,5,5,0,4,1,1,2,1,3,0,4,3,4,0,1,1,3,1,1,1,1,2,1,2,1,0,0,2,1,2,1,1,1,2,1,2,1,0,1,1,2,0,1,0,0,3,1,0,1
Bikaner,8,101,0,0,0,0,0,0,0,0,4,1377,71185,43849,9964,3601,1958,1121,815,582,433,314,264,195,174,161,118,95,92,84,70,59,57,37,36,43,45,42,29,38,25,25,23,21,25,28,18,13,19,9,17,20,11,10,14,15,17,5,8,11,7,8,7,11,9,12,9,9,10,6,10,6,8,4,4,9,6,5,10,9,2,6,2,2,6,10,4,5,6,3,6,5,7,4,11,6,3,6,3,2,5,2,2
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,1,3,2,2,4,2,2,5,1,1,0,1,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,14,9,14,7,5,9,5,8,5,3,4,5,4,7,2,7,2,2,8,6,2,2,9,3,3,3,7,3,4,4,3,3,4,2,4,2,2,3,5,7,1,3,4,7,5,5,6,5,4,3,3,6,3,4,1,1,9,2,4,2,4,2,2,4,3
Tiruvannamalai,33,606,0,0,0,0,0,0,0,0,0,0,150,2431,3009,4512,4590,3308,2278,1426,910,662,405,307,213,194,147,107,112,86,68,48,50,47,34,21,27,22,18,23,18,13,13,10,12,15,4,5,17,10,11,6,10,5,7,7,8,2,5,3,1,2,4,2,1,4,3,2,1,4,3,4,2,3,1,0,1,2,3,2,2,2,3,3,1,0,1,1,0,3,0,2,0,1,1,0,1,1,0,2,0,0,0
Udupi,29,569,0,0,0,0,0,0,0,0,1,59,1808,6205,3910,1443,771,453,281,175,132,118,62,54,42,34,43,29,25,18,13,21,11,13,13,9,14,18,7,12,12,9,4,9,5,9,6,6,5,4,10,4,4,3,7,4,8,5,3,4,0,3,3,2,7,1,2,1,2,0,1,2,2,4,1,1,3,2,0,0,2,1,0,0,1,0,0,2,0,1,0,2,0,2,2,1,1,1,0,0,0,2,1
Bellary,29,565,0,0,0,0,0,0,0,0,0,29,1437,7786,7497,4909,2952,1936,1308,994,762,575,503,406,368,295,264,220,187,188,153,125,132,100,103,88,80,80,70,55,58,53,56,59,30,43,41,47,36,45,26,29,28,28,27,19,27,29,20,18,24,19,24,15,18,20,17,14,13,15,12,10,15,14,16,10,16,5,9,10,14,10,8,9,7,9,11,11,8,6,4,6,10,10,6,8,8,6,1,3,13,6,6
Agra,9,146,0,0,0,0,0,0,0,0,0,0,143,925,1672,1993,1893,1665,1390,1173,971,796,663,534,426,363,295,246,219,159,139,128,103,96,91,91,67,69,69,73,54,57,51,39,39,50,29,32,37,26,26,29,32,24,19,22,16,19,20,11,17,14,14,16,18,10,13,14,15,5,15,7,6,8,8,10,9,14,5,4,13,7,9,10,9,11,4,10,9,11,6,2,7,9,8,5,11,5,2,5,7,4,5
Jamui,10,238,0,0,0,0,0,0,0,0,7,999,8139,3006,661,227,119,73,44,36,22,24,16,14,8,11,4,7,4,0,3,1,5,5,4,2,0,4,7,2,2,2,1,1,1,1,1,3,1,0,1,0,1,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harda,23,448,0,0,0,0,0,0,0,0,2,280,4262,5650,2081,810,394,212,155,91,67,58,47,42,20,22,22,18,10,11,6,10,13,7,11,6,6,4,5,4,3,3,0,6,2,2,1,2,1,2,3,1,2,1,1,1,3,1,1,0,2,0,1,1,2,1,2,2,0,3,0,1,1,0,1,0,1,0,2,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,64,566,968,1150,861,671,584,498,438,367,284,284,218,204,184,146,137,128,121,122,106,92,80,87,78,67,71,55,48,44,35,50,40,42,37,22,33,36,27,18,19,23,15,20,24,21,10,22,17,17,13,11,17,10,13,7,9,13,9,8,12,10,16,7,10,8,8,14,10,8,5,8,7,14,6,13,8,7,6,11,7,4,10,6,3,3,8,4,3,11
Gondiya,27,507,0,0,0,0,0,0,0,1,15,543,8017,8467,3130,1298,611,374,233,149,99,77,76,52,43,36,22,20,22,14,18,27,19,10,6,8,11,6,4,10,7,7,7,8,9,2,4,3,3,2,2,2,1,1,1,3,2,1,2,2,5,2,1,1,2,0,1,2,7,1,1,0,4,0,2,1,0,0,0,1,0,3,0,0,1,1,1,0,0,0,0,1,0,0,1,2,1,1,0,0,0,2,1
Hailakandi,18,318,0,0,0,0,0,0,0,0,44,974,2687,1346,513,159,52,26,19,14,8,7,6,0,1,3,3,2,3,1,0,0,2,2,0,0,0,1,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churachandpur,14,274,0,0,0,0,0,1,0,10,154,2430,9483,6240,1267,302,135,49,35,16,7,9,5,3,3,10,3,1,0,2,0,2,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,82,1437,2009,1356,998,728,541,469,404,339,271,233,205,177,157,141,111,92,94,97,77,62,72,49,46,45,32,44,39,30,44,43,27,40,28,36,29,25,28,18,16,21,17,16,20,19,19,14,10,19,9,11,10,12,13,15,9,12,10,15,5,10,5,7,8,8,9,7,7,11,9,5,7,8,6,13,12,6,8,8,7,13,8,13,7,11,10,7,8,13,8,7
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,30,497,412,269,380,310,247,242,180,148,107,96,93,70,59,54,41,36,37,37,24,29,20,15,14,12,19,12,17,11,11,9,6,14,9,8,2,6,9,8,8,5,9,14,4,6,8,5,5,2,7,7,2,3,5,3,3,1,3,3,1,2,2,2,1,1,0,4,3,4,0,2,4,2,2,2,2,3,3,5,2,2,1,3,2,1,2,2,1,1,5
Sonbhadra,9,200,0,0,0,0,0,0,0,2,70,1151,6334,8834,4974,2497,1508,909,593,419,339,232,193,146,117,114,81,65,56,61,49,47,40,29,29,28,20,14,17,22,14,22,19,18,18,8,13,15,15,18,14,11,8,7,10,13,8,13,9,14,12,4,17,7,8,9,11,10,7,8,5,5,9,4,5,8,6,6,9,5,9,7,9,9,9,5,7,6,6,8,3,7,5,4,5,4,5,5,3,5,4,5,2
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,10,1093,5543,5936,3814,2558,1691,1232,911,792,604,492,397,327,278,241,165,163,140,108,86,81,71,52,52,48,44,31,27,34,24,28,18,20,18,20,17,16,18,13,8,9,8,15,6,8,8,9,7,6,5,5,9,5,5,5,4,8,5,6,6,4,9,3,4,5,4,4,8,1,2,4,2,5,2,1,2,4,4,3,3,3,6,1,5,2,0,2,4,5,1,4
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,1,43,456,1297,1677,1244,831,564,421,349,241,226,185,148,130,123,101,85,70,53,54,55,48,41,27,17,23,19,18,14,17,12,9,9,12,11,6,7,3,6,3,3,5,3,6,8,6,3,7,1,1,2,4,5,2,3,0,3,2,2,3,5,3,3,1,0,1,1,1,1,3,1,1,0,1,1,1,3,1,3,2,0,4,2,0,0,0,1,0,0,1
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,39,2087,4380,4228,2871,1908,1380,1030,815,604,513,380,328,272,216,189,181,134,132,101,69,60,58,57,40,35,26,25,24,21,20,25,18,13,10,10,13,11,10,13,7,6,10,12,3,10,9,7,5,3,2,3,4,2,2,2,5,2,3,3,2,1,2,4,2,3,5,0,2,3,1,3,4,3,4,2,5,2,3,1,4,1,2,1,1,0,2,2,2,0,1,3
Shimla,2,33,0,0,0,0,0,0,0,0,1,1077,13667,6324,1336,511,270,159,106,88,59,56,36,42,32,26,23,17,12,15,21,14,19,9,9,11,4,8,5,5,2,5,0,4,7,6,5,3,3,3,3,3,1,4,2,2,2,4,5,2,3,3,2,1,2,1,0,0,0,1,0,0,0,3,2,1,2,0,1,3,1,1,0,2,1,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,3,451,3380,3438,2392,1753,1518,1555,1380,1141,947,745,567,444,396,279,258,230,186,162,157,151,119,114,104,83,82,73,67,56,53,53,47,36,26,35,39,32,32,26,27,29,27,25,18,27,23,16,23,15,14,24,14,7,15,17,12,21,13,13,8,15,14,14,19,12,13,8,8,11,11,8,16,11,9,13,12,12,10,10,10,5,12,8,13,9,5,11,10,14,8,7,4
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,2,46,1041,2815,3333,2775,1990,1387,865,613,367,290,221,177,110,92,61,50,26,37,21,19,19,15,9,12,11,14,3,9,5,6,5,3,7,4,5,6,4,3,3,5,3,2,2,4,3,0,2,1,1,4,1,1,1,2,3,1,0,5,1,0,1,2,1,0,0,1,2,1,1,2,0,1,1,1,2,0,0,0,1,1,1,0,1,0,0,1,0,1,1,2
Jaintia Hills,17,299,0,0,0,0,0,2,0,8,72,1384,5570,4916,2160,872,396,242,175,144,97,67,60,55,41,42,30,33,19,22,18,12,19,15,14,14,5,6,3,4,5,3,2,5,4,1,3,6,2,0,1,3,1,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,2,285,1542,1592,1104,747,536,348,277,196,137,110,115,61,55,48,45,35,34,33,20,20,25,20,16,9,20,7,12,7,14,3,9,8,5,6,9,5,9,12,7,8,4,8,7,6,9,7,8,4,4,6,3,1,5,3,6,4,8,2,8,3,6,5,3,2,4,5,6,3,1,2,4,4,4,3,6,3,4,4,1,2,1,2,1,4,1,2,0,3,0
Hisar,6,80,0,0,0,0,0,0,0,0,0,3,328,2747,5509,3495,1730,1027,673,553,399,285,270,206,193,173,142,131,117,82,74,77,72,66,48,53,38,42,41,34,31,29,27,18,25,15,24,16,15,22,13,16,24,13,10,10,8,9,11,4,9,4,7,7,4,5,10,8,10,8,5,7,7,4,2,5,8,7,10,8,7,6,4,3,5,5,5,6,0,9,5,4,2,2,2,4,2,3,3,1,4,2,1
Mandi,2,27,0,0,0,0,0,0,0,0,0,555,8084,5232,1985,926,445,282,191,135,133,74,68,59,49,26,40,30,32,15,20,19,13,10,11,10,9,9,7,2,2,5,5,7,7,4,6,6,7,8,6,6,10,2,2,3,1,3,1,0,2,1,1,1,1,2,1,1,1,1,4,1,3,1,2,1,0,0,1,4,2,4,0,0,0,0,5,4,0,0,1,0,0,2,1,0,0,0,0,0,0,3,2
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,32,77,90,124,107,98,100,124,111,100,82,107,82,90,78,93,84,65,68,55,61,62,64,67,61,51,45,46,50,45,38,39,31,23,23,20,38,22,24,18,21,16,19,13,11,14,16,25,19,15,13,15,15,12,6,14,4,9,11,12,10,13,10,6,6,14,15,10,9,5,10,4,7,6,8,6,9,7,13,5,10,6,8,7,3,11,5,10
Hoshangabad,23,449,0,0,0,0,0,0,0,0,7,435,5972,9710,5543,2944,1461,821,535,357,255,189,126,104,75,68,52,43,35,44,30,29,22,18,19,16,13,12,11,13,6,4,10,6,7,4,14,4,8,8,3,2,4,4,7,3,7,4,3,4,4,8,4,3,5,2,5,2,0,1,0,2,2,2,3,0,1,3,7,2,1,2,2,0,3,3,4,4,1,1,1,0,2,1,1,0,1,0,2,1,2,1,1
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,33,1548,3125,3751,2555,1497,850,542,383,247,181,124,102,84,67,49,44,34,39,33,30,27,22,30,20,21,22,20,12,12,9,15,9,10,11,5,10,9,7,8,8,4,6,9,7,6,7,13,4,4,6,9,3,7,1,4,3,7,5,5,2,3,8,2,5,1,4,5,1,2,1,2,0,0,3,0,3,4,2,1,4,2,0,3,0,4,0,2,4,3,2,0
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,135,20657,41973,18069,7281,3573,2214,1440,1000,813,596,454,389,324,249,248,214,176,153,131,132,110,89,79,84,66,88,63,60,49,60,44,46,47,32,42,36,32,34,35,30,24,34,24,25,22,32,14,23,20,19,21,16,15,20,19,14,20,11,18,14,11,21,8,16,20,11,9,9,8,7,10,11,7,9,12,9,11,9,12,10,12,7,13,10,9,13,6,5,6,2,9
Anuppur,23,461,0,0,0,0,0,0,0,0,2,285,5784,4771,1891,997,610,421,284,223,146,148,85,90,65,51,38,48,41,29,36,26,26,20,23,19,16,18,16,15,16,12,8,9,5,6,6,7,9,12,4,5,2,8,8,6,6,9,4,3,6,7,3,3,4,2,3,3,2,3,5,5,1,4,3,3,2,1,1,3,2,2,0,3,3,2,3,1,3,2,3,2,0,2,4,0,2,3,1,1,2,2,0
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,6,4,9,4,4,2,1,2,1,0,0,2,3,2,2,1,4,9,6,4,2,5,3,3,5,12,8,3,3,7,7,9,7,4,2,5,8,5,9,2,2,3,6,4,4,2,4,4,2,3,1,2,0,2,2,2,5,2,5,1,2,4,5,3,1,4,0,3,2,1,2,1,2,0,3,0,3,2,2
Thiruvarur,33,619,0,0,0,0,0,0,0,0,0,0,73,460,800,1920,1948,1328,872,588,364,230,165,67,81,49,36,26,24,20,30,18,12,11,11,12,8,11,5,10,3,2,3,5,4,3,8,7,2,4,3,3,1,5,2,1,3,5,1,3,2,2,0,4,7,1,0,2,0,1,1,0,1,2,4,0,0,0,1,0,1,2,2,0,0,0,1,0,0,2,1,0,0,2,1,1,0,2,2,0,0,0,1
Uttara Kannada,29,563,0,0,0,0,0,0,0,0,6,1012,16629,18062,3426,1134,561,312,211,142,110,73,62,45,39,45,44,27,29,26,21,17,18,14,21,14,16,8,11,17,12,8,14,12,9,8,10,9,3,7,7,10,8,7,4,7,6,4,4,5,3,3,3,0,2,3,4,0,3,5,4,0,0,1,5,3,1,1,3,1,1,2,3,1,0,1,0,0,2,3,1,3,2,0,1,0,0,0,1,0,1,0,1
Bandipore,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,98,3652,9541,7703,4269,2533,1439,837,546,377,277,180,148,115,90,78,56,52,56,36,49,27,25,40,23,23,24,21,10,15,14,17,13,9,10,7,10,13,3,9,6,5,4,9,5,3,4,3,5,2,4,5,3,2,6,2,3,2,2,1,5,1,4,3,3,3,1,3,2,1,0,3,2,1,2,0,0,0,1,2,2,1,2,1,1,0,0,1,0,1,0,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,218,1203,1044,829,725,587,432,327,250,217,157,153,142,115,95,74,66,55,66,78,63,51,35,45,32,47,28,23,32,26,26,19,20,21,17,20,19,11,14,12,10,19,12,10,10,11,5,5,9,11,7,6,9,4,10,4,6,7,3,12,5,4,9,3,3,3,6,6,4,3,8,6,9,4,4,6,1,1,3,5,0,3,6,4,0,2,2,3,6,4
Mandla,23,454,0,0,0,0,0,0,0,0,10,1654,16694,9912,2365,866,464,218,149,112,74,50,44,34,31,21,20,18,5,4,1,6,3,12,6,5,2,5,2,2,5,4,4,0,1,4,1,5,3,1,1,1,2,1,1,2,1,2,0,2,0,1,0,0,1,0,2,1,0,1,0,1,0,1,2,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,268,2315,3462,2310,1306,700,440,285,189,118,104,79,61,66,48,45,35,39,33,20,19,15,17,10,16,11,7,9,13,21,8,7,6,6,8,3,3,3,5,6,6,0,4,5,1,3,9,3,3,4,4,1,7,2,3,1,5,0,2,3,3,0,4,1,3,4,2,1,0,2,1,1,2,1,4,2,1,0,2,5,2,2,1,1,1,3,2,0,2,1,2
Champhai,15,284,0,0,0,0,0,0,0,2,51,1236,7919,4879,471,55,25,14,8,6,3,2,0,2,2,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,45,2819,8006,4061,1833,959,639,432,252,257,170,127,91,74,83,64,55,37,39,18,26,17,23,23,15,14,6,14,12,6,15,6,6,6,4,9,4,5,8,6,5,3,4,3,4,2,2,4,3,6,4,2,1,2,1,0,0,4,3,2,2,2,1,2,2,1,1,1,1,1,2,1,2,3,4,0,0,0,1,2,1,1,1,0,1,0,2,0,1,1,2,1
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,15,89,764,2215,3158,2722,2052,1567,1114,784,561,438,317,216,146,119,100,101,82,61,38,42,42,38,36,30,21,21,27,16,17,14,16,18,12,10,10,12,14,8,10,11,5,7,3,8,11,5,2,7,8,4,8,8,3,9,5,5,2,4,3,3,3,5,4,4,3,4,3,6,6,1,7,5,2,4,6,1,0,3,2,2,2,4,1,3,4,4,0,3,5,6
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,8,6,6,7,6,15,14,22,14,19,18,24,8,12,22,14,20,16,17,13,22,16,19,19,7,19,11,5,14,14,9,13,18,14,11,12,12,15,12,9,9,16,16,11,13,5,7,5,12,10,5,10,7,6,7,14,7,6,7,13,12,6,7,10,8,9,9,10,13,6,7,5,5,2,7,5,3
Ganjam,21,388,0,0,0,0,0,0,0,0,24,2390,11953,8728,4520,2553,1530,1005,670,442,362,272,233,171,133,111,84,76,80,69,52,54,47,44,21,30,30,20,27,25,19,22,17,16,18,11,12,10,7,10,14,12,6,11,7,8,6,5,5,6,8,3,4,6,3,5,4,4,6,2,2,1,4,3,3,2,2,1,4,1,4,3,3,3,2,5,2,0,0,5,4,4,1,8,1,4,1,0,3,0,0,0,0
Jhansi,9,166,0,0,0,0,0,0,0,0,0,131,5244,7069,3206,1690,1057,744,602,413,315,247,180,155,132,106,70,73,61,39,47,47,30,42,23,37,29,21,28,21,21,18,20,19,19,21,12,21,21,3,15,18,8,13,9,11,9,12,17,4,10,9,7,9,10,6,5,7,8,7,7,6,6,2,8,4,10,9,2,5,7,5,2,4,9,2,6,3,9,4,5,3,4,6,1,2,8,2,4,2,3,1,3
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,22,1003,1969,2273,1841,1425,1187,900,713,535,363,379,252,211,196,143,111,107,98,81,62,62,60,52,41,39,33,38,41,43,30,27,23,35,22,29,31,27,28,31,19,14,17,12,17,18,7,11,12,13,9,9,9,13,5,9,9,5,5,5,11,12,8,6,6,11,10,6,3,3,6,3,1,4,1,3,4,7,9,6,8,3,1,4,4,8,3,3,3,5,8
