,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Bankura,19,339,0,0,0,0,0,0,0,0,0,0,170,2515,5166,4689,3707,2859,2170,1578,1192,915,743,645,511,385,324,275,231,199,138,137,145,106,110,104,91,89,55,59,60,45,36,50,40,46,38,27,36,34,31,25,26,17,34,21,16,19,12,17,14,14,10,15,11,11,8,12,8,13,6,4,5,9,8,9,7,2,5,8,4,6,4,7,2,7,5,3,7,2,4,6,1,7,3,3,4,4,2,2,1,3,3
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,10,237,580,754,672,607,433,324,254,189,138,108,99,73,67,62,34,36,30,34,24,28,23,30,27,18,25,17,11,13,13,13,11,11,10,9,6,7,10,13,5,4,3,7,9,4,5,6,4,2,2,4,7,4,6,7,5,3,2,4,1,1,5,2,4,2,1,3,1,2,2,4,2,5,2,4,3,2,3,1,2,4,2,4,1,2,0,1,0
Dhaulpur,8,106,0,0,0,0,0,0,0,0,0,0,548,2681,1704,1300,1236,1074,871,732,603,485,396,290,249,230,153,142,95,86,60,63,50,47,45,30,31,33,25,16,7,11,22,8,10,15,7,3,5,2,8,5,4,7,6,4,3,7,1,5,4,4,5,2,3,4,7,4,2,1,0,2,1,3,4,1,4,3,2,2,0,2,1,3,2,3,3,2,3,5,2,2,1,1,1,0,2,0,2,2,4,0,2
Bageshwar,5,63,0,0,0,0,0,0,0,0,0,11,418,2777,4122,1874,613,241,148,101,59,45,33,30,13,11,13,7,9,5,6,6,4,2,1,2,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belgaum,29,555,0,0,0,0,0,0,0,0,0,124,8397,16268,11207,6527,3739,2173,1443,1015,732,568,413,371,251,222,182,162,139,130,135,96,88,91,57,71,50,51,61,51,43,42,41,35,23,31,22,28,26,18,15,20,19,24,19,13,12,21,17,10,19,16,11,11,8,9,18,13,6,15,10,12,11,6,5,13,6,13,12,8,8,8,2,5,6,9,9,8,15,4,4,8,6,8,3,8,6,4,8,3,5,4,8
Mau,9,192,0,0,0,0,0,0,0,0,0,0,20,147,245,459,461,492,489,481,508,428,464,404,361,336,256,212,184,153,147,120,123,83,90,74,62,61,40,58,36,31,30,24,29,19,23,20,15,11,12,10,19,8,10,7,7,5,9,7,8,9,5,6,5,3,7,5,1,6,2,3,5,3,2,0,3,2,3,3,3,4,1,4,1,2,3,5,1,4,3,0,4,0,3,5,2,2,5,2,0,3,2
Vadodara,24,486,0,0,0,0,0,0,0,0,0,4,1011,6095,7258,4337,2760,1886,1354,1051,833,646,509,441,368,289,240,208,176,155,146,122,100,85,108,92,91,69,65,58,59,48,40,59,38,42,45,41,43,29,35,34,30,28,28,22,26,25,20,36,25,24,24,28,26,18,15,13,11,18,13,8,8,9,9,8,16,6,15,9,11,12,9,12,11,19,14,10,12,2,6,8,11,5,6,11,8,8,6,6,7,5,11
Kolhapur,27,530,0,0,0,0,0,0,0,0,0,238,9195,7726,4784,2910,1826,1132,788,547,388,291,242,203,163,132,94,98,73,100,64,62,62,55,43,47,37,39,34,21,21,28,17,25,18,19,14,14,19,11,11,10,13,9,21,11,15,8,5,16,8,10,8,8,12,10,9,6,13,11,4,5,8,5,1,4,3,6,4,4,12,10,4,5,5,10,7,7,10,6,4,2,8,2,2,3,8,5,3,2,5,4,3
Araria,10,209,0,0,0,0,0,0,0,0,0,3,647,4661,3146,1343,801,471,336,273,173,132,86,73,53,43,37,20,25,29,21,22,12,9,19,3,9,7,4,3,4,5,5,5,3,3,4,4,3,3,2,1,3,4,2,3,1,2,2,1,1,0,3,1,1,3,2,2,3,2,0,1,1,1,0,1,0,4,0,0,1,0,1,2,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1
Phek,13,266,0,0,0,0,0,0,0,0,0,528,6959,876,290,133,74,51,64,26,17,18,15,15,9,6,2,1,8,3,4,1,1,2,3,2,1,0,0,7,0,1,2,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,0,0,0,0,0,0,0,0,16,1327,6612,5604,2527,1440,804,597,377,302,211,168,135,114,69,68,51,50,41,37,27,12,23,18,15,14,13,16,12,6,5,7,7,3,10,4,3,2,11,2,2,2,1,7,2,2,4,1,2,7,7,2,2,0,3,0,2,2,0,3,2,0,0,2,1,1,2,1,3,2,1,0,2,2,1,2,0,3,0,0,1,1,2,0,1,1,2,0,0,0,0,0
Perambalur,33,615,0,0,0,0,0,0,0,0,0,2,119,1123,1243,1186,793,614,457,292,243,172,147,101,88,83,51,64,37,36,33,20,24,25,12,10,11,7,13,11,8,10,3,7,5,3,8,4,6,2,6,6,0,2,5,6,4,4,4,2,3,2,4,2,2,3,0,2,1,0,3,2,1,2,1,1,0,1,1,5,2,2,4,0,0,2,1,1,0,1,1,0,1,2,0,1,0,1,1,0,0,0,0
Mandsaur,23,433,0,0,0,0,0,0,0,0,0,0,654,7100,7264,3455,1861,1113,734,563,368,298,240,176,153,104,89,58,59,46,44,52,28,27,29,23,22,16,14,13,18,11,17,13,13,8,5,8,7,8,6,1,2,4,4,4,6,4,6,4,2,4,3,5,1,1,3,5,3,2,0,4,2,3,4,2,2,1,2,2,0,2,3,2,1,0,0,2,1,2,0,0,1,0,3,0,1,0,1,1,1,1,1
Gwalior,23,421,0,0,0,0,0,0,0,0,0,1,1255,5094,4359,2972,1872,1392,961,687,574,448,374,324,224,216,194,146,174,132,114,105,76,73,68,74,55,48,40,43,37,42,16,37,28,25,25,32,21,23,21,16,13,18,18,15,10,14,12,12,21,15,12,10,9,10,10,12,10,6,12,10,14,6,2,8,5,8,3,7,6,9,3,7,9,6,5,7,4,5,6,10,7,9,8,8,2,5,6,2,14,7,5
Guntur,28,548,0,0,0,0,0,0,0,0,0,226,5545,11499,9067,4926,3012,2132,1541,1273,975,771,687,559,470,429,398,315,295,274,240,181,193,170,148,149,113,115,105,110,104,98,85,84,67,81,58,49,44,41,49,47,39,47,29,34,38,35,21,24,25,24,25,27,24,30,21,14,16,24,17,18,16,14,16,10,17,11,15,11,8,13,14,10,9,8,7,7,12,14,11,7,6,7,10,7,7,9,1,5,4,2,7
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,0
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,0,80,975,1931,1699,1350,981,682,609,488,405,321,271,224,207,178,141,118,103,89,96,69,67,68,38,42,43,37,37,31,40,20,21,20,15,26,13,12,10,14,14,3,5,15,12,6,5,5,2,4,7,2,4,4,6,4,2,2,3,0,2,2,5,4,3,4,2,5,4,4,2,5,1,3,1,1,3,0,1,2,3,3,2,1,0,1,1,5,1,1,0,1
Darjiling,19,327,0,0,0,0,0,0,0,0,0,43,2013,3645,2576,1623,1017,630,442,254,226,173,148,122,99,94,82,74,65,51,57,63,54,41,35,43,33,21,20,36,27,28,22,18,22,18,26,14,11,18,12,12,18,18,22,15,10,6,9,9,9,6,11,1,6,11,6,6,7,8,8,4,2,8,3,3,4,7,5,7,0,3,3,2,3,3,2,2,4,1,2,0,1,2,3,0,4,1,0,3,1,4,5
Chittoor,28,554,0,0,0,0,0,0,0,0,0,791,13245,15086,8533,5406,3909,3000,2040,1621,1285,1038,808,687,551,444,369,302,292,227,197,178,174,149,98,135,105,109,90,91,74,74,63,56,48,51,53,44,42,36,49,35,33,28,38,23,31,26,34,37,28,23,28,23,17,13,11,17,21,20,7,10,8,17,14,14,9,11,16,12,12,9,13,10,12,10,8,9,11,6,8,7,5,6,9,12,11,6,5,3,5,8,7
Guna,23,458,0,0,0,0,0,0,0,0,0,1,1011,6435,6192,4158,2847,1880,1229,869,613,414,323,252,204,168,133,97,91,75,59,58,34,31,43,48,22,24,30,19,13,26,10,15,15,11,12,14,12,6,11,9,5,9,7,7,4,5,10,11,5,7,0,4,5,5,4,5,4,4,6,2,3,6,2,3,3,4,4,6,2,1,2,3,4,5,2,8,0,2,1,2,4,2,5,5,1,2,0,0,1,1,3
Banka,10,225,0,0,0,0,0,0,0,0,0,31,2734,4856,2209,1233,776,561,352,254,150,110,100,70,41,53,33,18,24,11,15,10,7,5,1,6,4,3,3,1,2,2,4,2,6,2,2,0,0,3,0,1,1,1,1,2,1,1,1,1,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Chamoli,5,57,0,0,0,0,0,0,0,2,1,12,349,5253,16529,9019,1872,871,619,414,283,195,166,105,94,42,53,47,29,27,23,14,23,14,10,10,6,9,5,2,3,6,4,6,3,3,1,7,2,0,4,8,1,2,5,5,6,3,2,3,1,5,3,2,0,0,3,2,1,1,1,5,0,2,1,2,0,0,4,4,2,5,2,1,0,2,4,2,3,1,3,4,2,0,1,1,1,2,1,1,0,1,1
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,0,13,319,704,1132,1788,2022,1704,1313,1110,892,717,651,556,483,341,370,328,274,285,222,239,191,188,174,155,106,118,106,99,106,106,78,87,78,80,81,54,51,48,49,45,49,41,45,43,25,31,45,44,21,23,29,23,24,28,12,21,18,23,13,13,15,15,18,13,21,17,13,9,14,13,9,4,13,6,7,5,18,10,6,7,12,7,6,8,6,4,7,3,5
Sagar,23,427,0,0,0,0,0,0,0,0,0,80,3555,10735,9225,5924,3818,2615,1714,1243,934,729,560,461,406,342,240,229,186,175,117,113,129,86,85,82,55,65,55,49,46,35,47,39,33,27,20,26,32,25,21,12,23,23,19,21,19,19,21,12,16,11,12,9,15,16,10,12,7,8,18,13,10,8,5,9,9,5,13,6,5,9,14,10,4,6,6,2,7,2,2,3,2,4,4,4,4,0,5,7,1,3,5
Azamgarh,9,191,0,0,0,0,0,0,0,0,0,0,18,318,986,1601,1831,1914,1845,1698,1501,1263,1078,875,662,553,451,346,284,204,182,204,125,120,99,64,57,66,41,41,49,40,39,26,25,32,22,22,12,17,14,17,19,14,12,9,15,6,9,5,11,6,7,7,6,6,9,4,4,2,4,4,1,3,2,1,2,4,2,4,5,3,2,3,1,0,4,3,5,0,2,1,2,3,2,2,2,2,4,3,0,2,1
Kurnool,28,552,0,0,0,0,0,0,0,0,0,961,20891,28030,8641,3672,2193,1572,1204,903,731,569,489,413,402,333,273,251,240,213,166,129,133,121,133,109,89,76,77,66,59,52,57,57,51,35,44,41,41,29,28,26,33,30,25,16,26,18,16,17,17,13,17,13,14,10,10,11,18,10,11,11,12,12,10,6,3,10,8,13,8,4,8,6,6,5,6,5,8,7,2,10,3,4,3,4,10,2,7,5,6,4,2
The Nilgiris,33,611,0,0,0,0,0,0,0,0,0,559,4099,1480,1058,721,520,383,292,203,186,135,108,84,65,55,47,41,35,37,33,28,21,13,15,22,11,7,15,15,11,10,12,6,5,5,5,3,4,8,3,3,5,3,4,2,7,0,3,1,2,1,1,3,0,1,0,1,0,3,1,2,1,0,3,0,2,0,0,1,1,0,1,0,0,2,2,2,0,0,3,0,0,2,2,0,1,1,0,1,0,1,1
Coimbatore,33,632,0,0,0,0,0,0,0,0,1,221,1973,1663,1181,1207,1405,1336,1143,970,872,758,604,466,389,340,284,240,206,188,196,169,118,169,135,98,88,99,88,77,92,70,86,61,58,73,70,56,67,62,47,47,53,35,31,35,32,36,36,33,36,38,32,29,28,23,17,23,25,28,21,31,27,28,22,19,19,7,15,24,19,24,18,22,23,12,14,16,19,8,10,16,11,13,11,7,6,11,9,4,10,13,6
Nalanda,10,229,0,0,0,0,0,0,0,0,0,0,63,889,1548,1476,1099,847,653,545,380,364,324,281,239,198,150,122,121,92,87,79,63,66,50,43,54,27,32,26,21,34,19,17,15,12,15,19,8,8,15,8,7,13,11,3,11,5,7,6,7,4,3,2,5,10,1,4,5,3,3,5,1,4,3,4,4,0,3,4,3,2,1,1,4,3,3,2,2,7,2,0,1,3,3,4,1,1,0,0,0,1,3
Godda,20,351,0,0,0,0,0,0,0,0,0,49,2352,2765,1403,927,602,446,272,224,149,116,85,57,55,25,31,35,23,17,20,14,13,8,13,11,11,8,6,7,7,5,5,3,1,6,4,4,2,1,1,1,4,3,3,2,5,3,5,9,1,4,2,2,0,1,3,1,2,2,3,0,1,1,1,2,0,4,1,2,0,3,2,3,1,4,0,4,2,1,3,1,2,1,0,1,4,1,1,1,2,1,2
Chikmagalur,29,570,0,0,0,0,0,0,0,0,2,950,10823,8869,4309,1867,917,502,319,205,158,105,102,55,57,42,37,44,35,30,17,21,17,16,14,14,8,7,10,10,9,7,5,6,3,2,2,6,9,6,2,5,4,6,6,3,2,4,2,1,4,3,7,2,1,5,5,0,7,0,4,1,0,7,3,4,0,1,2,7,5,3,2,0,3,1,0,3,1,0,1,2,0,1,1,0,1,1,0,0,3,1,0
Kanpur Nagar,9,164,0,0,0,0,0,0,0,0,0,0,20,499,1658,1901,1498,1058,846,595,514,413,326,244,225,171,146,133,151,114,99,91,86,61,82,60,57,59,58,33,38,40,32,32,41,32,24,30,22,18,24,20,19,14,19,17,18,18,21,13,10,9,9,12,8,11,14,8,3,12,17,11,14,6,7,5,9,11,5,9,10,6,5,7,7,9,11,4,5,5,6,2,7,3,5,5,4,9,2,5,6,6,4
Farrukhabad,9,159,0,0,0,0,0,0,0,0,0,0,47,1051,1852,1746,1386,901,716,454,361,275,186,130,95,81,51,43,42,30,29,27,16,16,15,17,8,13,14,7,11,9,5,11,6,5,9,10,8,2,1,2,4,5,3,1,6,4,0,6,2,8,1,6,2,6,1,1,2,1,2,1,1,2,5,2,1,1,1,2,1,0,2,3,0,2,0,0,0,2,3,1,1,2,2,0,0,1,2,1,1,2,2
South Goa,30,586,0,0,0,0,0,0,0,0,0,51,2310,1699,789,436,302,201,142,140,156,120,121,115,89,91,79,76,70,58,55,51,52,37,60,31,40,35,42,33,28,33,21,21,13,21,15,20,26,18,18,20,12,21,10,11,5,5,6,7,8,7,7,3,10,4,7,6,5,6,3,5,2,2,4,4,8,3,3,1,1,6,3,2,3,5,2,4,1,4,1,3,1,1,2,3,3,1,3,6,3,1,2
Varanasi,9,197,0,0,0,0,0,0,0,0,0,0,0,0,5,85,200,242,366,441,493,459,413,442,401,299,260,241,209,165,146,125,118,108,84,83,78,58,52,45,34,30,31,38,26,22,24,16,22,17,20,18,17,16,14,14,13,9,20,17,10,9,6,10,11,8,7,8,11,8,8,2,5,2,5,3,2,6,4,7,10,6,4,8,5,12,2,6,2,5,12,5,6,2,5,5,5,4,0,5,2,8,2
Kolar,29,581,0,0,0,0,0,0,0,0,0,6,395,1469,1925,1931,1647,1348,1137,949,820,676,505,445,363,312,306,250,165,169,129,127,92,98,68,73,61,45,44,43,42,44,34,29,29,17,19,17,18,13,16,13,10,14,13,15,8,11,9,12,15,13,7,3,12,4,8,5,2,5,9,8,6,8,6,5,2,7,6,3,5,7,2,7,3,4,5,5,4,2,5,9,0,1,1,2,5,3,7,4,0,2,1
Uttar Dinajpur,19,330,0,0,0,0,0,0,0,0,0,0,2,146,948,1707,1942,1816,1465,1173,955,739,551,495,351,306,236,181,170,119,115,96,71,78,48,61,58,37,32,44,31,20,27,24,16,20,17,12,6,13,10,6,12,15,11,6,17,13,5,9,10,8,9,6,4,8,4,6,5,4,1,5,3,2,1,3,1,3,3,1,1,5,1,1,0,1,4,0,1,2,3,2,0,2,1,0,0,1,4,3,1,1,0
Mon,13,261,0,0,0,0,0,0,0,0,0,298,5359,1860,379,149,62,47,26,19,10,8,7,7,5,4,3,3,2,4,6,1,3,0,1,1,0,1,1,2,2,2,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madurai,33,623,0,0,0,0,0,0,0,0,0,65,984,1491,1720,1654,1604,1321,1032,821,676,506,408,303,269,242,174,144,128,95,94,81,64,49,61,38,47,45,38,28,34,33,29,28,32,20,15,20,20,21,16,14,19,12,12,16,14,15,14,7,9,10,9,5,8,6,8,10,6,8,4,9,5,9,9,7,9,7,1,5,5,5,9,4,5,4,4,9,6,6,1,4,2,7,7,4,8,2,1,5,2,2,5
Mahamaya Nagar,9,144,0,0,0,0,0,0,0,0,0,0,0,0,2,118,351,513,534,609,573,560,534,497,413,385,310,291,246,218,174,165,132,122,98,101,90,75,71,59,58,54,54,43,48,26,36,21,25,18,19,14,20,14,13,6,8,17,14,8,13,9,12,8,5,10,6,5,5,7,6,5,7,5,5,3,2,5,3,4,3,3,3,4,2,1,4,3,2,5,3,2,1,3,2,1,2,4,5,0,2,1,0
Sirohi,8,117,0,0,0,0,0,0,0,0,0,2,3674,9177,3766,1826,1024,695,449,315,262,167,151,126,107,94,75,55,62,49,41,46,40,32,24,24,21,17,20,15,19,15,10,23,13,18,11,10,9,16,9,10,5,9,4,9,10,7,6,1,5,4,7,2,4,6,3,0,6,4,0,3,1,4,1,2,1,4,1,5,5,4,5,0,5,2,2,3,6,1,2,4,1,4,4,2,1,3,2,2,2,3,1
Auraiya,9,162,0,0,0,0,0,0,0,0,0,0,3,101,305,576,700,843,747,845,742,567,516,375,367,270,230,234,173,139,110,102,103,66,61,63,49,50,44,32,33,31,17,26,25,12,15,14,22,16,17,20,16,13,10,11,8,9,9,2,12,11,5,8,6,5,8,7,2,4,7,2,3,1,6,5,5,2,2,2,1,3,3,2,1,1,2,3,3,2,3,3,2,3,2,2,2,4,3,0,4,3,1
Jagatsinghapur,21,380,0,0,0,0,0,0,0,0,0,1,209,608,949,885,775,604,561,454,388,268,204,180,145,112,92,63,54,63,51,39,32,23,25,29,28,29,14,19,16,9,13,23,6,10,5,10,7,9,3,4,10,5,4,6,3,6,4,5,4,3,4,2,6,3,4,3,7,5,1,1,1,2,1,3,2,0,4,4,3,3,4,6,4,2,4,1,2,4,4,2,1,2,0,1,3,6,2,1,2,5,1
Upper Siang,12,252,0,0,0,0,0,0,0,0,12,3460,22127,4987,313,20,16,8,6,2,4,3,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulbarga,29,579,0,0,0,0,0,0,0,0,0,5,3052,15743,9735,4486,2611,1785,1350,990,735,622,506,445,393,295,279,237,211,182,150,162,133,124,99,100,66,75,72,59,52,56,54,33,32,36,36,36,32,30,26,33,28,30,25,21,18,13,15,20,24,19,19,15,12,23,11,16,11,16,11,13,5,16,18,12,9,8,9,8,8,7,4,10,8,3,9,2,4,7,3,11,3,10,4,7,9,6,6,3,1,3,7
Umaria,23,431,0,0,0,0,0,0,0,0,0,45,4578,8635,3135,1356,722,431,243,197,139,94,69,44,42,38,35,34,12,14,8,10,14,10,12,5,6,7,5,3,5,5,4,4,3,3,3,4,6,2,2,1,2,2,8,2,3,4,4,1,3,1,1,2,1,3,3,0,0,3,0,0,1,1,2,3,2,0,1,1,2,2,0,0,2,1,0,0,0,1,1,0,1,2,1,0,2,0,2,0,3,1,0
Jaipur,8,110,0,0,0,0,0,0,0,0,0,0,107,3418,4785,3536,3113,2849,2591,2375,2363,2152,2055,1873,1689,1570,1344,1254,1071,1001,876,737,681,604,524,467,437,406,330,286,295,286,225,202,206,163,160,158,135,140,129,103,107,99,105,86,74,85,77,70,63,72,63,55,56,54,41,42,43,57,52,47,46,45,32,32,28,44,32,33,29,35,22,29,23,34,32,18,28,24,22,16,18,20,18,25,22,27,24,25,15,20,15
Pithoragarh,5,62,0,0,0,0,0,0,0,0,0,5,220,4871,17238,7722,1538,693,392,231,153,94,87,52,34,30,19,20,7,9,9,5,5,4,2,7,3,3,3,4,6,3,2,1,4,1,3,3,0,1,1,2,3,4,1,0,1,1,0,5,1,4,1,1,1,2,4,0,0,1,1,1,1,1,1,1,2,1,3,0,1,0,1,0,1,2,1,0,0,1,1,2,0,2,0,1,0,0,1,1,0,0,0
Reasi,1,20,0,0,0,0,0,0,0,0,0,0,190,3868,3346,1229,698,372,240,131,111,98,73,55,43,25,29,25,26,20,21,28,12,17,15,18,8,10,18,7,5,5,9,8,6,11,5,8,3,1,4,5,6,0,0,3,2,2,2,2,3,0,3,2,2,4,1,2,0,4,1,0,0,1,0,1,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,3,1,0,1,0,1,0,0,2,0,0
Kohima,13,270,0,0,0,0,0,0,0,0,0,216,4484,962,268,127,87,70,39,47,26,28,17,21,12,18,14,9,7,8,8,11,3,6,3,7,4,2,3,4,6,5,2,1,2,3,0,1,0,2,2,2,1,2,2,0,2,1,2,1,0,4,1,1,1,0,1,3,2,1,1,4,0,0,2,1,0,0,0,0,1,0,1,0,0,2,1,2,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0
Sirmaur,2,32,0,0,0,0,0,0,0,0,0,0,222,4501,4529,1505,586,344,188,158,148,84,80,75,43,44,37,49,30,34,29,29,26,20,21,18,19,12,22,11,18,9,13,7,7,1,4,6,11,8,6,9,7,7,7,3,6,6,3,1,4,1,5,2,4,6,5,4,3,4,2,2,3,7,1,3,2,3,3,2,1,0,1,1,5,2,2,4,1,3,1,0,0,0,2,1,0,0,2,2,0,0,0
Saharsa,10,214,0,0,0,0,0,0,0,0,0,4,335,2084,1509,819,560,416,308,241,204,173,120,102,89,59,61,48,43,26,31,28,22,20,13,13,20,13,10,8,4,6,6,3,8,11,1,6,3,5,4,1,1,0,4,3,3,1,0,1,0,2,2,2,2,0,1,1,2,4,1,2,0,1,1,1,2,1,1,0,1,1,0,1,1,0,1,0,1,0,3,2,0,0,1,1,2,2,1,1,0,0,1
West,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,2,0,1,0,1,1,0,1,0,2,2,1,1,2,1,3,1,1,1,3,0,1,0,1,1,1,1,2,1,0,0,2,0
Malappuram,32,592,0,0,0,0,0,0,0,0,0,444,3738,3365,3020,1659,811,443,297,212,132,94,80,47,34,36,23,24,15,20,14,12,13,8,10,3,8,9,8,4,4,3,3,2,3,1,1,2,0,2,0,1,2,0,3,2,2,0,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Viluppuram,33,607,0,0,0,0,0,0,0,0,0,108,1344,1464,2206,3181,3438,3060,2449,2004,1600,1297,1067,867,721,570,488,407,347,297,280,221,174,141,147,127,116,100,83,85,73,68,68,52,41,55,50,39,33,36,36,27,26,20,23,14,17,19,19,20,22,17,15,17,9,8,12,10,9,8,11,6,8,5,12,7,8,4,7,9,7,5,6,5,4,4,6,5,3,5,5,2,5,7,2,4,2,6,0,2,4,1,3
Tapi,24,493,0,0,0,0,0,0,0,0,0,1,1713,3817,2161,1750,1199,790,410,336,236,199,164,99,81,72,58,50,56,44,38,31,24,24,16,10,14,10,9,14,4,10,10,11,6,10,6,11,11,7,7,5,6,3,3,4,6,2,3,1,3,2,1,1,2,0,2,2,1,1,0,1,2,2,3,1,1,2,1,2,1,1,0,0,2,2,1,1,0,1,0,0,0,1,1,2,0,1,1,0,0,1,1
West Godavari,28,546,0,0,0,0,0,0,0,0,3,481,4226,6476,5594,3892,2615,1823,1397,1030,764,603,486,351,359,259,237,210,173,157,129,127,111,74,77,71,80,61,37,36,54,32,36,37,30,16,22,27,31,16,26,22,16,16,9,15,15,9,8,9,6,11,13,2,9,9,5,9,13,6,3,7,4,6,3,3,4,4,5,5,4,7,6,4,5,5,3,4,1,4,1,2,2,4,1,2,4,2,5,2,1,1,1
Madhepura,10,213,0,0,0,0,0,0,0,0,0,0,132,1336,1812,1178,801,544,414,333,313,195,213,151,124,108,75,51,40,42,37,35,22,17,22,13,16,8,11,2,4,5,9,6,6,5,2,5,6,1,3,2,2,2,3,3,5,5,5,4,4,6,2,2,3,0,0,0,1,0,1,2,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
Saraikela-kharsawan,20,369,0,0,0,0,0,0,0,0,0,99,1960,1723,1162,1088,931,702,552,419,349,277,234,208,169,143,110,113,96,71,86,68,47,55,43,49,34,32,38,26,22,29,22,17,19,25,18,16,18,8,5,7,13,10,12,7,6,8,10,6,9,4,7,6,6,6,4,6,2,2,5,5,5,5,6,3,4,4,6,7,6,3,2,4,4,2,1,1,3,2,2,2,3,1,4,4,0,0,2,2,1,2,6
Tiruppur,33,633,0,0,0,0,0,0,0,0,2,237,1494,955,2203,2648,2424,2017,1538,1210,864,691,555,486,389,332,277,260,184,191,155,157,146,121,102,121,97,86,85,71,71,56,39,45,45,41,34,40,33,31,30,30,19,30,20,28,13,23,15,14,14,15,12,17,10,18,9,10,13,6,13,14,13,17,12,10,5,17,18,7,6,7,12,9,6,6,8,3,6,4,8,4,6,4,6,3,3,1,3,1,8,7,5
Mayurbhanj,21,376,0,0,0,0,0,0,0,0,1,1198,12584,6982,5799,4862,3636,2586,1835,1361,919,649,481,391,281,210,179,141,115,92,81,56,63,44,47,42,37,22,28,35,28,12,15,20,20,9,15,11,6,10,9,9,10,6,7,3,7,10,4,4,7,5,6,5,8,5,5,3,2,2,1,3,2,4,2,3,2,2,0,2,6,2,1,3,1,1,2,3,2,3,1,1,1,2,1,1,0,0,0,2,1,1,0
Barnala,3,54,0,0,0,0,0,0,0,0,0,0,0,1,154,1020,1480,1005,602,460,314,242,190,166,137,124,97,79,94,77,53,50,51,45,35,29,25,29,23,24,13,11,18,11,21,13,6,12,4,3,8,7,8,9,10,4,5,2,2,4,3,0,7,5,6,4,2,7,5,1,4,2,1,3,2,2,3,4,1,1,5,3,1,1,0,1,2,2,3,0,2,3,0,1,1,0,0,1,1,1,1,0,1
