,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,284,462,558,474,407,349,255,246,235,199,187,181,137,112,132,99,90,76,78,56,79,67,67,58,42,45,48,38,47,43,35,32,24,27,30,25,20,15,19,15,13,13,18,13,17,13,17,9,12,14,13,5,9,8,9,18,8,8,9,5,7,11,7,7,5,8,6,5,3,3,6,6,4,4,7,2,3,2,8,3,5,4,5,5,3,4
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,0,0,10,214,392,448,507,489,347,378,312,226,179,173,141,152,133,81,84,94,85,72,55,52,47,49,44,54,40,32,31,39,34,33,24,15,22,20,23,19,14,18,19,17,24,22,14,15,12,12,12,15,20,16,16,9,4,12,11,10,12,16,17,8,7,8,7,10,8,5,7,8,10,6,11,9,7,9,8,6,10,7,2,2,2,7,4,3,1,5,4,5
Mirzapur,9,199,0,0,0,0,0,0,0,0,0,0,40,3755,3695,2348,1762,1408,1084,908,679,577,503,390,325,277,233,188,165,134,118,135,98,89,102,102,77,61,49,48,54,44,44,32,22,36,28,10,23,17,15,15,16,12,13,20,12,5,11,10,4,5,5,4,3,5,3,4,9,6,6,2,3,7,3,2,1,3,2,3,1,2,4,3,2,3,2,5,1,0,1,1,2,5,0,0,3,1,0,2,3,1,0
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,0,0,11,530,1292,1232,1226,1244,1296,1201,1069,920,835,689,604,480,397,311,261,207,157,140,108,83,59,60,61,46,47,26,26,28,19,26,12,30,11,10,17,12,15,7,7,15,13,8,5,17,9,11,9,4,10,2,6,8,5,7,6,5,3,3,5,3,2,2,3,2,2,2,3,1,3,3,0,0,1,2,2,1,0,0,1,1,0,0,4,1,1,1,0,1
Bikaner,8,101,0,0,0,0,0,0,0,0,0,0,1172,58930,37387,14148,7927,4743,2840,1844,1454,901,703,587,497,386,335,265,249,189,212,168,160,128,130,125,86,93,84,98,74,74,67,54,46,44,39,50,34,31,58,35,33,25,38,35,26,31,26,19,24,21,18,20,22,18,11,24,22,11,11,14,14,17,12,12,15,10,10,10,12,11,12,15,9,12,7,6,10,8,12,15,7,6,11,10,9,9,8,8,2,11,8
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,6,1,3,4,1,3,2,2,2,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,13,9,8,7,9,8,3,3,3,6,4,8,7,5,3,6,2,1,4,1,3,1,4,1,3,4,4,5,0,2,5,1,3,0,3,3,2,1,3,4,4,3,3,5,4,2,5,3,3,3,3,1,2,4,6,1,1,2,3,2,4,5,2
Tiruvannamalai,33,606,0,0,0,0,0,0,0,0,0,0,43,1688,2127,2868,3631,3511,2835,2122,1591,1126,856,614,476,360,247,198,148,124,94,74,67,57,38,42,32,38,25,28,24,21,11,15,16,18,10,17,22,11,8,10,9,7,14,11,9,4,6,5,7,4,5,4,3,1,5,8,3,1,0,0,1,2,4,3,1,9,4,4,4,6,1,3,4,3,1,1,0,1,0,2,2,2,1,1,2,3,4,0,1,1,2
Udupi,29,569,0,0,0,0,0,0,0,0,0,3,1788,6384,3331,1447,781,482,352,241,143,124,97,84,69,48,47,32,29,22,41,26,17,17,19,23,12,17,18,16,12,13,9,11,8,9,6,7,11,12,9,8,7,6,3,5,9,6,2,2,4,3,4,1,3,2,4,6,4,3,2,2,3,4,2,3,3,2,2,3,3,0,3,2,3,4,1,1,1,1,1,2,2,3,3,1,0,1,0,0,0,1,1
Bellary,29,565,0,0,0,0,0,0,0,0,0,0,0,946,8024,6941,4745,2984,1990,1376,1085,885,680,520,459,400,310,272,266,249,214,198,147,163,130,117,105,97,90,54,78,64,62,57,47,60,37,45,43,31,32,28,35,21,44,34,21,31,22,28,31,20,13,18,15,15,17,13,12,21,14,19,19,14,9,15,14,9,12,13,10,9,8,9,8,18,8,12,8,8,10,7,10,8,7,7,4,10,7,6,7,6,6
Agra,9,146,0,0,0,0,0,0,0,0,0,0,0,15,411,742,688,885,1003,953,963,968,882,812,700,659,587,545,494,459,403,366,359,318,271,272,247,206,189,191,182,138,125,150,132,96,100,91,81,82,85,74,61,62,52,54,39,48,41,44,36,38,39,30,43,20,20,30,31,26,29,26,31,19,21,18,20,11,18,17,18,16,13,14,12,13,15,10,13,17,13,14,7,9,16,11,12,14,5,13,11,10,8
Jamui,10,238,0,0,0,0,0,0,0,0,0,0,745,7126,2855,963,488,289,168,130,89,72,61,43,30,40,26,25,18,15,6,12,11,16,15,11,6,10,10,13,12,6,9,9,4,6,4,2,7,4,4,4,6,1,5,3,2,2,5,5,4,1,6,5,2,4,3,1,3,1,4,2,2,1,4,2,4,3,1,2,0,1,1,1,2,2,0,0,1,0,0,0,2,1,1,0,0,0,0,1,3,0,0
Harda,23,448,0,0,0,0,0,0,0,0,0,0,12,1975,2365,869,1127,1275,961,721,574,510,394,327,262,259,242,212,173,152,135,128,104,104,97,72,71,54,59,55,54,36,38,33,35,30,24,23,25,20,24,17,18,11,16,18,10,10,9,17,14,12,22,10,11,13,16,7,15,8,9,5,7,9,14,9,10,10,7,6,8,8,5,9,7,6,9,9,6,7,2,7,3,6,6,2,6,4,4,2,1,2,3
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,0,7,611,1159,961,713,530,424,435,404,337,279,256,231,196,156,145,140,121,127,117,96,99,98,83,80,79,61,70,55,56,56,57,48,48,50,43,43,27,33,27,43,35,31,40,18,39,23,23,32,13,26,20,16,20,23,13,23,22,13,19,19,13,20,14,11,15,15,11,10,13,9,13,7,10,5,12,9,13,8,12,9,8,9,9,6,6,7,3,11
Gondiya,27,507,0,0,0,0,0,0,0,0,0,0,54,4670,7937,4162,2180,1313,787,524,372,254,223,172,117,82,85,64,46,46,44,28,30,19,16,23,17,20,17,10,18,13,6,10,7,8,9,11,7,5,6,4,6,7,4,5,4,4,5,4,4,6,2,1,4,1,1,2,5,4,3,1,2,1,1,2,0,1,3,1,1,1,1,2,1,0,1,1,1,0,0,0,1,2,0,2,1,0,0,2,2,0,1
Hailakandi,18,318,0,0,0,0,0,0,0,0,0,0,105,1496,1588,901,518,370,186,163,87,65,76,45,27,17,19,16,9,4,13,13,2,8,13,2,7,2,5,0,4,4,3,4,2,4,4,4,2,3,2,5,1,8,3,2,2,1,0,4,1,0,4,1,1,3,1,3,3,1,1,0,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,2,0,0,0,0,0,1,0
Churachandpur,14,274,0,0,0,0,0,0,0,0,0,7,6292,10740,1349,500,280,162,118,79,57,65,36,35,28,34,24,24,27,18,13,16,14,8,15,10,9,11,8,12,6,14,11,11,4,8,8,4,8,0,1,8,2,3,6,3,1,2,3,3,1,3,2,2,9,2,1,0,3,3,1,0,1,0,4,4,0,0,1,5,2,1,0,2,1,1,3,1,0,0,0,2,0,0,3,2,0,1,2,0,1,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,0,0,269,1791,1800,1300,910,670,510,476,353,294,277,225,197,151,135,144,98,97,92,85,96,66,68,66,43,53,39,29,34,45,38,24,35,14,25,23,41,19,23,26,16,24,16,26,11,19,23,13,23,9,20,17,11,15,7,13,10,12,8,8,8,10,6,3,10,9,10,11,10,5,8,14,10,10,13,10,7,4,4,9,6,10,7,7,5,6,5,6,9,8
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,8,295,548,315,360,327,246,201,167,152,128,96,83,74,60,49,42,28,43,40,32,24,30,16,18,21,18,13,14,8,11,11,6,11,9,8,16,12,3,10,11,9,7,9,3,5,6,7,2,5,4,4,5,4,5,4,1,4,4,5,3,4,4,2,2,3,2,6,3,5,2,6,3,3,1,3,1,1,3,3,0,2,3,2,0,1,3,1,1,3
Sonbhadra,9,200,0,0,0,0,0,0,0,0,0,1,52,9786,8845,3080,1870,1317,973,726,534,384,261,217,183,105,116,76,59,59,64,36,33,39,34,28,30,27,24,15,25,24,14,10,12,17,15,6,21,5,19,9,9,14,12,11,8,9,12,11,8,10,9,8,4,10,8,10,8,11,5,8,6,6,7,7,9,6,6,11,6,10,10,5,4,5,4,8,8,6,6,6,5,8,7,4,6,7,5,1,4,1,4
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,0,0,231,4595,6301,4135,2510,1763,1355,1057,785,619,509,437,413,322,278,246,198,166,128,132,100,96,72,57,60,56,59,48,42,51,29,32,22,25,25,20,26,22,13,9,18,13,18,14,20,16,10,6,14,10,9,6,2,5,10,7,8,11,7,5,1,8,4,5,7,4,5,6,4,7,3,2,5,2,5,2,2,4,0,2,1,2,2,1,3,2,3,3,2,2
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,27,149,496,992,1193,942,707,531,382,318,259,228,157,195,153,146,123,125,125,96,97,100,80,63,62,53,51,62,46,59,37,41,43,28,27,32,31,31,30,30,17,19,21,16,21,22,7,8,14,17,12,14,10,10,5,6,8,12,7,11,6,6,4,7,7,2,7,5,5,5,3,2,4,5,1,0,4,2,3,6,2,3,0,4,2,2,0,2,2
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,0,0,439,3126,3731,3271,2034,1529,1156,977,697,656,501,451,411,333,315,265,242,212,180,150,153,135,114,118,83,71,85,71,60,57,67,57,42,32,37,27,44,28,33,26,28,21,20,32,16,8,12,18,16,6,14,13,7,10,8,6,10,8,16,4,7,8,7,8,6,5,9,4,6,1,3,4,6,4,3,7,5,2,4,2,1,6,8,2,2,4,5,2,2,0
Shimla,2,33,0,0,0,0,0,0,0,0,0,0,372,11463,8443,2005,572,301,184,126,91,51,38,35,51,25,22,22,20,19,10,9,16,7,11,9,10,4,7,7,5,4,2,4,6,5,2,2,4,4,6,3,4,7,3,3,2,2,2,2,3,1,0,1,3,2,2,4,3,3,0,4,1,1,1,2,1,0,1,0,1,1,1,0,0,1,1,1,1,0,2,0,0,2,1,2,3,2,1,1,0,0,0
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,0,0,176,3193,2402,1601,1370,1220,1093,1044,941,772,803,749,790,708,665,559,472,459,403,348,309,260,210,204,206,191,138,140,122,102,106,111,97,63,77,60,70,54,55,41,32,46,35,30,26,30,27,25,18,19,24,21,19,19,19,17,19,21,24,17,13,17,11,10,16,13,13,5,16,10,11,10,8,10,14,13,8,10,13,10,16,7,13,15,6,15,10,3,9,6,8
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,0,1,66,654,1024,1331,1487,1571,1568,1430,1208,1072,865,779,623,502,402,312,251,216,164,147,114,97,90,63,37,46,29,25,29,24,17,17,17,15,15,17,14,10,10,5,10,6,8,3,4,3,6,4,2,4,3,6,1,1,5,0,2,2,4,5,4,1,2,2,1,0,4,1,3,2,2,0,0,1,1,1,3,3,2,1,1,3,1,2,1,3,2,0,0
Jaintia Hills,17,299,0,0,0,0,0,0,0,0,0,0,2305,8382,2473,1033,599,351,279,200,161,124,90,106,85,56,59,51,33,37,32,33,26,26,19,19,17,21,12,8,8,13,12,10,4,14,6,7,1,12,9,7,6,6,4,9,7,2,5,6,8,1,4,6,6,2,2,1,3,3,2,1,1,1,1,0,1,1,1,0,0,2,0,2,0,0,0,4,1,1,2,1,0,2,1,0,0,0,0,0,2,0,1
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,16,675,1368,1242,827,629,507,397,311,248,187,147,127,114,53,73,44,54,45,26,45,34,22,35,23,33,27,18,16,16,13,14,18,3,8,13,9,9,11,8,7,4,6,5,3,7,2,4,3,5,5,4,3,3,3,7,3,6,3,5,6,4,6,5,7,3,2,4,5,5,5,1,1,3,3,5,4,2,1,2,5,4,5,3,5,3,1,4,5
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,0,35,813,3410,4206,2405,1481,980,699,532,427,362,313,239,234,218,161,153,140,138,108,83,94,103,109,87,76,66,63,73,61,60,48,41,36,48,38,36,33,41,34,35,30,29,17,35,15,30,26,14,18,13,13,23,14,16,16,15,13,22,11,10,20,11,11,10,14,7,12,6,8,8,7,10,7,4,10,13,6,7,5,9,6,5,4,4,9,10,6,5,9
Mandi,2,27,0,0,0,0,0,0,0,0,0,0,41,5591,7288,2358,1232,588,365,232,155,122,76,69,62,64,46,32,26,20,22,23,15,8,17,10,12,6,8,11,6,5,4,8,2,5,4,2,1,5,3,3,2,5,0,1,3,4,3,1,0,4,0,2,3,3,2,1,0,2,0,1,0,4,2,1,3,1,0,2,2,2,0,0,0,2,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,53,70,81,71,77,106,100,86,91,77,72,74,100,71,72,63,62,57,66,45,46,36,40,53,53,43,52,35,44,55,52,39,43,36,27,35,30,33,22,21,22,30,26,26,21,12,33,13,15,18,13,20,12,16,10,16,15,11,13,12,7,21,7,5,3,11,8,12,10,6,8,14,8,11,14,11,12,6,11,6,9,9,8,8,6
Hoshangabad,23,449,0,0,0,0,0,0,0,0,0,0,18,4626,5920,2909,2183,1803,1552,1352,1094,896,734,562,480,405,362,330,257,243,194,170,166,163,119,117,118,102,108,102,85,94,73,61,52,58,70,39,40,46,42,41,34,31,23,35,26,22,23,46,31,32,25,25,20,25,16,13,15,30,12,20,12,15,17,19,10,16,19,14,9,16,11,11,12,11,12,9,17,13,12,18,3,9,13,10,6,9,10,10,13,5,11
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,3,720,2488,3188,2687,1734,1219,788,557,448,320,239,216,124,110,81,69,77,45,43,37,35,26,22,30,24,22,26,24,19,14,16,16,9,9,10,3,15,6,10,5,4,11,2,9,11,9,2,5,6,7,8,3,10,6,6,4,9,2,4,3,4,0,2,1,6,3,1,2,4,3,1,4,7,5,2,4,4,3,5,2,3,4,6,3,1,5,0,3,3,0
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,0,356,14819,24556,20052,11931,7486,4930,3499,2527,1795,1356,1075,867,689,604,497,433,377,315,278,241,207,187,128,139,143,113,138,113,104,79,89,107,69,70,62,68,52,37,41,49,53,36,40,44,35,44,41,51,36,31,41,22,32,27,24,29,30,22,14,23,16,14,23,20,13,15,18,17,17,11,17,24,15,18,19,20,6,12,15,8,15,5,17,13,6,13,13,11,6,10
Anuppur,23,461,0,0,0,0,0,0,0,0,0,0,43,6223,3674,1874,1197,756,498,346,261,223,138,138,89,69,84,73,54,53,44,38,29,31,32,21,22,26,22,25,9,11,15,11,8,8,15,6,14,10,8,9,9,8,8,3,12,7,12,17,7,3,8,5,9,6,4,4,5,6,2,1,4,5,4,2,10,2,3,1,4,4,5,3,4,3,5,0,2,4,4,1,2,2,2,2,1,0,0,1,2,2,2
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,5,3,5,3,3,2,3,0,0,0,1,0,4,3,5,3,6,6,4,3,7,4,5,5,10,11,7,6,7,11,7,4,10,8,4,6,5,2,9,4,1,4,3,1,1,1,4,1,1,4,4,2,3,3,2,2,2,1,0,5,1,3,2,4,1,2,0,2,5,0,3,1,4,0,0,2,1,0
Thiruvarur,33,619,0,0,0,0,0,0,0,0,0,0,380,412,1221,1643,1417,1164,807,608,403,264,163,147,89,63,63,53,34,40,18,27,19,13,15,13,9,19,12,15,5,4,6,6,1,5,10,5,6,2,6,3,5,2,2,3,4,1,0,0,4,2,0,0,0,2,4,3,1,2,5,3,1,0,1,5,1,1,0,3,0,1,1,4,1,2,0,1,0,1,2,1,1,0,0,1,0,4,2,1,1,0,0
Uttara Kannada,29,563,0,0,0,0,0,0,0,0,0,86,11432,20754,4846,1932,951,565,375,220,186,105,83,70,43,37,43,39,45,37,30,25,24,13,25,13,15,6,14,10,11,12,21,8,8,8,11,6,13,4,8,10,7,11,7,9,5,8,11,5,3,5,4,3,4,7,3,7,5,4,4,3,2,4,3,1,2,4,3,3,2,1,5,6,0,4,1,3,1,3,2,5,2,1,3,1,1,2,4,1,0,2,2
Bandipore,1,9,0,0,0,0,0,0,0,0,0,0,17,2071,7423,1268,130,51,53,24,14,15,11,6,8,5,5,5,1,5,1,6,6,2,4,2,4,3,3,1,0,1,1,2,1,0,1,0,3,0,1,1,1,2,1,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,0,79,2468,6001,7084,4869,3143,2162,1559,1064,789,576,463,316,286,217,148,137,110,142,81,72,68,51,59,40,37,29,35,27,39,17,30,32,18,20,13,10,12,5,15,8,12,13,10,11,11,3,5,11,6,8,3,13,6,3,8,1,4,2,7,3,2,3,5,6,3,3,1,1,4,3,1,2,5,4,2,1,3,2,0,5,1,1,5,2,2,2,2,2,0,1
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,0,50,623,1283,968,717,556,441,309,237,189,166,129,125,119,115,88,84,66,51,48,58,50,36,46,41,30,41,32,33,29,26,32,28,18,34,28,20,15,18,24,24,11,15,16,21,24,13,14,15,13,16,12,18,18,14,8,9,6,20,17,11,11,11,8,8,9,6,6,7,9,5,5,7,2,8,6,8,9,8,5,7,7,5,6,8,6,4,4,1
Mandla,23,454,0,0,0,0,0,0,0,0,0,0,455,18973,8633,2392,945,453,265,164,122,87,65,36,33,28,19,22,9,17,9,8,12,8,8,5,6,4,3,6,2,2,7,4,4,4,5,1,4,1,1,1,1,1,2,0,0,1,2,1,0,3,2,1,1,0,0,2,0,0,0,0,1,1,1,1,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,0,15,377,891,1119,1239,1329,1352,1134,928,706,546,387,337,226,177,154,151,97,117,82,60,65,47,50,37,27,39,29,19,18,16,18,16,17,21,16,15,10,17,7,10,11,12,10,9,11,5,15,10,11,5,10,7,3,5,4,8,6,2,1,4,3,1,10,1,6,5,5,5,4,2,1,0,2,0,1,1,3,3,1,2,0,2,1,1,2,2,1,3,1
Champhai,15,284,0,0,0,0,0,0,0,0,0,4,4765,8742,554,184,89,44,30,35,22,8,27,10,18,14,11,6,6,10,1,6,11,2,5,7,5,0,1,2,4,1,1,0,0,1,1,3,1,1,1,3,0,0,1,0,2,3,1,1,1,1,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,0,1,2189,9049,3731,1670,979,613,454,321,235,173,140,111,90,84,62,50,43,21,21,25,22,22,19,21,14,10,14,14,10,11,9,8,8,6,5,5,6,3,3,7,3,2,6,4,4,1,4,3,3,2,2,4,3,3,1,4,1,1,2,1,2,1,1,1,2,0,0,2,4,1,1,2,1,2,1,2,1,1,2,1,0,2,2,0,2,0,0,0,0,1
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,0,1,80,734,1357,1774,1783,1783,1661,1412,1189,921,792,611,496,388,306,281,222,176,130,108,88,91,69,65,51,50,38,41,38,40,29,23,14,22,19,24,14,14,12,16,7,7,12,14,7,8,9,6,8,7,7,5,10,6,10,5,6,4,2,11,6,2,3,6,2,4,5,2,5,2,4,4,6,3,9,4,2,4,3,6,1,5,6,4,5,0,3,3,1,0
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,6,4,7,13,18,18,20,18,19,16,21,10,17,23,17,17,13,11,20,7,11,12,15,17,11,11,12,18,7,9,13,14,17,7,10,11,15,6,10,14,12,5,12,4,4,10,6,10,9,7,6,9,7,14,13,5,4,9,6,16,11,5,7,9,2,6,8,7,4,10,4,5,6,6,5
Ganjam,21,388,0,0,0,0,0,0,0,0,0,0,144,6224,9182,6196,4193,2522,1725,1202,898,631,500,439,318,257,217,164,127,129,103,76,78,40,68,60,44,36,21,40,33,22,24,26,17,27,18,16,15,11,15,23,12,10,9,8,3,9,6,6,1,9,5,14,9,8,5,5,5,6,7,2,3,4,4,2,5,4,2,4,3,1,5,1,5,2,2,2,4,3,2,4,1,3,2,1,0,2,3,0,0,1,1
Jhansi,9,166,0,0,0,0,0,0,0,0,0,0,3,1678,7586,3816,2036,1363,988,723,601,483,403,310,238,211,173,128,112,116,100,71,69,72,49,37,46,43,32,32,30,30,27,29,18,25,17,21,20,15,13,11,14,13,11,15,13,14,8,7,10,7,18,13,17,10,11,13,9,6,7,4,11,7,5,16,6,6,7,8,7,8,6,4,2,9,6,8,4,6,3,3,6,5,7,5,3,3,4,4,5,5,2
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,247,1056,1473,1279,1156,970,904,824,714,577,534,499,453,345,313,276,284,244,172,197,174,149,118,134,88,79,98,84,77,73,57,58,41,41,50,40,41,35,39,43,37,32,34,22,16,33,26,23,31,13,17,29,23,12,22,17,16,13,13,10,13,11,7,9,11,12,10,12,11,9,7,9,7,9,10,15,10,3,6,11,10,6,7,7,7,8,8,6
