,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,26,94,337,578,724,688,573,445,350,287,259,194,166,145,119,102,89,62,69,55,57,42,22,25,28,31,26,23,22,15,19,21,17,18,8,12,13,6,10,8,10,9,9,8,12,6,11,9,6,7,3,5,3,4,2,4,1,2,2,4,3,3,3,1,2,3,4,1,3,2,4,0,1,1,1,1,2,3,1,1,3,3,1,1,0,0,2,0,0,0
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,1,18,158,401,524,528,493,492,370,332,265,207,183,163,137,133,119,92,93,91,72,95,64,57,57,35,50,39,53,26,30,46,33,29,24,32,29,19,19,11,9,18,14,15,13,6,8,8,14,12,11,6,3,8,9,8,5,4,6,9,9,1,7,8,5,8,4,5,4,2,1,0,6,2,4,2,1,1,1,2,1,3,1,1,0,3,2,2,3,2,0,1
Mirzapur,9,199,0,0,0,0,0,0,0,0,0,58,1562,7412,5734,2129,924,496,293,236,188,144,122,94,64,55,60,41,21,20,23,12,19,14,6,13,8,13,9,7,10,5,3,6,6,3,6,3,7,7,8,1,5,3,4,1,3,3,5,2,1,0,0,6,3,2,1,2,0,4,1,1,1,1,2,0,5,2,3,2,3,2,0,0,1,2,1,0,4,2,1,2,2,3,1,2,0,3,0,0,1,0,0
Ghazipur,9,195,0,0,0,0,0,0,0,0,12,109,898,3066,3537,2245,1616,1116,680,408,240,179,114,87,57,47,48,26,38,23,16,20,14,13,5,5,7,2,7,10,4,5,5,4,5,2,0,7,2,2,3,2,1,2,2,4,2,2,0,6,6,1,4,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0
Bikaner,8,101,0,0,0,0,0,0,0,0,0,108,22514,79719,20826,5660,2550,1400,911,645,477,387,277,220,197,158,132,106,98,91,64,55,65,46,38,39,32,29,31,23,22,23,22,19,16,15,20,24,15,15,17,11,16,12,15,14,10,6,15,9,6,8,7,10,8,8,9,11,6,8,2,5,4,5,5,4,4,8,4,7,3,7,7,6,3,7,7,7,5,5,5,3,1,3,7,6,4,3,3,5,3,2,2
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,1,6,2,1,5,2,3,2,0,2,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,4,3,7,4,10,12,14,4,9,8,8,10,6,5,1,3,3,11,3,1,3,6,4,6,8,10,4,5,1,5,2,3,4,2,4,4,0,6,6,4,4,6,3,4,3,2,4,3,6,7,6,6,2,4,2,2,4,3,5,3,4,2,3,3,1
Tiruvannamalai,33,606,0,0,0,0,0,0,0,0,0,0,181,2442,4166,4784,3879,2751,1941,1280,853,649,480,303,249,218,160,136,126,98,63,60,51,38,44,30,42,44,29,24,23,17,16,13,18,10,12,8,13,9,5,2,10,12,6,7,7,4,5,6,9,5,3,3,4,4,3,1,1,2,4,4,3,0,1,0,1,2,2,3,4,3,5,3,2,0,1,0,1,2,1,2,2,2,3,2,0,0,1,1,3,3,0
Udupi,29,569,0,0,0,0,0,1,0,0,7,151,2025,5531,3851,1616,840,501,326,188,120,86,83,55,47,40,33,37,17,17,19,25,19,19,7,12,6,11,6,9,8,12,6,6,11,4,4,6,6,5,3,4,6,6,6,3,1,0,4,3,2,4,4,1,0,2,4,2,2,2,2,0,3,0,2,1,0,1,0,0,3,1,0,0,3,1,1,0,0,1,1,1,0,0,2,3,1,0,0,0,0,0,1
Bellary,29,565,0,0,0,0,0,0,0,0,2,200,3395,10015,7508,3472,2004,1338,823,693,520,368,335,231,217,179,167,162,130,100,112,89,66,77,49,58,54,61,41,46,46,35,34,32,26,43,21,18,25,21,23,19,22,21,23,16,6,15,21,9,15,13,9,9,13,8,13,6,10,9,9,5,12,17,5,6,11,7,5,10,5,5,6,4,15,1,11,6,5,1,3,2,9,2,3,2,0,3,3,5,7,4,5
Agra,9,146,0,0,0,0,0,0,0,0,0,2,606,3025,2820,2181,1726,1324,1050,732,578,490,369,302,258,190,149,134,112,97,92,84,70,77,61,48,52,51,45,41,46,35,28,36,29,23,24,18,27,20,22,10,15,19,17,18,12,14,14,12,8,8,11,8,8,10,10,13,2,13,5,9,12,3,8,11,8,3,9,9,7,4,8,8,6,6,4,7,4,6,7,6,5,11,7,3,4,5,6,9,3,3,7
Jamui,10,238,0,0,0,0,0,0,0,6,66,677,3408,5500,2304,737,292,154,63,45,41,33,20,10,9,7,8,5,7,3,2,2,3,6,1,2,4,3,3,2,2,2,0,0,3,3,2,3,2,2,1,4,0,1,1,4,0,4,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Harda,23,448,0,0,0,0,0,0,0,7,234,2035,4664,3886,1706,621,338,210,106,104,77,45,37,40,21,20,20,12,22,18,9,2,10,22,7,4,14,11,4,8,6,3,2,6,2,2,6,1,2,1,5,0,0,1,1,0,1,5,3,3,3,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,20,435,791,1225,1120,745,666,522,404,375,323,279,235,212,182,150,141,132,115,101,90,91,82,83,74,53,57,55,40,52,33,43,35,27,39,29,24,27,16,20,27,23,20,17,22,19,16,17,15,9,8,16,14,13,9,18,13,15,7,15,10,8,10,5,13,14,6,10,9,3,3,9,5,4,6,3,8,6,7,8,7,6,10,3,9,4,5,3,3,4
Gondiya,27,507,0,0,0,0,0,0,1,107,647,2451,7140,7189,3033,1111,489,261,164,138,87,58,50,43,42,27,28,41,17,14,23,15,14,14,3,9,3,2,9,3,5,0,4,4,12,9,2,7,3,1,3,0,2,3,0,2,3,5,0,2,3,7,0,3,3,1,0,0,0,2,1,2,0,0,1,1,2,2,0,5,0,0,0,5,1,0,1,0,1,0,3,0,0,0,0,0,0,3,0,2,0,0,0
Hailakandi,18,318,0,0,0,0,0,0,1,12,169,1069,2553,1382,348,92,52,35,27,12,26,10,12,10,2,5,2,4,0,3,0,1,0,0,2,6,0,1,7,1,0,2,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churachandpur,14,274,0,0,0,0,0,0,0,19,129,1914,9552,7159,950,162,99,54,27,25,13,6,6,3,7,4,3,3,2,3,6,4,3,2,4,3,5,0,2,1,0,1,2,1,2,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,38,1319,2921,1745,1152,800,554,398,315,236,196,151,126,120,83,85,75,62,42,49,41,32,27,36,38,40,32,20,27,34,35,18,30,8,17,16,15,17,9,12,19,13,13,10,8,12,12,12,17,13,6,23,8,12,10,11,6,10,9,6,5,9,5,7,7,6,11,2,8,11,10,6,11,14,8,8,5,6,7,4,7,3,10,7,7,3,6,5,2,5,9,2
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,36,606,393,273,404,345,280,207,184,128,128,85,71,64,53,49,36,32,31,19,18,30,25,30,14,16,10,19,12,11,12,6,11,6,5,7,4,7,4,1,5,8,3,6,5,5,3,3,3,3,1,1,1,8,5,6,6,1,6,0,1,2,3,5,3,3,1,3,2,2,3,2,2,1,2,4,1,5,1,2,1,1,3,1,3,2,0,3,0,1,0
Sonbhadra,9,200,0,0,0,0,0,0,0,0,2,78,2017,8554,8910,4006,1844,946,597,391,267,204,152,142,101,98,62,77,51,61,45,42,52,35,35,24,36,30,39,23,34,23,26,21,21,15,14,16,10,19,19,17,12,22,23,13,16,17,12,13,10,11,15,20,6,10,10,11,10,10,12,5,9,11,6,5,8,11,7,3,4,8,4,4,5,6,6,9,5,3,6,2,4,3,5,7,6,2,8,4,3,1,4
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,11,617,4899,8104,4964,2489,1559,1077,742,543,447,351,276,201,179,129,112,86,55,65,47,44,35,41,48,39,16,17,19,21,9,11,16,7,19,11,5,10,12,9,4,12,8,6,6,5,6,6,4,2,5,5,8,6,2,7,1,3,2,3,1,3,4,4,1,2,4,0,0,4,3,3,4,3,4,4,1,0,3,0,1,1,1,0,2,1,2,3,1,3,3,2
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,3,96,745,1736,1795,1078,681,510,356,265,265,189,151,133,121,77,70,56,51,42,43,24,40,18,21,18,11,9,9,5,6,10,8,8,7,3,6,5,3,4,6,5,2,3,3,2,5,2,7,0,2,3,1,1,3,0,1,1,1,5,1,1,4,0,1,1,0,0,2,0,2,3,2,1,3,2,1,0,0,0,1,0,1,0,0,2,1,0,1,0,0
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,1,1854,6961,4655,3063,1744,1039,684,556,413,290,205,145,148,96,82,76,70,39,24,30,23,29,30,25,17,14,9,14,7,25,6,6,7,8,4,6,7,2,7,4,3,4,7,6,1,3,6,5,1,2,2,4,0,4,2,1,5,3,1,2,9,1,2,0,0,0,1,0,0,4,0,2,0,1,3,2,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0
Shimla,2,33,0,0,0,0,0,0,0,0,0,62,3995,12226,5002,1330,499,231,144,124,74,71,46,33,24,20,14,17,13,15,7,10,13,11,9,3,9,3,7,5,4,5,4,2,5,2,1,4,3,5,2,2,1,2,1,0,1,4,5,1,0,2,1,2,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
South 24 Parganas,19,343,0,0,0,0,0,0,0,2,1,111,1804,4812,3583,2349,1852,1550,1191,893,785,637,524,383,302,243,219,184,150,119,141,104,95,91,94,61,68,60,52,42,36,43,45,39,33,24,24,33,27,16,25,26,14,17,20,16,15,20,25,18,10,18,13,16,13,13,7,19,9,18,16,12,7,6,7,11,10,10,5,10,6,3,10,18,12,9,5,3,6,5,6,7,12,3,4,11,7,8,11,8,9,3,5
Pratapgarh,9,173,0,0,0,0,0,0,0,0,2,19,331,3132,5332,3696,1893,870,442,222,127,87,70,47,37,23,21,15,16,16,9,11,9,7,9,10,6,3,4,3,3,4,2,5,6,4,3,4,2,2,1,4,1,1,4,2,0,3,2,3,4,0,1,0,0,2,1,1,0,2,2,1,0,3,1,0,1,0,1,0,2,0,1,1,0,1,0,2,2,0,0,0,0,1,0,0,1,0,2,1,0,0,0
Jaintia Hills,17,299,0,0,0,0,0,0,0,2,52,753,5751,5876,1899,744,403,217,175,134,86,72,64,49,25,28,17,25,20,14,13,19,19,12,11,15,3,6,9,8,3,4,3,2,3,2,1,0,1,4,4,1,2,1,4,0,4,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,167,1121,1715,1319,873,538,395,262,211,169,119,94,71,62,39,55,41,31,21,37,22,23,23,18,15,20,18,14,15,0,4,7,10,7,7,1,10,12,5,8,11,9,5,8,8,7,3,7,6,6,5,7,4,6,3,4,5,6,3,5,6,4,4,4,2,1,3,4,1,1,3,1,3,2,4,3,4,0,4,1,3,4,2,3,3,1,1,1,1
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,61,1739,5649,4152,1923,1186,756,554,484,352,240,219,213,170,141,108,98,104,90,79,65,56,43,51,47,24,29,34,26,13,26,14,17,14,17,18,16,13,13,17,8,15,8,7,6,7,13,4,7,12,8,13,9,6,8,4,7,10,4,9,6,6,5,7,10,6,5,5,7,6,7,4,0,3,7,5,6,5,4,4,2,1,4,4,4,3,7,4,4,1,2
Mandi,2,27,0,0,0,0,0,0,0,0,5,25,1436,6672,5779,2357,1009,427,268,144,103,82,60,49,21,31,13,25,14,13,15,12,2,6,6,2,4,4,0,3,6,2,3,1,1,3,1,3,1,1,1,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,1,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,7,69,120,110,111,102,133,174,146,105,66,52,82,77,89,78,68,64,52,60,62,74,52,59,52,43,41,33,52,51,41,24,29,33,24,35,29,22,33,28,23,22,24,17,14,20,25,15,8,12,9,15,19,16,10,10,14,8,16,14,11,6,16,10,5,9,8,6,10,7,7,6,8,7,6,7,7,16,9,7,7,4,4,8,6,10,7,11
Hoshangabad,23,449,0,0,0,0,0,0,0,9,404,4535,9394,7124,3817,1502,669,406,212,168,117,96,68,61,46,43,25,37,21,30,12,16,21,20,17,7,5,7,3,8,5,6,3,5,5,0,6,1,5,2,7,6,9,2,2,7,1,3,4,1,3,2,4,5,3,2,3,1,0,4,7,2,5,4,2,3,1,2,0,1,1,2,0,1,4,5,0,2,0,2,2,1,2,0,0,0,0,0,0,1,0,2,0
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,2,605,2886,4273,3403,1765,881,487,270,201,136,124,99,71,58,57,54,34,32,25,31,26,11,17,23,9,11,10,21,8,11,10,10,13,8,11,9,6,5,9,6,4,9,4,4,5,4,3,6,4,5,3,4,0,3,1,2,1,1,1,1,1,0,2,1,3,2,4,1,4,3,1,0,0,4,1,1,2,2,2,0,1,0,0,1,1,0,0,2,0,0
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,24,5658,39303,29549,11672,4928,2457,1610,1152,788,645,501,388,316,243,228,186,189,155,145,147,100,100,99,97,80,55,58,61,57,43,46,42,38,40,50,37,35,29,38,35,27,25,22,22,22,22,16,13,15,30,20,23,6,13,13,17,16,22,21,16,18,9,11,9,17,8,7,7,9,12,13,10,12,15,13,5,13,14,11,12,10,8,5,12,6,7,7,6,7,6,10
Anuppur,23,461,0,0,0,0,0,0,0,7,19,129,733,2248,3588,3029,1942,1149,616,305,232,166,128,83,87,76,72,56,27,28,22,29,22,13,5,10,11,19,1,5,6,6,7,8,7,4,4,5,6,4,2,3,2,5,3,0,1,1,3,0,5,0,1,1,3,3,0,2,2,1,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,5,4,2,6,7,5,2,4,4,3,9,6,1,9,3,4,7,4,9,3,7,5,6,6,5,6,7,9,5,5,5,4,7,6,7,6,2,7,7,3,2,3,2,7,8,0,2,2,0,3,3,3,2,1,1,1,2,1,1,1,2,1,3,2,1,0,2,0,1,2,2,0,1,0,1,1,0
Thiruvarur,33,619,0,0,0,0,0,0,0,0,0,2,147,652,1102,1871,1831,1215,779,479,299,177,131,79,66,53,33,32,20,17,19,22,13,20,26,12,5,10,7,2,3,4,8,1,4,7,7,3,1,2,3,1,3,0,4,5,2,3,0,1,1,1,0,2,0,4,0,2,4,0,0,0,3,0,3,0,1,4,1,1,1,1,0,0,0,0,2,0,0,2,0,0,2,0,1,0,2,0,0,0,0,0,1
Uttara Kannada,29,563,0,0,0,0,0,0,2,7,32,702,10775,18960,7101,1975,773,453,243,151,120,75,44,45,36,30,36,24,23,19,19,25,9,15,11,18,13,3,14,6,14,7,3,6,10,6,4,10,4,6,6,4,3,1,0,4,2,4,9,2,3,2,9,3,1,0,3,1,1,1,1,3,0,0,2,2,0,2,1,2,0,0,2,1,1,1,2,2,2,0,1,0,0,1,0,0,2,0,0,1,0,1,3
Bandipore,1,9,0,0,0,0,0,0,0,0,0,3,495,5594,3148,718,327,195,141,111,81,67,57,41,36,20,21,13,11,6,11,4,5,5,5,2,3,5,3,3,3,2,2,5,1,0,2,0,1,3,0,2,0,1,1,1,1,2,0,1,2,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,6,1086,8239,9712,5403,3123,1663,986,584,372,290,183,138,97,73,74,54,47,53,32,34,33,18,19,22,20,15,16,7,11,10,5,7,8,7,7,10,4,3,8,7,6,5,3,2,4,3,1,5,2,2,1,5,4,1,5,4,1,1,9,2,0,3,1,2,2,0,2,2,1,0,0,2,1,0,1,1,0,0,1,2,0,2,0,0,0,1,0,2,0,1,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,16,697,1228,1201,880,641,506,334,232,211,161,156,128,125,100,92,83,54,44,50,38,42,41,35,25,39,24,27,29,21,22,25,14,19,21,17,15,13,14,10,10,12,7,12,8,9,6,4,2,4,4,8,10,7,3,6,4,5,9,6,9,5,5,8,3,5,6,9,4,6,1,3,3,2,2,5,4,1,4,5,3,2,6,7,1,1,4,4,1,1
Mandla,23,454,0,0,0,0,0,0,15,187,1598,9131,12714,4925,1969,652,273,174,80,51,35,31,19,13,9,16,5,11,10,11,8,4,6,5,4,5,9,5,0,0,0,3,2,0,3,1,0,0,2,0,8,0,0,1,2,2,0,1,0,2,0,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,4,98,849,3144,3241,1852,818,388,224,141,89,80,67,44,38,34,31,26,16,9,14,18,21,16,7,17,4,8,4,10,3,7,2,3,14,6,2,6,1,2,4,2,4,8,3,0,2,3,2,2,2,1,5,4,0,7,3,4,0,3,0,7,5,1,4,3,7,1,1,1,1,2,0,2,0,5,5,3,0,1,0,1,2,0,1,1,0,0,2,2,0,1,0
Champhai,15,284,0,0,0,0,0,0,1,21,135,1520,7962,4416,357,45,21,13,8,8,9,4,2,3,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,1,2,20,345,2898,8447,4736,1564,699,415,273,179,124,105,72,49,56,34,30,30,22,21,23,18,13,18,15,12,8,4,1,6,7,3,2,4,2,4,7,2,2,5,2,1,1,4,3,1,1,5,6,1,0,1,3,0,2,1,1,1,3,0,3,2,1,2,1,1,1,1,3,0,3,0,0,1,1,2,1,4,1,2,3,2,0,1,1,2,0,0,0,1,1,2,4
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,13,151,1610,3292,3169,2445,1678,1190,772,590,454,295,235,188,130,130,107,75,52,41,43,36,31,29,38,27,22,17,21,14,13,15,19,18,14,6,5,5,7,5,7,7,9,10,11,3,7,2,5,2,4,2,10,6,6,7,4,1,4,11,5,6,7,3,3,3,0,4,5,7,4,4,1,1,3,4,2,1,1,3,4,6,2,3,3,0,4,1,3,3,3,4
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,7,5,7,3,10,10,10,23,22,13,28,16,9,16,11,12,20,16,18,15,17,18,20,11,16,17,10,11,20,17,17,17,14,12,12,13,9,18,10,13,8,12,12,9,17,5,6,12,13,5,12,9,5,6,10,16,8,9,9,10,12,5,5,7,13,6,5,10,13,9,4,10,6,7,8,6,10
Ganjam,21,388,0,0,0,0,0,0,4,36,187,1401,6169,10043,6794,3449,2071,1315,963,657,452,376,289,231,180,141,129,117,90,70,65,51,52,33,42,31,40,20,27,28,21,19,31,16,10,15,28,16,11,14,7,8,5,15,11,7,7,12,9,9,11,3,8,5,11,5,3,0,11,6,3,4,6,3,3,4,6,2,3,3,4,1,1,3,2,0,3,4,0,3,0,2,3,2,1,1,3,3,3,4,3,3,0
Jhansi,9,166,0,0,0,0,0,0,0,0,5,745,6552,9901,2331,749,417,278,197,133,123,82,59,59,51,47,39,30,38,34,26,19,15,19,12,16,23,12,8,13,15,11,15,14,18,11,9,10,10,9,6,9,10,8,9,10,6,9,5,9,9,5,7,3,3,3,7,9,3,7,6,2,6,5,4,4,7,7,4,4,4,6,2,6,4,2,5,3,5,7,1,1,3,2,5,5,1,2,3,4,2,2,2
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,46,1999,2775,2524,1814,1250,902,657,463,348,278,224,181,140,106,98,64,91,62,67,45,47,44,48,45,33,45,22,26,21,24,21,24,18,14,9,17,10,12,14,13,10,14,10,12,13,12,15,8,6,8,10,7,6,5,7,6,6,7,10,4,6,9,5,6,7,2,9,5,4,9,4,8,5,4,8,5,3,2,7,8,8,4,1,6,1,1,1,2,5,3
