,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Bankura,19,339,0,0,0,0,0,0,0,0,0,5,1884,6436,5893,4155,2981,1979,1436,1053,775,592,443,344,255,268,212,153,140,117,113,93,82,67,52,44,48,39,39,39,38,36,24,23,26,26,14,16,17,10,15,19,9,13,15,12,9,10,8,9,8,6,2,7,4,7,4,5,3,5,2,6,4,1,3,6,8,2,3,9,1,8,3,1,2,3,6,3,2,3,1,1,2,0,6,3,2,0,3,0,3,0,1
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,3,186,767,900,755,522,395,288,214,175,126,98,90,74,57,50,34,30,32,20,21,24,17,20,24,16,12,17,17,13,8,9,11,9,9,4,7,8,8,5,9,5,4,7,6,7,1,3,2,3,6,5,6,5,5,1,1,2,5,3,3,3,3,4,6,1,2,5,1,2,4,0,1,2,1,2,1,3,1,1,0,1,3,0,3,0,1,2,0,2
Dhaulpur,8,106,0,0,0,0,0,0,0,0,0,92,2435,2356,1463,1379,1217,919,753,535,462,393,275,228,153,119,118,84,88,65,39,39,22,24,14,21,15,18,11,11,10,10,9,5,12,4,10,6,5,5,1,4,6,4,4,5,6,6,4,0,2,1,2,3,5,2,5,3,3,1,4,3,1,2,3,1,4,2,2,0,0,2,1,0,2,2,2,2,1,1,2,0,0,0,0,2,0,0,0,1,2,2,1
Bageshwar,5,63,0,0,0,0,0,0,2,0,3,15,2120,5288,1650,578,312,174,125,69,47,30,29,20,14,13,10,8,0,5,4,1,5,3,1,3,1,1,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,0,0,0,0,0,0,0,21,5704,15945,11921,7383,4386,2523,1624,1157,798,565,433,358,310,273,202,200,152,143,104,90,105,88,62,58,56,61,45,52,46,40,34,39,26,27,30,30,24,22,18,36,25,21,16,12,18,11,9,8,12,12,12,12,9,9,23,7,15,19,9,9,6,7,7,7,5,16,7,3,11,5,9,6,6,7,8,7,10,6,8,6,5,2,9,5,3,1,6,2,4,4,6,9
Mau,9,192,0,0,0,0,0,0,0,0,0,0,66,296,426,536,686,843,842,745,602,464,366,287,216,147,135,103,90,77,58,46,45,30,29,25,26,18,17,11,18,10,21,7,7,13,8,3,12,7,5,8,5,5,7,5,2,7,4,6,4,2,6,4,2,2,6,7,6,3,3,6,1,2,4,3,4,2,2,1,1,0,4,2,3,3,2,3,2,0,1,1,1,2,1,0,2,0,1,0,0,0,2
Vadodara,24,486,0,0,0,0,0,0,0,0,4,885,5569,7308,4546,2928,1946,1411,1048,855,630,483,392,368,268,254,220,189,162,157,110,106,101,87,94,86,69,77,63,44,53,51,53,37,35,39,40,37,36,27,32,34,28,23,28,27,17,31,26,18,15,28,23,22,20,15,19,17,22,20,14,11,13,18,11,11,11,6,13,17,18,7,14,8,13,11,9,16,5,13,6,13,6,13,5,17,13,7,9,7,9,9,11
Kolhapur,27,530,0,0,0,0,0,0,0,0,38,8060,8231,4873,3086,1878,1250,863,632,424,338,271,206,189,145,131,100,104,70,67,61,48,45,50,51,37,27,42,30,19,36,32,26,24,21,15,15,11,11,10,11,10,18,14,10,13,18,11,7,20,6,15,12,15,5,6,5,9,6,6,8,11,5,7,4,7,11,6,4,14,3,5,5,2,10,9,8,3,4,6,7,7,3,5,1,3,10,6,9,1,3,5,6
Araria,10,209,0,0,0,0,0,0,0,0,0,490,5242,3122,1348,735,490,299,194,135,93,61,48,30,37,28,18,16,18,9,11,14,9,11,7,9,2,4,4,4,4,1,4,4,3,5,2,5,4,1,1,0,1,3,2,2,1,2,4,2,1,1,2,0,1,1,0,0,1,0,1,1,0,1,0,1,1,2,0,4,2,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
Phek,13,266,0,0,0,0,0,0,0,0,0,1691,5928,586,259,163,102,77,64,45,37,40,24,10,19,15,7,7,6,6,8,3,2,6,5,1,1,3,1,1,1,0,1,0,1,0,1,1,1,0,1,3,1,0,0,0,1,0,0,1,0,1,2,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,0,0,0,0,0,0,0,2,1217,6902,5195,2521,1425,913,619,419,319,224,172,164,101,105,67,53,43,44,42,30,24,18,10,17,17,8,12,8,10,8,9,8,11,7,4,7,5,3,3,3,2,2,2,6,0,3,2,1,2,2,3,1,3,1,1,1,0,1,3,1,0,1,0,1,1,0,1,0,1,2,1,1,1,1,2,3,1,0,1,2,0,0,1,2,0,1,2,0,1,1,0,4
Perambalur,33,615,0,0,0,0,0,0,0,0,0,1,288,1425,1286,1067,813,522,389,243,202,158,125,96,82,67,48,44,33,24,20,15,18,14,10,10,12,7,10,10,9,5,7,1,7,3,7,6,4,3,2,5,5,3,3,2,3,4,3,2,2,2,3,0,2,3,2,2,1,4,1,2,1,2,3,0,1,1,0,1,2,1,1,2,0,1,0,2,1,1,0,4,0,1,0,1,0,0,1,1,2,0,1
Mandsaur,23,433,0,0,0,0,0,0,0,0,0,424,8123,7416,3124,1623,1027,649,468,390,263,212,163,133,92,88,63,52,36,45,50,26,33,19,17,15,25,19,16,6,7,10,8,15,9,8,9,10,12,14,5,6,8,6,2,4,4,5,3,6,2,0,3,1,5,2,2,1,5,0,2,2,6,2,1,3,2,4,2,2,1,2,0,0,2,1,0,1,1,0,0,2,0,1,1,1,0,0,0,2,0,0,0
Gwalior,23,421,0,0,0,0,0,0,0,0,0,982,5381,4905,2994,1877,1315,944,694,553,460,324,271,222,195,172,144,121,110,104,79,56,65,64,58,38,38,37,32,22,36,28,27,20,28,18,10,19,17,10,17,16,11,14,13,18,15,15,8,8,11,10,8,17,11,8,10,9,6,9,6,11,7,11,10,12,3,7,9,7,8,6,5,1,6,6,4,5,4,4,4,6,5,6,7,7,7,3,2,5,2,1,5
Guntur,28,548,0,0,0,0,0,0,0,0,1,2576,8091,9960,6860,4024,2672,1965,1436,1183,969,797,690,599,529,438,382,359,319,292,260,200,218,178,172,182,154,127,148,114,99,95,94,91,63,64,75,74,47,52,64,42,39,34,32,36,35,48,31,37,29,26,26,34,15,27,24,25,18,21,22,16,22,10,13,12,11,8,14,9,15,16,8,3,7,6,10,7,11,12,8,10,4,14,5,10,9,1,4,5,4,7,5
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,19,1226,2842,1994,1348,930,608,460,387,325,241,161,171,126,93,95,73,56,50,53,40,37,27,37,26,33,22,15,12,15,14,17,17,11,11,11,11,5,4,10,6,6,4,9,2,3,1,4,3,7,5,3,5,5,4,2,1,3,2,2,3,1,3,2,2,1,2,1,1,0,3,3,1,3,4,1,0,1,0,3,1,1,2,1,0,3,2,2,3,0,1,1
Darjiling,19,327,0,0,0,0,0,0,0,0,0,691,4176,2978,1909,1091,747,473,299,224,186,134,125,90,78,89,80,53,59,50,42,51,31,32,30,31,34,31,26,20,14,16,20,23,13,22,28,21,17,18,16,13,7,9,8,13,8,7,13,11,4,6,6,8,4,3,4,4,3,7,7,8,4,4,5,2,4,5,1,4,4,1,5,0,3,2,1,2,7,1,3,1,2,2,1,0,1,2,0,2,0,1,0
Chittoor,28,554,0,0,0,0,0,0,0,0,9,8028,18715,9605,6317,4337,3077,2314,1700,1343,1038,882,661,503,483,386,325,262,206,186,179,155,144,118,101,86,79,76,66,80,61,54,62,59,42,36,32,33,33,28,19,28,27,26,17,21,25,18,21,20,27,19,14,17,8,18,4,18,10,15,9,8,8,11,15,11,3,9,3,7,14,8,6,6,6,8,8,10,2,5,4,5,7,9,8,7,2,5,10,5,3,4,7
Guna,23,458,0,0,0,0,0,0,0,0,0,224,3996,6954,5090,3255,2107,1444,1053,734,522,407,287,224,187,172,117,96,70,70,50,45,40,45,31,41,20,23,27,27,16,16,21,21,12,9,14,9,14,10,3,13,7,10,12,4,5,5,8,9,5,7,5,3,4,2,4,5,2,4,3,2,3,4,5,0,7,4,1,1,4,3,0,2,4,2,0,0,4,2,3,1,1,2,2,4,3,4,2,0,3,2,3
Banka,10,225,0,0,0,0,0,0,0,0,0,281,5760,3474,1723,867,479,337,222,172,122,69,48,30,20,18,12,8,10,6,8,3,5,3,1,2,4,0,1,3,1,4,2,1,2,0,0,0,1,1,0,0,1,1,3,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chamoli,5,57,0,0,0,0,0,0,0,1,17,58,3957,18393,8974,1355,901,612,471,273,234,154,134,102,81,58,62,27,37,33,25,13,23,17,17,14,8,11,4,17,6,6,8,6,6,5,7,3,3,4,4,4,4,6,3,9,0,2,2,1,3,4,3,3,0,1,5,3,4,1,2,3,2,1,2,3,5,4,1,1,1,1,1,3,3,2,0,0,1,4,2,2,1,0,1,2,0,4,1,3,0,1,1
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,28,776,2877,3054,2020,1344,1032,798,681,564,489,439,346,343,276,236,234,202,215,158,184,140,109,120,116,88,88,87,73,72,58,62,67,51,53,52,53,40,45,41,39,41,20,35,29,26,27,22,22,30,27,22,20,11,23,12,20,17,14,15,18,10,15,12,11,16,5,8,3,7,11,10,8,6,6,2,7,9,2,4,5,5,8,8,4,10,4,5,6,3,1
Sagar,23,427,0,0,0,0,0,0,0,0,0,1165,9796,9135,6496,4450,3016,2113,1640,1136,908,683,540,471,391,309,254,245,177,156,156,139,102,98,81,56,57,59,44,70,57,41,36,40,34,33,35,34,28,36,28,24,24,20,22,12,17,14,8,11,15,18,10,12,17,11,14,16,11,10,9,8,15,5,9,5,8,6,4,6,3,9,8,6,7,3,4,5,4,3,4,5,6,6,2,2,4,5,7,5,4,3,6
Azamgarh,9,191,0,0,0,0,0,0,0,0,0,3,234,1061,1884,2402,2508,2224,1940,1583,1199,937,619,478,363,258,179,176,124,102,84,63,64,54,36,39,37,35,24,17,21,24,14,18,13,10,10,5,13,9,6,8,7,12,10,7,10,2,1,5,4,4,3,2,4,2,3,3,4,1,3,3,3,2,3,0,4,3,0,1,1,2,2,3,4,4,3,1,2,5,0,2,0,1,0,1,2,2,2,1,0,2,1
Kurnool,28,552,0,0,0,0,0,0,0,0,86,15564,28969,11211,4492,2549,1680,1347,1001,830,686,588,502,451,397,300,289,263,256,202,202,155,146,133,127,111,115,100,108,68,83,67,73,51,49,56,42,50,44,41,38,37,35,29,34,31,22,16,27,22,23,13,23,10,20,15,12,11,11,13,10,13,13,14,6,10,9,7,10,7,11,10,6,4,6,9,7,4,7,4,9,4,6,7,5,4,6,2,1,7,2,4,5
The Nilgiris,33,611,0,0,0,0,0,0,0,0,37,3999,2082,1116,767,531,389,254,210,160,141,106,89,59,42,55,38,28,25,19,24,22,16,26,20,15,13,14,11,4,9,9,5,3,3,8,2,3,6,2,4,5,1,2,2,3,1,2,0,3,0,4,2,2,2,1,4,0,0,1,1,2,1,1,2,0,0,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,0,2,0,1,0,1,0,1,1,3,1
Coimbatore,33,632,0,0,0,0,0,0,0,0,27,1641,1893,1192,1251,1503,1330,1173,1068,883,750,620,500,394,345,303,264,236,196,178,133,149,136,116,106,97,102,72,83,79,74,77,72,58,65,78,68,57,48,54,49,39,55,53,43,42,33,21,33,27,36,31,41,33,17,29,22,26,24,29,30,20,11,17,20,21,21,15,27,13,16,14,23,12,14,12,23,20,8,10,14,9,12,12,12,8,11,5,7,12,10,12,11
Nalanda,10,229,0,0,0,0,0,0,0,0,0,56,986,1792,1451,1140,889,659,551,418,361,299,230,193,126,141,109,86,70,67,64,59,52,34,30,27,32,39,23,13,20,11,13,11,12,7,12,9,12,9,8,12,6,10,7,12,5,4,5,3,9,8,3,3,4,7,3,0,1,4,1,4,4,4,2,3,1,3,3,2,2,2,3,3,3,1,2,3,2,3,2,2,0,2,2,2,1,4,1,2,1,2,0
Godda,20,351,0,0,0,0,0,0,0,0,0,256,3225,2364,1452,810,523,355,197,141,104,67,55,40,33,20,21,15,20,9,10,6,8,9,7,1,5,5,3,6,2,6,6,4,1,3,5,4,4,0,4,2,0,2,2,3,3,4,0,2,4,1,4,4,2,6,0,1,6,2,3,1,2,4,2,1,1,5,3,0,4,1,0,1,2,0,1,3,1,1,0,0,0,2,1,2,2,0,2,0,0,1,1
Chikmagalur,29,570,0,0,0,0,0,0,0,0,72,9207,10791,4548,2029,958,566,328,235,153,120,81,63,54,57,42,21,22,30,26,18,17,15,14,15,17,8,5,10,13,9,7,6,6,7,9,10,11,5,6,0,4,10,3,4,4,8,3,1,0,2,2,4,1,5,3,3,3,3,5,8,4,0,3,2,1,1,1,1,1,1,3,3,2,0,0,3,2,1,2,0,0,1,3,1,4,1,1,0,0,1,2,4
Kanpur Nagar,9,164,0,0,0,0,0,0,0,0,0,1,352,2383,2396,1761,1156,791,560,423,301,263,188,143,135,106,99,89,76,70,56,37,47,23,35,32,26,19,29,29,22,26,19,13,23,12,25,12,11,16,16,20,9,4,9,9,10,9,10,8,11,6,5,5,5,6,3,6,11,1,11,7,2,8,9,4,7,5,4,7,5,7,5,4,9,5,4,7,8,2,4,3,8,8,6,6,5,1,2,3,2,5,6
Farrukhabad,9,159,0,0,0,0,0,0,0,0,0,3,698,2138,2108,1552,982,636,435,273,187,148,108,74,57,49,34,26,24,18,16,17,6,7,9,12,8,6,6,6,4,4,9,7,3,6,9,3,4,6,2,4,2,6,2,1,1,1,3,2,2,0,2,3,4,1,1,5,0,3,4,5,0,5,2,1,1,4,0,0,1,4,2,2,1,2,3,2,0,1,1,2,2,3,1,0,1,1,0,0,1,5,0
South Goa,30,586,0,0,0,0,0,0,0,0,3,1524,1982,966,517,337,239,160,133,112,102,96,81,77,83,76,51,40,51,45,63,51,59,48,45,40,42,41,37,36,27,38,31,37,39,27,16,36,20,25,21,32,20,23,24,20,21,10,19,16,15,16,16,13,7,19,7,13,14,6,8,4,9,11,10,12,6,15,9,6,3,4,4,4,3,2,7,7,7,5,6,0,1,2,3,1,7,4,4,2,1,2,3
Varanasi,9,197,0,0,0,0,0,0,0,0,0,0,0,14,181,406,487,535,582,608,527,398,400,274,277,201,176,115,107,92,68,65,62,53,48,40,42,34,36,26,25,20,28,22,12,12,20,15,12,13,8,10,15,9,4,14,15,12,8,9,2,8,12,9,8,10,7,7,7,10,1,3,7,5,5,5,3,5,2,7,10,3,6,7,5,2,5,7,7,5,3,5,2,5,1,2,9,3,4,5,1,1,4
Kolar,29,581,0,0,0,0,0,0,0,0,0,244,1321,2084,2197,1851,1591,1246,954,769,595,462,409,342,286,218,160,159,140,110,87,84,73,65,61,43,40,48,26,30,35,32,20,31,12,23,20,16,10,14,17,14,13,10,9,12,15,6,7,7,6,6,2,8,4,9,6,9,8,3,6,4,1,2,12,2,8,2,2,4,3,5,3,4,4,1,9,4,1,4,6,4,2,1,6,2,2,2,4,1,5,1,1
Uttar Dinajpur,19,330,0,0,0,0,0,0,0,0,0,0,69,1168,2396,2503,1965,1434,1106,753,549,395,304,236,203,147,122,93,95,64,63,66,46,34,40,41,36,31,27,19,22,20,20,16,14,13,7,14,20,11,11,12,8,8,11,9,4,10,7,10,8,7,9,3,3,4,5,4,6,4,8,5,0,1,6,1,1,5,2,5,1,0,3,2,2,0,1,0,2,1,0,1,0,2,1,1,1,1,0,0,1,0,0
Mon,13,261,0,0,0,0,0,0,0,0,0,389,5681,1395,325,160,75,57,41,26,18,16,10,12,9,5,4,2,5,4,3,1,1,2,3,5,1,3,1,0,1,1,0,0,2,0,0,0,3,1,1,1,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Madurai,33,623,0,0,0,0,0,0,0,0,3,371,1297,1893,2076,1948,1517,1235,869,645,499,372,267,196,177,159,125,104,68,93,66,56,48,43,45,39,33,42,34,25,18,19,19,26,31,21,21,17,15,8,14,15,13,9,9,9,7,8,8,4,7,6,7,6,7,9,13,7,12,5,8,5,4,7,4,4,5,4,7,3,5,9,5,4,3,1,0,4,7,4,4,3,4,3,4,4,3,1,3,3,4,3,1
Mahamaya Nagar,9,144,0,0,0,0,0,0,0,0,0,0,0,105,259,399,459,482,495,561,527,476,441,414,355,329,277,273,218,203,141,157,132,132,103,98,87,73,79,56,49,43,38,34,32,22,28,26,27,23,19,16,12,12,19,11,8,9,9,7,9,4,9,10,11,6,6,6,7,5,2,4,4,1,3,3,4,5,3,5,5,4,6,1,5,3,4,5,0,1,4,2,1,0,1,2,2,1,4,0,2,1,1
Sirohi,8,117,0,0,0,0,0,0,0,0,0,879,10610,4823,2209,1131,655,399,329,257,187,139,104,98,92,82,45,46,45,28,26,27,28,18,18,30,19,13,13,11,7,17,15,11,10,9,12,9,13,12,5,4,3,9,8,13,8,6,5,7,6,8,10,2,4,4,7,4,2,2,4,3,4,5,8,5,1,4,10,1,2,2,3,1,2,2,3,1,4,2,5,5,3,2,3,1,2,4,3,6,1,3,2
Auraiya,9,162,0,0,0,0,0,0,0,0,0,0,78,548,1042,1156,1090,963,782,591,429,360,252,249,171,148,117,125,88,71,51,58,49,32,38,27,23,19,23,27,17,22,14,16,14,15,16,6,11,8,8,8,3,9,7,3,6,6,9,2,5,1,2,7,6,4,3,0,3,6,4,2,2,5,4,1,1,1,3,5,0,2,2,2,3,5,0,2,1,1,1,0,4,3,0,1,2,2,3,1,3,1,3
Jagatsinghapur,21,380,0,0,0,0,0,0,0,0,0,84,639,1098,1079,858,759,541,442,328,246,165,144,99,80,64,55,46,42,25,24,28,26,23,11,15,14,13,11,18,7,5,8,3,8,10,3,9,7,4,4,5,9,5,4,5,5,4,2,4,4,3,3,1,1,5,5,2,2,4,2,2,4,3,3,3,3,1,2,4,3,2,6,1,0,5,2,1,2,1,3,7,1,4,3,0,2,2,3,2,3,1,4
Upper Siang,12,252,0,0,0,0,0,0,0,2,62,2958,18740,8788,389,27,9,6,5,6,2,1,6,2,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulbarga,29,579,0,0,0,0,0,0,0,0,0,260,10633,13616,6294,3472,2197,1575,1140,921,712,592,480,417,348,278,262,260,194,165,136,134,130,113,89,82,88,64,62,63,47,44,52,38,28,40,34,41,41,28,31,24,19,26,29,18,25,15,18,14,19,16,11,23,16,15,12,18,7,12,14,10,8,8,8,12,11,8,6,11,10,7,8,12,10,6,4,6,7,8,6,2,9,3,5,3,4,5,4,4,10,7,5
Umaria,23,431,0,0,0,0,0,0,0,0,0,2189,10755,3093,1500,809,469,315,225,149,86,68,51,43,32,28,17,24,20,17,12,12,5,10,7,10,2,3,4,6,6,3,3,7,0,4,0,2,3,2,6,5,2,2,4,2,2,0,1,0,1,4,2,0,1,2,2,1,2,4,2,1,0,2,2,1,2,0,2,2,3,0,4,0,0,3,3,1,0,0,2,1,1,0,1,1,0,2,0,0,1,1,1
Jaipur,8,110,0,0,0,0,0,0,0,0,0,2,2252,5414,3720,3058,2665,2367,2274,2269,2170,2018,1947,1782,1600,1454,1284,1130,1044,937,837,688,672,570,509,434,435,376,344,320,265,245,251,221,213,176,152,152,149,140,110,113,117,105,97,82,86,68,67,82,59,62,73,56,46,61,35,55,42,54,33,42,35,34,42,33,43,29,32,35,26,25,20,37,23,20,21,27,24,22,27,28,15,19,21,17,26,21,21,27,18,15,14
Pithoragarh,5,62,0,0,0,0,0,0,0,0,9,56,5873,18205,5576,1239,769,506,309,191,136,107,72,55,53,37,32,22,17,18,20,14,17,12,6,10,12,4,3,5,8,8,7,11,6,5,5,5,5,5,1,1,3,2,3,1,2,5,0,3,6,2,4,4,1,3,0,1,2,3,0,4,2,2,4,3,2,3,2,1,0,0,1,0,1,2,0,1,4,0,2,2,0,1,1,1,1,1,1,3,0,0,1
Reasi,1,20,0,0,0,0,0,0,0,0,0,0,307,4692,2640,1121,554,354,249,164,107,90,76,62,45,37,34,29,26,11,13,18,21,26,16,12,10,14,9,8,8,5,7,8,10,7,7,4,3,8,7,3,2,4,6,3,2,2,4,0,3,1,4,5,1,0,3,2,3,1,3,1,2,1,2,1,0,1,4,0,0,1,0,0,1,2,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0
Kohima,13,270,0,0,0,0,0,0,0,0,0,527,4123,830,287,156,121,80,51,42,39,40,24,24,15,14,15,11,10,7,8,12,8,6,5,6,8,5,1,6,3,7,5,1,5,2,1,3,2,2,4,1,3,1,2,0,0,1,2,0,0,0,0,2,0,2,1,1,0,3,1,4,0,1,1,0,0,1,3,2,2,1,1,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,2
Sirmaur,2,32,0,0,0,0,0,0,0,0,0,0,615,7632,2604,672,329,206,131,106,83,63,48,67,45,41,42,28,31,31,23,27,14,23,16,12,13,8,5,6,5,11,6,4,9,7,6,9,8,5,9,2,4,5,4,2,7,3,2,2,3,4,1,2,1,3,4,1,1,4,8,3,1,2,4,2,2,2,1,1,3,0,2,2,0,1,0,1,1,2,2,0,0,4,0,1,2,1,1,0,0,2,0
Saharsa,10,214,0,0,0,0,0,0,0,0,2,473,2231,1244,857,551,417,308,241,175,161,155,103,85,60,60,46,38,28,33,27,27,25,18,7,7,10,7,5,6,4,3,4,4,4,0,1,1,5,3,1,3,3,5,5,0,0,0,0,2,0,4,3,2,0,1,2,1,2,1,2,1,0,1,0,2,2,2,1,1,0,1,0,2,0,0,1,0,0,1,1,1,3,1,2,1,2,0,1,2,1,0,1
West,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,3,1,0,1,0,1,0,1,0,0,3,2,1,1,0,1,0,0,0,1,0,0,1,2,1,1,0,1,3,0,3,0,1,2,1,1,1,0,0,0,0,0,2,3,1,3,1,0,1,0,2,1,0,1,0
Malappuram,32,592,0,0,0,0,0,0,0,0,51,3411,3917,3140,1663,817,468,270,189,136,123,65,64,39,39,30,28,22,17,13,21,12,5,11,7,5,8,5,6,10,2,2,1,1,3,2,0,1,2,4,0,1,0,1,0,1,0,1,1,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Viluppuram,33,607,0,0,0,0,0,0,0,0,0,301,1840,1903,3264,3761,3470,2811,2280,1836,1425,1063,827,718,534,436,349,266,270,228,179,150,141,133,102,82,88,82,58,63,63,59,58,30,38,39,41,35,30,20,29,24,9,21,10,14,17,9,19,8,16,10,8,9,11,5,7,8,5,10,8,7,11,6,6,4,7,6,7,4,8,2,4,3,2,1,3,8,9,4,2,1,3,1,4,1,5,0,2,5,5,3,2
Tapi,24,493,0,0,0,0,0,0,0,0,3,2377,3115,1733,1737,1296,804,546,370,260,244,191,130,122,100,67,52,31,50,34,32,31,15,20,20,10,16,12,7,9,6,14,7,22,10,8,3,6,6,6,4,3,4,2,4,1,3,3,3,6,1,3,3,1,2,3,0,3,1,2,1,3,4,2,0,1,0,3,1,0,0,0,1,0,0,0,2,2,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0
West Godavari,28,546,0,0,0,0,0,0,0,0,0,2450,6720,6050,4419,3063,2137,1537,1169,842,648,528,411,316,281,234,211,143,153,129,128,76,76,65,73,44,57,38,42,42,38,37,23,25,15,25,19,16,11,11,10,16,12,14,11,9,10,7,6,8,5,10,7,3,7,3,8,6,6,3,6,3,5,8,5,7,3,3,5,5,5,4,7,2,3,5,1,2,3,5,5,5,2,1,4,1,2,3,2,4,2,1,2
Madhepura,10,213,0,0,0,0,0,0,0,0,0,346,2454,1794,999,658,429,332,221,166,144,123,77,76,66,37,39,22,20,13,10,15,8,8,10,8,6,1,6,8,3,1,2,3,2,8,6,4,3,3,1,1,2,2,0,2,1,0,2,1,1,1,3,0,2,0,1,2,0,1,0,1,0,0,1,1,0,0,0,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Saraikela-kharsawan,20,369,0,0,0,0,0,0,0,0,0,350,2578,1652,1406,1131,855,596,401,317,288,198,175,128,122,113,87,86,73,65,60,51,49,35,32,28,22,19,17,24,24,20,22,18,17,11,10,12,6,11,9,13,10,9,13,5,7,7,10,10,8,6,3,8,3,8,5,4,2,4,2,4,3,2,6,5,1,1,4,4,4,1,4,1,4,1,2,2,2,1,2,4,3,1,1,2,1,2,4,3,2,0,0
Tiruppur,33,633,0,0,0,0,0,0,0,0,42,1272,832,1917,2651,2679,2150,1650,1296,925,736,599,511,426,351,299,227,227,181,169,164,128,115,108,106,104,94,64,75,60,55,53,44,36,40,40,43,41,35,33,26,19,25,24,14,11,17,17,15,10,15,13,9,9,11,19,22,9,9,13,17,5,10,10,9,7,12,4,3,17,8,3,10,10,6,9,12,5,5,5,10,6,10,5,2,5,7,4,5,3,1,1,2
Mayurbhanj,21,376,0,0,0,0,0,0,0,0,3,6606,11496,7096,5931,4287,2920,2046,1328,793,559,412,298,196,195,106,96,87,70,66,44,43,40,20,21,22,23,15,25,21,10,11,17,10,13,12,6,13,7,5,3,5,1,3,5,8,2,9,4,2,8,8,4,5,2,7,0,1,1,1,2,1,2,3,5,0,1,0,0,2,5,5,0,0,0,1,0,3,0,0,1,0,4,0,1,1,1,1,0,1,1,1,0
Barnala,3,54,0,0,0,0,0,0,0,0,0,0,0,21,742,1493,1064,686,433,313,275,186,170,135,141,121,99,82,77,60,57,60,54,58,24,37,31,42,18,22,20,18,13,22,16,16,16,9,12,8,10,12,8,4,9,9,10,11,5,10,3,9,4,5,6,5,4,3,3,3,5,3,6,4,2,5,2,2,2,3,1,4,2,0,4,0,4,0,3,2,1,2,0,3,0,1,3,3,2,0,2,0,2
