,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,17,212,552,606,490,457,395,318,264,260,194,207,141,109,122,93,112,99,75,85,71,57,53,39,49,50,36,48,32,32,19,31,30,24,21,25,21,23,11,17,12,12,17,16,15,17,10,10,13,11,13,3,13,14,7,5,9,12,11,4,10,5,5,5,8,7,8,6,2,5,6,8,3,9,8,4,4,4,1,2,3,2,4,1,4,2,2,5,2,3
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,1,222,374,422,515,447,366,356,280,229,206,153,147,130,105,102,89,95,67,76,61,67,49,50,44,48,41,36,35,33,31,42,29,28,22,21,28,14,18,23,15,20,16,21,15,19,20,22,13,21,22,18,12,14,12,15,14,9,13,15,10,12,12,9,10,5,7,7,8,7,10,5,9,7,4,9,5,7,6,7,6,6,5,7,11,6,3,4,2,13,4,5
Mirzapur,9,199,0,0,0,0,0,0,0,0,0,305,4573,3439,2558,1848,1374,998,778,596,536,431,327,276,222,217,172,133,144,117,85,94,71,51,50,57,41,26,36,29,34,22,19,19,14,12,5,14,19,10,2,4,5,3,10,8,6,7,1,3,10,4,5,5,1,6,3,4,6,4,2,4,4,6,2,5,4,1,1,1,5,1,3,2,1,1,1,0,2,1,0,2,0,2,2,1,3,2,1,0,3,3,1
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,8,518,1302,1363,1405,1612,1696,1498,1257,995,754,604,405,316,224,172,127,90,84,80,50,46,37,31,31,23,29,23,19,14,18,6,12,12,12,9,4,3,12,11,8,5,2,11,5,4,5,4,3,3,2,4,2,2,2,4,3,4,1,4,1,2,2,4,2,0,0,0,2,0,1,1,2,0,1,2,0,2,1,0,3,1,1,0,0,0,2,0,1,1,1,1
Bikaner,8,101,0,0,0,0,0,0,0,0,0,489,64648,34245,13007,7241,4352,2704,1750,1303,976,790,596,532,415,336,311,262,228,205,188,147,138,140,137,98,110,108,96,98,86,79,75,56,63,57,60,44,56,43,35,50,39,19,39,27,40,26,24,30,26,29,18,21,24,19,22,13,17,14,17,17,20,9,14,13,18,12,21,10,8,9,14,15,16,4,11,6,15,9,6,14,4,10,7,6,10,9,9,8,10,6,3
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,4,3,2,1,0,4,4,1,0,1,1,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,4,3,5,8,7,7,8,12,3,10,10,5,6,3,5,2,4,3,2,4,4,3,5,3,4,5,3,1,2,3,4,3,2,8,3,4,1,3,2,5,3,3,5,4,6,5,4,0,2,4,4,8,4,4,1,1,2,2,4,3,2,3,0,1,4,7,6,4,0,2,4,0,1,6
Tiruvannamalai,33,606,0,0,0,0,0,0,0,1,3,650,2711,2101,3088,3451,3052,2524,1918,1509,1130,706,552,380,311,220,149,115,92,78,77,68,48,47,36,35,37,26,24,13,20,24,18,17,13,16,14,10,10,10,17,6,3,8,5,2,4,2,10,4,1,1,6,3,6,2,6,7,2,3,2,0,2,3,1,3,0,1,4,4,0,0,3,1,1,5,0,0,0,4,1,2,1,1,1,1,3,0,0,1,0,0,0
Udupi,29,569,0,0,0,0,0,0,0,0,30,4804,5042,2177,1117,628,444,318,198,148,133,94,103,75,49,50,41,25,28,27,28,23,18,19,19,25,12,13,11,13,10,8,7,11,5,13,5,9,8,15,7,3,7,8,5,3,2,4,3,5,8,3,3,2,3,7,3,2,1,5,1,3,2,2,1,4,1,3,3,1,2,3,0,4,4,4,2,1,0,2,1,2,4,0,0,0,3,2,3,2,2,2,1
Bellary,29,565,0,0,0,0,0,0,0,0,0,1434,10069,7018,3916,2261,1552,1106,878,701,582,465,421,370,315,280,249,196,182,165,145,153,134,127,125,107,90,68,66,60,69,69,62,65,53,58,49,49,41,40,42,40,38,40,22,37,27,35,30,23,22,26,18,19,23,19,21,22,15,15,23,13,20,15,14,12,15,15,5,12,11,9,8,8,9,6,7,7,16,10,4,8,11,8,10,6,7,6,4,3,5,5,5
Agra,9,146,0,0,0,0,0,0,0,0,0,55,2325,1650,1052,985,968,925,798,797,727,668,566,546,476,408,365,324,313,252,244,225,210,174,172,132,134,92,114,97,77,76,72,54,67,66,69,33,35,50,37,31,47,48,24,24,31,33,26,31,33,25,26,30,28,19,19,16,14,18,15,15,15,17,16,10,13,12,11,19,10,16,6,9,9,7,8,9,8,15,8,15,8,9,2,10,5,5,6,6,6,4,6
Jamui,10,238,0,0,0,0,0,0,0,0,0,927,7661,2579,977,413,266,185,105,72,52,32,23,18,15,11,13,10,8,4,8,2,6,3,8,10,3,5,1,6,2,2,1,2,2,5,0,0,2,0,1,1,2,0,4,0,0,1,3,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Harda,23,448,0,0,0,0,0,0,0,0,0,1855,3146,2795,2289,1420,840,471,321,216,153,117,115,70,62,65,53,36,33,25,21,16,29,15,12,4,16,14,20,10,8,9,8,7,3,5,6,8,2,1,4,3,2,5,2,2,3,4,4,0,3,2,0,2,3,2,4,1,1,1,5,3,0,0,2,0,1,0,1,0,0,2,2,1,1,1,0,0,2,2,2,0,0,1,0,1,0,1,0,3,1,0,1
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,2,182,1045,1210,872,741,533,504,381,331,272,243,192,185,150,137,120,142,98,91,104,93,85,86,74,57,76,64,64,50,52,46,45,41,46,47,39,36,37,33,37,31,31,27,33,30,36,31,24,27,25,22,24,29,15,21,20,13,23,16,14,16,15,15,14,11,11,18,9,13,12,14,14,15,11,7,7,6,7,12,6,7,10,8,10,13,11,11,8,5,9
Gondiya,27,507,0,0,0,0,0,0,0,0,0,4316,9228,3948,2141,1168,723,462,305,229,142,129,89,83,53,67,42,29,25,28,27,12,16,10,19,17,14,14,5,10,8,9,9,10,5,5,8,9,1,3,3,1,6,8,3,1,2,3,3,5,5,4,7,3,1,3,2,3,2,0,3,2,3,1,3,1,2,0,0,0,1,4,1,1,0,0,1,2,2,0,1,0,1,0,1,1,0,0,1,2,3,1,0
Hailakandi,18,318,0,0,0,0,0,0,0,0,0,1188,2221,635,489,381,284,183,112,83,67,46,33,25,26,14,8,9,8,4,7,5,4,3,4,3,1,0,1,2,0,1,4,1,2,1,0,0,1,3,1,2,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Churachandpur,14,274,0,0,0,0,0,0,0,1,49,11446,7563,407,194,92,67,54,33,31,41,22,19,11,10,13,16,7,7,5,6,3,6,5,5,6,5,6,4,1,4,1,2,5,5,6,2,3,4,1,2,2,2,5,1,3,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,28,1107,2108,1783,1238,834,629,464,352,279,233,201,140,149,115,100,99,76,86,57,55,61,57,52,38,41,31,31,25,34,31,30,33,25,29,27,19,20,17,12,14,19,18,18,20,8,14,12,10,15,10,13,10,15,17,2,8,3,2,6,7,13,11,9,10,4,5,10,10,8,4,11,9,8,8,9,3,5,13,9,9,5,4,10,8,7,2,5,4,10,6,5
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,8,321,597,352,360,296,257,198,170,132,121,108,72,71,62,55,36,44,29,32,25,19,28,17,17,15,14,18,14,15,11,9,12,10,15,7,8,9,9,5,7,5,8,12,1,7,6,3,4,8,3,5,6,4,4,1,6,2,2,1,1,0,2,3,4,3,3,2,5,3,1,0,5,2,2,3,4,1,1,2,2,1,2,2,1,3,3,3,1,0,1
Sonbhadra,9,200,0,0,0,0,0,0,0,0,0,1148,14448,6007,2508,1563,924,635,394,258,185,138,120,112,79,61,53,51,43,35,34,36,18,20,26,18,20,26,23,14,21,11,9,16,10,15,10,14,11,10,11,9,9,8,8,12,7,3,6,6,9,7,9,9,8,6,8,7,8,5,14,5,4,9,8,2,5,6,7,10,9,8,5,6,6,2,6,7,7,5,8,5,6,5,3,7,5,8,7,4,9,4,2
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,40,3296,7494,4577,2663,1818,1354,976,745,638,487,407,322,323,245,203,180,170,144,113,102,97,71,67,63,53,52,44,46,38,41,26,25,23,26,24,30,18,14,19,17,10,5,12,12,12,7,20,8,6,15,8,11,3,12,9,7,3,7,5,5,4,3,4,5,8,6,2,5,5,7,2,6,3,4,4,8,4,3,7,2,2,0,3,2,2,1,1,4,1,4,2
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,98,578,1221,1261,916,663,472,399,319,258,202,193,156,164,142,119,106,119,92,84,77,66,79,66,53,59,41,49,40,46,48,35,25,30,25,20,23,23,27,16,21,15,15,16,18,15,14,8,6,11,9,9,9,5,7,8,9,7,7,12,4,10,5,5,1,6,4,2,5,1,2,3,2,1,2,0,2,0,2,2,3,3,2,1,3,1,1,0,0,3
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,11,2750,4958,3442,2129,1465,1125,915,741,608,480,427,341,313,301,267,213,169,175,149,134,113,102,78,98,64,61,72,64,39,57,45,44,22,32,20,25,28,21,29,19,21,25,14,16,15,9,11,8,12,12,10,7,5,8,8,5,11,8,11,6,4,8,2,6,0,5,3,2,8,4,5,2,2,4,1,3,2,0,2,0,2,2,5,4,2,2,5,2,1,2,0
Shimla,2,33,0,0,0,0,0,0,0,0,0,2,1274,14247,5784,1221,392,216,139,112,78,64,47,34,43,27,33,32,32,19,12,20,18,15,11,7,9,15,7,14,4,10,6,6,5,7,3,6,3,7,3,6,4,4,1,4,0,4,0,3,2,4,2,2,2,6,1,2,2,0,2,2,2,1,1,0,0,0,4,0,1,1,0,3,3,0,2,0,0,0,2,0,0,0,2,3,0,1,0,0,0,1,1
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,4,2876,2866,1385,1129,1183,1091,1033,943,921,836,818,790,720,632,563,523,494,379,364,319,279,269,222,204,199,178,161,134,132,84,100,92,82,82,74,60,45,37,42,47,35,32,41,34,36,31,30,24,13,21,23,19,21,16,10,20,13,11,18,15,7,17,19,15,13,18,11,10,11,15,7,13,15,11,13,13,10,6,7,9,17,9,12,14,11,8,7,11,8,7,5,8
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,33,537,1401,1729,1817,1893,1712,1424,1189,1007,788,596,467,352,281,220,167,124,117,81,73,54,60,39,27,22,25,16,29,17,22,6,9,16,9,15,12,5,5,8,4,3,4,0,2,2,1,4,7,4,2,3,2,3,5,5,1,1,1,3,2,1,1,1,2,2,0,0,2,1,2,1,1,1,1,1,2,3,1,4,1,0,0,2,1,3,0,2,0,1,1
Jaintia Hills,17,299,0,0,0,0,0,0,0,0,0,2614,9002,2008,828,489,368,235,178,127,133,96,89,69,59,44,41,52,30,34,20,23,27,14,17,12,21,8,12,12,8,14,11,5,9,3,10,7,7,5,11,1,5,8,3,4,4,3,3,4,2,2,4,5,2,2,0,4,2,1,0,0,0,2,0,4,3,3,0,0,1,1,0,1,1,4,0,2,0,1,1,2,1,0,1,1,3,1,1,0,2,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,80,806,1378,1112,833,572,466,376,324,242,173,143,108,99,95,65,79,54,52,43,32,38,31,24,29,36,11,16,16,13,19,12,13,11,12,7,8,16,4,11,8,4,6,5,7,8,7,5,5,3,12,5,4,6,6,1,9,3,1,5,4,7,5,8,4,6,3,1,3,4,2,2,5,2,6,4,2,3,4,3,2,2,3,6,2,1,2,2,2,2
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,215,2557,4430,3098,1832,1144,775,646,481,401,301,277,254,180,177,132,129,149,113,107,108,95,80,75,76,67,47,46,72,48,42,49,35,39,33,39,43,23,32,28,32,26,24,21,17,20,18,18,17,19,16,13,28,13,13,19,7,10,12,8,8,10,12,5,8,7,9,9,3,8,6,7,12,3,6,9,6,5,5,4,8,3,7,5,7,11,4,8,5,4,3
Mandi,2,27,0,0,0,0,0,0,0,0,0,0,2342,9330,3442,1318,611,347,233,167,115,71,79,67,60,35,38,33,34,15,17,14,19,11,16,10,10,8,7,10,5,2,5,8,1,6,5,2,11,7,3,3,5,4,3,4,0,2,2,2,2,2,0,0,1,1,1,5,4,1,0,1,0,3,0,2,0,2,2,1,0,2,1,0,2,1,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,1
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,8,53,83,119,160,149,108,110,107,92,70,73,91,68,47,61,73,66,70,69,46,57,44,36,43,47,42,34,42,40,32,31,23,49,35,37,33,23,21,37,24,22,24,18,21,20,21,15,9,14,11,11,15,16,13,13,11,11,11,11,9,14,12,11,15,17,12,20,9,6,6,8,6,14,10,8,9,13,7,12,6,8,13,15,7,3,16,5
Hoshangabad,23,449,0,0,0,0,0,0,0,0,1,3258,8862,4846,3542,2306,1666,1119,713,472,385,295,239,171,132,113,101,84,98,73,47,53,44,38,38,25,30,25,17,20,18,18,16,15,15,10,9,8,13,6,4,4,6,6,7,5,5,8,6,6,7,6,3,1,6,6,3,5,3,2,6,4,3,5,1,3,3,3,0,2,4,3,2,1,4,1,3,1,4,3,1,0,3,0,1,4,1,1,3,2,0,3,1
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,247,2653,3079,2723,1963,1280,849,603,454,316,235,175,129,116,92,85,61,68,53,40,35,40,26,24,13,28,21,14,17,23,12,19,11,12,12,6,9,11,13,10,10,7,7,10,5,11,6,10,6,5,3,2,5,3,1,8,6,3,6,4,2,6,2,4,5,1,4,7,3,3,7,2,2,1,2,0,3,5,3,1,0,1,2,0,3,1,2,3,5,2,3
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,48,18251,29107,17055,10468,6537,4404,3112,2136,1602,1152,954,836,677,523,472,406,328,292,248,198,155,156,153,149,119,116,111,80,100,103,85,76,72,83,75,52,48,53,52,44,41,53,38,37,32,41,41,35,29,31,27,33,27,25,29,26,26,24,18,17,17,14,25,13,22,14,11,18,20,20,12,12,19,18,9,12,16,13,10,17,16,14,9,9,14,10,11,7,11,12,8
Anuppur,23,461,0,0,0,0,0,0,0,0,0,1511,7241,2480,1369,868,530,383,298,203,188,139,106,100,62,79,69,49,40,37,34,36,18,32,19,24,23,17,21,22,24,12,14,9,14,12,8,10,11,7,10,18,7,7,8,11,11,7,7,5,7,7,5,7,3,7,11,9,4,9,5,3,7,1,4,3,2,5,3,2,1,5,4,1,4,7,6,0,3,3,3,4,2,4,6,4,3,1,4,1,4,1,1
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,5,4,4,5,0,1,4,1,0,6,3,3,2,3,7,7,6,8,11,14,9,7,10,5,11,9,2,9,6,8,9,2,3,1,2,4,3,2,1,3,3,4,4,2,3,2,2,2,4,2,1,2,4,1,2,1,2,1,1,2,2,2,2,1,4,3,1,2,2,0,0,0,0,0,1,3,2,3,3,0
Thiruvarur,33,619,0,0,0,0,0,0,0,0,0,285,381,974,1678,1520,1167,901,602,392,301,213,135,102,73,65,59,46,35,18,28,33,20,15,21,20,9,10,10,16,5,5,5,4,6,3,3,5,5,5,5,3,2,3,5,2,1,0,7,2,2,3,4,4,2,1,0,2,2,0,0,4,3,3,3,1,2,0,0,1,0,2,2,0,0,0,1,2,0,1,0,3,2,1,0,1,3,2,1,0,0,0,1
Uttara Kannada,29,563,0,0,0,0,0,0,0,0,215,24194,10863,2844,1316,757,473,319,206,149,113,92,72,53,52,26,35,32,32,25,26,22,21,13,16,14,17,23,18,4,8,9,13,12,11,5,8,4,8,6,12,11,7,7,5,6,7,4,8,4,10,8,5,5,6,2,6,3,3,3,3,2,5,3,6,2,7,4,5,2,3,2,1,1,7,4,3,1,3,4,3,3,4,1,2,1,4,1,0,1,4,0,0
Bandipore,1,9,0,0,0,0,0,0,0,0,0,1,23,2176,7633,988,108,44,33,18,23,16,9,7,10,5,11,5,2,2,1,2,0,4,3,4,2,4,2,1,0,2,4,1,1,0,3,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,474,6163,7965,5171,3376,2232,1502,1136,776,588,486,413,314,245,237,173,145,95,115,85,70,64,51,40,38,43,44,36,27,21,19,30,16,15,23,19,15,17,14,10,12,12,9,12,11,11,8,9,5,4,7,3,9,5,6,6,1,3,5,3,1,4,0,6,5,4,5,1,7,3,3,3,3,2,0,3,2,1,4,1,2,3,1,2,3,4,1,1,1,2,1,5
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,17,528,1202,1193,793,599,457,305,226,187,163,149,113,102,77,105,80,71,63,51,52,42,43,57,44,51,32,35,35,34,28,27,34,32,20,20,23,21,21,18,17,20,16,18,18,22,15,23,17,10,8,15,9,9,12,7,14,10,10,4,5,11,5,10,9,8,8,6,7,10,5,9,7,9,5,3,3,11,5,2,8,6,2,7,1,5,4,4,6,4,7
Mandla,23,454,0,0,0,0,0,0,0,0,0,7929,17019,3796,1666,835,460,273,205,124,97,57,39,39,24,37,29,16,15,17,18,9,8,13,11,10,5,5,5,4,2,2,5,1,3,5,5,5,5,2,4,1,0,2,2,1,1,3,1,3,2,0,3,3,1,2,0,1,1,1,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2,1,0,0,0,1,0,0,2,0,0,0,1,0,2,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,0,2,238,1000,1269,1295,1446,1429,1138,973,745,549,412,296,230,170,127,106,99,81,43,42,43,31,35,26,28,28,21,17,16,17,13,19,12,11,14,13,14,13,10,15,9,12,11,7,10,5,6,4,10,4,8,4,5,7,2,6,8,2,4,1,4,2,6,1,5,3,1,4,3,5,1,2,5,2,4,1,2,1,0,1,3,2,2,2,0,2,1,0,1,2,0
Champhai,15,284,0,0,0,0,0,0,0,0,9,9189,4830,246,113,87,44,32,26,18,14,6,8,9,6,3,3,2,5,8,1,2,2,2,1,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,23,2152,6669,3902,2245,1275,815,629,488,339,278,196,152,166,125,83,62,73,69,62,40,39,27,52,38,25,26,18,13,13,17,22,12,19,7,9,9,8,7,6,7,7,7,5,4,2,7,4,4,5,1,2,5,5,6,4,2,3,4,3,2,4,0,4,1,3,1,1,2,3,2,4,0,1,1,1,0,0,3,1,2,2,1,2,3,2,0,1,0,1,0,1
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,22,679,1887,2182,2173,1922,1604,1258,1034,804,615,550,377,325,237,213,138,134,80,88,88,67,61,49,34,37,39,34,22,23,21,22,20,17,16,18,9,13,15,16,17,7,10,7,11,6,10,9,9,8,11,6,10,7,7,5,12,9,5,4,4,4,3,7,5,5,3,4,2,0,2,1,3,3,4,2,5,6,5,2,4,2,0,4,5,4,3,3,2,2,2,6
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,10,10,10,4,19,16,14,13,16,18,27,24,23,15,19,15,13,18,17,16,11,13,9,13,20,24,11,7,8,14,11,17,13,11,21,8,14,4,17,13,5,13,10,11,9,7,11,5,9,5,11,8,11,7,7,9,7,7,6,6,11,4,6,3,5,10,5,5,8,5,7,5,3,7,5,8,4,7,9,8,9,4,6
Ganjam,21,388,0,0,0,0,0,0,0,0,15,6517,10610,5787,3706,2468,1594,1131,846,677,470,347,271,207,190,150,133,96,81,68,69,36,42,33,41,37,23,27,24,21,14,24,16,21,13,12,11,16,11,8,14,14,11,12,9,8,7,6,7,9,8,6,5,4,5,4,8,3,3,5,5,3,4,3,3,5,5,4,2,3,3,1,5,0,1,4,5,3,2,3,1,1,0,2,1,1,3,0,0,1,1,4,0
Jhansi,9,166,0,0,0,0,0,0,0,0,0,287,7656,5877,2285,1326,876,646,507,380,320,237,175,156,144,103,104,93,62,63,42,54,40,34,35,35,36,29,22,27,23,23,19,15,28,20,20,18,14,9,8,22,16,9,13,8,13,13,15,6,9,7,11,13,4,11,4,9,8,13,10,4,7,8,5,11,7,4,5,6,9,7,5,7,4,7,3,4,5,2,4,5,2,2,8,4,9,4,2,4,3,4,1
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,252,1285,1779,1563,1263,1096,820,796,619,543,497,389,351,297,262,268,215,209,154,154,134,140,110,96,90,75,82,68,70,62,62,44,52,42,43,32,37,26,32,37,30,30,34,27,21,22,13,21,24,22,18,13,13,22,17,8,14,8,11,9,6,7,8,10,8,10,10,8,2,12,11,13,5,8,7,6,8,4,13,7,1,7,8,4,4,5,7,4,9,5
