,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Nalbari,18,323,0,0,0,0,0,0,0,0,0,0,1,452,1178,1235,914,405,177,85,54,40,18,10,10,10,7,9,2,1,3,1,2,2,1,0,0,1,1,2,1,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anantnag,1,14,0,0,0,0,0,0,0,0,1,5,1200,7171,4350,733,416,281,240,138,100,63,56,50,39,36,24,21,22,16,15,11,20,10,8,8,8,10,5,9,10,3,5,7,2,5,6,2,3,4,2,1,1,2,2,1,2,3,1,1,0,1,0,3,1,2,3,2,2,0,1,0,1,1,0,3,1,0,2,0,1,0,1,2,0,0,0,3,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0
Mansa,3,47,0,0,0,0,0,0,0,0,0,0,0,0,351,2396,2229,1218,772,484,379,341,234,211,161,142,130,119,85,85,86,66,47,46,56,42,47,32,24,31,30,23,18,19,11,16,11,17,11,12,5,10,9,6,4,2,11,3,7,7,4,6,4,4,3,5,4,2,1,2,1,2,6,4,4,0,5,2,4,4,2,0,0,4,1,3,1,0,4,3,3,2,3,1,2,5,0,2,1,2,0,1,0
Ramanathapuram,33,626,0,0,0,0,0,0,0,0,0,8,246,2900,5210,3608,1648,794,424,258,180,114,103,82,57,51,42,22,25,22,12,24,21,12,8,7,7,7,12,6,7,6,11,7,6,10,3,3,2,3,5,7,3,6,7,3,0,1,1,3,3,3,7,3,4,3,3,1,2,5,0,1,2,1,1,0,3,1,2,0,1,1,3,0,1,2,0,1,0,0,0,3,0,1,0,0,1,1,2,0,0,2,0
Kendujhar,21,375,0,0,0,0,0,0,0,0,0,0,0,644,7761,8608,5021,2933,1918,1401,1034,835,611,567,494,387,333,317,278,205,192,185,161,146,136,102,103,84,82,63,50,51,71,47,64,34,51,40,41,45,36,16,29,17,19,15,16,20,23,16,13,13,18,16,16,8,8,17,2,10,9,8,12,7,12,10,12,5,7,8,5,5,7,9,6,6,7,9,5,4,9,11,4,3,7,5,4,3,5,3,6,3,5
Raichur,29,559,0,0,0,0,0,0,0,0,0,0,0,57,3056,9360,7800,4195,2504,1695,1186,850,668,513,407,357,285,259,219,177,156,138,123,104,72,76,81,69,64,64,55,40,34,34,36,39,30,23,24,25,17,16,8,12,19,19,16,14,12,9,6,10,10,17,9,12,5,13,6,6,9,10,3,4,4,6,11,8,7,4,9,1,2,3,1,2,4,4,5,2,3,3,5,4,2,5,4,5,5,3,2,2,2
Tiruchirappalli,33,614,0,0,0,0,0,0,0,0,0,0,2,176,926,1511,2403,2641,2207,1690,1234,861,659,518,415,377,308,259,191,143,145,112,95,98,67,83,51,54,57,37,39,48,33,36,25,30,31,42,23,19,22,20,21,25,21,14,14,14,17,10,16,10,7,11,11,8,7,9,15,14,7,8,8,4,11,1,7,11,11,10,6,7,2,6,8,6,7,6,7,8,10,9,5,7,5,7,3,5,4,6,5,2,4
Dindigul,33,612,0,0,0,0,0,0,0,0,0,0,80,1884,4240,3775,3190,2746,2103,1494,1091,821,590,442,315,272,227,143,142,107,106,76,83,60,63,61,46,42,31,34,37,18,28,21,16,22,7,19,32,21,17,13,20,11,12,10,12,14,8,12,9,8,8,9,9,6,10,4,4,6,3,2,2,2,5,2,1,0,0,2,3,0,5,3,1,4,4,1,3,0,1,4,1,3,2,2,3,2,2,0,2,2,0
Rajsamand,8,123,0,0,0,0,0,0,0,0,0,0,0,528,4055,4350,3040,2132,1515,1107,788,588,482,338,284,237,183,136,125,105,79,73,59,52,43,60,38,31,42,37,37,27,26,17,21,11,14,17,20,12,16,17,10,13,18,9,19,10,7,14,11,7,7,9,15,8,12,12,7,8,8,4,6,10,7,6,8,4,6,6,6,6,5,3,5,5,9,8,5,5,7,4,5,4,5,2,4,4,4,6,4,2,1
Jhajjar,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,10,141,770,924,830,735,634,503,438,331,307,240,240,175,175,160,135,118,118,121,105,85,80,71,61,57,43,52,53,48,39,36,42,31,40,37,28,28,34,25,27,20,32,20,21,15,16,16,15,12,15,13,13,11,12,12,12,9,13,11,7,8,11,7,14,12,9,6,8,6,6,11,9,7,4,13,9,5,6,3,4,1,5,6,3,2,4,4
Ranchi,20,364,0,0,0,0,0,0,0,0,0,0,0,259,4116,3552,2680,1970,1395,1047,818,679,553,460,388,334,280,238,202,191,105,139,123,95,90,81,64,58,71,57,41,48,50,52,35,27,27,33,34,36,34,26,23,26,18,18,29,27,18,26,29,22,28,14,21,20,18,14,16,13,18,13,14,13,11,15,8,12,10,7,9,11,2,11,10,11,9,5,5,5,6,9,7,5,4,9,16,7,10,7,4,9,5
East,11,244,0,0,0,0,0,0,0,0,0,0,15,654,1314,601,429,282,210,157,124,93,69,50,36,20,30,19,18,9,12,13,10,4,9,3,8,5,4,4,3,3,2,2,1,0,3,3,1,4,3,4,2,3,0,2,1,0,1,2,2,2,2,1,2,0,0,4,0,0,1,1,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Karimganj,18,317,0,0,0,0,0,0,0,0,0,0,10,1864,3724,1446,546,235,129,73,49,36,23,24,8,13,10,6,6,5,4,5,4,3,3,4,2,1,3,1,2,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajmer,8,119,0,0,0,0,0,0,0,0,0,0,1,2433,11052,7232,3958,2629,1908,1345,1050,831,673,529,422,370,307,259,226,200,174,142,148,124,116,110,76,100,81,62,61,48,68,52,46,43,36,34,27,31,35,31,20,26,24,30,18,18,28,20,24,12,15,13,22,9,9,15,8,13,16,20,10,13,7,16,9,15,7,13,20,12,12,4,7,13,9,12,6,12,9,12,8,9,8,6,10,7,8,5,8,10,5
Bidar,29,558,0,0,0,0,0,0,0,0,0,0,0,30,2294,5799,4835,2806,1704,1093,803,597,430,343,266,216,177,172,137,116,102,95,74,72,54,49,41,42,33,31,35,24,22,24,23,23,22,12,13,17,18,13,15,11,9,12,10,7,9,5,6,8,8,8,5,6,7,6,2,6,5,6,2,7,5,4,3,1,4,5,8,4,2,1,3,1,3,4,4,2,2,2,3,3,2,3,2,3,2,1,0,3,1
Kendrapara,21,379,0,0,0,0,0,0,0,0,0,0,9,670,1879,2342,1869,1245,893,587,379,209,138,108,71,48,37,17,26,16,14,6,6,6,3,1,2,3,1,3,1,4,1,1,0,6,1,2,1,4,2,1,0,0,0,1,0,0,1,1,3,2,0,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Nalgonda,28,539,0,0,0,0,0,0,0,0,0,0,0,36,1123,7031,14511,9639,6179,4280,3136,2290,1750,1356,1123,893,691,569,469,430,385,317,278,209,217,166,147,136,107,124,106,83,86,86,73,76,53,44,44,48,38,42,36,33,27,36,37,32,29,15,29,22,22,22,10,14,13,18,22,16,12,18,9,23,6,12,12,12,14,8,14,9,9,15,12,6,6,11,8,10,5,4,7,6,8,3,7,3,4,5,4,7,3
Bhagalpur,10,224,0,0,0,0,0,0,0,0,0,0,0,320,2434,2440,1603,1009,756,440,321,279,210,167,128,124,108,63,64,44,56,42,31,27,22,25,27,20,22,18,16,16,10,9,10,13,17,9,16,10,9,16,9,6,8,5,7,6,3,14,10,6,5,7,2,7,6,11,8,6,6,4,3,3,2,2,5,5,2,3,3,1,3,4,5,6,4,3,2,4,4,1,3,2,4,3,3,2,2,3,0,4,3
Bhadrak,21,378,0,0,0,0,0,0,0,0,0,0,0,313,2310,2224,1797,1204,847,571,332,255,195,103,98,65,43,41,20,21,25,19,10,6,12,7,6,4,9,7,4,9,8,4,4,3,4,3,5,3,2,3,4,3,4,0,2,2,0,1,1,3,1,3,3,2,1,1,0,0,1,1,2,1,2,0,0,0,0,1,2,1,1,2,2,2,2,0,4,2,1,0,1,1,0,0,1,0,2,1,1,1,0
Imphal East,14,278,0,0,0,0,0,0,0,0,0,0,3,285,900,709,514,320,238,170,115,74,67,53,51,47,31,27,31,29,24,17,16,18,17,13,18,15,14,11,13,5,12,6,9,7,5,9,4,6,7,3,1,2,5,6,4,5,4,2,2,3,4,6,4,2,1,2,6,4,3,4,3,0,5,1,1,4,3,1,2,2,1,3,1,2,1,1,3,4,1,2,1,4,2,0,2,1,1,1,1,3,0
Patiala,3,48,0,0,0,0,0,0,0,0,0,0,0,0,80,1089,2260,2099,1714,1427,1074,833,613,490,371,333,257,227,203,174,162,112,128,101,103,102,69,58,53,57,49,58,40,44,34,34,34,18,22,27,22,17,16,18,16,24,13,21,24,22,14,17,8,10,8,9,13,16,6,9,12,11,5,10,6,4,6,9,10,9,8,2,11,9,7,8,4,2,4,3,4,2,7,8,5,6,3,5,9,4,7,7,2
Sundargarh,21,374,0,0,0,0,0,0,0,0,0,0,0,17,2619,8313,7272,5407,3509,2365,1687,1287,987,898,714,594,553,458,405,364,338,307,264,251,209,192,172,171,181,165,116,143,133,108,109,98,87,95,83,59,81,70,45,49,51,49,62,42,40,30,39,32,37,24,30,17,27,23,10,23,13,16,17,18,18,16,9,5,16,11,9,11,9,11,10,5,7,12,11,2,11,7,8,5,6,7,6,3,4,6,5,4,4
Kaithal,6,73,0,0,0,0,0,0,0,0,0,0,0,0,6,214,708,1409,1529,1265,852,619,447,370,267,206,203,180,131,116,106,120,85,90,73,85,68,53,62,44,46,54,45,49,33,54,40,34,35,18,16,23,32,20,28,29,27,23,20,27,22,17,19,20,15,19,13,22,14,10,12,14,17,6,15,7,13,19,8,4,15,5,5,9,10,10,8,7,7,7,7,6,7,2,2,3,8,9,9,6,1,6,2
Sri Potti Sriramulu Nellore,28,550,0,0,0,0,0,0,0,0,0,0,0,296,10213,15977,7721,4582,3025,2128,1602,1278,1028,782,662,586,506,379,360,324,269,236,208,176,142,131,120,113,80,80,88,71,65,57,56,54,42,41,28,40,27,31,28,35,22,30,20,29,27,21,17,15,22,14,9,23,12,12,12,11,15,9,7,10,11,16,13,7,15,8,8,9,8,9,12,5,11,7,1,7,9,11,13,3,4,7,4,9,3,5,9,3,5
Anugul,21,384,0,0,0,0,0,0,0,0,0,0,0,404,2957,4602,4089,2866,1933,1393,1117,873,660,550,478,407,423,384,311,254,231,214,217,180,159,161,119,120,111,108,110,90,82,76,86,66,64,56,54,53,45,48,42,38,39,38,37,36,30,37,19,25,27,16,23,15,19,19,16,22,11,15,16,15,10,10,17,8,15,12,11,11,14,10,11,9,9,8,11,9,10,11,7,12,12,8,10,4,9,3,6,10,4
Bangalore Rural,29,583,0,0,0,0,0,0,0,0,0,0,0,0,6,175,445,470,441,476,536,540,566,509,478,466,441,341,339,298,251,205,210,173,161,131,105,94,95,77,71,59,57,53,45,50,45,43,31,36,30,36,34,34,24,26,26,22,10,22,14,11,14,17,16,17,22,15,10,14,20,7,8,11,13,13,8,9,7,10,10,15,11,14,8,9,7,12,7,11,5,6,12,7,1,5,5,9,5,5,1,9,3
Bijapur,29,557,0,0,0,0,0,0,0,0,0,0,0,1158,20875,12724,3861,1663,903,564,403,278,186,177,136,107,88,59,67,37,66,39,39,31,36,31,22,27,28,21,26,16,18,17,16,13,6,15,12,14,12,8,1,9,7,8,4,8,7,7,3,4,6,6,9,3,6,6,2,5,3,6,6,6,3,3,2,2,5,2,3,3,2,2,5,2,5,3,0,2,2,1,0,2,1,5,4,1,4,4,3,2,0
Anantapur,28,553,0,0,0,0,0,0,0,0,0,0,0,755,23579,26081,10877,5333,3145,2247,1470,1060,791,593,492,356,321,267,223,169,156,130,125,83,106,85,93,66,71,52,42,48,42,39,47,32,44,29,17,31,30,17,30,20,19,14,22,18,18,14,20,11,14,14,9,10,12,11,11,7,12,14,8,12,7,8,10,5,8,7,8,9,7,12,4,9,10,3,4,9,5,7,2,2,5,5,9,4,4,6,10,0,4
Palakkad,32,593,0,0,0,0,0,0,0,0,0,10,317,3450,4401,3477,2198,1425,834,548,352,240,206,133,114,72,73,53,35,48,30,32,22,16,18,11,21,8,10,10,9,9,6,14,6,8,5,8,10,3,6,11,3,8,3,5,4,0,2,5,4,2,1,1,3,6,3,3,2,0,0,3,3,1,0,1,3,2,1,3,1,2,3,2,0,1,0,1,1,0,2,1,0,0,1,2,4,2,2,0,1,0,1
Sant Kabir Nagar,9,186,0,0,0,0,0,0,0,0,0,0,0,0,204,825,1110,968,724,596,529,443,300,275,200,158,117,97,70,70,51,34,30,32,25,24,22,19,17,7,15,10,12,11,13,9,10,4,7,7,7,6,5,1,4,2,9,4,1,1,3,1,5,3,2,1,1,4,1,1,2,2,2,3,1,1,0,0,2,4,0,2,3,0,1,0,1,0,0,4,1,2,0,0,1,0,0,1,0,1,1,0,2
Theni,33,624,0,0,0,0,0,0,0,0,0,1,208,1906,2885,1929,1449,930,562,394,229,189,125,117,108,69,49,55,47,29,30,45,28,23,19,23,12,14,11,11,9,7,13,13,3,9,1,3,3,5,7,4,1,7,3,3,3,3,4,2,3,3,2,1,2,2,1,1,3,6,0,0,1,1,3,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,2,1,0,2,2,0,0,1,0,0,0,1,0
Rajkot,24,476,0,0,0,0,0,0,0,0,0,0,0,63,3240,9933,10495,6891,4086,2580,1724,1285,1007,820,634,536,448,378,319,284,253,213,205,163,151,130,118,106,87,84,104,79,82,77,50,53,68,44,53,48,37,45,48,33,35,34,31,28,32,25,24,30,19,25,37,32,30,21,27,21,32,26,23,20,15,21,15,11,11,16,10,15,15,20,11,16,13,17,15,7,12,11,13,14,10,18,12,8,13,8,8,9,12
Allahabad,9,175,0,0,0,0,0,0,0,0,0,0,0,0,166,1257,1831,1968,1942,1847,1745,1559,1314,1092,1026,791,698,594,541,448,386,337,275,267,235,185,185,155,134,144,112,101,91,100,70,64,48,62,65,56,47,38,37,33,31,41,39,23,23,21,24,19,18,22,20,11,12,15,12,12,16,10,12,16,11,7,4,10,6,11,7,6,6,4,7,8,13,4,8,4,5,12,7,3,7,7,8,5,3,4,3,7,7
Sitamarhi,10,206,0,0,0,0,0,0,0,0,0,0,0,644,4574,2521,1077,539,324,209,136,91,52,51,41,23,14,20,24,15,11,4,6,4,7,2,7,4,5,6,1,5,4,3,2,2,1,0,2,1,1,3,1,1,4,1,1,1,2,0,3,0,2,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balangir,21,393,0,0,0,0,0,0,0,0,0,0,0,160,5758,9673,5072,2490,1370,843,582,387,280,229,176,129,135,82,81,59,55,43,52,41,25,36,25,23,18,21,19,22,9,17,16,13,19,7,10,6,12,8,9,12,7,4,6,2,4,1,5,2,1,0,2,3,2,3,3,1,4,3,3,4,4,1,2,3,4,0,4,0,2,0,1,1,0,1,1,0,0,2,0,4,1,2,4,1,1,2,2,0,1
Sangrur,3,53,0,0,0,0,0,0,0,0,0,0,0,0,83,2238,3793,2454,1516,1086,865,654,499,377,349,260,248,201,181,160,142,121,91,86,82,69,63,71,68,57,46,45,50,35,40,22,30,24,28,34,25,23,18,20,17,19,7,14,13,8,16,8,7,16,11,9,10,5,7,11,6,6,7,4,7,5,7,7,7,5,1,1,4,4,4,7,4,2,2,4,4,4,3,2,3,1,0,5,1,1,3,4,2
Balaghat,23,457,0,0,0,0,0,0,0,0,0,0,0,791,12301,10816,5456,2957,1796,1136,860,628,491,372,294,262,199,158,129,115,99,90,92,71,63,54,54,38,40,37,35,32,24,31,16,28,34,17,22,12,18,16,15,9,16,16,12,7,10,6,13,11,11,6,6,6,7,10,9,9,8,9,7,3,5,7,4,9,4,5,3,1,1,4,6,2,1,0,1,4,1,4,2,0,3,1,3,5,6,1,4,1,5
Rangareddy,28,537,0,0,0,0,0,0,0,0,0,0,0,0,56,1529,4158,3889,2428,1875,1496,1239,1045,920,831,704,622,543,487,482,441,383,323,316,274,276,232,228,225,191,168,167,159,128,152,125,139,127,100,116,111,104,100,72,86,74,72,66,70,72,66,57,67,58,48,54,61,46,53,36,54,45,42,49,42,33,35,49,34,31,33,37,32,42,45,31,30,32,36,36,22,23,27,35,17,24,24,22,29,25,19,16,23
Dakshin Dinajpur,19,331,0,0,0,0,0,0,0,0,0,0,0,7,896,2801,2461,1265,683,393,264,150,116,80,57,51,65,37,36,26,30,24,17,15,18,8,13,11,9,7,12,11,7,6,3,2,1,3,3,1,3,2,2,2,2,4,2,1,2,0,3,3,0,2,0,1,1,0,1,3,2,0,0,0,0,0,0,1,3,0,1,1,1,1,0,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0
Pakur,20,353,0,0,0,0,0,0,0,0,0,0,1,867,3362,1858,805,361,176,118,67,68,63,30,24,23,14,15,24,15,6,9,5,9,7,6,9,5,4,4,3,5,2,3,2,1,7,4,1,0,0,0,3,1,1,0,3,1,2,1,2,0,1,1,3,1,1,0,1,1,0,1,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2
Bundi,8,121,0,0,0,0,0,0,0,0,0,0,0,140,4320,5947,3687,2332,1722,1250,940,735,552,406,340,263,240,214,163,146,112,96,80,85,64,60,59,60,48,41,38,42,35,25,39,21,22,18,18,19,19,19,9,14,8,11,10,10,11,7,14,9,6,8,13,9,4,4,6,6,3,7,4,3,8,4,4,5,8,2,4,4,4,6,5,4,5,3,3,1,2,3,5,2,4,8,1,6,4,1,6,1,8
Garhwal,5,61,0,0,0,0,0,0,0,0,0,0,197,11195,7067,2699,1359,729,426,337,201,152,101,74,74,67,57,38,28,30,27,23,19,22,18,26,16,14,10,16,12,11,7,8,6,3,5,8,6,6,13,5,5,4,7,2,6,4,7,5,6,8,6,3,3,5,0,1,4,1,3,1,3,0,2,4,1,4,1,4,2,0,1,3,0,1,0,2,0,3,4,2,1,0,3,1,2,2,0,0,0,0,1
Faridkot,3,45,0,0,0,0,0,0,0,0,0,0,0,0,155,1691,1376,776,475,349,236,200,164,109,127,105,74,76,85,46,44,38,49,42,42,32,27,34,22,21,21,16,21,21,11,15,12,9,6,8,10,7,10,9,7,5,7,7,5,10,4,5,7,3,3,3,2,5,3,1,5,2,2,5,1,4,4,4,3,2,0,2,0,1,4,5,0,2,3,0,0,0,5,2,2,0,0,2,1,0,1,0,2
Badgam,1,2,0,0,0,0,0,0,0,0,1,7,242,1518,1705,695,306,222,155,116,93,86,64,48,33,37,26,29,34,16,32,17,22,20,16,14,13,18,8,10,15,8,11,11,15,13,6,13,10,7,5,6,8,5,10,6,7,5,1,4,3,1,7,3,5,6,0,8,2,4,3,6,4,5,4,3,3,2,3,3,2,2,2,6,6,1,4,1,1,3,3,5,3,4,2,2,4,1,3,3,2,5,2
Buxar,10,232,0,0,0,0,0,0,0,0,0,0,0,0,361,1538,1507,1073,741,505,322,247,179,139,110,104,66,62,49,39,40,38,22,30,23,21,19,23,9,7,10,14,15,13,9,7,6,5,9,7,7,17,6,9,3,6,6,10,7,3,5,7,7,1,2,7,4,4,0,0,4,4,2,3,5,4,4,3,1,5,2,2,1,5,4,3,2,2,5,1,1,1,1,1,2,0,2,0,0,0,3,0,0
Churu,8,102,0,0,0,0,0,0,0,0,0,0,1,8010,30614,10590,4503,2476,1433,1007,717,527,479,364,308,267,223,177,156,130,112,110,102,90,75,69,64,47,42,44,33,23,28,27,34,25,25,18,18,11,11,16,11,18,8,8,2,8,9,3,8,16,9,8,4,2,4,10,9,10,4,11,6,1,5,2,7,8,8,2,6,12,4,2,3,3,4,2,5,3,3,3,5,3,3,4,0,3,2,3,5,1,1
Adilabad,28,532,0,0,0,0,0,0,0,0,0,0,0,89,11010,24884,11455,5822,3363,2256,1636,1139,881,699,640,485,424,374,310,246,238,192,158,148,135,116,93,102,86,75,73,67,59,59,51,50,49,49,29,40,41,43,25,24,27,22,27,29,15,23,19,24,15,15,18,11,14,17,15,7,9,14,13,11,10,10,9,13,7,4,13,8,7,7,5,4,6,2,5,5,4,5,11,0,3,6,7,2,4,1,6,2,2
Ariyalur,33,616,0,0,0,0,0,0,0,0,0,0,0,3,150,1289,1641,1314,892,647,477,306,209,178,111,113,71,68,42,46,39,38,28,24,17,18,13,8,19,7,6,11,9,8,9,7,10,3,6,5,5,2,3,6,3,2,4,6,8,5,3,1,5,7,0,1,1,3,3,4,2,4,4,1,2,1,2,0,0,2,1,1,3,0,2,0,1,1,1,1,2,2,1,0,0,1,1,1,1,0,0,0,1
Kanpur Dehat,9,163,0,0,0,0,0,0,0,0,0,0,0,0,670,2475,2597,1919,1437,1074,782,625,503,363,261,210,194,160,126,108,83,75,61,43,47,45,33,37,24,27,23,22,19,18,11,10,15,12,14,16,6,6,16,7,8,9,4,3,6,13,8,4,3,5,6,4,9,4,4,6,3,2,4,1,2,3,3,2,4,0,4,2,2,1,4,4,3,7,5,3,1,2,0,2,2,1,2,1,3,0,3,0,2
Tonk,8,120,0,0,0,0,0,0,0,0,0,0,1,3652,11384,7069,3178,1886,1263,844,597,462,324,275,199,165,143,92,93,76,51,51,57,38,36,29,24,18,26,25,23,18,7,6,15,11,9,13,14,11,10,7,12,8,5,3,4,6,7,6,4,4,3,5,4,4,3,2,3,2,0,3,2,4,0,1,2,3,3,1,0,3,0,2,3,2,4,1,1,3,1,1,2,1,4,4,2,0,2,2,2,1,1
Betul,23,447,0,0,0,0,0,0,0,0,0,0,0,5330,19749,7906,3723,2207,1319,910,603,392,251,217,146,99,75,55,47,53,28,29,33,21,21,17,23,17,17,17,10,7,6,13,9,9,8,6,3,8,4,3,4,9,2,5,4,3,1,4,4,1,6,3,3,6,4,4,5,5,1,3,2,5,6,2,6,0,3,2,2,0,1,4,2,2,1,1,2,2,1,3,1,0,6,2,0,2,1,1,1,1,1
Sivasagar,18,311,0,0,0,0,0,0,0,0,0,0,22,360,1043,1953,1976,1314,920,705,563,562,386,261,208,177,125,106,93,79,79,51,69,54,43,39,32,28,25,27,26,31,22,17,17,13,10,16,13,18,16,12,16,9,8,8,5,14,7,3,12,5,7,12,10,11,7,7,5,1,3,4,7,4,6,1,3,5,3,5,4,3,4,3,1,3,4,1,2,5,3,1,0,2,1,5,5,1,3,0,2,1,1
Nanded,27,511,0,0,0,0,0,0,0,0,0,0,0,189,9524,15879,7222,3702,2114,1421,968,724,553,415,318,253,202,177,123,93,109,92,89,65,53,45,34,30,37,29,25,34,21,30,17,21,21,12,15,13,13,16,14,11,12,17,13,7,8,7,8,4,9,6,8,10,7,4,4,7,5,8,6,7,7,7,4,2,3,4,4,5,5,2,6,7,3,2,0,4,1,3,4,1,4,2,2,1,3,3,0,2,1
Karauli,8,107,0,0,0,0,0,0,0,0,0,0,0,2044,4523,2082,1366,1143,1032,926,822,759,614,616,522,487,452,373,351,329,275,233,232,219,188,196,179,152,141,139,102,111,101,93,67,83,77,60,62,70,45,50,42,39,45,33,42,45,29,32,33,19,23,24,26,13,11,11,23,18,17,8,12,10,14,18,12,18,14,6,6,8,10,2,9,6,11,9,7,3,4,2,7,5,6,4,6,8,5,2,1,3,3
Namakkal,33,609,0,0,0,0,0,0,0,0,0,0,0,118,849,958,621,755,1264,1470,1378,1078,835,670,569,417,319,295,256,203,181,157,123,106,110,81,93,55,60,53,66,48,42,31,42,40,35,37,37,29,22,13,28,25,18,18,11,21,10,14,12,10,20,7,8,9,11,16,9,12,7,5,4,7,5,5,6,7,7,6,3,1,3,3,5,4,3,2,9,2,1,2,2,3,5,1,3,1,4,3,1,2,3
Bhojpur,10,231,0,0,0,0,0,0,0,0,0,0,0,12,1905,3279,1729,998,607,410,310,214,139,119,95,86,69,49,34,28,21,30,16,17,16,18,14,18,19,11,6,11,10,3,8,4,8,10,4,10,6,8,6,5,5,4,9,8,5,2,2,2,5,1,3,1,2,5,3,4,1,6,8,3,2,0,0,0,3,3,1,1,3,2,1,1,5,0,1,5,1,2,1,3,1,2,2,0,4,1,3,1,1
Kullu,2,26,0,0,0,0,0,0,0,1,0,7,1775,10513,10832,1367,338,175,135,101,80,70,57,51,27,29,32,19,22,26,22,9,11,15,20,14,12,11,11,10,11,13,8,7,8,6,2,3,3,3,4,5,6,4,2,6,1,2,4,1,2,4,1,5,0,1,4,1,1,1,2,2,1,1,3,1,0,4,1,3,1,2,0,1,1,0,1,1,3,2,0,0,0,1,1,1,0,3,0,1,0,1,0
Porbandar,24,478,0,0,0,0,0,0,0,0,0,0,0,426,2516,1519,1344,1176,757,535,326,253,170,115,88,55,62,45,28,25,22,21,24,20,18,14,15,16,12,14,8,11,8,5,6,11,11,4,5,6,5,4,5,3,3,6,3,5,5,3,3,1,4,3,1,3,3,5,2,4,5,2,1,6,5,4,1,1,4,3,7,3,0,3,0,4,4,2,3,0,1,2,2,1,1,0,0,0,0,3,1,1,0
Basti,9,185,0,0,0,0,0,0,0,0,0,0,0,1,207,911,1179,1378,1390,1280,1209,982,829,679,609,444,336,271,207,154,102,92,88,69,59,62,32,35,30,18,17,22,14,14,12,10,11,7,6,10,8,5,9,10,9,5,6,4,5,0,6,5,2,1,6,1,3,1,5,3,4,1,2,1,3,4,1,2,1,1,2,2,3,0,3,1,2,0,2,0,1,1,1,0,4,2,2,0,1,0,0,2,1
Data Not Available,99,0,0,0,0,0,0,0,5,19,84,3225,88796,228624,68318,7560,4973,3440,2497,1826,1399,1164,886,754,589,500,431,372,337,265,234,192,159,135,138,103,97,73,80,65,48,53,46,35,42,33,39,26,29,28,19,19,20,20,22,17,18,13,16,16,12,7,13,9,7,9,7,17,12,6,4,9,3,8,13,9,7,7,6,1,5,6,5,2,3,2,3,2,2,5,0,4,2,1,3,2,1,2,2,0,3,2,0
Daman,25,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,3,3,2,2,3,1,3,3,0,2,2,2,1,5,0,1,2,0,2,4,2,3,3,3,0,2,1,2,3,3,7,0,3,3,3,1,5,3,4,4,0,3,3,3,3,4,4,3,1,1,5,1,4,4,4,1,2,3,1,5,1,1,0,3,3,1,2,2,2,4,1,0,3,2,2,0,0,0,1,1
Mamit,15,281,0,0,0,0,0,0,0,0,0,0,52,6215,4509,1040,453,230,142,125,76,44,52,39,39,26,12,22,10,20,12,8,3,4,8,12,4,6,3,8,8,6,10,3,2,4,8,1,5,4,2,1,2,6,3,1,0,3,5,2,0,5,6,1,2,2,0,2,0,3,4,1,0,0,4,0,1,1,0,0,0,1,0,4,2,2,0,2,0,2,0,0,0,2,5,2,2,0,0,0,0,0,0
