,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Churachandpur,14,274,0,0,0,0,1,0,0,1,9,337,10917,7711,690,181,69,53,44,28,18,14,14,12,11,8,7,5,6,8,6,2,3,3,0,4,2,2,0,1,1,1,0,1,1,1,0,2,2,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,0,424,2310,1842,1088,713,615,468,382,323,272,231,181,174,149,129,124,104,109,103,88,63,45,67,57,43,44,37,40,43,37,26,24,24,21,23,33,18,28,29,23,19,17,27,17,13,13,19,20,25,17,18,10,22,10,11,9,12,10,10,12,13,13,10,7,6,10,13,6,9,6,7,7,7,6,7,8,9,5,7,7,7,7,4,5,9,3,4,10,6,8,5
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,6,300,479,199,181,173,155,168,160,139,133,127,113,113,94,97,63,54,67,59,53,40,32,45,40,28,22,29,36,24,19,23,17,19,17,18,12,18,8,15,15,13,10,9,10,17,6,11,7,7,3,6,8,5,8,7,7,10,5,4,3,3,3,2,1,4,5,4,6,6,6,4,2,4,6,3,3,3,6,1,5,1,5,3,5,4,3,2,6,0
Sonbhadra,9,200,0,0,0,0,0,0,0,0,0,3,8356,11342,3524,1966,1105,647,441,281,204,176,145,99,100,86,69,55,49,24,49,37,39,29,25,23,21,17,18,23,15,19,14,16,13,11,10,12,16,14,8,18,9,18,7,8,11,11,9,9,10,9,17,6,6,6,9,10,12,4,7,5,5,4,4,13,10,8,9,5,7,7,7,5,9,3,4,3,3,2,6,7,9,5,7,2,2,4,5,4,4,4,6
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,0,4,1371,5490,5238,3755,2423,1644,1263,972,751,577,514,419,364,290,267,220,176,164,160,120,107,89,87,85,69,54,58,39,43,27,33,32,22,20,26,20,24,24,29,14,17,16,20,12,10,12,17,9,18,11,13,9,6,6,4,3,5,3,8,4,5,4,4,7,6,3,3,2,4,7,2,2,6,5,4,2,1,2,2,2,3,3,4,5,2,1,1,2,1,1
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,40,243,403,790,995,933,670,537,432,342,304,260,215,196,135,162,141,133,110,100,103,88,89,74,87,73,51,54,71,43,42,52,46,40,37,34,34,36,32,35,36,32,22,15,13,15,13,12,23,13,8,9,11,10,7,14,9,6,9,13,7,7,8,8,4,3,8,4,4,3,10,5,4,0,7,5,5,2,1,4,5,5,3,2,2,4,2,1
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,0,1,960,4264,3829,2692,1858,1470,1085,886,729,590,455,397,334,282,254,237,185,164,149,150,122,113,88,90,80,68,62,62,63,62,40,39,45,28,42,25,27,32,15,21,25,14,16,15,12,10,15,7,9,15,9,10,8,12,8,7,6,8,4,10,3,5,2,5,9,5,6,5,4,3,1,4,3,2,6,3,4,4,3,3,2,3,2,4,3,1,2,6,1,2
Shimla,2,33,0,0,0,0,0,0,0,0,0,2,4624,12793,3700,1195,526,266,173,112,75,83,44,57,33,31,32,26,16,21,18,16,13,10,9,9,10,8,5,8,11,4,7,4,7,6,7,5,6,7,6,3,5,1,3,3,2,5,2,0,4,5,2,3,2,1,3,4,3,0,1,2,2,1,2,2,0,0,2,2,3,0,0,4,0,1,1,1,0,1,1,2,0,0,2,2,0,0,1,2,0,1,2
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,0,9,2215,2089,1269,1413,1315,1174,949,940,818,719,743,681,624,617,517,486,474,429,392,325,319,335,254,233,235,218,205,173,174,149,124,139,106,116,110,93,92,77,80,66,76,72,58,59,50,42,61,52,42,31,40,46,36,33,38,45,28,39,19,19,33,25,26,18,28,16,28,20,17,20,15,13,14,14,13,16,17,17,12,16,14,7,15,18,11,10,9,13,10,15,8
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,14,1343,2662,2149,2218,1979,1601,1103,860,596,462,330,247,180,112,111,79,52,37,41,26,25,24,22,13,13,11,5,4,5,6,10,7,6,8,9,6,2,5,5,6,4,7,4,3,5,4,7,3,5,3,0,2,4,5,3,0,3,1,4,2,2,2,1,1,4,0,1,1,0,2,1,1,2,0,4,3,1,2,2,2,0,1,1,1,0,2,0,2,0,2
Jaintia Hills,17,299,0,0,0,0,0,0,0,0,1,3,2240,8689,2907,856,483,309,224,146,119,105,85,63,52,42,41,41,36,35,21,18,14,22,26,16,13,21,11,5,8,14,14,11,10,7,3,4,9,6,2,4,8,4,3,2,5,4,5,2,2,3,3,4,0,3,4,2,2,6,1,1,2,1,1,1,1,0,2,2,1,0,1,0,1,0,2,1,1,2,0,4,1,3,0,0,4,3,1,1,1,1,2
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,3,127,371,594,668,700,635,536,452,379,364,293,256,192,180,165,157,136,128,100,92,87,56,54,44,45,44,50,44,36,35,32,27,27,22,30,24,25,17,10,20,15,13,15,12,20,11,7,9,7,11,8,4,5,10,5,7,6,10,9,6,0,8,0,7,3,5,2,6,4,4,2,5,3,7,9,2,5,2,4,3,7,1,2,7,6,4,4,5
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,0,37,276,1249,2718,2754,2161,1473,1118,905,665,523,468,397,324,272,264,198,217,197,150,110,128,124,94,91,79,91,73,92,90,82,77,73,51,70,41,58,38,39,40,41,45,43,34,38,36,36,28,38,26,31,31,28,29,20,23,22,21,22,15,11,13,16,15,14,18,8,19,10,18,14,10,13,10,10,9,6,11,5,4,15,13,13,7,12,6,6,6,11,8
Mandi,2,27,0,0,0,0,0,0,0,0,0,0,1611,8262,3967,1866,908,525,275,217,145,113,113,76,54,48,39,42,25,34,22,25,20,24,10,11,17,9,12,7,5,6,8,9,8,9,7,2,3,5,3,5,3,5,2,2,1,3,3,1,1,2,1,1,0,5,4,1,0,2,3,1,1,1,2,1,1,1,1,2,0,1,1,1,0,0,0,0,0,0,5,2,0,1,0,0,0,0,6,0,1,0,0
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,30,27,40,44,55,61,53,59,54,71,57,53,53,57,52,45,48,45,45,38,36,37,50,29,43,42,27,31,30,30,35,31,23,42,42,29,34,38,30,26,27,27,29,33,33,25,16,20,22,17,29,24,23,22,27,18,25,20,16,21,16,19,10,18,17,18,20,11,17,14,15,16,10,15,10,14,8,12,10,11,9,10,14
Hoshangabad,23,449,0,0,0,0,0,0,0,0,0,127,8880,5801,4468,2866,1793,1215,849,563,440,324,252,211,160,133,122,84,73,69,51,56,38,42,30,26,33,23,12,25,19,18,15,22,21,15,9,11,15,12,11,11,7,7,5,3,4,7,1,3,5,4,6,5,5,3,6,3,6,8,6,1,4,2,1,1,3,2,3,4,5,3,3,5,1,1,2,2,2,1,1,1,3,2,4,1,1,3,0,2,3,1,1
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,0,481,1927,1409,1613,1581,1452,1248,978,758,648,532,454,332,263,245,203,172,138,138,102,88,90,65,38,44,40,41,40,24,32,23,21,24,19,14,11,18,18,16,12,12,12,17,15,11,8,11,7,11,9,8,14,8,10,6,5,4,7,7,3,8,5,10,4,6,5,6,10,9,6,4,2,4,3,5,1,5,5,5,3,4,1,3,7,5,4,4,2,1,5
Jodhpur,8,113,0,0,0,0,0,0,0,0,1,6,184,9681,27106,22294,13946,8175,4941,3314,2325,1553,1194,952,698,624,470,405,339,261,234,215,205,169,172,165,144,115,93,99,99,78,73,93,59,65,67,49,42,51,43,38,42,44,43,49,32,40,33,40,33,23,20,33,29,21,23,26,24,20,16,16,17,19,23,23,20,14,21,13,12,17,10,20,15,9,18,12,10,5,8,5,13,9,11,6,12,7,10,10,11,6,11
Anuppur,23,461,0,0,0,0,0,0,0,0,0,186,7184,3408,1685,965,585,430,311,214,194,134,122,89,80,83,44,48,46,47,32,26,27,27,22,19,17,23,22,20,10,20,18,16,15,9,9,9,7,12,7,5,10,5,2,5,7,11,11,4,8,8,6,4,7,2,8,2,2,7,4,0,8,2,2,5,2,3,1,5,3,2,2,3,2,8,2,5,1,2,1,2,2,0,2,5,3,3,1,0,2,2,2
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,4,6,3,4,2,3,4,0,2,2,2,4,2,3,7,6,4,4,8,6,10,4,8,14,7,6,10,11,7,3,5,6,4,5,6,2,1,9,4,3,4,2,3,1,4,5,2,0,3,5,0,2,1,2,2,3,2,1,1,1,1,2,3,5,3,0,1,1,3,1,1,2,1,1,2,1,0
Thiruvarur,33,619,0,0,0,0,0,0,0,0,42,379,495,1322,1826,1405,1125,723,444,315,230,172,117,108,64,66,44,30,26,27,20,21,15,13,17,5,9,15,16,6,9,7,8,6,5,6,5,3,7,2,5,6,6,3,9,2,3,2,2,5,1,3,1,0,4,1,1,4,1,2,1,3,0,4,2,1,3,2,4,4,1,0,0,2,1,3,3,0,0,0,2,1,2,1,0,4,2,2,1,2,0,2,0
Uttara Kannada,29,563,0,0,0,0,0,0,1,7,1328,21500,13761,2467,983,546,358,239,146,126,87,69,52,47,48,37,30,28,34,25,22,23,22,14,13,11,13,10,9,9,11,13,6,10,4,7,7,7,14,6,6,12,8,5,5,6,7,3,9,4,7,6,4,7,7,1,5,4,3,2,4,6,3,9,3,2,2,0,3,2,5,2,2,1,4,1,3,5,2,1,2,1,4,1,0,2,4,0,2,4,1,1,2
Bandipore,1,9,0,0,0,0,0,0,0,0,0,0,7,3033,6474,830,217,150,105,61,57,44,24,15,13,24,12,10,10,7,5,6,2,2,6,3,4,3,3,3,1,0,3,0,3,1,1,0,0,2,1,3,1,0,1,0,0,1,0,2,1,1,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,0,106,3741,7781,6605,4210,2732,1777,1222,885,615,461,380,272,239,196,137,111,117,88,90,56,58,52,56,31,33,30,29,21,22,15,15,16,23,20,26,16,10,13,13,9,5,6,9,8,8,3,5,4,7,5,4,9,10,3,5,4,8,2,6,3,8,6,3,2,3,2,1,5,3,2,2,2,6,3,1,3,1,0,0,3,3,1,2,2,0,3,2,0,2,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,0,1,75,436,751,712,670,557,457,371,346,260,212,192,170,132,136,106,91,92,85,82,56,66,63,55,58,42,47,46,48,39,46,39,35,28,27,33,34,33,35,24,27,22,27,14,32,22,33,23,20,23,16,12,23,14,11,11,18,11,12,18,10,14,14,10,11,10,8,11,11,7,8,7,6,14,11,13,9,10,10,8,9,4,3,8,12,10,9,8
Mandla,23,454,0,0,0,0,0,0,0,0,0,1418,18177,7910,2357,1076,538,304,237,164,96,118,65,51,39,26,30,24,15,24,16,13,10,10,3,7,6,6,9,2,5,5,3,3,6,4,2,2,2,3,2,4,0,1,3,4,1,2,2,1,0,4,1,0,0,0,1,0,0,1,2,4,0,1,3,1,0,1,1,1,1,0,0,1,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,1,231,1198,1765,2071,1703,1204,877,620,445,347,248,185,154,109,94,86,71,48,52,46,37,31,37,23,33,25,24,15,15,22,15,19,20,16,14,11,9,8,13,6,10,11,10,9,5,9,5,2,6,10,5,5,3,7,2,4,3,1,3,2,0,1,6,5,2,2,2,2,4,5,4,3,1,1,2,3,2,3,3,0,1,1,3,2,0,1,0,4,3,1
Champhai,15,284,0,0,0,0,0,0,0,0,10,467,9517,4139,347,74,44,17,14,10,8,3,4,7,1,2,2,2,1,1,0,2,1,0,1,1,0,2,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,0,99,6748,6797,2555,1249,771,432,323,237,177,135,97,74,65,57,48,41,38,32,28,25,23,19,23,16,16,9,15,13,17,11,6,9,9,2,6,8,8,6,4,6,1,5,2,3,1,2,4,4,2,3,2,3,3,5,1,0,3,1,3,4,2,2,2,1,2,0,1,0,4,0,1,0,0,3,2,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,0,12,190,534,625,895,1057,1180,1319,1229,1236,1121,999,924,783,707,611,505,423,346,294,228,210,194,163,117,113,101,79,85,72,62,57,48,37,37,31,33,28,23,25,25,30,20,18,14,18,9,15,11,14,7,13,9,15,7,14,12,5,11,11,8,9,9,5,3,5,10,8,7,4,6,9,7,2,4,4,2,8,8,3,4,4,2,7,1,3,8,5,2,7,4
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,5,4,1,4,2,3,4,7,1,3,6,5,6,12,4,10,12,8,12,7,6,6,7,6,8,10,12,10,10,9,3,5,7,8,8,10,11,9,12,11,7,9,8,8,11,9,10,11,10,12,7,7,6,4,9,7,3,7,14,12,7,8,8,9,8,7,8,6,3,10,7
Ganjam,21,388,0,0,0,0,0,0,0,0,0,121,11706,8553,4911,2998,1896,1285,866,684,505,370,309,240,198,149,136,95,89,107,80,59,50,42,34,37,28,32,32,27,20,19,12,16,16,12,16,17,11,14,13,11,12,11,13,7,9,12,12,15,9,5,9,8,2,3,5,8,2,9,4,1,5,6,6,6,4,3,6,1,3,3,3,1,3,2,1,4,3,3,2,0,6,2,1,3,2,1,4,1,0,2,0
Jhansi,9,166,0,0,0,0,0,0,0,0,0,0,111,6585,5607,2498,1550,1020,782,603,463,340,271,238,217,170,140,132,112,81,76,73,77,57,57,63,37,44,46,22,28,32,29,25,31,18,14,21,16,16,20,20,11,14,13,19,11,9,13,10,6,15,10,11,15,7,10,5,14,11,11,5,6,7,9,14,9,7,11,9,5,3,5,4,6,9,4,9,3,3,2,2,1,4,6,4,5,4,1,7,4,4,6
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,0,52,674,1426,1593,1313,1126,1064,874,768,671,572,511,457,342,293,240,200,173,178,148,146,104,105,96,79,100,74,87,76,67,59,47,57,41,42,29,40,34,32,31,23,31,27,25,22,22,22,19,23,24,17,11,15,10,15,15,12,13,11,15,16,12,7,9,15,8,11,11,10,10,6,9,9,5,7,6,8,6,7,3,8,5,7,8,3,5,7,6,8
