,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,45,76,184,270,346,396,437,427,433,389,355,330,294,255,229,213,173,171,125,123,98,110,78,49,53,40,29,24,39,32,31,28,17,16,9,12,12,6,5,34
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,55,87,79,90,170,213,206,238,287,297,348,288,292,277,260,240,206,211,208,199,163,158,119,106,99,108,93,88,92,73,70,71,55,52,37,37,35,31,32,22,25,19,15,43
Mirzapur,9,199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,26,59,152,362,816,1270,1640,1752,1583,1443,1203,994,862,857,817,694,645,584,485,469,407,334,310,315,268,222,209,182,170,156,108,108,72,56,34,32,31,28,31,26,14,9,19,11,11,7,17,16,6,8,12,10,10,7,30
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,35,128,309,594,827,981,1032,1049,1167,1098,1063,1064,964,905,759,657,533,421,302,209,170,140,105,95,81,45,44,46,31,24,28,20,20,15,19,11,8,11,14,4,6,6,3,2,0,4,1,0,0
Bikaner,8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,52,185,625,2001,5247,11149,17780,20471,17313,12073,8978,7206,6026,5047,4114,3381,2552,2117,1783,1303,1100,862,702,655,523,426,391,340,315,334,273,225,234,204,187,157,166,122,99,97,92,76,60,75,60,46,48,34,41,38,54,31,32,32,125
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,6,2,6,5,2,1,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,20,14,22,18,12,23,16,22,20,18,28,21,34,37,29,47,25,38,645
Tiruvannamalai,33,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,26,68,138,263,398,574,620,647,618,598,798,1117,1499,1771,1948,2105,2064,1951,1782,1490,1195,969,682,486,415,290,192,143,121,87,73,50,43,41,26,36,17,22,20,23,13,9,5,3,2,9,5,6,2,3,5,16
Udupi,29,569,0,0,0,0,0,0,0,0,0,0,0,1,2,3,14,31,42,100,204,388,578,943,1152,1297,1318,1273,1062,978,934,797,699,599,502,420,388,315,283,212,212,172,155,105,92,85,78,61,61,54,41,49,43,35,32,22,19,12,23,12,12,17,13,9,11,4,6,7,3,5,4,2,2,6
Bellary,29,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,45,125,366,925,1772,2604,3082,2829,2500,2325,2009,1920,1655,1371,1251,1091,964,900,777,660,618,532,518,434,424,366,344,286,268,235,211,197,176,139,126,119,130,102,74,81,85,63,53,44,55,35,29,33,26,22,17,171
Agra,9,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,67,145,276,366,415,437,544,650,852,968,1036,1072,993,995,889,946,870,725,653,560,518,500,395,335,324,243,235,194,158,142,140,126,117,103,86,65,63,59,55,53,42,51,41,45,39,43,46,460
Jamui,10,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,47,115,264,640,1187,1648,1814,1725,1335,988,674,462,380,261,216,186,143,144,127,118,72,94,81,87,66,56,50,61,48,40,40,27,33,27,22,32,26,19,25,15,13,16,9,5,8,4,2,0,0,1,0,0,3
Harda,23,448,0,0,0,0,0,0,0,0,0,2,1,2,3,3,12,26,48,110,194,351,532,616,625,538,409,340,261,216,202,194,175,231,294,287,309,420,450,526,498,494,449,440,432,411,380,343,363,372,326,260,276,188,183,156,151,124,100,113,91,76,87,89,59,67,67,72,46,38,32,34,26,182
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,69,173,285,339,547,613,621,530,434,399,464,482,422,421,371,323,299,279,266,256,234,227,187,191,159,163,147,144,103,71,87,80,67,57,60,53,56,52,35,33,27,58
Gondiya,27,507,0,0,0,0,0,0,0,0,2,2,2,1,6,18,20,50,67,141,259,397,631,893,1275,1521,1696,1736,1593,1489,1406,1412,1268,1100,933,818,714,590,563,482,346,340,276,235,221,142,120,111,94,71,58,46,43,34,46,26,24,24,21,29,16,15,31,23,15,12,14,5,12,2,5,2,5,28
Hailakandi,18,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11,29,88,173,359,558,650,645,599,455,462,380,279,195,146,137,115,89,70,82,54,32,38,37,15,26,21,21,14,14,10,15,8,6,8,4,9,4,0,6,1,5,1,0,0,0,0,2,0,0,0,0,0,0,0
Churachandpur,14,274,0,1,2,1,0,1,0,3,4,3,8,14,24,56,89,209,402,896,1479,2395,2919,3034,2254,1376,875,584,477,398,308,229,220,162,145,152,137,129,113,117,100,88,87,69,74,60,44,41,34,50,54,42,40,32,26,9,21,22,12,13,10,7,2,0,8,10,2,1,8,2,0,0,0,5
Bhopal,23,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,8,39,70,113,221,357,456,456,419,439,496,536,622,545,488,469,434,427,397,310,359,335,347,282,274,257,213,240,198,177,149,134,125,99,101,97,74,88,68,76,63,88,76,69,67,61,60,53,57,49,49,242
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,32,49,86,139,174,199,159,127,126,150,172,160,207,177,194,159,156,155,144,116,110,98,85,76,66,49,37,54,36,35,33,33,30,22,32,13,17,16,11,12,10,14,16,15,15,10,19,97
Sonbhadra,9,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19,53,118,309,712,1346,2265,2996,3158,2945,2485,1991,1718,1396,1233,1069,914,693,576,474,426,350,291,254,223,192,160,123,105,100,85,77,52,46,56,39,43,37,46,45,40,44,50,39,35,47,43,42,29,36,38,36,29,31,30,124
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,54,135,307,606,972,1343,1543,1687,1810,1926,1994,1838,1613,1395,1204,1054,986,956,798,746,688,601,521,384,394,345,245,220,210,161,107,89,87,48,58,58,38,35,26,23,29,31,25,22,26,16,20,14,12,13,34
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,55,98,204,326,568,793,762,799,674,602,465,394,336,346,272,279,245,250,203,157,156,159,111,109,81,61,52,38,24,23,23,19,13,19,8,3,13,5,6,4,16
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,17,42,130,287,531,761,907,1097,1281,1523,1624,1559,1507,1272,1064,971,905,790,741,699,636,563,539,469,414,340,323,267,234,182,155,144,104,77,62,56,51,34,25,28,20,7,20,22,11,12,8,8,7,8,8,2
Shimla,2,33,0,0,0,0,0,0,1,0,0,1,2,3,6,9,28,37,120,242,582,1142,1920,2558,2988,2828,2504,2182,1752,1360,987,671,454,312,205,166,104,135,84,76,82,49,38,45,31,28,38,40,27,33,18,17,21,16,13,13,11,15,11,4,11,6,7,5,8,6,3,5,4,2,3,2,2,2
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,13,19,47,134,208,386,540,735,769,908,805,839,808,813,781,759,778,815,809,797,893,908,1045,938,1001,961,833,768,648,564,438,400,334,265,252,204,168,123,130,105,105,101,75,71,72,82,66,55,58,62,65,63,46,54,45,405
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,22,87,245,466,666,974,1214,1487,1648,1696,1689,1508,1173,950,695,513,395,287,187,112,107,72,57,46,37,21,25,32,16,21,14,6,11,8,11,3,13,7,7,3,3,1,8,5,4,2,1,1
Jaintia Hills,17,299,0,6,3,0,0,3,2,3,7,14,9,32,33,52,108,142,222,349,466,717,1023,1193,1330,1401,1306,1255,1103,973,773,655,516,416,363,342,295,234,181,139,149,130,123,104,79,97,73,66,49,45,39,36,24,26,34,23,15,21,13,10,11,11,6,9,5,7,2,3,2,2,1,0,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,34,140,314,411,607,576,677,585,557,497,399,405,341,352,307,241,212,152,114,105,85,80,68,69,55,54,37,37,31,28,17,20,22,29,18,20,20,18,15,10,9,14,9,12
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,67,161,375,711,1298,1888,2002,1974,1492,1290,1035,856,669,571,479,428,384,337,319,298,290,260,216,207,166,167,160,147,140,105,64,85,87,67,56,58,43,38,45,40,23,27,28,20,22,20,70
Mandi,2,27,0,0,0,0,0,0,1,1,2,0,0,2,1,7,17,29,74,162,314,616,1027,1483,1938,1970,1813,1583,1254,1065,890,771,614,490,392,294,243,222,171,167,147,122,80,85,76,84,70,58,37,35,33,23,18,17,14,17,18,9,9,10,10,7,3,9,3,2,1,3,5,2,4,0,2,5
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,26,39,35,57,58,75,80,110,132,143,145,134,134,157,148,156,176,142,164,162,143,106,95,82,70,71,80,55,50,60,55,47,52,57,39,52,427
Hoshangabad,23,449,0,0,0,0,0,0,0,0,0,1,1,4,7,12,20,38,95,208,389,714,1010,1223,1227,1245,1103,881,790,745,578,559,452,364,379,450,542,540,666,814,898,911,953,947,949,922,853,778,707,713,590,515,471,408,360,317,254,234,241,179,204,156,132,137,136,118,126,102,107,82,95,72,74,412
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,23,52,127,210,385,522,593,562,772,956,1147,1295,1232,1147,1059,920,790,689,552,446,417,322,264,200,176,114,106,95,86,64,63,46,47,46,32,33,39,27,26,21,16,30,21,12,18,13,7,10,5,5,2,3
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,23,84,274,748,1789,3419,4896,5815,6651,7702,8521,8966,8234,7121,6164,5246,4261,3555,2952,2529,2083,1698,1361,1132,922,805,628,606,534,469,375,288,302,260,228,213,158,164,134,125,100,108,93,66,73,68,62,61,69,64,53,42,70,46,422
Anuppur,23,461,0,0,0,0,0,0,0,1,1,1,1,7,15,30,64,106,279,416,759,1096,1341,1335,1097,972,844,725,705,707,705,657,625,491,449,363,323,308,242,220,183,174,134,119,110,99,75,71,55,62,48,46,42,36,45,37,28,38,24,23,23,27,19,22,16,12,13,13,7,9,12,3,4,13
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,7,10,6,3,6,10,14,18,22,47,28,18,14,8,8,20,14,10,15,7,7,5,3,9,8,9,7,8,286
Thiruvarur,33,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,11,32,43,66,107,102,121,138,184,254,395,598,821,919,898,929,799,673,468,389,280,223,173,119,99,82,64,56,50,37,32,26,20,23,9,13,8,6,7,2,4,3,2,3,5,2,0,1,0,0,1,0,6
Uttara Kannada,29,563,0,6,3,2,2,3,6,9,7,10,30,46,83,169,245,445,787,1318,2079,3162,4135,4727,4721,4000,3228,2410,1798,1354,1132,906,749,624,544,504,407,359,276,251,200,174,154,151,117,113,96,92,87,63,46,53,46,49,51,50,34,41,45,27,27,24,18,19,17,13,17,8,9,6,2,8,2,12
Bandipore,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,11,29,117,232,536,825,1090,1286,1524,1735,1736,1001,322,136,59,69,72,51,55,35,32,23,25,11,11,20,25,12,5,11,11,8,5,3,6,2,5,3,4,1,4,1,5,2,1,2,4,0,2,2,1,1,1,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,7,20,46,121,229,373,658,1118,1527,2035,2484,2600,2611,2597,2348,2128,1803,1586,1350,1174,972,828,714,602,455,392,312,280,209,161,125,113,91,60,76,68,49,61,20,29,35,24,22,16,14,10,12,8,2,1,0,0,0,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,62,220,387,525,516,534,533,495,490,431,376,327,292,254,214,202,193,157,151,109,127,120,108,106,108,79,93,91,84,58,55,31,42,37,27,19,20,24,16,17,20,20,124
Mandla,23,454,0,0,0,0,0,2,3,2,6,14,20,43,81,156,325,576,1074,1817,2677,3563,3787,3687,3036,2372,1820,1413,1150,979,821,671,523,384,321,269,227,178,145,137,99,70,81,58,48,34,28,26,18,23,9,14,7,4,7,7,4,3,7,9,2,3,3,5,1,2,1,0,2,0,0,0,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,61,152,379,612,839,1033,1271,1209,1246,1048,869,669,587,406,295,234,191,137,131,123,86,78,54,56,41,33,44,40,34,24,31,15,13,23,9,16,12,18,22,8,9,15,13,9,11,16,18,10,32
Champhai,15,284,0,0,0,0,0,0,1,0,0,2,4,2,18,36,81,174,337,693,1088,1758,2139,2049,1526,1014,607,479,351,263,214,173,176,151,110,103,87,106,83,67,62,64,58,48,44,54,44,34,29,28,28,34,29,35,16,33,9,21,12,6,12,17,12,12,9,4,8,3,4,6,4,3,0,8
Jalaun,9,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,28,113,373,1043,2224,3092,3193,2640,1781,1205,880,711,528,419,363,282,227,194,172,166,117,98,99,64,52,42,47,24,25,22,12,29,13,14,15,12,12,8,11,11,5,11,8,6,11,7,6,8,3,0,0,0
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,30,65,181,335,553,677,797,850,921,1008,1049,1100,1126,1125,1098,1062,920,856,622,513,436,302,282,249,143,147,122,84,79,79,51,58,54,50,36,37,30,24,28,22,15,25,27,17,19,19,23,16,17,157
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,7,25,45,52,41,57,49,52,54,55,61,57,80,63,62,50,49,57,46,50,45,50,45,52,52,763
Ganjam,21,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,9,34,115,295,670,1248,2029,2544,2664,2745,2590,2512,2210,2047,1939,1724,1476,1224,1191,1029,900,738,673,553,494,429,358,294,225,204,147,116,93,97,63,78,49,61,44,35,21,33,29,21,15,19,6,9,10,14,4,8,7,4,39
Jhansi,9,166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,7,22,40,108,292,604,1155,1620,1812,2076,1918,1669,1253,1062,988,903,799,699,643,593,499,456,390,350,348,268,221,190,163,163,100,114,88,80,71,61,54,53,57,43,44,51,47,43,39,32,34,32,24,24,17,16,21,14,65
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,47,221,519,766,1008,1001,972,1016,1011,978,925,868,796,685,575,513,452,392,336,274,221,197,150,144,117,96,82,100,66,66,59,55,37,42,48,38,36,30,29,43,43,38,20,76
Bankura,19,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,23,54,143,338,659,1026,1422,1806,1999,2063,2032,2057,2007,1820,1676,1513,1332,1200,985,888,893,659,623,501,417,352,311,251,230,202,142,122,97,66,60,64,39,39,29,27,28,20,15,11,8,12,12,17,18,10,14,39
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,75,197,301,510,544,513,526,409,374,313,243,228,144,142,92,53,72,41,44,37,38,54,29,29,31,24,27,20,25,16,15,13,16,16,17,12,10,14,11,6,12
Dhaulpur,8,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,48,94,222,419,629,803,829,668,654,638,604,498,560,582,635,638,609,569,556,511,447,412,337,325,255,208,144,130,92,70,44,55,37,27,24,19,19,19,21,15,14,11,5,10,7,10,11,6,8,7,14,2,17
Bageshwar,5,63,0,3,0,0,1,0,0,0,3,1,2,7,12,17,20,58,121,187,303,552,745,872,927,971,917,788,713,632,457,404,299,245,219,175,135,115,92,64,60,59,47,35,23,16,15,7,11,16,6,6,7,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,0,0,0,0,0,0,1,3,2,4,5,9,18,43,58,130,242,552,856,1454,2207,2945,3729,4172,4329,4304,4044,3736,3479,3141,2731,2300,1875,1510,1168,940,865,692,600,432,394,354,291,279,261,211,159,169,166,123,99,78,82,60,65,55,49,62,62,43,38,36,41,40,31,34,34,24,15,24,140
Mau,9,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,14,37,89,109,132,155,171,226,296,333,384,522,524,541,554,522,476,409,389,344,232,206,172,130,104,78,54,35,43,37,30,27,32,22,17,8,16,13,9,13,13,12,8,6,9,3,0,0,0
Vadodara,24,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,13,27,55,111,160,221,369,606,1008,1561,1863,1998,2041,2036,1824,1883,1668,1511,1411,1278,1201,1072,996,891,821,689,595,547,470,403,332,277,219,201,179,158,162,131,125,128,105,109,83,85,72,70,63,67,66,71,60,67,66,417
Kolhapur,27,530,0,0,0,0,0,0,0,0,1,1,2,9,13,24,56,131,210,395,699,1012,1580,1821,2164,2011,1933,1779,1596,1595,1544,1542,1377,1300,1138,1075,904,802,676,602,526,449,406,313,296,219,234,197,162,133,125,114,101,80,74,85,45,56,61,44,55,40,48,46,26,44,46,39,29,19,24,14,12,31
Araria,10,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,22,51,179,417,837,1294,1444,1433,1211,984,790,611,511,446,416,321,299,238,212,195,137,97,83,68,51,35,24,28,24,17,10,12,9,10,8,8,9,9,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Phek,13,266,0,10,2,2,1,9,10,4,20,17,26,57,84,122,175,272,348,519,608,731,769,803,756,664,530,420,321,258,178,160,154,113,93,78,84,52,62,54,52,36,37,23,30,31,34,33,25,28,25,22,21,20,14,13,13,12,17,9,4,1,5,8,8,1,4,4,4,6,2,1,2,28
Ashoknagar,23,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,20,75,171,373,653,912,1152,1455,1667,1817,1795,1510,1322,1111,967,875,761,680,585,502,440,371,298,262,196,167,144,111,94,66,45,42,30,24,19,17,12,16,17,13,14,7,5,6,6,6,3,8,10,5,4,4,2,3
Perambalur,33,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,28,59,112,207,412,608,645,715,689,677,582,477,430,289,275,218,155,128,94,83,52,29,44,30,17,19,15,15,14,17,9,9,9,3,7,8,4,4,2,0,0,0,0,0,0,0,0
Mandsaur,23,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,26,74,132,261,449,636,922,1319,1798,2028,2182,2084,1868,1620,1445,1244,1060,858,791,689,552,483,395,327,286,239,193,173,138,107,83,64,45,42,43,26,20,25,15,14,15,14,11,5,10,2,5,5,8,6,3,3,14
Gwalior,23,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,23,109,208,393,764,1107,1331,1303,1238,1298,1311,1314,1299,1137,1071,1062,972,941,752,658,542,501,442,431,330,308,249,261,207,201,148,151,102,71,91,79,60,65,58,65,49,57,44,38,50,42,42,42,38,34,43,37,39,104
Guntur,28,548,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,15,22,33,60,107,187,397,740,1011,1362,1720,2151,2687,3371,3759,3930,3554,2987,2490,2132,1767,1595,1422,1215,1068,1009,834,799,709,622,559,468,449,364,324,313,271,219,195,161,124,107,84,78,63,46,43,44,54,39,33,24,22,26,18,8,17
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,4,4,3,8,7,9,23,42,68,67,288
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,17,80,232,501,989,1380,1592,1435,1086,816,611,468,322,294,224,184,170,154,137,122,146,113,101,75,81,71,63,61,53,21,13,26,15,14,10,12,9,18,11,8,8,13,8,5,9,7,3,1,0,3,0,0,0
Darjiling,19,327,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,3,10,26,52,98,241,398,502,629,604,674,790,870,968,932,931,843,753,705,634,505,416,374,286,212,215,215,155,149,141,122,106,129,94,61,74,74,60,70,45,29,33,31,15,15,18,26,15,16,13,7,1,0,0,0,0
Chittoor,28,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,11,51,90,238,498,1076,1842,2936,3840,4620,4787,4654,4212,3667,3527,3284,3119,2719,2488,2154,1928,1677,1391,1223,1041,875,712,639,501,436,330,280,291,200,187,153,137,108,120,83,78,74,57,74,52,47,26,35,27,22,35,16,25,17,79
Guna,23,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,19,57,167,385,761,1155,1411,1747,1975,1991,1842,1972,1795,1676,1516,1344,1188,1033,933,767,641,549,432,372,316,295,224,187,146,135,84,72,58,55,44,55,29,32,28,39,28,32,26,23,21,19,18,17,22,20,16,13,41
Banka,10,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,13,47,141,366,749,1333,1626,1804,1526,1131,980,735,585,505,444,364,297,231,171,139,93,85,57,50,38,27,25,13,12,14,15,11,16,10,15,9,2,7,9,0,4,1,5,1,2,2,0,1,0,1,1,0,0,0
Chamoli,5,57,0,11,0,0,1,1,7,1,7,4,13,12,18,31,40,88,192,401,667,1115,1626,2143,2496,2500,2689,3184,4087,4463,3380,1695,806,596,461,438,357,331,283,221,205,189,154,112,93,78,73,56,27,45,38,21,19,20,14,12,10,10,11,8,6,2,9,7,9,1,5,7,10,5,8,3,3,8
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,110,303,658,1055,1421,1572,1390,1285,1262,1152,1005,941,791,657,616,497,460,411,361,358,290,249,226,186,183,140,132,118,115,83,69,77,57,50,56,41,35,32,28,26,20,26,17,22,18,41
