,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Araria,10,209,0,0,0,0,0,0,0,0,2,0,2,4,5,4,5,8,12,20,36,98,208,330,572,844,1131,1356,1398,1221,1067,848,674,523,468,377,293,243,182,133,130,87,51,49,38,28,24,11,14,8,12,15,11,10,3,5,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phek,13,266,0,191,31,33,26,43,57,58,78,84,95,134,158,180,223,288,361,438,507,640,690,821,798,766,615,404,346,216,143,102,65,67,38,40,31,34,20,16,14,8,4,9,9,5,10,1,3,1,1,3,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,15,35,87,200,483,1014,1636,2377,2620,2436,2004,1509,1242,1009,825,668,563,457,329,268,206,178,157,115,64,69,42,45,37,18,19,20,17,11,12,15,11,11,6,5,4,5,3,6,5,4,3,3,2,2,1,0,0,0
Perambalur,33,615,0,15,7,0,3,7,6,15,4,5,17,13,14,38,26,50,52,90,109,106,144,151,202,205,303,322,308,320,345,389,433,387,324,281,260,233,186,125,104,98,84,40,48,47,51,31,23,20,14,10,8,3,10,6,10,3,4,4,5,3,6,6,10,3,0,2,0,3,3,0,0,0
Mandsaur,23,433,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,13,17,52,108,220,377,704,1126,1869,2403,2866,2755,2366,1898,1483,1195,995,732,620,540,438,366,287,236,180,163,147,112,116,70,60,48,35,43,37,25,24,12,16,18,13,14,10,12,5,6,4,8,4,5,0,2,2,5,1,5
Gwalior,23,421,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,9,23,49,151,364,707,1245,1860,2302,2326,2187,1814,1387,1231,997,881,748,642,536,434,396,343,328,239,226,199,172,142,106,125,65,77,55,69,71,57,75,40,42,39,49,44,39,33,33,31,32,34,41,39,49,30,30,16,24,47
Guntur,28,548,0,71,17,33,22,35,58,73,79,130,150,217,224,411,547,840,1078,1478,1781,2269,2900,3113,3287,3035,2879,2339,1950,1703,1566,1433,1315,1221,1146,1061,896,771,664,630,503,514,424,414,406,372,325,329,281,276,238,223,182,167,157,141,131,110,107,100,58,64,58,56,48,36,29,43,22,24,34,23,20,55
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,8,6,3,5,8,24,17,30,15,58,148
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,4,18,29,108,177,360,602,780,928,1020,1054,898,814,731,627,561,430,374,362,262,238,230,177,158,132,112,80,93,67,47,42,53,40,30,16,13,13,13,14,12,6,7,3,3,2,2,1,1,0,0,0,1,0,0
Darjiling,19,327,0,38,6,9,12,6,8,14,25,28,32,34,46,61,78,98,141,165,255,310,412,517,656,813,1036,1023,1040,1004,883,816,719,617,501,376,340,252,211,190,165,140,121,85,92,75,88,92,78,87,93,54,59,43,41,40,29,25,26,17,21,11,16,11,27,12,9,9,7,8,4,2,3,6
Chittoor,28,554,0,519,73,81,107,122,217,250,262,360,425,485,616,881,1037,1373,1566,1858,2029,2515,2657,2862,2986,2765,2927,2540,2585,2359,2258,2194,1958,1862,1630,1552,1426,1332,1061,1049,886,812,699,630,550,466,355,336,293,230,196,152,174,109,109,98,80,90,60,56,54,34,49,27,41,23,22,29,15,18,24,10,22,50
Guna,23,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,46,164,450,1035,1807,2576,2917,3048,2731,2336,2043,1658,1288,1088,902,642,580,430,360,303,228,176,148,109,100,62,80,47,55,44,31,30,33,21,25,14,25,15,20,19,10,23,17,16,13,8,10,10,2,4,5,19
Banka,10,225,0,6,1,0,2,3,1,3,2,6,8,4,7,13,18,24,34,61,83,122,223,357,506,659,889,1106,1238,1311,1201,1098,966,871,721,514,369,302,210,151,90,80,71,69,36,55,27,29,5,10,10,8,7,1,1,7,2,4,0,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Chamoli,5,57,0,4,0,0,2,2,2,3,1,9,8,15,12,35,73,111,182,341,589,974,1492,2294,3268,4362,5284,5344,3905,2273,1312,831,634,592,466,442,345,290,256,157,115,79,52,33,35,38,26,18,12,15,9,10,21,6,10,7,5,3,8,5,4,1,2,1,5,2,2,0,0,0,0,0,0,0
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,35,79,151,225,271,436,785,1140,1431,1604,1605,1469,1245,1034,915,776,706,573,516,484,467,409,328,276,253,212,185,161,109,125,107,86,71,72,54,53,37,23,23,21,22,18,24,15,14,17
