,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Sagar,23,427,0,0,0,0,0,1,0,0,1,1,3,3,7,9,18,35,69,146,300,581,1046,1743,2690,3592,4213,4117,3827,3360,2841,2518,2000,1714,1324,1221,1032,885,749,676,630,494,396,377,324,257,248,189,178,149,127,104,96,80,77,79,67,61,48,37,43,37,27,28,20,21,18,14,12,7,17,5,12,36
Azamgarh,9,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,33,113,213,408,761,1176,1726,2022,2214,2081,1756,1374,1203,932,747,578,399,312,219,143,111,88,69,56,46,41,27,29,23,24,17,15,16,20,11,5,7,7,8,7,13,9,4,6,5,2,3,2,0,0,0,0
Kurnool,28,552,0,297,51,72,66,85,122,138,217,302,348,485,567,800,1025,1394,1704,2235,2727,3110,3832,4100,4493,4901,4869,4874,4461,3917,3468,2656,2227,1687,1429,1150,990,741,644,612,516,458,389,365,343,298,245,233,236,189,150,143,129,135,120,76,75,73,40,48,52,50,46,27,28,23,19,26,20,10,13,20,17,39
The Nilgiris,33,611,0,143,21,18,23,32,55,44,52,67,85,78,144,156,141,171,235,279,298,369,375,490,508,463,518,485,410,519,411,317,350,240,237,175,189,169,121,125,115,78,75,79,50,59,44,24,50,29,35,21,20,10,18,9,16,7,8,6,10,7,5,10,3,7,5,4,2,7,4,5,4,9
Coimbatore,33,632,0,26,6,5,12,3,7,20,13,10,36,29,41,46,79,104,88,153,187,260,329,395,480,536,572,601,578,527,605,567,587,607,629,666,689,672,766,751,600,563,547,499,476,439,321,361,309,333,277,217,176,187,157,171,178,130,128,107,110,119,135,73,103,53,45,41,42,52,48,26,34,153
Nalanda,10,229,0,10,1,0,3,1,3,2,5,4,2,10,4,6,9,20,19,25,32,69,89,159,251,413,562,748,848,845,868,729,717,585,499,404,338,320,246,234,192,146,128,106,109,73,81,64,54,45,40,24,32,16,20,14,23,21,14,13,9,10,16,4,2,1,0,2,1,0,1,0,0,0
Godda,20,351,0,3,1,2,2,2,2,1,0,1,4,12,14,11,17,43,59,56,99,164,224,403,550,820,880,840,783,665,535,438,394,320,343,268,235,203,205,210,168,131,101,115,71,77,86,66,43,40,35,22,6,19,18,15,6,8,16,8,6,14,8,6,8,2,8,3,0,0,3,0,0,0
Chikmagalur,29,570,0,125,12,13,25,41,29,34,46,48,56,71,112,113,152,192,256,193,238,342,407,498,550,601,672,858,883,1090,1089,1111,984,957,720,692,531,375,304,192,179,142,117,116,63,46,59,33,31,27,13,23,19,25,31,6,1,8,3,2,3,4,5,3,9,0,2,4,0,4,3,0,0,16
Kanpur Nagar,9,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,36,100,276,673,976,1296,1286,1177,962,780,678,514,434,365,294,254,218,184,165,164,144,122,135,99,82,96,76,83,67,45,51,49,29,35,38,33,31,33,35,38,35,40,50,67,59,66,82,55,68,61,155
Farrukhabad,9,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,21,56,136,351,732,1102,1295,1161,1045,859,729,486,366,274,215,155,123,97,99,63,54,48,31,35,31,32,18,19,13,15,15,20,17,21,19,12,13,10,11,9,8,13,13,16,4,3,1,0,0,0,0,0
South Goa,30,586,0,10,2,3,5,1,2,1,6,7,9,1,8,6,13,19,27,42,65,72,123,98,159,202,306,336,426,508,519,540,491,439,345,266,264,209,175,140,181,175,169,152,131,178,112,127,116,116,88,85,58,70,39,52,30,30,34,27,25,26,18,27,16,13,8,2,9,0,0,0,0,1
Varanasi,9,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,39,85,178,282,389,506,581,579,554,471,412,327,301,210,195,170,134,97,89,86,87,67,54,50,44,58,42,35,39,44,49,38,47,45,54,47,41,38,37,23,36,31,25,23,19,24,26,77
Kolar,29,581,0,8,0,0,1,1,0,1,14,5,14,12,14,23,24,24,56,56,78,123,176,213,279,300,424,508,625,675,837,932,1011,1059,1114,1069,1012,921,749,611,510,394,311,281,209,179,165,124,101,78,65,68,60,61,39,28,18,18,23,32,9,17,23,17,26,24,14,15,4,14,6,5,5,45
Uttar Dinajpur,19,330,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3,1,2,3,5,14,38,103,215,425,775,1129,1472,1578,1484,1315,1104,949,748,594,460,365,271,210,164,127,106,99,73,48,55,49,45,48,40,20,18,10,19,9,6,4,7,4,5,3,4,4,2,4,1,3,1,2
Mon,13,261,0,26,4,6,4,5,9,16,10,23,30,35,55,83,118,163,240,302,470,591,726,865,946,966,844,628,430,211,135,72,51,32,24,22,16,15,11,8,8,6,5,9,4,5,1,5,5,3,2,2,3,2,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Madurai,33,623,0,97,11,8,17,23,17,26,43,25,49,64,84,85,99,116,135,219,173,226,284,299,377,417,423,418,422,501,489,541,577,613,547,536,555,532,504,438,409,396,351,263,272,191,174,153,122,100,125,103,67,73,51,58,81,55,37,40,36,33,47,30,30,27,27,9,24,29,8,24,15,99
Mahamaya Nagar,9,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,75,179,333,483,446,462,446,408,438,398,440,480,492,457,400,337,339,252,218,187,142,107,92,57,56,48,33,21,32,18,21,16,10,12,5,15,8,12,4,7,2,2,2,0,1,1,0
Sirohi,8,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,14,27,102,183,482,928,1636,2439,2807,2722,2179,1779,1479,1142,884,649,520,432,294,280,222,185,184,173,120,110,94,93,71,71,51,42,46,47,35,36,27,29,26,22,27,29,15,13,22,16,14,7,8,4,6,6,1,1,4
Auraiya,9,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,47,118,173,312,336,490,608,692,756,684,638,611,535,505,434,357,304,236,214,150,120,82,98,60,52,50,40,25,27,22,30,20,21,10,12,18,18,10,12,17,8,5,7,8,1,2,4,5,20
Jagatsinghapur,21,380,0,2,0,0,0,0,2,0,0,1,0,0,3,1,4,3,5,3,5,5,7,10,15,11,17,29,34,24,26,39,53,41,34,19,33,20,4,6,7,4,9,4,4,8,5,1,4,6,3,2,6,7,8,0,1,4,6,0,1,0,0,3,0,0,0,0,0,4,0,3,0,2
Upper Siang,12,252,0,396,72,75,88,109,101,161,164,246,305,327,449,531,687,923,1113,1518,1898,2274,2681,3071,3135,3082,2563,1959,1199,663,334,156,117,86,49,29,21,16,12,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulbarga,29,579,0,46,4,5,10,12,7,12,19,32,38,32,40,77,105,133,173,190,350,476,770,956,1314,1813,2192,2490,2913,3131,3300,3155,2950,2703,2362,2048,1702,1247,1146,894,721,607,522,431,425,269,318,281,212,171,184,134,142,128,115,91,55,62,52,30,39,36,27,32,23,28,19,27,23,24,21,12,22,94
Umaria,23,431,0,8,1,0,1,1,2,6,1,4,3,18,24,34,44,94,149,231,370,606,926,1364,1864,2187,2340,2270,1811,1338,923,726,533,393,301,268,198,166,149,127,79,81,70,60,49,40,39,26,17,13,9,10,15,18,12,16,8,7,6,4,9,4,6,10,5,1,5,1,4,2,0,2,2,3
Jaipur,8,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,54,198,433,964,1627,1974,1939,1713,1723,1737,1862,1962,1882,1870,1958,2130,2303,2440,2394,2253,2193,2048,1835,1583,1395,1079,984,767,619,542,414,352,339,299,265,221,193,201,177,172,163,155,101,102,112,104,101,110,105,109,508
Pithoragarh,5,62,0,2,0,0,0,2,4,3,8,10,12,16,26,31,59,135,175,315,539,910,1552,2419,3337,4286,5013,4707,3306,1915,1202,828,658,513,344,272,194,169,129,96,79,45,39,41,30,26,17,13,12,13,13,12,4,10,12,10,4,5,4,5,8,5,2,3,4,5,0,4,1,2,4,0,1,0
Reasi,1,20,0,0,0,0,0,0,0,0,0,1,3,5,10,14,25,44,81,145,254,356,569,673,803,794,723,674,585,563,565,532,505,449,402,358,307,228,185,157,127,103,85,84,74,61,68,54,33,37,37,31,17,14,23,12,14,12,7,4,3,5,8,5,3,6,2,4,3,3,0,3,0,3
Kohima,13,270,0,43,4,6,10,13,16,19,37,26,50,59,52,94,116,189,214,306,384,482,602,647,630,529,458,360,244,153,105,90,70,53,49,50,61,36,40,26,22,23,13,14,16,20,9,16,15,12,8,10,6,5,4,7,8,8,5,7,3,1,5,6,2,0,0,0,0,0,0,0,0,0
Sirmaur,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,18,39,84,177,342,604,979,1386,1536,1444,1342,1053,747,552,389,316,247,191,170,129,103,104,78,82,97,64,83,62,68,66,68,62,58,70,48,42,37,32,31,26,21,17,12,11,9,3,4,3,2,4,6,1,2,0,0
Saharsa,10,214,0,6,2,1,1,1,3,5,4,4,8,8,14,14,13,23,39,57,108,157,212,360,474,629,757,769,665,541,459,374,309,255,214,179,149,112,90,69,69,53,56,28,31,28,21,14,15,13,13,10,6,5,11,4,7,2,10,5,7,4,7,6,5,5,0,0,0,0,0,0,0,0
West,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,7,9,4,5,9,11,13,8,12,10,11,20,11,413
Malappuram,32,592,0,249,33,57,45,52,52,56,83,94,127,116,169,163,217,283,355,424,508,564,701,667,754,849,809,886,759,672,596,486,384,326,225,164,149,98,84,85,80,53,46,37,24,25,24,11,15,10,8,4,7,3,5,5,7,4,6,2,0,3,0,3,0,0,0,0,0,0,0,0,0,1
Viluppuram,33,607,0,105,14,29,23,35,24,24,33,46,64,83,89,141,189,179,225,258,298,452,516,627,706,702,892,961,1009,987,1150,1180,1087,1064,1179,1034,882,816,616,476,440,404,341,311,241,195,191,108,117,83,77,67,36,46,38,28,16,25,14,10,12,11,2,18,3,3,3,10,2,4,0,0,0,2
Tapi,24,493,0,8,0,2,2,1,5,3,5,6,8,8,21,23,32,50,64,88,132,212,321,468,680,833,1044,1277,1338,1286,1154,954,718,535,415,331,276,215,173,140,119,107,82,68,75,62,37,35,21,31,29,15,16,15,9,12,6,7,11,5,5,1,1,3,1,4,1,2,0,2,0,0,2,1
West Godavari,28,546,0,27,8,5,1,4,10,8,16,18,44,39,46,81,70,175,218,369,399,590,719,1049,1243,1492,1623,1687,1653,1699,1583,1308,1281,1138,1100,871,849,619,566,459,409,391,321,300,219,210,157,169,131,119,107,84,84,66,62,58,30,27,35,35,27,23,21,21,9,9,9,6,3,5,2,2,0,0
Madhepura,10,213,0,2,1,0,0,0,0,0,0,0,0,5,6,3,0,9,9,17,31,46,95,174,274,500,658,836,893,884,735,518,435,327,311,244,232,189,154,120,94,84,53,50,40,34,16,14,15,9,6,7,4,3,6,6,4,4,2,2,1,2,3,2,2,1,2,3,0,0,0,0,0,0
Saraikela-kharsawan,20,369,0,1,4,11,4,1,5,2,5,6,8,21,24,18,44,47,33,72,80,90,124,133,146,156,117,172,143,181,139,107,74,75,41,46,42,27,40,36,31,43,38,18,16,5,11,8,6,7,4,10,6,6,3,0,2,5,0,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0
Tiruppur,33,633,0,130,8,25,8,36,31,31,27,33,57,71,60,71,95,119,138,169,171,202,235,247,320,330,371,405,502,593,715,678,863,928,938,1086,1157,1091,934,862,839,722,693,634,514,443,429,348,276,283,228,215,189,144,149,125,94,91,98,68,61,56,49,68,50,25,26,18,23,12,27,13,11,60
Mayurbhanj,21,376,0,194,23,25,37,39,48,36,44,75,88,103,104,168,176,209,255,297,345,408,475,594,674,778,855,799,887,884,815,824,803,710,586,501,388,271,175,109,109,68,36,30,11,20,9,15,5,11,9,9,2,13,2,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnala,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,191,487,794,880,734,546,504,393,312,272,214,191,170,146,145,120,113,109,75,69,63,55,53,42,29,28,34,19,19,18,11,7,6,4,10,4,2,0,0,0
Dakshin Bastar Dantewada,22,416,0,334,31,60,46,98,37,78,133,137,163,144,198,212,283,379,415,550,654,763,920,1052,1072,1209,1299,1228,1153,969,756,504,362,253,131,74,67,51,20,14,36,14,11,19,17,9,7,10,9,6,3,2,5,1,17,14,8,4,12,9,5,10,11,4,8,19,4,8,1,10,3,0,8,12
Budaun,9,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,19,57,169,477,972,1860,2688,3339,3161,2651,1986,1417,962,719,536,422,305,245,170,141,111,100,85,71,48,43,41,30,31,32,21,29,16,15,16,10,13,9,14,14,7,4,4,8,3,7,3,4,5,8,2,3,11
Ukhrul,14,279,0,415,43,80,99,113,127,158,156,232,275,316,405,554,640,794,934,1159,1393,1531,1585,1710,1585,1379,1115,834,580,392,205,162,90,43,19,8,5,1,0,2,1,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krishnagiri,33,631,0,281,59,41,53,58,62,112,119,118,176,215,184,305,368,393,495,546,631,681,650,741,823,759,824,842,882,928,953,971,893,964,877,676,575,473,446,329,284,236,205,144,157,102,95,61,101,65,57,42,46,39,39,28,20,19,27,23,14,17,24,30,6,13,11,10,5,22,3,5,0,10
Hugli,19,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,11,13,28,56,99,164,204,291,327,301,268,272,209,178,141,88,49,63,39,24,34,19,24,20,13,19,14,17,15,19,20,13,15,17,9,9,11,1,2,2,4,2,0,4,4,0,0,1,0
Hanumangarh,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,21,54,151,418,1062,2167,3369,4174,4139,3693,3612,3349,3004,2605,2201,1834,1558,1252,1044,889,737,596,510,428,341,338,296,237,184,196,172,162,139,125,113,65,63,75,59,41,36,31,33,21,26,26,14,9,6,1,2,2,2,8
Muzaffarpur,10,216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,4,18,67,186,380,703,936,1164,1294,1123,1021,938,847,781,746,658,648,498,415,337,278,194,172,142,116,69,47,46,33,31,15,29,27,26,26,24,19,23,18,14,23,11,12,13,15,10,5,10,8,4,3,1,1,3
Giridih,20,349,0,5,0,0,1,4,1,1,4,7,6,14,24,16,31,58,100,149,243,385,591,834,1108,1355,1525,1598,1635,1524,1462,1393,1199,1125,927,770,674,551,426,364,298,234,209,181,141,124,83,77,71,47,46,42,30,30,42,22,23,26,25,20,12,12,13,8,20,6,6,2,4,2,1,1,1,3
Khunti,20,365,0,42,15,7,13,13,38,24,27,41,61,96,115,150,165,202,315,369,501,599,753,840,833,944,902,839,698,650,560,410,302,242,151,119,92,81,44,32,31,17,14,10,17,23,10,5,10,8,5,5,4,1,6,1,5,2,1,1,3,1,2,5,0,1,0,0,0,0,0,0,0,0
Jammu,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,14,34,66,113,108,130,146,184,233,259,251,258,264,285,301,304,316,323,346,352,340,324,349,395,355,362,360,310,304,302,253,206,179,167,145,135,84,87,82,56,59,56,45,66,66,68,45,78
Koch Bihar,19,329,0,0,0,0,1,0,0,0,0,0,4,2,1,1,4,2,6,5,27,33,54,93,190,287,483,684,949,1130,1256,1448,1541,1561,1405,1155,722,530,366,236,167,118,90,61,60,53,51,52,45,47,40,47,49,37,27,27,22,18,13,6,8,11,11,0,6,1,3,0,0,0,0,0,0,0
Sultanpur,9,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,15,48,116,351,674,1188,1877,2287,2322,2225,1844,1549,1187,945,669,554,438,337,234,176,141,96,83,66,42,42,29,32,25,20,22,3,12,14,15,14,11,12,11,7,7,4,1,8,5,4,2,1,1,6,2,2
Janjgir-champa,22,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,11,9,17,24,49,68,100,104,133,229,165,248,226,207,171,157,150,94,93,74,44,40,32,30,48,35,24,18,24,12,10,13,9,8,16,8,8,4,0,3,5,2,0,2,0,0,0,3,4
Jharsuguda,21,371,0,7,1,0,1,3,0,11,5,8,6,7,2,5,15,17,31,38,37,58,106,85,137,168,136,145,159,177,157,138,144,161,172,128,160,96,105,123,83,64,52,49,62,33,40,27,27,51,26,29,40,21,34,32,24,42,27,40,36,38,39,38,24,15,26,6,3,6,17,1,0,0
Lower Dibang Valley,12,258,0,462,82,86,79,134,156,192,225,258,309,429,526,650,845,1032,1299,1647,1882,2178,2411,2534,2363,2028,1544,1015,589,280,106,44,23,11,9,4,3,3,4,6,4,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debagarh,21,373,0,48,5,13,8,13,19,10,15,25,26,56,53,89,69,108,165,169,202,240,225,236,293,249,220,169,191,183,207,199,192,220,173,100,108,71,30,31,28,14,12,1,4,0,6,0,2,0,0,1,2,2,0,0,1,0,1,4,0,0,2,0,2,0,0,0,0,0,0,0,0,2
Udham Singh Nagar,5,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,4,6,23,53,110,157,234,268,283,293,357,322,394,437,420,519,584,644,772,778,732,717,665,543,486,386,358,306,249,208,160,185,139,105,97,77,72,73,65,60,42,31,36,33,30,21,20,19,17,12,11,20
Murshidabad,19,333,0,14,1,4,3,1,2,8,4,4,1,7,14,14,23,28,24,49,39,50,85,84,147,217,234,280,363,454,484,569,583,650,684,648,708,721,634,511,417,326,232,143,108,77,85,53,37,27,35,34,30,16,17,11,2,10,6,3,4,1,2,4,3,3,1,2,1,3,3,4,0,14
Ludhiana,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,218,512,821,1231,1404,1362,1246,1120,1061,937,780,692,597,512,428,425,341,296,278,243,214,186,149,160,131,124,106,99,88,85,85,63,70,78,81,76,80,105,54,56,101
Dimapur,13,265,0,3,1,0,2,0,0,1,1,1,4,3,9,6,21,26,37,44,65,89,135,162,181,259,295,268,252,206,180,165,103,88,80,62,68,54,54,60,45,38,14,22,33,34,31,18,26,32,25,29,18,19,33,22,27,31,37,33,18,20,13,6,3,3,0,0,0,0,0,0,0,0
Y.s.r.,28,551,0,829,157,159,212,243,337,430,487,589,812,904,1178,1532,1839,2168,2583,2950,3350,3492,3561,3713,3649,3563,3232,2797,2479,2164,1948,1609,1351,1177,994,861,737,581,528,431,372,317,277,211,195,176,142,138,92,95,88,62,55,54,30,36,38,33,30,31,24,16,18,26,24,19,8,12,10,6,5,6,1,2
Bilaspur,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,21,76,146,219,309,389,545,610,621,536,425,355,316,203,135,120,73,53,57,43,34,20,22,29,14,16,18,10,7,7,7,3,7,2,6,4,6,3,2,2,2,0,0,2,1,1,1,4
Aurangabad,27,515,0,0,1,3,0,1,3,2,7,15,8,19,27,53,63,114,190,320,549,1004,1493,2304,3130,3698,4202,4239,3966,3392,2831,2172,1601,1269,965,758,621,497,440,369,327,276,232,210,152,161,133,105,99,100,83,81,74,54,62,60,50,43,53,44,40,40,41,42,40,29,33,31,41,42,37,27,33,67
North,11,241,0,18,6,2,4,2,14,13,14,19,6,27,25,43,41,55,110,148,247,451,805,1257,1826,2462,3017,2839,2301,1488,817,413,263,173,107,58,26,5,9,4,6,1,3,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kabeerdham,22,407,0,135,22,18,20,25,45,51,54,51,70,109,151,177,256,300,376,522,628,870,1072,1183,1209,1071,940,836,688,621,630,599,661,632,515,452,362,309,220,226,185,173,123,125,104,80,65,65,55,41,30,10,14,9,14,12,8,4,6,10,4,1,4,2,4,1,0,0,0,0,0,0,0,0
Barpeta,18,303,0,10,1,1,1,4,3,7,1,8,10,15,17,26,30,60,89,135,228,412,481,560,687,716,675,674,568,570,521,479,401,322,238,190,136,105,104,47,42,39,28,16,29,13,16,5,8,9,2,8,3,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banswara,8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,31,78,179,345,603,966,1305,1572,1569,1499,1530,1391,1344,1199,1075,946,771,579,456,323,285,205,197,178,153,136,134,112,111,81,62,58,41,27,27,12,18,11,10,9,9,10,14,10,10,7,5,7,6,6,5,2,5,9
Rudraprayag,5,58,0,0,0,0,1,0,2,0,1,1,5,9,7,13,15,30,50,100,153,316,485,686,789,925,926,762,581,431,337,270,255,226,205,195,154,151,130,85,76,63,40,18,13,13,15,7,4,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erode,33,610,0,161,20,33,25,34,41,55,61,49,103,117,116,146,158,181,179,240,274,324,355,423,395,469,473,423,453,412,441,472,488,500,530,662,704,813,837,741,849,788,700,618,580,488,400,314,266,213,152,153,112,70,104,55,34,42,39,39,13,33,37,27,16,7,17,6,9,18,11,1,5,12
Nagpur,27,505,0,371,38,68,42,70,88,142,100,123,153,191,253,373,325,441,500,764,993,1179,1479,1918,2171,2409,2435,2144,1981,1911,1806,1729,1667,1424,1286,1115,972,829,741,626,489,436,381,386,329,305,271,220,190,185,161,167,169,125,83,109,78,80,69,76,62,61,86,61,57,46,41,45,41,50,48,38,38,332
Gopalganj,10,217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,23,48,95,226,395,635,929,993,1030,904,753,608,502,412,348,291,207,159,111,116,78,58,53,33,26,21,16,14,5,10,10,7,7,4,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haveri,29,564,0,10,4,14,1,11,9,12,14,7,13,26,26,41,48,82,112,145,199,295,386,559,710,896,1087,1398,1532,1580,1573,1489,1227,1043,786,646,518,374,331,229,197,178,116,93,91,82,48,63,46,38,28,25,19,31,21,17,9,27,9,12,10,3,7,5,6,17,5,14,4,5,2,3,0,5
Puducherry,34,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,1,5,8,15,15,11,9,13,4,15,12,10,8,18,4,9,16,7,10,6,5,3,5,6,9,4,3,9,3,2,4,4,4,1,1,1,0,2
Amreli,24,480,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,11,17,26,55,90,185,389,669,967,1505,2091,2523,3194,3677,3569,3180,2591,1892,1446,1059,893,719,524,450,382,306,247,214,171,154,94,108,103,74,65,53,41,48,44,42,36,40,23,25,10,18,10,15,13,11,8,14,8,9,7,6,23
Lahul & Spiti,2,25,0,2,1,1,1,0,6,5,14,13,39,66,126,260,451,914,1735,2948,4883,7162,9159,10381,9729,7773,5008,2812,1420,580,153,37,14,12,8,9,6,5,10,1,5,1,5,1,3,5,2,1,3,2,2,2,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Jorhat,18,312,0,25,9,8,13,9,8,15,26,28,29,36,92,105,134,192,260,310,409,560,612,737,720,696,628,632,632,637,659,648,594,588,509,479,429,346,300,244,209,141,129,96,70,47,47,55,44,36,32,36,19,24,30,15,18,3,4,8,9,1,1,0,0,0,0,0,0,0,0,0,0,0
Chhatarpur,23,425,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,7,61,185,461,1069,2197,3355,3819,4154,3851,3480,2937,2287,1722,1435,1145,979,823,717,560,497,441,368,287,232,213,176,155,128,107,83,59,54,43,38,28,44,26,26,17,26,17,12,10,11,6,10,2,7,0,4,5,3,2,0,0
Osmanabad,27,525,0,45,2,9,5,14,12,10,16,12,19,31,39,49,83,79,135,174,259,364,504,725,1046,1441,1951,2365,2721,3031,2987,2839,2316,1818,1381,989,722,600,418,315,307,241,188,153,144,111,83,70,74,49,46,46,30,40,21,26,18,10,16,6,11,12,13,11,10,4,4,3,0,2,0,0,0,0
Udhampur,1,19,0,2,0,0,2,2,2,4,6,3,10,16,29,46,60,106,195,289,377,467,451,486,501,502,525,541,496,475,418,414,382,413,376,378,404,381,337,338,311,310,259,188,140,110,85,55,61,51,47,35,36,37,24,33,25,28,38,15,18,24,24,9,13,14,7,10,12,6,2,3,2,2
Chandrapur,27,509,0,749,125,121,95,135,141,213,218,183,276,283,263,388,318,447,396,533,497,591,757,817,961,1070,1307,1305,1273,1176,974,921,777,666,511,435,357,305,256,229,143,164,135,127,112,85,76,65,58,68,61,42,49,50,46,52,41,41,35,26,25,44,18,25,30,28,7,10,19,12,14,3,9,7
Mandya,29,573,0,35,3,0,0,0,6,10,9,2,11,3,20,33,31,29,36,55,84,121,120,155,224,349,365,502,577,752,843,976,1028,1019,1060,999,963,725,735,689,545,520,471,394,315,351,194,213,174,146,148,113,90,99,79,45,55,48,36,15,34,18,25,10,7,13,3,9,17,11,4,12,1,29
South Garo Hills,17,295,0,20,4,3,4,3,6,11,12,23,24,48,59,56,81,149,206,273,357,432,588,635,776,795,794,679,484,408,333,252,194,146,131,113,79,64,41,41,37,23,31,19,24,18,11,12,6,3,4,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahibzada Ajit Singh Nagar,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,64,97,88,99,108,115,169,180,259,294,322,341,326,277,244,201,184,158,143,125,125,121,93,97,84,91,74,62,56,74,64,50,64,41,62,33,43,39,40,49
Lunglei,15,286,0,49,7,6,15,11,17,30,16,48,47,50,82,89,137,222,329,485,665,1017,1428,1837,2319,2513,2537,2111,1479,977,528,254,105,54,31,10,11,13,10,16,11,2,4,5,4,1,2,4,1,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lalitpur,9,167,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,13,42,174,363,948,1802,2725,3278,3076,2393,1830,1199,899,667,559,404,331,257,215,186,142,105,79,86,74,55,60,39,35,22,28,20,20,23,8,6,10,11,5,11,6,6,8,3,9,11,4,7,9,7,4,3,6,2,2,12
Chandel,14,280,0,138,16,30,24,48,46,74,75,87,118,150,194,261,380,480,626,807,959,1251,1372,1412,1312,1223,1000,633,455,230,144,120,51,35,20,13,9,8,5,3,8,4,1,2,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,2,0,0,0
