,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Bhopal,23,444,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,4,2,0,2,5,0,7,7,7,20,33,69,88,113,97,102,63,51,38,41,24,36,13,12,6,10,10,6,2,2,11,0,4,0,1,0,4,2,0,2,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45,105,203,242,224,125,110,125,160,152,176,203,219,219,210,168,174,163,103,92,80,85,50,59,53,39,33,24,18,17,27,21,16,20,20,15,11,17,18,25,21,11,18,19,10,3
Sonbhadra,9,200,0,44,0,6,4,5,5,5,7,8,26,34,27,31,47,77,100,125,173,260,289,416,620,599,624,619,667,545,477,478,429,495,429,461,414,400,350,284,223,204,169,131,105,108,72,76,76,58,82,61,33,27,15,26,18,20,20,17,17,20,20,17,3,16,3,0,8,6,3,3,4,4
Jhalawar,8,129,0,5,5,3,0,3,13,10,7,12,10,18,19,37,34,50,65,80,50,102,140,138,173,172,193,209,203,210,227,180,162,138,129,101,83,50,60,71,37,18,44,38,47,40,43,19,22,21,22,12,16,23,10,8,4,1,2,6,0,2,0,2,0,2,3,2,0,0,3,0,4,2
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,11,33,92,202,407,702,896,970,854,726,615,580,449,362,317,291,254,175,184,127,115,90,62,62,31,18,30,11,20,18,14,14,9,12,11,8,3,2,2,4,1,1,2,1,1
Sawai Madhopur,8,108,0,1,0,0,1,0,1,3,0,1,1,3,6,5,13,10,30,39,63,111,178,324,488,831,1133,1387,1633,1772,1921,1783,1594,1365,1042,996,772,708,645,564,533,401,378,339,248,230,145,173,126,98,77,74,57,47,33,37,16,21,12,7,14,11,8,15,8,6,8,2,2,2,1,0,0,0
Shimla,2,33,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,12,23,46,80,133,271,531,885,1429,2390,3321,3700,3276,2511,1770,1085,648,463,301,202,183,109,91,85,79,55,38,43,36,23,30,31,25,20,18,16,14,16,13,5,19,8,5,4,9,6,8,6,3,5,3,1,0,1,2,1,0
South 24 Parganas,19,343,0,59,18,12,5,25,30,35,46,63,67,109,110,193,206,321,382,515,622,792,987,1057,1064,1131,1001,888,753,749,696,745,745,705,730,706,693,683,555,555,487,392,340,284,242,186,175,135,109,113,82,96,78,57,57,39,45,54,35,36,24,16,18,33,35,28,35,13,19,18,8,11,14,104
Pratapgarh,9,173,0,1,0,0,0,0,0,0,0,0,2,2,1,0,1,2,3,3,3,13,6,10,18,30,38,115,219,402,595,903,1309,1525,1737,1728,1486,1401,1020,808,679,583,448,298,301,188,135,118,96,54,40,32,31,35,20,15,10,14,8,12,3,6,5,5,3,2,3,6,2,2,1,1,0,0
Jaintia Hills,17,299,0,0,0,0,0,0,0,0,0,1,2,0,2,4,1,8,17,35,81,170,363,743,1329,2040,2347,2380,1878,1296,819,562,429,332,264,256,168,172,144,123,100,88,84,79,69,69,56,49,47,37,26,29,22,30,12,29,12,15,13,15,1,5,2,6,5,4,1,3,2,4,1,0,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,147,298,449,545,702,714,620,581,539,483,424,342,299,223,214,173,153,109,72,76,57,54,56,55,43,41,27,23,22,20,17,19,15,25,26,10,10,20,10,10,6,6,6,1,2
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,30,97,214,421,713,1328,1657,1934,1915,1657,1386,1118,935,727,648,503,454,397,382,327,254,265,227,207,182,180,167,141,99,100,76,67,53,46,60,40,39,28,28,27,27,33,20,17,14,21,12,5,11,21
Mandi,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,6,11,28,58,116,189,341,699,1229,1892,2333,2581,2232,1769,1332,935,685,460,340,240,199,148,129,110,98,79,60,60,52,38,26,21,17,10,9,10,13,7,8,9,11,5,5,5,4,1,1,2,2,3,2,0,0,0,2
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,56,71,77,58,83,80,112,122,152,134,138,150,167,179,186,166,146,151,129,124,97,88,73,91,63,59,50,59,61,55,49,54,55,61,43,69,60,64,146
Hoshangabad,23,449,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,11,16,13,39,81,146,246,386,680,892,1138,1511,1639,1483,1459,1274,918,791,713,580,545,374,392,309,262,191,147,160,110,89,82,51,57,55,27,30,26,12,18,21,17,19,13,19,11,4,0,3,0,0,0,0,7,0,0,3
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,10,15,53,102,249,467,625,806,938,976,1197,1416,1382,1295,1085,922,753,681,531,377,320,295,190,170,136,125,89,53,58,66,62,30,38,27,35,36,40,32,23,31,20,9,14,8,14,16,12,3,6,3,4,2,0,0
Jodhpur,8,113,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,8,21,50,131,295,646,1435,2764,4683,7192,9072,10378,10766,10127,8495,6990,5554,4396,3454,2670,2186,1719,1367,1075,918,813,660,622,530,424,327,297,274,236,220,194,149,125,133,117,106,79,83,60,68,62,68,64,59,66,54,71,47,63,48,54,268
Anuppur,23,461,0,38,5,11,20,18,10,23,17,19,24,22,49,69,78,137,126,164,214,266,370,444,479,586,535,554,468,509,461,378,274,192,171,104,126,87,90,52,39,57,49,37,31,26,21,9,10,6,4,6,0,1,8,2,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,1,2,3,9,10,7,17,10,9,0,6,4,8,2,0,8,6,12,14,4,9,9,125
Thiruvarur,33,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,3,17,8,23,31,54,63,116,169,195,218,215,181,165,177,121,104,100,75,48,52,36,22,30,12,13,6,4,10,8,0,11,0,4,5,1,3,0,0,8,0,0,0,2,0,0,0,0,0,0,2
Uttara Kannada,29,563,0,31,1,1,3,6,9,1,13,8,15,12,5,23,31,22,47,55,81,109,145,221,319,497,714,1162,1895,2861,3836,4856,5409,4910,3826,2778,1787,893,540,261,151,128,78,71,57,49,33,38,32,20,29,13,18,13,8,15,10,10,16,7,10,5,8,6,6,7,2,2,1,0,0,0,0,0
Bandipore,1,9,0,78,9,3,17,22,13,33,8,34,49,37,37,42,32,60,98,106,88,67,180,161,203,271,248,283,308,478,375,513,495,318,290,243,141,137,119,86,46,54,50,20,18,21,40,35,13,19,11,19,17,15,8,10,4,0,2,4,4,2,0,13,0,6,0,0,4,0,8,0,0,9
Sabar Kantha,24,472,0,2,0,0,0,0,3,0,4,4,2,7,10,6,6,21,33,51,74,122,153,235,362,543,740,869,995,1060,1132,987,1087,875,746,654,535,332,286,141,137,59,57,37,31,21,28,32,27,15,7,9,6,8,9,6,2,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,137,286,485,532,549,522,521,537,467,436,380,330,279,223,207,201,192,163,138,119,132,120,129,108,70,88,64,59,45,35,23,27,21,17,15,14,22,24,22,29,27,20,26,14,15
Mandla,23,454,0,191,17,14,32,27,35,47,35,60,60,73,79,91,122,146,156,159,125,223,310,322,408,512,557,613,646,566,539,440,347,256,176,143,104,76,32,16,22,10,9,13,0,4,6,0,4,4,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Faizabad,9,177,0,1,0,0,0,0,0,0,0,0,2,1,2,1,3,1,10,16,26,32,69,90,142,203,302,450,592,839,1019,1049,1144,1123,964,826,619,525,419,325,254,169,141,126,104,81,63,105,38,48,36,32,28,30,23,20,13,15,15,17,17,17,16,14,16,14,16,9,11,8,5,4,2,0
Champhai,15,284,0,32,3,11,7,9,7,11,26,28,51,47,56,109,126,169,262,370,532,696,1019,1361,1746,1983,1842,1623,1081,647,325,175,87,53,28,25,25,9,13,9,4,9,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,28,4,3,9,3,4,12,9,21,10,32,21,28,31,46,62,60,76,93,162,167,281,433,727,1093,1540,2034,2346,2280,2041,1514,1170,772,592,482,362,293,249,224,191,144,125,92,84,56,56,47,29,32,30,20,26,13,13,11,10,19,12,10,10,9,7,4,0,0,0,0,0,0,0,0
Purba Medinipur,19,345,0,10,1,0,0,1,1,3,3,2,1,4,6,16,17,13,33,31,73,104,138,220,333,371,508,626,857,918,985,1003,1078,1207,1041,1020,955,704,711,530,488,326,238,190,193,135,156,129,77,53,53,42,44,49,30,30,26,20,13,31,22,21,14,24,18,15,22,13,22,19,11,19,7,103
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,10,23,29,54,38,54,51,62,46,61,57,65,71,62,58,56,82,57,56,54,67,48,48,44,43,52,44,56,568
Ganjam,21,388,0,33,5,5,2,1,4,18,6,12,36,25,38,54,100,153,243,409,660,947,1366,1831,2349,2598,2887,2821,2828,2516,2089,1707,1301,1125,966,781,682,583,511,419,424,296,293,208,189,173,130,133,94,91,93,54,54,42,41,39,30,38,24,26,13,27,17,20,18,12,5,14,3,10,6,7,3,43
Jhansi,9,166,0,193,15,27,39,35,42,52,49,56,70,91,120,124,164,223,233,309,376,481,599,734,880,996,1080,1246,1454,1497,1576,1517,1397,1208,923,780,568,482,353,267,259,229,163,165,110,89,89,94,68,69,63,53,48,30,36,39,27,34,35,25,19,19,13,19,18,17,5,5,8,2,1,0,0,0
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,42,176,393,660,961,1067,1060,1039,1041,1118,1013,995,795,701,636,505,416,365,301,251,199,195,143,138,99,91,95,66,52,71,68,42,42,34,35,30,37,38,41,35,19,13,14,6,4,5,32
Bankura,19,339,0,4,0,0,0,0,0,1,0,1,2,1,2,4,2,1,4,5,17,20,41,69,93,161,264,457,793,1107,1517,2002,2331,2395,2445,2285,2149,1981,1645,1417,1237,987,841,717,637,450,414,318,207,192,161,133,132,79,73,63,70,54,28,29,46,14,27,18,23,11,21,16,11,7,5,2,2,5
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,73,134,263,396,514,585,603,584,415,352,246,161,114,113,91,88,74,69,45,44,44,46,26,24,17,23,22,21,18,12,14,9,12,9,17,11,5,3,6,5,3,0,1,0
Dhaulpur,8,106,0,13,0,4,3,2,1,9,6,8,8,13,20,36,42,67,76,120,187,292,374,455,590,634,779,780,688,666,694,679,709,679,653,628,590,533,481,417,330,307,222,170,119,109,68,45,45,26,27,23,15,22,11,16,12,13,10,11,3,12,9,9,9,4,1,6,0,3,4,1,0,0
Bageshwar,5,63,0,2,0,1,1,1,1,4,1,2,2,5,5,7,9,10,16,27,61,66,135,182,261,386,603,888,1216,1393,1461,1189,950,617,412,227,174,88,73,30,33,13,4,0,6,6,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,133,20,19,24,34,25,45,58,71,64,101,162,184,273,400,473,713,1007,1289,1702,2232,2714,3204,3306,3639,3652,3510,3354,3378,2929,2438,1863,1545,1092,786,596,474,367,261,278,194,167,167,124,141,103,74,88,51,58,41,59,54,31,28,34,21,29,34,19,21,32,20,29,22,24,16,13,6,3,7
Mau,9,192,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,4,7,7,8,25,26,34,45,65,95,115,160,193,190,218,252,312,378,426,488,539,612,516,498,438,348,293,185,192,155,114,122,82,57,44,46,35,43,17,20,20,15,20,10,10,10,11,8,11,6,3,8,7,2,5,10
Vadodara,24,486,0,10,0,0,2,1,3,0,7,6,5,14,18,29,23,36,62,63,81,96,209,299,307,487,452,579,754,728,748,759,665,811,860,780,684,553,482,370,437,361,368,276,235,248,163,151,127,103,100,86,87,97,56,60,47,28,38,32,23,21,32,28,41,24,34,28,26,19,11,3,7,69
Kolhapur,27,530,0,58,4,9,11,16,10,20,27,27,54,38,78,65,110,171,210,205,356,541,657,842,1114,1291,1571,1762,1827,1880,1813,1608,1594,1252,1046,803,616,436,325,214,169,175,138,106,110,101,82,92,88,59,54,59,45,30,29,23,35,46,32,26,36,26,30,31,22,10,19,13,7,6,3,3,2,0
Araria,10,209,0,8,3,3,1,1,2,5,1,1,6,10,8,13,17,35,40,40,46,118,126,167,228,248,349,432,518,627,793,951,1083,1047,1041,1028,857,629,518,399,272,163,142,91,77,27,25,26,15,15,13,15,6,7,4,0,2,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Phek,13,266,0,0,0,0,0,0,0,0,1,0,0,3,4,4,27,33,85,165,285,518,940,1372,1603,1561,1138,553,252,152,91,77,55,40,31,32,22,12,12,15,11,10,4,4,4,1,5,2,4,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,188,28,35,51,41,86,105,135,152,209,210,292,358,457,545,735,796,998,1043,1157,1068,954,977,847,645,607,461,415,324,363,232,227,235,199,151,125,129,92,69,72,71,74,56,48,44,28,23,17,21,16,1,2,16,9,14,7,3,8,0,2,0,0,2,5,0,0,0,0,0,0,0
Perambalur,33,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,17,28,39,85,168,210,278,235,198,197,170,136,125,115,98,69,63,53,54,37,42,38,29,31,8,21,11,0,7,5,2,8,1,5,2,7,8,1,0,0,1,4,0,0,5,0,0,0,0,1
Mandsaur,23,433,0,8,0,1,0,8,5,7,24,9,6,24,29,46,42,74,78,110,147,185,294,306,403,447,539,408,407,321,267,196,167,138,104,52,75,58,55,54,39,40,45,30,35,29,10,19,18,4,8,2,17,6,0,3,0,2,0,8,1,0,0,0,1,3,2,2,0,2,2,0,0,0
Gwalior,23,421,0,66,15,8,20,20,14,17,32,22,40,56,60,74,103,138,168,200,248,270,404,403,489,515,625,771,912,1202,1483,1650,1808,1849,1530,1401,1073,802,744,560,444,403,340,293,272,228,198,156,130,92,80,77,68,61,60,50,39,45,34,35,41,42,51,51,36,34,33,17,18,15,9,7,5,1
Guntur,28,548,0,9,0,3,2,7,5,6,6,2,7,16,13,21,6,20,43,54,67,71,115,168,198,264,354,405,569,631,680,780,799,884,962,812,689,625,458,469,322,252,201,184,135,123,109,102,85,58,63,63,33,38,22,31,16,21,26,17,29,15,5,8,4,9,1,7,6,5,6,1,0,1
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Saran (chhapra),10,219,0,0,0,0,1,0,0,0,2,0,1,2,4,4,0,7,19,25,35,64,106,155,239,384,552,730,809,921,936,817,796,740,638,616,525,425,375,306,269,239,220,148,148,106,68,69,67,53,34,20,24,12,14,18,13,7,7,2,2,4,1,2,5,0,1,1,0,0,0,0,0,0
Darjiling,19,327,0,0,0,0,0,0,0,0,1,0,0,1,0,1,7,7,19,25,37,88,105,193,264,397,584,789,1069,1178,1348,1282,1210,1053,896,634,565,425,311,262,203,154,143,102,115,98,85,79,59,52,65,51,42,42,52,28,21,32,30,20,23,18,10,28,13,16,17,4,8,6,4,9,7,3
Chittoor,28,554,0,49,8,3,8,10,7,19,28,18,24,29,50,55,67,64,95,144,154,222,290,320,509,649,897,1282,1602,2188,2767,3234,3477,3549,3298,2871,2432,2242,1848,1650,1507,1208,1185,953,733,689,553,463,405,334,276,234,251,185,177,121,99,104,78,72,58,54,38,36,42,35,32,29,22,26,16,12,6,50
Guna,23,458,0,113,11,18,34,36,51,54,72,100,165,165,231,309,434,617,696,857,1110,1275,1395,1525,1387,1277,1202,1105,950,888,744,630,545,451,365,335,349,325,218,213,155,165,129,105,79,92,62,69,36,64,37,41,13,27,15,33,35,3,7,20,12,12,5,12,5,4,4,5,1,7,0,0,1,9
Banka,10,225,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,9,7,11,32,49,79,119,243,344,591,818,1033,1153,1214,1207,1080,883,852,752,647,520,420,312,261,237,183,137,134,82,84,58,36,25,29,12,10,8,10,2,4,5,8,6,0,2,0,1,1,2,0,0,0,0,0,0,0
Chamoli,5,57,0,10,2,7,1,3,4,2,2,5,5,12,10,18,14,17,27,46,67,98,129,231,338,615,995,1844,3413,5892,7684,5761,2847,1738,1235,960,744,502,347,204,170,95,91,66,32,31,25,21,7,10,12,10,12,8,4,1,0,0,5,4,3,1,1,2,1,0,0,0,0,0,0,0,0,0
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,61,257,697,1276,1901,1935,1977,1852,1558,1301,1031,770,628,488,437,352,324,259,216,186,159,119,117,88,92,75,60,59,61,52,33,35,32,31,19,26,17,22,16,12,18,10,0,1,1,0,0
Sagar,23,427,0,3,0,0,0,4,2,0,12,0,16,11,14,17,10,41,37,92,118,195,286,403,626,849,1288,1644,2107,2565,2602,2591,2274,1789,1543,1376,1128,941,887,704,722,623,485,532,375,375,283,253,222,213,163,140,106,117,77,103,108,55,78,64,29,46,35,35,16,15,17,14,15,21,8,13,8,45
