,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,35,53,86,152,261,358,400,438,436,423,393,357,297,270,257,256,228,184,164,120,125,89,100,73,64,51,48,45,36,33,29,23,19,19,9,8,10,4,4,14,6,16
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,15,42,75,81,91,63,86,104,130,145,175,172,228,294,266,286,301,294,264,258,244,214,222,193,151,156,161,135,109,97,75,90,86,89,67,83,58,52,33,38,26,35,23,20,18,17,14,7,4,22
Mirzapur,9,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,23,44,82,201,415,706,1049,1351,1424,1223,1081,1001,1070,970,905,882,863,779,730,635,576,532,497,447,373,318,287,215,226,208,141,117,107,73,64,48,47,28,32,29,17,13,19,10,18,10,8,5,17,7,8,14,12,8,13,23
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,30,94,186,291,487,703,784,1070,1302,1380,1457,1405,1301,1137,872,633,456,347,209,177,131,90,90,83,56,46,40,28,26,20,15,19,18,14,8,7,4,4,10,7,1,2,8,3,4,0,0,0,0
Bikaner,8,101,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,44,110,325,832,1963,4529,9066,14454,18840,18585,14223,10419,8022,6463,5448,4406,3567,2763,2184,1759,1342,1064,920,720,616,522,493,422,404,336,280,245,220,216,214,171,155,149,135,101,100,99,74,69,60,54,38,50,46,47,28,40,29,42,28,26,94
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,24,24,14,12,23,23,17,28,22,21,22,27,23,39,39,46,34,37,39,586
Tiruvannamalai,33,606,0,20,4,3,5,0,5,2,12,6,21,23,48,42,54,79,113,170,251,294,428,497,484,477,472,483,543,644,780,966,1203,1408,1523,1659,1594,1622,1448,1377,1177,1073,905,724,559,460,353,293,181,147,126,88,69,52,61,35,36,29,17,21,12,9,20,14,18,15,3,8,6,5,8,2,3,20
Udupi,29,569,0,502,33,47,77,100,75,124,128,166,174,211,211,253,325,344,445,619,676,771,848,900,872,802,728,652,483,452,392,382,390,268,237,244,176,171,150,128,116,73,66,68,52,40,30,41,41,26,30,27,11,26,19,15,15,11,18,3,7,7,5,3,0,6,2,0,1,0,0,0,0,9
Bellary,29,565,0,76,12,14,20,16,29,29,45,54,61,70,100,114,191,219,274,359,458,625,832,967,1293,1470,1616,1813,1814,1803,1876,1759,1630,1459,1335,1187,1121,964,852,807,757,643,580,517,450,420,402,352,302,273,279,224,240,232,186,209,170,152,141,112,99,84,94,79,76,57,55,46,33,39,45,38,28,188
Agra,9,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,35,98,184,277,361,414,504,561,675,789,885,823,863,862,823,847,758,808,741,748,636,607,548,491,436,373,300,285,226,182,177,155,140,132,122,121,79,73,68,71,41,54,47,42,40,50,46,47,50,446
Jamui,10,238,0,0,0,0,1,0,0,0,3,1,1,8,14,17,42,84,164,301,492,739,1093,1408,1449,1519,1435,1097,856,600,415,352,273,190,192,155,100,93,71,63,48,28,25,22,22,10,13,8,12,7,4,5,6,4,6,0,6,4,3,3,5,2,3,2,0,0,0,0,0,0,0,0,0,0
Harda,23,448,0,0,0,0,0,3,2,3,4,6,18,26,42,66,145,192,317,460,573,690,610,498,382,398,384,446,518,576,672,765,773,739,714,586,545,528,397,329,246,202,198,172,132,124,123,90,107,77,59,45,53,40,50,47,26,30,28,21,12,28,11,7,9,16,8,7,0,7,0,2,2,16
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,58,81,122,195,402,614,641,614,518,471,479,471,448,421,400,408,373,315,258,239,287,233,208,190,184,178,142,121,112,78,84,64,82,52,66,53,46,45,43,27,24,17,13
Gondiya,27,507,0,0,0,0,0,4,0,2,6,7,16,18,37,64,97,177,265,469,716,1054,1335,1651,1632,1662,1342,1269,1203,1169,1068,1027,944,846,777,671,600,509,439,374,341,270,257,217,183,130,125,107,72,47,47,40,21,30,30,28,27,14,23,10,20,8,14,11,4,5,3,5,5,3,4,1,3,22
Hailakandi,18,318,0,1,0,0,0,1,1,0,3,3,4,6,7,9,22,19,18,37,38,81,111,167,232,288,407,472,563,595,622,560,412,326,264,172,139,73,80,43,27,15,11,10,1,2,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churachandpur,14,274,0,143,13,24,31,47,41,50,61,69,86,133,149,166,238,345,460,631,898,1079,1496,1885,2193,2273,2208,1831,1286,796,522,312,176,97,58,32,23,21,13,13,12,16,9,10,8,6,6,9,6,7,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,22,59,97,167,217,276,303,301,357,385,423,537,564,561,528,485,461,465,467,435,370,370,310,310,316,260,227,190,180,193,139,129,148,132,91,91,96,78,78,83,62,60,76,73,76,50,61,70,55,42,54,56,286
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,7,28,79,105,129,182,158,148,125,99,121,136,124,145,169,164,189,149,164,170,148,141,118,95,90,66,79,66,56,47,44,35,30,25,22,18,24,15,11,15,23,16,11,15,8,18,14,17,23,69
Sonbhadra,9,200,0,0,0,0,0,0,0,0,1,4,5,15,18,36,67,146,265,486,822,1241,1794,2257,2441,2349,2070,1669,1608,1488,1405,1254,1034,909,797,662,662,556,557,410,371,277,240,209,172,137,118,94,69,81,75,62,76,62,31,45,51,52,55,48,37,35,40,44,49,40,43,36,30,38,29,21,25,101
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,12,16,32,56,107,187,269,421,671,976,1221,1508,1640,1617,1630,1612,1436,1332,1186,1114,1043,929,861,820,799,665,651,611,564,525,443,408,327,287,238,221,174,147,132,113,72,70,51,43,26,35,28,31,19,25,19,22,24,19,18,12,41
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,41,72,159,311,542,772,763,732,667,588,503,413,410,356,301,250,283,239,208,203,187,138,123,108,89,64,57,42,24,18,21,25,10,8,8,11,8,6,8,3,7,2,4
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,1,0,0,1,2,8,10,22,55,137,220,313,471,621,708,769,871,984,1135,1284,1213,1212,1115,1004,958,845,762,770,764,671,565,592,612,498,436,454,382,340,282,253,225,175,147,122,97,81,58,54,48,33,28,24,17,13,15,12,11,12,12,8,8,8,7
Shimla,2,33,0,2,1,0,3,2,5,5,5,13,26,36,74,131,247,348,605,957,1475,1835,2185,2490,2444,2268,1873,1543,1238,896,676,495,373,300,275,179,142,114,102,81,68,68,48,49,48,28,25,27,22,32,34,20,22,15,15,14,14,12,11,8,9,8,7,5,5,6,3,5,1,1,1,3,1,1
South 24 Parganas,19,343,0,236,32,20,31,42,45,39,55,74,90,96,128,131,176,206,190,273,274,370,431,469,472,539,609,517,628,593,665,693,671,713,809,771,794,823,903,925,847,789,630,573,483,462,374,334,299,229,237,152,181,157,136,113,126,86,97,86,75,97,82,74,60,67,56,50,38,36,36,36,50,265
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,50,182,369,692,971,1283,1526,1663,1726,1616,1409,1194,987,735,566,429,294,196,121,84,65,58,56,29,29,29,27,19,21,14,12,6,9,14,9,7,8,9,8,2,3,4,5,3,2,2,3,1
Jaintia Hills,17,299,0,206,15,24,31,28,25,13,28,53,70,45,101,77,117,128,138,209,267,291,423,495,657,875,856,892,878,772,732,639,525,439,355,293,205,176,135,72,89,55,36,39,25,37,23,12,2,19,13,10,4,3,8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,29,111,268,444,584,640,630,620,540,510,503,406,395,310,293,200,164,126,95,95,107,96,64,69,59,49,59,38,35,29,25,23,17,29,19,19,15,13,15,13,9,8,5,17
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,27,46,113,201,305,528,872,1309,1851,1918,1715,1451,1160,1013,769,690,569,523,451,403,336,339,291,269,243,225,211,187,167,153,115,106,82,79,81,65,70,49,49,38,38,25,26,24,20,26,16,19,13,35
Mandi,2,27,0,1,0,0,1,1,1,1,3,7,9,11,26,43,63,135,255,395,570,903,1274,1441,1597,1557,1389,1228,1051,1010,793,803,675,548,447,346,309,288,200,172,136,136,102,88,91,67,70,58,51,48,39,35,26,16,7,16,13,14,6,12,9,6,3,2,2,2,2,2,6,1,2,0,3,7
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,40,35,51,47,56,71,82,93,131,111,126,147,131,137,131,153,166,166,160,150,138,115,123,87,84,72,70,61,60,62,60,61,55,45,64,52,59,349
Hoshangabad,23,449,0,1,0,1,1,1,1,6,3,13,16,36,76,116,228,378,599,943,1272,1528,1651,1443,1217,985,974,969,985,954,992,1104,1159,1040,1046,1003,1029,982,857,681,609,568,463,394,373,327,257,202,235,173,159,158,113,109,109,80,64,63,56,43,46,41,48,35,36,32,9,19,29,13,15,12,12,18
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,44,95,280,450,572,606,650,679,933,1161,1252,1214,1253,1064,915,752,635,514,419,295,270,211,176,178,122,145,105,85,76,66,85,77,48,47,51,51,26,36,33,27,26,19,19,23,8,7,9,14,3,1,11
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,25,94,239,687,1656,3526,6065,8531,10048,9905,9262,8039,6931,5903,4827,4188,3441,2894,2467,2001,1702,1325,1159,962,871,710,628,523,469,360,345,302,240,231,205,195,160,133,126,114,102,101,76,73,52,73,74,47,67,67,64,65,51,45,382
Anuppur,23,461,0,0,0,0,0,0,0,2,1,3,3,5,18,38,72,139,260,502,760,936,1076,1088,954,891,787,782,799,762,694,699,601,583,551,447,359,370,291,244,216,172,155,141,128,119,88,99,79,68,62,37,44,45,44,34,32,33,24,31,15,21,18,14,18,11,9,18,10,5,5,3,3,9
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,5,5,3,3,3,3,6,5,11,18,23,23,40,26,18,11,12,8,17,12,15,9,9,12,6,13,11,6,7,280
Thiruvarur,33,619,0,39,5,6,8,10,13,12,17,19,18,21,30,29,43,33,31,35,36,49,39,50,69,116,145,235,370,459,511,593,713,705,679,719,670,490,473,365,269,235,188,121,94,90,80,55,41,36,32,26,26,15,18,13,11,13,11,9,7,8,5,9,4,6,6,3,0,0,0,0,1,5
Uttara Kannada,29,563,0,1579,213,256,318,401,464,545,617,757,876,1024,1266,1448,1727,1835,2080,2320,2406,2564,2484,2291,2173,1880,1566,1287,993,790,650,545,442,386,315,262,253,184,176,138,116,123,90,78,77,70,48,60,45,50,41,35,26,27,37,39,38,28,20,14,17,17,10,22,12,11,10,7,6,1,7,3,2,7
Bandipore,1,9,0,0,0,0,0,1,0,0,0,1,0,6,2,9,21,28,42,79,179,286,468,639,882,1125,1379,1482,1542,1235,673,270,91,63,59,66,50,49,51,48,56,44,33,22,32,12,21,13,16,8,12,7,4,6,5,2,6,4,5,5,7,2,3,2,2,1,5,2,2,2,1,1,2,4
Sabar Kantha,24,472,0,0,0,0,1,0,1,2,1,1,2,3,4,13,26,40,89,130,178,289,447,590,711,858,1144,1449,1796,2064,2150,2319,2133,1958,1857,1683,1542,1352,1252,1095,935,828,649,536,444,384,275,238,210,151,114,109,72,65,76,50,51,46,33,25,14,21,13,14,17,13,11,6,1,0,1,0,0,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,196,410,537,449,459,521,525,439,424,408,356,337,275,233,216,204,190,148,148,141,126,123,108,113,93,91,67,76,44,56,34,24,29,18,17,18,27,19,20,22,17,28,54
Mandla,23,454,0,15,6,4,11,8,17,33,46,44,120,147,221,354,629,871,1340,1875,2488,2902,2986,2843,2437,2162,1628,1397,1224,1040,905,799,712,601,532,370,349,287,227,196,185,114,136,90,70,78,72,44,42,21,25,19,15,17,21,7,8,15,10,5,5,6,8,4,1,1,2,3,2,0,0,2,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,10,21,63,126,264,439,665,905,1099,1211,1215,1048,980,837,619,449,380,323,260,192,133,139,102,111,78,70,45,64,55,30,29,28,24,24,26,23,18,10,15,15,14,13,15,15,15,16,11,11,13,12,7,9
Champhai,15,284,0,85,13,14,19,26,23,24,34,49,59,66,99,132,181,236,343,425,590,742,977,1292,1453,1683,1564,1414,1119,787,462,265,166,63,44,24,21,12,12,12,7,3,10,1,2,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,45,96,276,584,1103,1562,1769,1881,1901,1781,1451,1297,999,823,678,550,474,447,377,320,302,248,205,183,147,150,105,85,86,64,52,51,35,23,30,31,22,27,21,19,15,11,20,13,13,4,12,6,5,4,3,5,9
Purba Medinipur,19,345,0,17,0,1,2,1,1,0,2,3,10,7,11,11,11,17,12,22,23,29,42,65,65,101,163,237,414,574,781,1152,1369,1461,1591,1609,1434,1192,987,761,614,455,322,243,208,198,150,115,90,87,78,64,39,34,37,36,39,37,28,40,26,22,19,20,26,20,23,24,21,9,14,10,11,107
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,9,20,33,53,47,54,59,59,50,55,78,72,72,60,66,63,55,58,49,49,54,52,48,53,42,703
Ganjam,21,388,0,243,43,57,59,117,105,168,208,247,345,444,601,737,880,1086,1296,1329,1613,1601,1763,1734,1765,1751,1631,1624,1516,1372,1303,1195,1063,1015,878,792,697,602,534,446,437,416,348,306,249,217,193,144,131,124,96,77,74,46,32,36,29,50,30,29,24,17,16,18,13,15,14,11,10,4,4,9,12,23
Jhansi,9,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,22,54,107,220,427,712,1026,1344,1506,1436,1447,1393,1243,1073,908,783,765,700,727,640,566,596,574,506,455,371,349,276,280,247,212,168,178,155,102,90,73,76,64,74,49,44,64,45,42,42,41,34,38,35,26,22,27,27,47
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,27,95,246,417,698,902,940,1013,886,904,876,851,776,777,734,691,572,489,444,357,337,290,244,175,170,120,108,102,87,72,92,87,48,39,59,47,38,33,31,28,27,35,30,39,32,30,91
Bankura,19,339,0,0,0,0,0,0,0,0,0,1,1,1,1,3,7,9,22,28,62,107,205,299,553,795,1237,1611,1999,2196,2335,2368,2255,2052,1880,1619,1333,1156,949,675,634,583,520,479,392,306,269,271,197,148,134,108,81,84,66,57,48,27,31,22,9,13,14,12,9,10,10,13,26,12,4,11,7,17
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,31,62,187,265,445,512,495,511,473,375,312,228,202,176,127,93,98,70,80,74,59,43,50,35,29,32,33,23,15,17,16,23,15,11,15,14,15,13,15,8,10,9,2,2
Dhaulpur,8,106,0,0,0,0,0,0,0,0,0,1,1,1,2,2,13,13,45,58,121,210,313,530,626,602,579,554,506,561,527,455,454,503,507,585,586,545,539,510,530,413,404,375,369,292,234,218,156,125,101,72,44,36,39,38,18,14,19,17,17,15,11,10,12,12,7,8,6,8,4,8,6,19
Bageshwar,5,63,0,5,0,0,1,0,0,1,2,3,4,10,10,23,48,66,157,235,349,510,586,716,802,858,820,695,556,469,439,417,354,356,287,224,232,211,163,142,110,108,62,57,74,47,38,41,35,33,22,19,9,6,7,1,1,2,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,221,41,38,49,65,72,90,136,148,163,257,331,448,534,733,899,1203,1448,1734,2081,2414,2734,2862,2937,2904,3076,2928,2968,2800,2680,2448,2111,1923,1584,1339,1072,881,801,620,506,401,356,336,305,254,232,192,177,141,132,118,114,63,81,65,55,52,57,50,55,28,40,30,38,35,32,27,21,33,25,140
Mau,9,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,18,31,56,71,77,95,89,104,138,176,273,381,460,582,669,671,601,507,473,350,297,282,193,159,135,121,80,81,75,50,37,26,26,21,15,14,24,17,11,5,4,6,8,3,10,14,7,5,15
Vadodara,24,486,0,0,1,1,3,2,1,1,5,7,4,5,15,22,42,52,74,78,110,106,120,187,206,328,563,974,1358,1663,1916,1934,1866,1729,1560,1559,1415,1409,1223,1187,1059,1096,965,925,800,686,599,525,503,414,325,308,241,212,186,163,159,124,130,102,95,97,105,74,77,78,69,63,64,68,57,79,74,405
Kolhapur,27,530,0,85,15,19,16,28,35,35,71,87,107,174,215,248,349,473,687,876,1039,1263,1525,1606,1744,1647,1649,1481,1515,1439,1395,1354,1290,1106,994,887,825,741,665,572,462,414,352,296,258,232,201,187,147,132,123,102,106,81,71,58,63,57,58,52,47,46,43,36,33,35,30,30,26,37,18,13,16,20
Araria,10,209,0,4,0,0,0,1,0,0,1,0,2,4,8,13,15,38,44,75,126,238,348,629,921,1147,1321,1312,1208,948,717,619,539,480,342,282,215,219,154,119,100,84,58,45,31,21,31,10,9,17,16,9,8,14,8,4,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phek,13,266,0,56,5,12,12,22,15,34,32,49,53,80,105,122,155,246,313,465,517,698,800,868,853,793,716,597,379,323,199,144,97,58,33,20,29,20,22,12,5,7,6,2,4,5,5,3,4,4,5,4,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,23,57,135,276,466,722,995,1185,1350,1495,1455,1414,1295,1146,967,895,848,744,651,648,584,516,398,393,305,310,239,214,194,146,125,91,106,67,58,39,34,27,34,26,26,17,18,16,18,24,15,10,4,7,11,5,7,4,12
Perambalur,33,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,17,38,94,159,221,353,397,461,456,527,544,520,485,410,384,340,282,261,202,195,149,105,102,79,54,46,40,37,29,31,16,23,13,12,10,17,10,5,4,7,5,9,5,3,1,2,1,1,1,0,1
Mandsaur,23,433,0,2,2,0,1,2,3,4,1,2,10,10,24,26,37,86,136,154,242,316,419,569,804,1123,1427,1766,1842,1751,1665,1428,1192,1080,973,889,793,711,671,574,553,519,432,420,318,286,264,238,192,145,125,107,82,79,53,45,32,40,29,24,20,22,18,17,11,10,3,5,8,5,6,5,5,17
Gwalior,23,421,0,0,0,0,0,0,0,0,0,0,0,2,3,4,9,23,49,107,179,311,479,696,825,928,955,902,854,839,875,834,884,997,966,893,798,802,814,734,707,595,577,569,523,519,414,359,322,317,308,240,214,184,170,165,133,134,111,91,84,68,76,51,58,62,44,47,46,51,39,42,51,200
Guntur,28,548,0,7,2,5,4,7,4,4,9,6,10,32,21,21,54,87,128,236,296,450,620,764,1141,1429,1820,2201,2864,3266,3595,3673,3358,2938,2551,2007,1630,1429,1247,1085,963,899,819,678,666,582,522,438,377,352,340,309,285,246,241,163,146,124,114,95,72,66,66,46,54,42,37,24,33,24,19,13,18,34
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,3,2,5,4,13,5,16,23,32,37,53,57,270
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,10,34,78,135,194,307,531,752,1017,1183,1150,975,929,735,604,502,417,382,328,270,239,162,146,112,96,86,65,72,50,46,30,22,29,18,20,12,9,13,9,9,6,4,2,1,2,1,0,0,0,0,0,0
Darjiling,19,327,0,63,14,12,20,15,16,22,24,26,32,76,73,95,120,175,205,257,318,379,454,434,586,667,691,812,798,796,794,791,747,643,523,466,410,326,273,244,172,172,134,138,144,107,109,83,112,81,90,84,77,73,56,67,43,21,26,25,17,21,20,25,15,16,3,5,9,1,0,0,0,0
Chittoor,28,554,0,41,4,11,17,20,25,23,40,52,77,108,171,248,349,505,774,1069,1380,1858,2325,2932,3462,3611,3858,3584,3369,3215,2824,2669,2398,2359,2178,1967,1745,1649,1537,1244,1195,1080,909,813,702,636,502,469,406,348,268,240,161,177,140,95,132,87,84,71,73,53,53,45,55,30,30,29,23,25,13,25,19,91
Guna,23,458,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,28,53,95,153,259,365,598,850,1134,1391,1638,1763,1694,1676,1574,1603,1433,1311,1197,1080,970,934,829,665,629,563,459,444,332,300,255,191,193,156,160,110,88,71,78,50,35,35,34,29,42,29,29,19,25,31,14,23,11,15,11,10,49
Banka,10,225,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,11,20,49,89,201,335,649,948,1243,1361,1296,1193,1038,982,836,737,557,491,438,311,259,168,159,103,57,51,20,25,18,10,6,6,7,8,2,4,2,3,2,2,3,1,2,0,4,0,1,1,0,1,0,0,0,0,0,0,0
Chamoli,5,57,0,11,0,5,3,1,8,6,4,10,26,32,61,93,202,345,529,842,1255,1730,2158,2587,2898,3203,3475,3605,3311,2418,1348,785,551,502,483,453,389,373,307,307,211,215,170,136,92,95,78,61,41,39,34,14,18,15,19,15,12,14,6,8,8,7,3,8,3,7,6,7,5,9,4,2,1,7
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,26,73,242,537,918,1355,1467,1410,1378,1367,1289,1203,1025,900,766,609,537,503,402,352,311,257,227,222,165,137,127,93,80,66,79,58,44,43,46,48,43,32,34,33,24,17,22,25,23,26,8,12,1,2
