,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Hailakandi,18,318,0,14,0,5,2,4,12,15,17,35,42,53,76,114,172,185,293,367,392,412,367,337,237,207,198,162,147,131,150,157,151,152,186,155,152,118,112,117,65,49,57,33,31,27,27,21,15,16,9,15,9,4,3,10,2,5,3,8,6,6,4,1,2,2,2,0,0,0,0,0,0,0
Churachandpur,14,274,0,358,49,85,114,141,179,233,336,399,567,674,973,1281,1571,1897,1928,2073,1882,1481,1121,624,385,250,182,169,130,117,73,68,48,53,36,44,31,23,23,17,20,12,13,23,18,8,12,9,12,15,10,16,8,12,3,4,7,7,7,3,3,2,3,0,0,0,0,0,1,0,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,15,12,30,71,106,163,211,309,416,459,460,516,453,478,497,503,497,506,489,476,379,326,329,309,293,251,231,250,218,159,185,149,138,130,122,110,109,85,85,92,83,67,70,67,61,45,51,50,44,58,61,47,52,60,489
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,34,77,144,213,194,143,103,128,133,129,144,152,133,162,179,156,160,133,112,119,116,101,82,83,72,65,55,43,54,43,44,32,29,27,21,21,23,25,19,21,16,17,23,15,145
Sonbhadra,9,200,0,0,0,0,0,0,0,0,0,0,5,1,4,8,25,72,171,311,673,1139,1837,2616,2977,2677,2297,1728,1396,1144,986,1028,855,789,718,679,657,573,496,495,439,359,301,253,191,163,139,144,119,84,103,92,52,67,64,62,50,50,43,53,41,65,47,43,50,56,48,41,47,36,34,24,36,168
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,9,31,65,135,228,474,709,1118,1299,1427,1553,1634,1747,1800,1772,1670,1564,1344,1221,1042,973,802,663,629,559,503,414,347,271,255,203,162,121,123,95,86,54,51,50,45,26,40,31,24,23,22,14,19,19,18,11,11,11,40
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,24,77,140,181,237,377,533,639,638,693,555,486,404,460,344,309,287,280,263,246,234,191,194,152,153,120,103,74,70,62,48,33,30,18,16,17,10,12,9,7,12,34
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,6,24,62,155,254,437,548,708,834,939,985,1060,1213,1226,1173,1178,1059,981,928,856,812,780,708,629,621,584,497,445,405,381,313,265,244,232,174,121,126,93,76,66,47,40,38,34,21,35,12,10,15,7,17,12,12,51
Shimla,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,55,189,420,1049,2049,3021,3428,3277,2592,1761,1274,923,727,591,447,306,279,225,197,188,123,109,116,89,77,69,64,57,34,36,33,26,30,26,21,13,26,23,16,13,16,9,12,8,9,6,4,4,8,1,1,7
South 24 Parganas,19,343,0,115,21,33,43,47,55,66,102,110,156,190,228,274,325,312,369,332,340,341,338,330,338,295,304,302,322,347,354,349,398,404,434,480,497,548,567,621,652,659,750,671,713,711,718,734,745,711,629,652,531,517,454,418,384,280,262,234,217,164,140,119,102,86,78,79,75,82,70,73,57,695
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,42,130,231,357,509,610,845,949,1060,1195,1254,1275,1304,1249,1116,973,885,657,524,319,266,187,104,77,72,64,26,35,25,23,26,20,17,11,14,9,7,8,11,7,7,2,8,37
Jaintia Hills,17,299,0,8,0,2,0,7,7,15,22,25,49,70,95,153,247,375,630,896,1175,1474,1598,1587,1370,1051,822,697,479,425,318,280,272,253,191,194,180,149,180,163,137,124,118,97,105,95,75,77,59,66,58,45,57,43,32,33,35,21,16,15,16,12,11,10,11,8,5,12,5,4,4,1,4,7
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,152,318,421,456,515,515,524,467,434,422,437,367,330,295,268,235,203,206,154,122,127,84,76,90,61,46,36,42,32,23,31,14,19,27,26,23,11,25,16,98
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,21,86,137,201,337,598,953,1325,1576,1532,1432,1230,1163,1008,876,750,596,526,513,438,385,340,357,275,254,263,267,189,197,178,165,150,109,128,101,73,74,73,50,39,44,33,20,31,20,195
Mandi,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,12,41,124,390,917,1641,2124,2212,1875,1664,1377,1148,959,785,612,480,378,307,248,226,167,141,95,104,89,61,54,62,64,42,36,41,29,21,12,11,12,8,11,7,7,8,3,2,3,2,3,1,3,1,2,5
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,36,36,31,52,61,98,102,102,114,137,121,106,141,124,116,136,123,132,120,126,123,109,109,115,78,77,100,74,73,53,61,72,759
Hoshangabad,23,449,0,1,3,3,3,1,3,13,18,14,34,79,117,180,276,435,642,916,1175,1404,1428,1206,1048,839,751,763,814,874,887,929,1042,983,1167,1204,1288,1197,1116,938,887,738,602,518,420,336,300,243,208,170,147,143,100,73,71,55,46,45,25,39,29,26,20,24,21,15,17,13,15,22,13,9,5,24
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,48,206,494,789,709,735,821,922,979,1057,969,990,873,802,757,671,646,524,460,412,322,262,212,161,154,105,105,79,69,50,56,43,47,35,35,22,23,33,15,25,12,15,9,13,7,70
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,31,102,303,802,1802,3198,4503,5654,6187,6723,7214,7295,6891,6627,6153,5527,4791,4146,3531,3033,2665,2192,1855,1518,1302,1116,944,823,631,603,479,420,332,311,273,277,233,200,158,159,136,139,115,127,116,84,81,76,52,69,67,54,55,61,587
Anuppur,23,461,0,2,1,0,1,3,2,2,7,7,21,41,60,107,159,294,372,674,879,1023,1120,991,900,750,691,629,585,571,606,540,503,461,429,362,391,331,320,304,232,221,190,175,165,146,122,119,112,79,80,71,54,60,58,60,44,50,31,28,31,36,28,23,23,28,20,12,19,11,12,11,9,28
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,3,4,5,2,7,20,8,23,32,38,21,15,21,11,19,22,14,12,11,5,5,8,13,11,7,285
Thiruvarur,33,619,0,6,1,6,3,5,7,4,8,7,8,17,18,28,30,57,49,45,66,73,76,71,88,96,138,152,226,320,423,509,613,700,696,692,682,589,514,459,391,279,208,177,156,100,76,72,63,41,55,25,21,26,18,22,16,7,3,9,12,8,5,7,7,1,6,3,1,4,2,1,2,6
Uttara Kannada,29,563,0,151,31,32,53,82,97,141,175,278,383,531,767,942,1413,1747,2398,3038,3529,3902,3878,3582,2986,2260,1762,1317,1057,841,693,603,513,436,353,280,267,206,181,184,136,126,112,101,77,63,63,48,44,49,45,41,31,34,24,26,41,34,21,25,14,20,13,26,12,9,12,9,7,4,3,5,4,4
Bandipore,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16,41,119,298,582,1036,1217,1353,1555,1851,1608,677,207,93,73,76,62,40,36,34,17,27,20,18,15,11,11,8,8,6,4,4,5,2,3,5,1,2,7,3,3,0,1,3,1,2,4,1,2,1,1
Sabar Kantha,24,472,0,0,0,0,0,0,1,0,0,1,2,4,5,21,29,75,136,188,279,442,611,823,1111,1432,1910,2260,2585,2623,2465,2269,2098,1848,1530,1372,1157,927,798,601,513,410,308,289,235,216,154,125,119,99,71,69,56,54,39,43,25,28,23,16,14,17,14,9,7,10,6,5,3,0,1,0,1,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,129,222,329,431,451,460,483,487,448,403,375,336,286,250,227,224,169,167,155,131,150,122,112,123,119,108,98,101,73,99,72,58,57,48,32,21,27,28,15,217
Mandla,23,454,0,40,6,12,16,21,20,38,59,83,179,229,389,595,828,1246,1715,2252,2732,2885,3017,2776,2298,1929,1628,1270,1031,862,752,645,554,432,380,323,240,195,178,148,134,116,95,60,80,61,43,42,33,25,12,19,15,15,15,7,9,5,9,8,6,6,6,5,3,4,4,2,3,1,2,2,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,15,20,46,84,102,179,314,391,478,628,723,881,996,1066,1035,884,790,654,534,455,341,251,189,149,124,108,99,78,68,68,48,64,49,35,37,27,22,22,21,13,16,10,13,12,17,12,10,20,100
Champhai,15,284,0,517,90,129,140,182,231,311,383,429,599,684,941,1094,1237,1278,1391,1207,999,719,489,281,182,152,98,95,68,60,62,50,39,34,27,24,21,11,13,11,13,4,9,7,9,4,4,1,1,5,0,1,0,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,19,52,170,418,728,1067,1438,1570,1590,1591,1484,1340,1116,1048,834,713,653,554,482,480,400,367,300,297,232,200,180,137,127,118,106,78,75,68,48,44,31,26,24,19,19,9,19,10,11,13,6,9,6,14,11,77
Purba Medinipur,19,345,0,1,0,0,0,0,0,1,2,3,1,1,1,2,1,6,10,16,12,24,23,47,57,72,78,109,140,157,156,238,265,347,436,516,566,710,856,949,1090,1083,1132,1192,1065,1070,931,742,658,494,400,266,270,208,163,112,96,75,64,51,39,44,46,32,32,41,27,26,28,19,32,16,18,182
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,8,9,11,21,23,34,40,54,42,58,37,54,48,51,73,52,68,58,64,66,55,52,50,39,951
Ganjam,21,388,0,968,142,226,235,302,343,448,639,716,888,1099,1353,1635,1886,2038,2221,2262,2163,1939,1812,1593,1435,1256,1041,945,775,692,613,601,499,403,362,293,258,223,190,183,138,113,119,107,82,75,71,63,47,40,30,36,25,21,18,25,26,10,10,15,7,11,7,14,5,5,11,4,7,4,8,6,2,4
Jhansi,9,166,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,6,17,49,112,216,433,763,1194,1446,1482,1542,1349,1176,1130,1044,948,809,786,682,653,609,587,554,470,447,418,365,331,293,278,253,220,200,152,147,127,110,98,86,79,75,63,54,67,57,50,48,39,34,40,27,33,28,31,24,33,169
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,106,181,300,466,610,727,755,774,795,783,786,820,794,692,625,620,590,478,515,440,380,375,306,250,241,177,184,135,141,109,116,79,75,51,53,62,46,50,38,32,35,347
Bankura,19,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,11,38,58,109,203,317,467,691,845,1096,1399,1604,1747,1868,2013,1884,1806,1777,1673,1435,1352,1163,999,856,762,707,579,445,392,333,247,206,172,174,135,124,100,89,69,49,68,34,23,41,30,19,17,10,9,16,21,16,17,11,42
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,54,118,173,278,401,367,402,392,320,346,308,277,281,231,201,203,148,133,88,67,75,47,50,35,36,31,22,16,16,15,18,21,16,13,16,20,17,60
Dhaulpur,8,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,17,41,89,189,367,498,573,542,468,374,395,452,423,452,441,453,544,584,595,569,675,607,574,544,513,434,383,322,279,218,189,138,103,77,75,47,43,30,23,15,21,19,16,17,13,10,15,15,15,10,7,8,11,5,59
Bageshwar,5,63,0,0,1,0,1,0,0,0,1,0,1,1,4,3,8,9,16,27,54,108,242,428,645,895,1068,1135,1017,842,778,597,453,400,346,250,192,189,136,117,117,76,74,59,54,34,39,39,19,11,15,12,11,8,6,6,2,4,1,5,0,1,1,3,2,0,1,2,0,0,0,0,0,0
Belgaum,29,555,0,3,1,0,0,4,7,3,7,10,17,23,38,61,129,180,285,471,731,1064,1570,2085,2665,3288,3536,3672,3808,3523,3346,3099,2893,2705,2382,2180,1840,1548,1358,1127,909,762,591,522,463,370,334,269,246,247,189,153,153,122,92,95,85,72,64,55,68,50,46,42,34,32,31,29,31,32,29,28,30,159
Mau,9,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,40,24,49,45,45,52,56,79,79,130,162,248,307,394,459,536,644,617,610,556,458,350,271,235,204,137,133,94,68,65,47,44,41,33,26,18,26,17,22,11,12,16,10,11,5,9,60
Vadodara,24,486,0,2,1,2,0,1,3,6,7,6,11,14,20,40,29,84,122,166,214,260,422,627,896,1093,1456,1711,1938,2154,2133,2097,1781,1642,1392,1230,1089,1030,888,806,704,661,556,529,425,386,356,325,284,255,207,170,185,185,171,166,126,126,106,116,82,83,73,74,70,54,54,46,61,65,71,69,66,373
Kolhapur,27,530,0,256,52,58,61,86,113,138,164,229,273,329,427,524,726,811,898,1047,1105,1211,1282,1289,1394,1439,1393,1308,1312,1261,1172,1046,1087,1031,875,776,743,654,629,577,444,408,404,340,269,269,242,203,175,148,121,133,119,95,83,93,71,75,60,45,48,55,44,51,46,38,38,37,31,35,28,17,14,58
Araria,10,209,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,7,18,74,120,217,430,643,878,1016,1062,986,861,713,605,519,449,447,360,356,327,289,290,251,237,188,209,149,132,118,92,96,57,60,39,38,27,34,27,14,13,17,13,7,7,9,11,7,10,4,5,3,5,4,6,4,1,2
Phek,13,266,0,101,19,18,33,37,48,66,105,126,181,261,385,498,712,892,943,971,852,701,509,325,209,151,88,98,74,65,52,53,47,38,27,31,28,28,19,24,19,14,11,9,8,10,7,7,3,4,3,1,3,1,2,2,1,3,2,1,2,0,0,2,0,0,0,1,0,0,0,0,1,0
Ashoknagar,23,459,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,13,15,60,107,194,412,658,881,1111,1246,1361,1475,1494,1411,1373,1251,1138,1010,959,796,678,586,488,428,341,249,222,161,148,108,61,59,73,39,33,29,20,22,19,16,18,7,7,13,4,5,13,8,5,7,8,4,5,4,2,5,13
Perambalur,33,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,9,12,27,49,105,198,260,394,442,445,518,540,541,504,477,438,369,310,264,254,182,157,124,104,83,69,56,45,32,30,25,17,19,13,12,9,9,7,3,4,5,7,2,9,6,3,2,1,0,0,2,0
Mandsaur,23,433,0,0,0,0,0,1,0,0,1,1,1,3,3,5,10,18,22,58,114,177,284,395,491,561,607,763,1128,1446,1794,2028,2142,2041,1746,1533,1361,1092,904,697,605,496,402,353,265,209,172,169,131,92,77,78,49,45,37,35,27,24,30,23,19,12,9,14,11,7,6,4,2,3,11,4,3,20
Gwalior,23,421,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,7,13,54,105,227,392,593,844,946,941,912,868,988,1023,1018,1092,1049,965,1008,899,830,768,715,698,608,565,542,443,436,382,360,295,308,240,231,185,187,142,151,103,113,70,68,78,62,59,54,61,33,45,35,33,36,29,30,21,364
Guntur,28,548,0,13,4,1,2,3,7,8,10,22,39,31,60,86,107,164,230,320,433,613,765,1027,1264,1640,2076,2556,3065,3418,3471,3181,2743,2377,1954,1800,1563,1331,1298,1135,1045,949,895,722,662,592,498,491,439,397,325,284,249,214,189,164,149,131,107,92,61,61,52,47,36,31,29,37,21,37,30,16,12,27
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,4,5,6,5,18,22,42,25,397
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,34,52,101,158,212,305,424,499,543,594,674,673,664,697,647,631,583,521,470,431,378,361,355,281,229,211,154,131,115,103,79,78,55,47,43,33,30,18,19,13,22,22,14,8,13,16,7,10,29
Darjiling,19,327,0,0,0,0,4,2,1,2,4,4,15,16,18,25,71,105,143,238,333,444,494,577,596,649,658,691,669,686,697,703,615,599,514,484,434,361,353,279,296,243,229,164,174,145,160,129,125,129,118,98,95,81,68,57,49,51,57,70,49,47,31,28,26,21,23,9,16,16,10,7,14,73
Chittoor,28,554,0,22,4,5,6,3,17,16,14,32,36,68,82,132,225,316,453,682,1081,1629,2185,2844,3437,3655,3827,3712,3583,3387,3107,2926,2711,2462,2364,2086,1909,1784,1558,1436,1234,1077,939,840,723,549,530,437,377,317,255,200,205,153,144,131,109,92,85,79,57,52,49,47,45,39,38,24,20,19,24,17,9,77
Guna,23,458,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,9,37,89,152,330,543,696,942,1087,1294,1364,1504,1524,1573,1732,1700,1809,1676,1472,1300,1153,986,845,677,575,481,377,310,231,200,130,131,111,105,70,54,46,50,43,38,50,32,27,22,24,18,17,16,21,28,12,13,15,12,10,61
Banka,10,225,0,0,0,0,0,0,0,0,1,0,6,4,9,30,47,106,155,286,450,679,868,951,918,903,833,727,731,667,597,556,532,468,460,402,353,318,242,237,222,162,120,119,90,94,94,70,35,38,36,19,12,14,12,9,6,7,4,3,2,2,3,1,1,3,2,2,0,0,2,0,0,0
Chamoli,5,57,0,3,0,0,1,0,0,0,1,1,0,1,3,2,5,14,10,36,79,180,366,713,1272,2161,2898,3513,3902,4251,4509,3678,2472,1334,713,502,432,425,402,376,322,302,238,180,141,132,104,93,59,48,48,25,25,21,17,14,18,14,12,12,7,8,7,15,7,5,10,6,7,7,7,1,4,12
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,118,239,377,405,541,708,993,1097,1059,1160,1194,1071,929,857,748,718,693,528,511,532,501,472,395,369,311,292,253,233,204,156,137,91,98,96,86,67,39,46,36,32,33,19,199
