,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Sagar,23,427,0,0,0,0,0,0,0,0,0,0,0,2,3,13,21,55,82,203,397,558,875,1144,1270,1576,1817,2072,2178,2258,2263,2422,2396,2442,2432,2320,2167,1892,1673,1476,1335,1177,1037,861,665,625,492,389,318,284,250,226,168,138,126,116,113,84,75,66,57,53,55,50,22,37,31,28,22,25,18,9,19,59
Azamgarh,9,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,26,48,81,133,169,288,448,679,1009,1260,1420,1507,1570,1558,1403,1237,1122,916,797,725,514,465,356,241,183,147,113,91,90,60,56,48,42,30,22,30,23,21,16,9,12,15,9,11,10,4,7,10,57
Kurnool,28,552,0,56,6,32,26,27,42,46,62,92,175,207,339,477,654,1004,1456,2024,2661,3456,4470,5106,5538,5736,5625,4883,4467,3503,2956,2345,1847,1594,1343,1272,1036,938,872,800,769,658,621,595,552,488,423,387,333,343,279,256,235,173,171,141,119,94,85,72,62,47,49,28,30,44,27,27,21,19,20,10,14,39
The Nilgiris,33,611,0,89,14,19,23,33,33,31,32,48,72,89,130,147,201,247,320,387,404,432,490,495,525,511,485,425,447,447,424,409,377,346,294,277,220,193,174,153,136,125,101,82,69,61,64,36,42,32,28,40,20,17,10,11,14,8,6,8,8,5,6,13,6,9,3,8,8,6,3,1,2,4
Coimbatore,33,632,0,13,1,2,3,4,3,1,8,6,5,21,20,25,23,40,52,91,98,145,229,277,362,450,485,477,464,538,595,577,624,625,714,857,975,932,957,997,860,761,666,567,481,447,390,345,283,234,220,193,225,216,178,151,162,183,135,116,78,84,68,61,43,40,38,39,35,43,28,15,10,4
Nalanda,10,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,26,57,85,97,95,93,118,194,323,406,427,438,429,450,452,447,439,450,462,475,442,428,432,419,324,273,276,247,245,172,158,136,128,107,80,63,53,47,32,39,28,34,32,18,18,22,11,18,17,16,8,10,34
Godda,20,351,0,0,0,0,0,0,1,1,1,5,5,6,23,40,58,122,138,260,368,462,517,519,502,467,453,431,443,405,405,430,422,383,377,351,312,259,248,228,195,187,144,109,95,59,59,63,44,40,30,25,25,19,20,21,11,19,12,13,12,12,11,9,11,6,9,5,2,3,1,6,3,3
Chikmagalur,29,570,0,140,42,39,55,78,98,122,154,219,281,367,536,638,875,1038,1252,1524,1721,1713,1810,1789,1798,1744,1729,1506,1344,1152,966,793,657,552,514,382,306,262,205,198,166,134,119,99,68,64,71,49,44,39,32,29,23,23,19,25,16,12,17,11,18,13,11,10,9,10,11,9,4,5,10,4,6,24
Kanpur Nagar,9,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,24,79,113,192,272,349,499,633,711,762,750,661,692,621,543,557,527,427,423,376,319,290,205,205,150,165,133,133,142,111,108,94,103,74,93,53,61,58,53,57,47,34,43,27,40,35,18,23,33,764
Farrukhabad,9,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,21,33,106,206,334,344,454,436,464,496,549,548,614,578,530,526,493,454,373,351,306,319,200,191,144,100,85,73,58,51,39,32,33,32,14,13,12,22,18,18,13,11,18,8,10,12,14,14,7,9,10,6,60
South Goa,30,586,0,10,3,1,2,8,2,7,12,10,12,29,28,47,60,63,102,145,187,254,302,391,366,412,396,334,288,299,247,280,215,251,225,199,185,172,141,127,139,114,132,157,133,135,123,129,127,115,122,94,89,112,64,86,46,51,32,25,38,26,20,26,21,19,24,22,13,14,21,11,9,30
Varanasi,9,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14,29,53,73,126,185,267,309,351,312,383,410,446,423,480,387,349,294,208,130,144,122,106,99,69,77,45,52,42,45,43,39,42,38,39,40,27,25,37,21,34,478
Kolar,29,581,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,3,6,7,15,22,34,65,107,169,200,209,266,366,460,609,787,960,1042,1077,1190,1127,1090,1039,898,761,688,549,465,401,282,231,185,143,146,114,93,81,46,50,50,40,25,32,33,20,30,28,20,17,18,17,20,15,17,16,11,74
Uttar Dinajpur,19,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,14,55,102,150,283,350,511,672,755,875,945,983,1020,928,912,903,778,648,588,517,396,336,279,237,165,140,113,112,104,83,70,43,46,45,43,35,31,24,11,8,11,10,6,9,8,5,8,22
Mon,13,261,0,8,2,3,2,5,6,6,9,5,15,37,66,114,153,245,449,584,878,1027,1160,999,742,491,278,206,131,110,78,78,48,46,35,33,31,32,25,15,15,13,7,10,9,4,8,6,10,7,0,2,4,2,0,1,1,2,4,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0
Madurai,33,623,0,4,2,1,0,0,2,1,1,2,3,5,5,13,13,10,24,30,46,76,112,143,231,281,369,465,535,655,780,940,950,1024,1023,948,834,826,659,546,505,391,317,277,226,209,175,151,139,115,105,93,84,77,63,62,49,41,49,33,35,32,26,30,31,19,22,20,14,17,11,29,18,74
Mahamaya Nagar,9,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,97,142,217,284,265,344,304,312,310,328,309,293,357,375,400,386,367,332,339,318,275,250,244,200,139,147,116,95,68,58,52,51,30,30,16,21,16,7,11,11,10,62
Sirohi,8,117,0,0,0,0,0,0,0,0,0,0,0,1,3,10,23,39,77,149,294,630,971,1409,1861,2130,1954,1803,1578,1395,1221,1075,939,726,634,490,424,378,315,265,222,205,191,159,145,127,116,76,87,57,63,62,50,45,38,49,32,36,27,21,21,24,28,27,27,18,15,15,15,10,20,7,3,14
Auraiya,9,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,31,86,140,195,229,265,303,374,395,463,473,499,519,503,536,506,473,419,381,310,270,220,230,169,175,123,103,76,75,68,56,47,39,29,20,20,21,18,10,12,13,11,8,10,12,10,66
Jagatsinghapur,21,380,0,4,0,0,1,0,1,2,1,4,5,7,6,15,25,29,19,31,51,60,77,92,101,121,156,169,212,269,288,315,295,311,372,350,339,402,349,343,343,286,253,224,192,140,149,99,96,92,63,71,51,41,40,35,16,28,23,22,13,21,18,20,16,25,19,21,14,19,26,24,16,106
Upper Siang,12,252,0,18,2,3,4,10,7,13,16,28,57,64,110,193,312,536,829,1349,2122,3013,3957,4370,4328,3324,2335,1546,1044,727,365,145,48,28,10,9,8,6,6,3,5,6,4,3,6,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulbarga,29,579,0,0,0,0,0,0,0,0,0,1,3,2,6,4,12,29,54,137,248,474,802,1236,2000,2736,3638,4036,3904,3558,3044,2436,2117,1790,1486,1318,1089,995,964,835,713,679,622,586,473,451,426,372,361,303,250,220,191,187,162,131,124,99,91,86,63,66,49,57,49,40,43,32,42,27,33,23,25,161
Umaria,23,431,0,0,0,1,0,0,0,2,2,0,2,2,18,24,57,125,214,414,656,1152,1493,1817,1809,1684,1455,1176,1093,955,822,751,599,563,483,398,345,289,273,227,187,156,144,104,92,89,59,49,35,46,21,21,20,22,14,12,11,11,10,8,11,11,11,14,6,8,4,8,5,7,2,3,1,13
Jaipur,8,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,53,112,289,536,809,1108,1235,1209,1238,1170,1205,1174,1217,1205,1258,1304,1334,1469,1525,1587,1708,1857,1986,2105,2133,2003,1933,1817,1690,1573,1364,1197,1003,893,713,595,511,463,365,302,331,252,235,228,177,158,183,141,129,121,1554
Pithoragarh,5,62,0,5,0,0,0,0,1,0,4,1,0,0,4,4,5,9,21,36,123,213,447,898,1570,2247,3115,3909,4480,4545,3663,2398,1361,865,600,505,393,328,311,275,200,177,135,112,83,69,63,48,40,32,32,30,29,18,22,15,8,5,2,4,6,6,6,13,13,8,5,5,6,1,7,4,3,26
Reasi,1,20,0,5,1,0,0,0,0,0,0,2,2,0,3,1,4,0,1,5,4,2,5,25,70,223,600,1136,1303,1158,913,698,631,542,515,467,376,313,298,253,197,167,136,124,92,69,67,57,60,54,29,43,28,35,38,23,19,21,11,22,7,6,10,11,5,4,8,2,2,1,2,2,1,18
Kohima,13,270,0,23,0,9,4,5,11,8,38,32,49,65,128,157,234,334,476,639,682,722,643,473,329,229,188,136,98,102,69,55,56,36,53,39,30,28,24,28,27,32,24,22,24,18,14,17,9,13,15,13,15,8,6,10,4,2,12,8,4,5,4,7,5,3,3,4,1,1,3,1,1,0
Sirmaur,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,20,71,219,514,850,1189,1457,1512,1426,1106,914,638,511,358,285,238,204,168,115,134,101,102,99,86,68,75,65,60,61,55,54,46,35,39,26,24,21,21,17,22,14,8,14,7,8,12,3,8,7,8,23
Saharsa,10,214,0,0,0,0,0,0,0,0,0,0,3,6,2,10,22,34,47,95,155,233,324,388,423,437,346,328,315,320,275,260,303,255,231,250,233,224,179,199,182,150,152,145,135,123,114,103,95,78,68,43,42,25,30,17,15,14,6,10,5,3,5,8,4,2,3,5,5,4,7,5,6,29
West,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,5,6,6,5,7,5,8,7,493
Malappuram,32,592,0,55,12,10,15,15,23,23,36,37,54,49,78,100,154,170,211,308,362,443,516,633,719,801,906,971,1009,943,903,850,847,727,592,452,372,266,224,132,118,73,65,53,50,38,32,13,18,19,14,7,4,4,5,4,2,1,0,0,3,1,0,1,1,0,1,0,2,0,0,0,1,0
Viluppuram,33,607,0,1,0,0,0,0,1,2,1,0,3,1,5,6,6,9,21,18,34,66,107,154,233,329,453,538,656,837,1109,1271,1622,1883,2089,2111,2012,1912,1793,1628,1474,1175,1068,860,704,574,508,397,310,265,233,186,147,137,107,88,62,53,41,49,36,35,31,22,17,19,16,15,8,6,4,2,2,1
Tapi,24,493,0,3,0,2,1,1,8,0,7,14,25,34,50,79,114,175,282,343,505,606,671,666,617,500,458,451,420,456,524,579,623,586,612,596,603,479,427,351,257,239,202,185,124,143,108,88,72,55,48,41,24,29,19,12,25,14,10,14,6,7,5,6,3,3,0,1,1,1,0,1,3,1
West Godavari,28,546,0,53,12,11,22,18,30,38,48,63,75,99,139,169,250,317,388,503,603,761,953,1093,1280,1396,1532,1628,1645,1679,1701,1776,1669,1615,1477,1309,1205,1003,879,763,689,568,474,414,351,307,265,208,177,155,130,102,111,76,70,58,33,39,37,23,30,22,26,20,15,9,13,15,4,2,1,0,0,0
Madhepura,10,213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,15,23,47,94,146,242,345,440,487,551,489,453,394,405,365,318,305,330,285,266,236,209,191,191,175,174,149,152,122,98,79,71,53,47,34,34,29,18,17,12,9,9,8,7,3,5,3,5,2,5,0,2,4,3,2,9
Saraikela-kharsawan,20,369,0,5,0,2,1,2,7,10,9,15,21,37,50,56,96,156,206,252,315,325,384,384,412,387,338,362,335,349,405,412,435,435,507,465,447,435,372,305,333,242,244,219,178,148,152,120,115,117,89,95,74,63,70,51,38,41,31,31,25,32,20,16,22,13,12,24,16,12,20,11,21,123
Tiruppur,33,633,0,46,4,6,12,17,14,11,14,29,26,23,42,46,42,51,89,99,121,128,180,171,181,196,179,207,262,363,644,870,1095,1163,1289,1483,1491,1390,1244,1091,912,863,686,593,507,455,442,364,299,285,247,195,166,133,120,72,81,64,56,51,51,48,35,39,19,29,21,18,9,11,13,9,13,38
Mayurbhanj,21,376,0,670,123,143,199,226,347,401,477,603,727,837,1008,1185,1240,1454,1503,1493,1427,1342,1439,1448,1440,1595,1689,1772,1763,1746,1938,1796,1683,1647,1514,1364,1213,1023,816,668,529,431,293,277,210,207,154,135,105,99,65,46,48,54,41,33,30,22,30,17,19,17,16,11,10,7,5,10,9,14,9,5,5,4
Barnala,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,47,118,355,592,658,631,546,446,403,356,282,223,220,225,201,161,153,144,140,112,134,103,93,75,67,75,52,54,28,29,22,14,11,21,15,7,11,7,10,53
Dakshin Bastar Dantewada,22,416,0,1410,294,283,404,501,599,787,937,1164,1469,1770,2121,2539,2790,2869,2890,2656,2232,1851,1432,1059,820,663,527,438,347,308,241,215,178,142,121,76,81,70,69,52,67,55,50,47,32,44,40,29,27,26,25,15,23,19,20,21,22,17,17,9,13,15,17,12,11,11,10,12,12,10,5,9,7,20
Budaun,9,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,23,39,114,254,444,675,787,993,1151,1361,1455,1553,1580,1581,1533,1340,1247,1079,1012,847,676,616,477,401,304,279,190,169,152,93,75,74,67,45,41,52,37,29,27,22,17,17,24,24,19,14,9,9,13,16,4,56
Ukhrul,14,279,0,158,39,74,80,105,173,227,387,493,715,1063,1298,1766,2174,2532,2347,2135,1526,912,464,215,134,102,83,65,58,55,48,39,41,31,25,22,15,17,17,13,10,8,7,2,4,3,6,3,1,1,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krishnagiri,33,631,0,13,2,2,3,4,5,13,10,15,29,29,53,67,80,149,189,266,325,440,508,525,537,600,718,771,874,903,1018,1123,1233,1247,1316,1204,1090,970,786,633,556,441,352,281,265,190,175,159,147,127,115,84,78,51,51,35,41,34,38,25,29,27,19,19,14,14,28,14,11,5,10,6,6,3
Hugli,19,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,11,15,42,104,166,261,332,399,447,545,618,685,815,793,825,853,738,740,677,604,475,436,355,306,290,244,209,162,130,101,106,84,73,70,82,60,52,51,47,49,55,65,72,58,58,66,271
Hanumangarh,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,28,113,446,1324,3185,5200,6363,5829,4746,3668,2797,2068,1564,1233,1001,851,737,580,548,454,375,328,315,299,223,225,175,144,115,114,90,63,63,40,53,35,34,31,23,13,18,17,23,18,19,14,18,9,18,11,33
Muzaffarpur,10,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,39,77,180,305,479,630,672,720,781,679,706,703,709,646,698,600,544,560,504,522,500,452,398,328,281,228,200,168,116,92,75,60,73,32,45,40,22,19,21,16,10,19,12,8,20,10,13,12,13,12,15,154
Giridih,20,349,0,1,0,0,0,0,0,1,2,2,3,8,34,46,75,156,252,408,686,947,1232,1461,1571,1622,1440,1319,1104,940,853,784,747,660,574,518,541,438,431,364,373,289,267,253,201,182,152,153,125,99,80,66,55,50,44,30,36,27,39,36,24,29,25,18,18,13,12,19,22,21,10,7,13,60
Khunti,20,365,0,18,5,12,15,10,11,29,33,52,73,97,189,221,357,425,569,724,868,864,914,860,809,733,637,523,472,382,326,264,224,180,133,103,88,95,77,59,50,36,25,32,21,13,15,13,15,18,8,15,6,15,11,9,4,10,6,1,1,2,4,5,5,5,3,1,1,0,0,1,2,4
Jammu,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,48,100,149,155,202,233,253,260,291,266,255,282,299,262,299,305,293,307,305,272,287,263,287,307,302,257,291,281,268,217,203,191,180,149,139,135,102,96,75,66,59,49,513
Koch Bihar,19,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,16,34,48,60,94,111,164,267,352,396,451,477,568,685,815,992,1074,1158,1237,1265,1042,971,730,518,377,273,190,146,104,95,86,73,64,49,38,33,30,29,31,20,12,11,14,10,8,2,2,3,3,4,0,7
Sultanpur,9,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,40,73,164,271,454,585,865,1121,1349,1515,1577,1633,1481,1414,1312,1179,957,782,675,505,377,281,229,181,139,95,64,66,55,44,34,31,12,21,13,21,11,10,17,13,11,11,13,15,7,7,36
Janjgir-champa,22,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,12,20,29,40,32,58,101,151,176,225,416,608,816,888,902,919,953,883,893,780,722,772,699,613,606,508,513,472,410,368,320,271,244,214,173,147,126,103,105,81,53,38,45,23,29,24,24,16,11,16,84
Jharsuguda,21,371,0,0,0,0,0,0,0,0,0,0,1,1,5,7,7,15,34,62,80,122,139,183,271,265,328,390,429,408,400,397,392,397,380,360,319,302,229,258,248,236,210,169,176,160,135,102,85,91,86,77,67,90,71,73,98,52,78,63,66,41,54,49,47,33,38,25,30,23,27,23,23,126
Lower Dibang Valley,12,258,0,26,10,12,11,28,27,42,72,108,183,237,408,595,928,1392,1997,2546,3178,3633,3421,2618,1578,1001,699,526,330,132,57,23,12,15,10,7,9,8,6,12,8,4,3,2,2,5,4,3,2,5,2,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,3,0,0,0
Debagarh,21,373,0,77,14,17,22,32,45,42,81,98,154,207,300,354,488,640,770,905,1014,970,969,834,662,567,481,406,373,284,206,195,149,119,98,87,78,45,47,51,43,31,38,17,14,13,6,9,6,6,7,2,5,1,2,4,2,2,0,3,0,5,5,0,0,3,1,2,1,0,1,0,0,1
Udham Singh Nagar,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,31,68,110,177,167,154,117,107,128,152,177,226,280,317,252,233,264,263,270,340,381,430,456,529,568,554,547,531,582,505,440,413,362,291,269,238,209,164,177,131,139,105,81,70,64,58,57,52,47,345
Murshidabad,19,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,14,28,77,122,168,263,348,371,430,571,660,803,875,922,921,955,1128,1099,1139,1134,1150,1085,1030,1036,920,873,793,721,641,503,482,379,270,252,198,146,140,95,77,84,68,50,46,46,38,39,35,28,27,24,27,22,21,20,90
Ludhiana,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,47,208,473,721,918,928,993,957,873,849,799,783,732,631,629,564,514,505,454,433,334,338,281,273,233,197,177,162,134,107,84,86,89,71,78,69,62,57,881
Dimapur,13,265,0,0,0,0,0,0,0,1,0,2,1,1,4,6,17,31,46,62,121,189,224,256,256,199,205,157,135,115,89,96,77,68,91,75,67,72,62,51,37,40,27,48,37,26,33,30,34,33,31,28,23,29,18,31,16,24,32,36,20,24,29,29,23,25,22,18,10,6,5,7,1,5
Y.s.r.,28,551,0,98,23,33,47,63,72,84,117,154,254,304,491,684,984,1427,2084,2763,3544,4345,4665,4959,4547,4144,3538,2965,2502,2182,1919,1655,1493,1340,1195,1096,975,839,734,648,542,447,379,331,280,257,228,179,156,134,117,110,97,78,76,68,72,48,39,32,41,25,27,33,21,21,29,19,18,15,15,9,2,10
Bilaspur,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,40,140,226,279,366,468,492,560,530,454,436,328,242,214,166,121,70,56,38,27,27,20,24,18,16,14,14,12,7,8,11,7,6,3,11,8,4,2,0,1,1,3,1,2,6
Aurangabad,27,515,0,6,4,1,0,9,2,6,5,11,21,31,30,77,114,179,231,413,554,844,1091,1480,1845,2151,2511,2803,2970,2814,2744,2432,2191,2089,1773,1537,1271,1084,1012,836,686,621,553,482,422,386,332,283,219,205,211,157,149,117,100,111,71,75,66,58,53,45,52,48,44,52,40,51,46,38,33,57,43,197
North,11,241,0,17,4,3,3,2,7,11,11,15,22,35,46,75,119,202,290,447,714,865,1140,1372,1548,1887,2458,2862,2405,1439,516,168,92,82,57,47,35,22,24,23,17,16,9,8,8,9,14,3,11,16,4,6,9,2,9,11,5,6,5,4,5,1,1,1,0,3,1,0,0,0,0,0,0,0
Kabeerdham,22,407,0,1,0,0,1,1,6,5,13,17,24,43,73,127,195,288,439,621,772,861,865,830,705,692,530,458,380,348,339,327,354,374,473,535,559,667,662,599,550,532,497,467,384,335,339,282,300,236,236,194,144,120,99,104,79,65,46,35,18,22,16,9,5,9,5,3,1,4,3,4,2,2
Barpeta,18,303,0,0,0,0,0,0,0,1,0,0,0,0,5,3,8,24,48,109,197,361,459,563,547,476,396,352,386,381,444,449,505,505,594,530,506,459,404,317,268,244,177,143,92,75,64,52,39,33,26,28,22,12,6,11,5,5,6,6,4,3,3,5,3,0,0,2,0,0,0,0,0,0
Banswara,8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,24,53,95,155,306,432,624,824,970,1086,1141,1199,1222,1189,1123,1198,1208,1119,1056,970,847,640,521,393,303,229,139,103,80,72,48,34,38,34,15,22,15,19,15,21,14,12,9,10,3,7,4,11,10,15,11,5,10,9,20
Rudraprayag,5,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,13,18,47,160,271,548,820,893,837,792,685,509,389,252,222,193,167,191,162,172,156,151,162,138,129,107,86,76,50,36,34,26,16,10,9,3,2,1,4,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
Erode,33,610,0,35,9,9,5,8,5,18,27,33,44,55,89,99,141,231,295,414,564,745,933,1039,1133,1056,863,770,629,485,376,304,304,303,453,711,1033,1342,1326,1371,1182,987,758,611,490,357,322,272,194,158,140,112,92,100,78,71,71,65,47,43,29,36,30,23,24,19,8,10,8,7,15,6,3,1
Nagpur,27,505,0,2,0,0,1,5,1,2,9,11,15,31,65,86,154,241,324,496,728,908,1146,1275,1340,1547,1778,2000,2172,2182,2188,2060,2036,1854,1700,1644,1522,1370,1227,1056,959,841,750,668,526,522,453,371,362,339,311,299,259,217,192,222,169,160,149,131,132,113,129,88,101,99,84,84,70,65,64,66,55,535
Gopalganj,10,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,21,44,90,160,235,388,545,639,693,687,691,709,678,572,494,451,407,333,281,229,181,120,98,96,59,53,28,22,20,18,20,13,13,7,3,6,1,2,4,5,3,3,3,2,1,2,1,4,1,1,4
Haveri,29,564,0,0,0,0,0,0,1,0,0,0,0,2,2,5,10,9,31,62,108,164,292,484,696,1006,1349,1581,1575,1676,1431,1219,1017,867,791,621,565,541,406,378,367,321,307,268,247,236,196,160,155,129,92,96,68,60,38,45,50,23,28,24,18,23,17,13,12,15,11,11,7,11,8,8,13,23
Puducherry,34,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,9,11,18,17,28,26,30,28,43,39,48,49,51,44,60,35,63,47,53,53,53,49,40,21,28,31,22,21,28,31,16,13,14,9,11,64
Amreli,24,480,0,1,1,2,1,3,4,5,8,10,13,23,35,53,73,109,142,231,296,441,623,795,966,1247,1436,1826,2244,2590,2922,2892,2554,2100,1690,1413,1094,886,769,623,557,460,419,357,303,261,228,196,144,141,112,125,87,84,51,64,52,49,45,52,28,38,27,19,16,13,18,11,16,7,8,10,3,31
Lahul & Spiti,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,46,178,611,2014,4591,8035,11402,13663,13412,8615,2569,446,77,27,15,12,8,7,4,8,2,6,3,0,1,2,1,0,3,0,4,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
Jorhat,18,312,0,1,0,0,0,1,2,4,4,4,5,20,23,24,59,96,173,259,416,562,760,805,775,667,587,523,507,448,513,482,506,496,470,494,457,413,432,350,342,273,219,178,152,156,135,91,85,81,49,55,33,32,36,29,31,23,24,18,15,16,14,13,12,11,4,3,7,3,3,1,0,0
Chhatarpur,23,425,0,0,0,0,0,0,0,0,0,0,1,1,2,6,22,41,79,173,351,575,1009,1481,1906,2157,2219,2102,1943,1900,1887,1932,2027,1933,1807,1557,1326,1170,1098,992,864,762,664,581,549,476,430,349,331,268,217,186,153,124,132,95,73,47,65,55,46,24,42,21,19,11,14,16,9,14,9,7,11,32
Osmanabad,27,525,0,0,1,0,0,0,0,0,0,0,2,1,3,2,5,17,43,63,171,335,656,1013,1680,2315,2694,2995,2927,2536,2178,1794,1480,1293,1029,910,762,722,591,512,443,419,305,293,274,207,184,173,143,128,111,96,68,78,62,51,42,46,34,28,22,15,19,17,20,9,4,4,4,1,2,1,1,0
Udhampur,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,10,20,71,215,401,718,912,965,776,652,642,549,439,491,370,381,369,361,364,378,353,343,278,212,179,132,101,92,69,45,48,45,50,26,35,23,25,21,28,17,17,35,14,14,17,17,20,10,4,8,34
Chandrapur,27,509,0,13,9,4,5,19,15,27,39,55,122,156,218,368,591,788,1177,1563,1952,2457,2603,2869,3022,2926,2723,2514,2342,2120,1694,1599,1505,1434,1214,1077,1025,911,754,709,653,526,525,382,386,322,322,283,230,240,193,168,163,150,122,112,99,83,78,69,66,57,56,73,49,50,34,42,40,47,32,25,24,69
Mandya,29,573,0,2,0,0,0,0,0,1,0,2,5,3,1,8,5,8,19,34,40,78,91,121,173,304,438,605,711,882,1077,1234,1418,1388,1453,1456,1278,1108,961,855,699,632,498,476,384,312,261,205,153,145,109,98,92,49,56,50,52,33,37,37,20,29,21,23,24,17,21,16,12,8,11,7,9,45
South Garo Hills,17,295,0,5,0,0,4,0,6,14,15,20,30,48,87,142,232,385,502,609,783,845,725,596,466,366,300,261,207,200,199,182,133,147,140,118,91,101,71,60,68,59,46,37,32,29,27,17,17,17,22,10,9,5,4,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahibzada Ajit Singh Nagar,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,57,83,87,67,51,60,74,116,198,206,269,263,227,208,230,231,216,199,203,185,175,154,144,132,109,111,99,93,74,60,65,61,54,39,47,48,40,52,378
Lunglei,15,286,0,386,74,101,102,130,211,267,364,430,570,759,1019,1304,1501,1752,1911,1783,1737,1343,915,641,434,336,237,185,137,117,110,71,70,44,40,52,38,25,26,15,22,11,7,14,10,9,10,13,11,6,7,3,3,4,1,0,2,0,0,2,0,1,0,1,2,0,1,0,0,0,0,0,0,2
Lalitpur,9,167,0,0,0,0,0,0,0,0,0,0,0,2,4,6,11,31,81,145,320,613,1099,1693,2183,2349,2282,1912,1494,1187,962,820,689,581,492,436,369,347,298,244,233,179,172,167,135,104,96,70,64,53,48,48,29,21,24,20,13,12,11,20,8,8,7,8,5,5,7,10,9,3,7,7,6,49
Chandel,14,280,0,325,66,104,127,156,211,263,398,494,698,833,988,1200,1426,1488,1287,1212,817,534,276,161,113,81,76,70,57,67,46,45,38,36,37,28,31,18,22,19,19,9,14,12,5,8,5,3,3,2,0,2,1,3,3,1,2,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
